"","Lat","Long","Prec..mm."
"12877",37.6,-8.4,81.66
"12878",37.6,-8.2,84.62
"12879",37.6,-8,55.62
"12880",37.6,-7.8,49.25
"12881",37.6,-7.6,35.03
"12882",37.4,-8.8,69.41
"12883",37.4,-8.6,84.72
"12884",37.4,-8.4,84.78
"12885",37.4,-8.2,77.69
"12886",37.4,-8,74.91
"12887",37.4,-7.8,60.27
"12888",37.4,-7.6,29.94
"12889",37.2,-8.8,58.48
"12890",37.2,-8.6,71.66
"12891",37.2,-8.4,52.92
"12892",37.2,-8.2,25.59
"12893",37.2,-8,34.8
"12894",37.2,-7.8,47.98
"12895",37.2,-7.6,36.75
"12896",37.2,-7.4,36.11
"12897",37,-9,33.69
"12898",37,-8.8,38.27
"12899",37,-8,24.81
"12900",37,-7.8,27.52
