"Muni_ID","ID","Muni","AtmN","BNF","SludgeN","FertN","Gross_manureN","total_Ninputs"
1013,"1641013","Pedrógão Grande",3.8,0.42,0,27.17,35.77,67.16
614,"1640614","Penela",4.06,1.38,0,24.63,40.05,70.12
616,"1640616","Tábua",3.51,1.64,0,0.82,44.19,50.16
617,"1640617","Vila Nova de Poiares",3.83,1.56,0,4.34,52.2,61.93
901,"1650901","Aguiar da Beira",3.47,1.71,0,0.14,154.09,159.41
1802,"1651802","Carregal do Sal",3.29,0.89,0,1.49,114.16,119.83
1803,"1651803","Castro Daire",3.84,2.06,0,0.5,111.02,117.42
1806,"1651806","Mangualde",4.27,1.17,0,14.11,48.1,67.65
1808,"1651808","Mortágua",3.51,0.98,0,2.54,475.2,482.23
1809,"1651809","Nelas",3.42,0.71,0,0.98,66.9,72.01
1810,"1651810","Oliveira de Frades",5.61,1.7,0,0,722.07,729.38
1811,"1651811","Penalva do Castelo",5.49,1.06,0,17.08,33.98,57.61
1814,"1651814","Santa Comba Dão",5.89,2.03,0,3.88,290.64,302.44
1816,"1651816","São Pedro do Sul",5.83,2.06,0,4.48,225.53,237.9
1817,"1651817","Sátão",4.77,1.65,0,1.7,176.61,184.73
1821,"1651821","Tondela",4.94,1.32,0,4.38,251.41,262.05
1822,"1651822","Vila Nova de Paiva",5.02,1.39,0,0,247.02,253.43
1823,"1651823","Viseu",5.28,1.52,0,1.18,69.16,77.14
1824,"1651824","Vouzela",5.73,2.01,0,0.62,363.77,372.13
1413,"1661413","Mação",5.22,0.19,0,4.25,41.08,50.74
506,"1660506","Oleiros",5.43,0.28,0,0,108.4,114.11
508,"1660508","Proença-a-Nova",4.46,0.57,0,24.23,26.94,56.2
509,"1660509","Sertã",5.04,0.43,0,0.13,89.68,95.28
510,"1660510","Vila de Rei",3.54,0.33,0,0,92.29,96.16
905,"1670905","Fornos de Algodres",6.07,1.12,0,20.55,36.28,64.02
906,"1670906","Gouveia",5.95,1.24,0,2.76,27.72,37.67
912,"1670912","Seia",5.03,0.63,0,4.37,30.92,40.95
902,"1680902","Almeida",5.16,1.78,0,0,30.59,37.53
903,"1680903","Celorico da Beira",5.06,1.31,0,3.08,23.19,32.64
904,"1680904","Figueira de Castelo Rodrigo",4.98,1.13,0,22.15,15.45,43.71
907,"1680907","Guarda",4.84,1.92,0,0.24,29.34,36.34
908,"1680908","Manteigas",5.24,0.95,0,1.46,52.33,59.98
909,"1680909","Mêda",5.5,0.63,0,7.93,14.37,28.43
910,"1680910","Pinhel",4.29,1.16,0,1.31,24.58,31.34
911,"1680911","Sabugal",5.13,1.99,0,0.04,31.2,38.36
913,"1680913","Trancoso",5.2,1.15,0,20,26.26,52.61
502,"1690502","Castelo Branco",5.41,1.47,0,14.32,19.25,40.45
505,"1690505","Idanha-a-Nova",5.14,1.97,0,9.59,23.23,39.93
507,"1690507","Penamacor",4.72,1.26,0,22.4,23.91,52.29
511,"1690511","Vila Velha de Ródão",5.2,0.94,0,37.03,20.84,64.01
501,"16A0501","Belmonte",5.54,0.76,0,5.42,25.03,36.75
503,"16A0503","Covilhã",5.63,0.76,0,2.18,32.05,40.62
504,"16A0504","Fundão",4.32,0.83,0,2.48,24.56,32.19
1001,"16B1001","Alcobaça",3.77,1.09,0,17.07,210.57,232.5
1101,"16B1101","Alenquer",4.51,0.63,0,17.33,42.54,65.01
1102,"16B1102","Arruda dos Vinhos",3.46,1.06,0,4.71,53.44,62.67
1005,"16B1005","Bombarral",4.03,0.2,0,23.79,148.24,176.26
1104,"16B1104","Cadaval",4.17,0.23,0,1.06,67.69,73.15
1006,"16B1006","Caldas da Rainha",3.59,0.64,0,16.62,167.83,188.68
1108,"16B1108","Lourinhã",4,1.37,0,110.76,312.36,428.49
1011,"16B1011","Nazaré",4.36,0.6,0,123.5,137.46,265.92
1012,"16B1012","Óbidos",4.06,0.56,0.02,65.09,128.89,198.62
1014,"16B1014","Peniche",3.81,1.29,0.01,224.17,73.76,303.04
1112,"16B1112","Sobral de Monte Agraço",4.01,0.65,0,16.11,101.37,122.14
1113,"16B1113","Torres Vedras",4.64,0.62,0,38.66,123.21,167.13
1401,"16C1401","Abrantes",3.97,1.87,0,40.39,18.4,64.63
1402,"16C1402","Alcanena",4.18,1.08,0,60.39,36.82,102.47
1408,"16C1408","Constância",5.38,0.76,0,324.26,3.75,334.15
1410,"16C1410","Entroncamento",5.14,0.34,0,195.31,11.75,212.54
1411,"16C1411","Ferreira do Zêzere",6.4,0.39,0,1.66,608.74,617.19
1421,"16C1421","Ourém",7.66,0.75,0.01,1.13,303.74,313.29
1417,"16C1417","Sardoal",6.59,0.42,0,76.2,18.02,101.23
1418,"16C1418","Tomar",7.25,0.64,0.01,0.8,115.57,124.27
1419,"16C1419","Torres Novas",5.9,0.27,0,5.56,27.43,39.16
1420,"16C1420","Vila Nova da Barquinha",6.88,0.48,0,142.24,11.77,161.37
1115,"1711115","Amadora",6.96,2.17,0,15.15,23.74,48.02
1105,"1711105","Cascais",7.41,0.56,0,83.09,22.87,113.93
1106,"1711106","Lisboa",6.72,0.56,0,198.89,5.45,211.62
1107,"1711107","Loures",7.56,0.97,0,84.17,86.08,178.78
1109,"1711109","Mafra",5.45,1.21,0,39,98.33,143.99
1116,"1711116","Odivelas",7.04,1.85,0,4.18,40.47,53.54
1110,"1711110","Oeiras",7.79,0.3,0,85.64,3,96.73
1111,"1711111","Sintra",5.91,1.05,0,51.18,42.94,101.08
1114,"1711114","Vila Franca de Xira",7.26,1.68,0,191.84,22.82,223.6
1502,"1721502","Alcochete",6.88,2.12,0,57.34,40.21,106.55
1503,"1721503","Almada",4.67,2.95,0,196.35,55.28,259.25
1504,"1721504","Barreiro",5.55,1.43,0,22.72,95.59,125.29
1506,"1721506","Moita",4.76,1.04,0,33.93,227.43,267.16
1507,"1721507","Montijo",4.83,1.57,0,15.35,91.05,112.8
1508,"1721508","Palmela",5.19,1.42,0,11.06,49.86,67.53
1510,"1721510","Seixal",4.96,2.08,0,0.61,15.48,23.13
1511,"1721511","Sesimbra",4.7,1.99,0,60.82,13.93,81.44
1512,"1721512","Setúbal",4.68,1.19,0,16.19,26.91,48.97
1501,"1811501","Alcácer do Sal",4.78,1.77,0,50.77,20.48,77.8
1505,"1811505","Grândola",4.83,1.81,0,1.01,28.6,36.25
211,"1810211","Odemira",5.14,1.79,0,16.39,27.83,51.15
1509,"1811509","Santiago do Cacém",4.76,1.54,0,4.03,28.9,39.23
1513,"1811513","Sines",4.43,1.52,0,20.6,22.79,49.34
1201,"1821201","Alter do Chão",5.14,2.13,0,8.92,28.62,44.81
1202,"1821202","Arronches",4.74,1.86,0,1.88,32.69,41.17
1203,"1821203","Avis",5.23,1.96,0,16.75,21.19,45.13
1204,"1821204","Campo Maior",4.77,1.48,0,79.33,26.07,111.65
1205,"1821205","Castelo de Vide",5.12,2.4,0,9.98,23.77,41.27
1206,"1821206","Crato",5.17,2.24,0,0.03,33.27,40.71
1207,"1821207","Elvas",4.78,1.99,0,11.84,32.7,51.31
1208,"1821208","Fronteira",5.72,1.99,0,49.97,23.29,80.97
1209,"1821209","Gavião",4.55,2.36,0,11.61,11.56,30.08
1210,"1821210","Marvão",5.4,2.36,0,30.89,20.91,59.56
1211,"1821211","Monforte",4.48,2.19,0,9.73,36.97,53.37
707,"1820707","Mora",4.7,2.25,0,12.31,19.73,38.99
1212,"1821212","Nisa",4.76,2.42,0,14.36,20.59,42.13
1213,"1821213","Ponte de Sor",4.95,2.1,0,4.25,14.7,26
1214,"1821214","Portalegre",5.2,2.16,0,13.81,31.08,52.25
701,"1830701","Alandroal",5.28,1.99,0,3.02,25.86,36.15
702,"1830702","Arraiolos",4.48,1.84,0,2.02,33.1,41.44
703,"1830703","Borba",4.4,1.06,0,1.01,28.87,35.34
704,"1830704","Estremoz",3.66,1.35,0,3.89,22.82,31.72
705,"1830705","Évora",4.55,1.9,0,9.64,26.66,42.75
706,"1830706","Montemor-o-Novo",4.59,2.23,0,0.89,36.68,44.39
708,"1830708","Mourão",5.71,2.01,0,3.21,25.97,36.9
709,"1830709","Portel",5.98,1.81,0,0.13,33.12,41.04
710,"1830710","Redondo",5.34,1.74,0,5.86,27.15,40.09
711,"1830711","Reguengos de Monsaraz",6.45,1.51,0,10.15,20.14,38.25
1215,"1831215","Sousel",6.41,1.57,0,31.11,22.47,61.56
712,"1830712","Vendas Novas",5.5,2.17,0,1.4,48.93,58
713,"1830713","Viana do Alentejo",5.99,2.21,0,0.05,28.09,36.34
714,"1830714","Vila Viçosa",6.85,1.93,0,11.29,30.4,50.47
201,"1840201","Aljustrel",5.85,1.34,0,84.12,17,108.31
202,"1840202","Almodôvar",6.36,1.47,0,1.01,15.47,24.31
203,"1840203","Alvito",3.56,2.19,0,13.39,28.58,47.72
204,"1840204","Barrancos",4.14,2.45,0,0,31.36,37.95
205,"1840205","Beja",3.93,1.7,0,64.83,13.38,83.84
206,"1840206","Castro Verde",4.69,0.98,0,27.76,18.03,51.46
207,"1840207","Cuba",4.55,1.59,0,17.38,33.94,57.46
208,"1840208","Ferreira do Alentejo",4.49,1.62,0,35.09,16.82,58.02
209,"1840209","Mértola",3.67,2.46,0,3.72,13.73,23.58
210,"1840210","Moura",4.35,1.56,0,31.07,20.55,57.53
212,"1840212","Ourique",4.44,2.12,0,1.53,25.04,33.13
213,"1840213","Serpa",3.88,1.86,0,42.26,18.3,66.3
214,"1840214","Vidigueira",4.46,1.02,0,57.15,13.63,76.26
1403,"1851403","Almeirim",3.74,0.33,0,169.94,4.69,178.7
1404,"1851404","Alpiarça",4.06,0.82,0,240.18,6.93,251.99
1103,"1851103","Azambuja",4.31,0.95,0,58.93,40.44,104.63
1405,"1851405","Benavente",4.08,1.53,0,26.15,68.79,100.55
1406,"1851406","Cartaxo",5.03,0.27,0,120.02,176.46,301.78
1407,"1851407","Chamusca",4.98,1.91,0,78.72,16.39,102
1409,"1851409","Coruche",5.33,1.76,0,56.84,21.45,85.38
1412,"1851412","Golegã",4.66,0.24,0,484.1,3.18,492.18
1414,"1851414","Rio Maior",4.36,1.22,0,15.07,150.87,171.52
1415,"1851415","Salvaterra de Magos",3.87,2.38,0,110.09,38.77,155.11
1416,"1851416","Santarém",6.05,0.76,0,22.12,71.33,100.26
801,"1500801","Albufeira",4.56,0.29,0.01,151.01,10.27,166.14
802,"1500802","Alcoutim",6.76,0.6,0,58.18,7,72.54
803,"1500803","Aljezur",4.11,1.51,0,20.28,31.67,57.57
804,"1500804","Castro Marim",3.53,1.23,0,72.13,12.44,89.33
805,"1500805","Faro",5.01,0.19,0,224.17,6.56,235.93
806,"1500806","Lagoa",5.58,0.34,0,11.23,25.15,42.3
807,"1500807","Lagos",3.41,0.87,0,28.5,24.31,57.09
808,"1500808","Loulé",5.74,0.56,0,127.84,7.44,141.58
809,"1500809","Monchique",3.97,1.25,0,9.97,53.66,68.85
810,"1500810","Olhão",3.67,0.01,0,221.97,4.85,230.5
811,"1500811","Portimão",3.74,1.18,0,13.01,32.51,50.44
812,"1500812","São Brás de Alportel",4.42,0.14,0,62.13,2.81,69.5
813,"1500813","Silves",6.2,0.77,0,108.8,14.83,130.6
814,"1500814","Tavira",4.28,0.44,0,116.74,4.53,125.99
815,"1500815","Vila do Bispo",5.05,1.59,0,19.2,20.98,46.82
816,"1500816","Vila Real de Santo António",6.56,0.6,0,28.02,8.07,43.25
