"Muni_ID","ID","Muni","Crop_offake","Res_burnt","Res_removed","Fodder_offtake","total_Noutputs"
1706,"1181706","Montalegre",104052.7,1491.89,352610.05,861161.81,1319316.45
1707,"1181707","Murça",14830.7,6739.57,5358.11,46483.74,73412.12
1712,"1181712","Valpaços",114967.24,34497.2,47025.92,242305.21,438795.57
1713,"1181713","Vila Pouca de Aguiar",36921.29,2640.09,72924.84,444330.86,556817.08
411,"1180411","Vimioso",40133.77,6933.28,41015.82,236635.64,324718.51
412,"1180412","Vinhais",82634.02,21777.1,65829.52,355935.29,526175.93
101,"1610101","Águeda",114970,3374.13,49553.66,201806.5,369704.29
102,"1610102","Albergaria-a-Velha",121523.65,439.7,51547.64,261939.87,435450.86
103,"1610103","Anadia",75894.19,3742.68,30770.31,65925.69,176332.87
105,"1610105","Aveiro",134930.27,504.66,57466.71,171371.31,364272.95
108,"1610108","Estarreja",89628.73,2014.44,41932.69,712583.19,846159.05
110,"1610110","Ílhavo",55346.2,180.58,23347.85,49978.06,128852.69
111,"1610111","Mealhada",44326.44,1896.16,17366.69,85350.52,148939.81
112,"1610112","Murtosa",41297.85,127.31,17377.43,412352.11,471154.7
114,"1610114","Oliveira do Bairro",65949.21,4244.87,29659.92,106596.52,206450.52
115,"1610115","Ovar",44172.48,144.33,18345.06,515621.66,578283.53
117,"1610117","Sever do Vouga",41897.73,247.33,21259.23,48526.74,111931.03
118,"1610118","Vagos",100998.83,385.84,42584.01,299030.2,442998.88
602,"1620602","Cantanhede",131426.2,4811.98,51864.43,536880.79,724983.4
603,"1620603","Coimbra",349704.06,14067.12,147974.73,101671.31,613417.22
604,"1620604","Condeixa-a-Nova",52514.18,1774.3,24207.46,44428.38,122924.32
605,"1620605","Figueira da Foz",275008.55,72345.58,156889.3,408447.03,912690.46
608,"1620608","Mira",29986.29,201.61,12781.12,165038.68,208007.7
610,"1620610","Montemor-o-Velho",554073.67,43459.28,256449.33,855536.34,1709518.62
613,"1620613","Penacova",28198.65,420.4,12472.73,31814.6,72906.38
615,"1620615","Soure",266436.31,31978.46,128780.12,96596.41,523791.3
1004,"1631004","Batalha",18444.16,1078.3,7069.14,23334.67,49926.27
1009,"1631009","Leiria",185671.04,4007.3,78768.86,320878.23,589325.43
1010,"1631010","Marinha Grande",7257.89,88.08,3074.14,5257.73,15677.84
1015,"1631015","Pombal",174771.11,7047.06,77478.37,225725.36,485021.9
1016,"1631016","Porto de Mós",16454.05,2076.12,16915.88,295021.59,330467.64
1002,"1641002","Alvaiázere",10827.43,816.99,3801.99,39944.64,55391.05
1003,"1641003","Ansião",28163.12,1318.01,15244.38,66824.64,111550.15
601,"1640601","Arganil",29841.59,388.69,18308.43,35920.54,84459.25
1007,"1641007","Castanheira de Pêra",988.55,60.66,441.67,3530.58,5021.46
1008,"1641008","Figueiró dos Vinhos",6697.52,273.68,2625.08,7051.93,16648.21
606,"1640606","Góis",4318.38,50.12,2089.97,7303.85,13762.32
607,"1640607","Lousã",8868.25,145.11,4052.43,12011.21,25077
609,"1640609","Miranda do Corvo",8970.64,498.34,3886.17,12028.99,25384.14
611,"1640611","Oliveira do Hospital",37130.89,1106.33,34951.48,89937.65,163126.35
612,"1640612","Pampilhosa da Serra",4026.3,301.49,1340.08,5922.75,11590.62
1013,"1641013","Pedrógão Grande",8484.39,246.33,3207.69,8099.66,20038.07
614,"1640614","Penela",10496.38,648.95,7767.14,32430.3,51342.77
616,"1640616","Tábua",34585.8,637.99,22854.61,61498.48,119576.88
617,"1640617","Vila Nova de Poiares",6695.91,103.55,3583.28,5696.17,16078.91
901,"1650901","Aguiar da Beira",75616.72,1615.84,37469.1,123585.54,238287.2
1802,"1651802","Carregal do Sal",21164.07,908.21,11796.95,30847.18,64716.41
1803,"1651803","Castro Daire",94149.51,586.49,47995.83,114902.02,257633.85
1806,"1651806","Mangualde",71360.29,2422.19,39904.94,82440.15,196127.57
1808,"1651808","Mortágua",36416.52,352.06,16343.41,55267.49,108379.48
1809,"1651809","Nelas",23261.29,2704.72,10094.63,37490.38,73551.02
1810,"1651810","Oliveira de Frades",87646.18,447.69,41328.67,111080.15,240502.69
1811,"1651811","Penalva do Castelo",62300.51,2642.18,25790.14,35827.62,126560.45
1814,"1651814","Santa Comba Dão",20062.39,426.82,16251.3,40517.35,77257.86
1816,"1651816","São Pedro do Sul",138368.23,1044.42,69418.31,171146.47,379977.43
1817,"1651817","Sátão",91602.81,1746.65,41305.99,94145.14,228800.59
1821,"1651821","Tondela",102918.19,3269.53,43621.74,146090.93,295900.39
1822,"1651822","Vila Nova de Paiva",40374.43,332.56,21714.11,82453.65,144874.75
1823,"1651823","Viseu",165428.3,4929.16,69167.83,126196.53,365721.82
1824,"1651824","Vouzela",84812.96,779.47,38679.99,110077.97,234350.39
1413,"1661413","Mação",3786.72,895.36,1264.69,37617.61,43564.38
506,"1660506","Oleiros",7076.75,689.99,3103.87,19330.79,30201.4
508,"1660508","Proença-a-Nova",9902.04,1750.83,7368.48,67327.41,86348.76
509,"1660509","Sertã",15612.39,1376.37,7579.78,61577.69,86146.23
510,"1660510","Vila de Rei",1567.98,213.71,635.28,5467.74,7884.71
905,"1670905","Fornos de Algodres",37246.27,804.65,20773.44,56405.31,115229.67
906,"1670906","Gouveia",18465.67,3068.95,28543.57,116706.66,166784.85
912,"1670912","Seia",17428.07,2615.51,13103.55,134671.59,167818.72
902,"1680902","Almeida",8196.46,1317.3,81006.67,562832.45,653352.88
903,"1680903","Celorico da Beira",15273.71,1223.86,34228.35,192626.25,243352.17
904,"1680904","Figueira de Castelo Rodrigo",26533.4,9509.97,64739.33,377607.11,478389.81
907,"1680907","Guarda",42286.34,3948.45,121681.83,512257.2,680173.82
908,"1680908","Manteigas",797.41,115.59,945.94,11695.98,13554.92
909,"1680909","Mêda",27048.67,9667.47,20143.32,96912.03,153771.49
910,"1680910","Pinhel",39816.2,10460.34,63420.38,409733.4,523430.32
911,"1680911","Sabugal",33109.56,1665.05,108712.45,598085.64,741572.7
913,"1680913","Trancoso",35795.22,8021.63,44892.13,263995.9,352704.88
502,"1690502","Castelo Branco",40377.41,7247.21,153822.81,778699.18,980146.61
505,"1690505","Idanha-a-Nova",110988.64,5363.03,468646.63,1899221.03,2484219.33
507,"1690507","Penamacor",30772.18,2406.93,47949.73,287654.96,368783.8
511,"1690511","Vila Velha de Ródão",7031.57,1520.13,16234.12,109518.41,134304.23
501,"16A0501","Belmonte",26565.96,3342.93,24097.96,119710.6,173717.45
503,"16A0503","Covilhã",46330.73,6881.83,39475.94,320178.64,412867.14
504,"16A0504","Fundão",79733.95,10868.65,86605.49,560471.32,737679.41
1001,"16B1001","Alcobaça",102891.84,11406.09,43056.71,246669.33,404023.97
1101,"16B1101","Alenquer",116369.35,10730.1,55100.96,123120.04,305320.45
1102,"16B1102","Arruda dos Vinhos",26243.11,2219.97,13793.91,59236.08,101493.07
1005,"16B1005","Bombarral",30219.3,10769.13,4213.07,48481.56,93683.06
1104,"16B1104","Cadaval",31357.46,12150.49,3170.21,75463.51,122141.67
1006,"16B1006","Caldas da Rainha",62236.09,10026.71,21111.47,64359.93,157734.2
1108,"16B1108","Lourinhã",117774.85,2937.39,54089.89,208884.55,383686.68
1011,"16B1011","Nazaré",13055.27,652.86,5344.88,79741.96,98794.97
1012,"16B1012","Óbidos",34545.66,5966.38,9499.17,23052.14,73063.35
1014,"16B1014","Peniche",52479.56,396.78,19000.15,41394.85,113271.34
1112,"16B1112","Sobral de Monte Agraço",37572.58,1080.04,19116.72,164803.68,222573.02
1113,"16B1113","Torres Vedras",203694.48,14392.12,87971.78,458845.08,764903.46
1401,"16C1401","Abrantes",209046.61,4656.38,119569.23,209548.13,542820.35
1402,"16C1402","Alcanena",21745.93,1553.31,16858.41,153246.6,193404.25
1408,"16C1408","Constância",69678.94,438.57,27450.18,2154.81,99722.5
1410,"16C1410","Entroncamento",21270.92,124.67,8541.7,6353.95,36291.24
1411,"16C1411","Ferreira do Zêzere",15332.03,1796.97,5387.94,37708.66,60225.6
1421,"16C1421","Ourém",111483.26,3040.41,40556.14,107013.86,262093.67
1417,"16C1417","Sardoal",7467.66,819.35,3513.66,19801.62,31602.29
1418,"16C1418","Tomar",174999.26,4356.7,75679.12,128588.16,383623.24
1419,"16C1419","Torres Novas",272156.47,6219.44,115209.34,105649.47,499234.72
1420,"16C1420","Vila Nova da Barquinha",11055.42,113.91,4528.61,4533.71,20231.65
1115,"1711115","Amadora",39.09,4.75,284.67,1608.98,1937.49
1105,"1711105","Cascais",1059.13,134.52,548.06,5408.67,7150.38
1106,"1711106","Lisboa",247.4,8.6,234.36,312.52,802.88
1107,"1711107","Loures",36662.68,971.7,19313.45,240050.53,296998.36
1109,"1711109","Mafra",137600.49,6567.36,72362.35,511713.19,728243.39
1116,"1711116","Odivelas",451.75,31.43,1996,19842.71,22321.89
1110,"1711110","Oeiras",188.87,66.73,65.33,333.56,654.49
1111,"1711111","Sintra",86547.17,934.53,56637.33,181781.06,325900.09
1114,"1711114","Vila Franca de Xira",561408.69,78799.31,294526.36,328671.73,1263406.09
1502,"1721502","Alcochete",34355.37,4646.37,28494.69,91102.4,158598.83
1503,"1721503","Almada",5906.12,47.8,2502.31,22447.13,30903.36
1504,"1721504","Barreiro",1585.93,30.06,1372.57,15018.19,18006.75
1506,"1721506","Moita",8638.35,130.57,5706.82,224342.97,238818.71
1507,"1721507","Montijo",257918.47,12242.38,149405.35,404778.62,824344.82
1508,"1721508","Palmela",291727.32,30730.61,198138.16,1053043.05,1573639.14
1510,"1721510","Seixal",238.72,65.06,3061.33,10261.31,13626.42
1511,"1721511","Sesimbra",7911.7,743.16,14755.89,24750.17,48160.92
1512,"1721512","Setúbal",13680.05,2973.65,10900.51,73035.11,100589.32
1501,"1811501","Alcácer do Sal",922419.58,234598.52,665255.4,1926086.6,3748360.1
1505,"1811505","Grândola",279041.3,41697.34,172262.93,613179.77,1106181.34
211,"1810211","Odemira",420729.72,18278.14,414999.53,1904638.33,2758645.72
1509,"1811509","Santiago do Cacém",484972.47,30315.34,402461.58,1455783.54,2373532.93
1513,"1811513","Sines",28019,381.02,40869.4,202857.76,272127.18
1201,"1821201","Alter do Chão",32720.49,2209.55,191183.27,959928.89,1186042.2
1202,"1821202","Arronches",56806.68,1505.26,136804.73,812630.08,1007746.75
1203,"1821203","Avis",190833.65,6864.01,263460.69,967585.77,1428744.12
1204,"1821204","Campo Maior",203466.41,4420.21,140759.93,480071.36,828717.91
1205,"1821205","Castelo de Vide",7826.95,1260.19,105867.3,480967.91,595922.35
1206,"1821206","Crato",25191.78,2896.66,135179.86,835398.27,998666.57
1207,"1821207","Elvas",307463.79,8642.86,334540.3,1555134.6,2205781.55
1208,"1821208","Fronteira",188070.48,2584.94,203897.62,517009.33,911562.37
1209,"1821209","Gavião",27670.62,1689.19,78607.24,158719.94,266686.99
1210,"1821210","Marvão",10404.63,2439.44,44433.93,183727.82,241005.82
1211,"1821211","Monforte",81944.4,1797.67,227723.84,1408550.6,1720016.51
707,"1820707","Mora",171248.76,2101.18,263093.71,810969.58,1247413.23
1212,"1821212","Nisa",18641.78,2914.36,148249.09,579371.26,749176.49
1213,"1821213","Ponte de Sor",212619.3,11777.73,333183.15,741849.87,1299430.05
1214,"1821214","Portalegre",32491.32,4359.85,139196.69,860431.37,1036479.23
701,"1830701","Alandroal",216659.14,8105.84,290078.6,1106998.12,1621841.7
702,"1830702","Arraiolos",180926.12,4809.75,329139.51,1509341.6,2024216.98
703,"1830703","Borba",46343.97,3903.39,38418.95,207628.47,296294.78
704,"1830704","Estremoz",172266.2,7397.34,187112.07,811440.23,1178215.84
705,"1830705","Évora",452278.55,12099.25,745296.59,2786029.34,3995703.73
706,"1830706","Montemor-o-Novo",200284.24,29443.5,605140.36,3155612.56,3990480.66
708,"1830708","Mourão",46088.02,1458.9,113929.63,533829.78,695306.33
709,"1830709","Portel",105537.16,3476.75,223572.23,1011159.16,1343745.3
710,"1830710","Redondo",138607.44,6395.96,167085.83,789403.43,1101492.66
711,"1830711","Reguengos de Monsaraz",118226.02,8550.17,154551.67,560123.65,841451.51
1215,"1831215","Sousel",84958.61,4043.48,93074.71,456792.44,638869.24
712,"1830712","Vendas Novas",53879.01,9683.68,108729.69,301536.29,473828.67
713,"1830713","Viana do Alentejo",192889.14,5189.18,269648.83,1033507.8,1501234.95
714,"1830714","Vila Viçosa",35154.36,1822.05,88432.66,479402.14,604811.21
201,"1840201","Aljustrel",421449.44,5435.81,271667.76,660184.58,1358737.59
202,"1840202","Almodôvar",105550.98,1174.77,147024.92,581773.48,835524.15
203,"1840203","Alvito",52202.71,1727.29,129985.09,652891.98,836807.07
204,"1840204","Barrancos",1768.94,360.22,67312,354452.01,423893.17
205,"1840205","Beja",917947.47,11831.77,729586.67,1236199.96,2895565.87
206,"1840206","Castro Verde",279005.99,2300.31,248158.01,909653.33,1439117.64
207,"1840207","Cuba",82555.38,2517.38,97517.51,311515.22,494105.49
208,"1840208","Ferreira do Alentejo",463290.69,19370.37,313462.3,793347.25,1589470.61
209,"1840209","Mértola",263033.82,4563.68,523254.32,1236724.92,2027576.74
210,"1840210","Moura",262158.51,14282.7,354995.89,1419550,2050987.1
212,"1840212","Ourique",219634.54,1650.86,282354.39,861407.99,1365047.78
213,"1840213","Serpa",419487.23,15790.27,382442.74,1555687.51,2373407.75
214,"1840214","Vidigueira",117807.45,7272.31,106998.28,316228.49,548306.53
1403,"1851403","Almeirim",331953.96,17699.07,129303.5,28683.02,507639.55
1404,"1851404","Alpiarça",278677.75,3827.54,108834.45,32470.4,423810.14
1103,"1851103","Azambuja",214310.37,20102.27,110048.13,231458.7,575919.47
1405,"1851405","Benavente",602855.38,110289.15,409506.55,1177300.19,2299951.27
1406,"1851406","Cartaxo",217580.01,5479.27,83135.23,103117.36,409311.87
1407,"1851407","Chamusca",822946.48,27258.07,482928.45,537720,1870853
1409,"1851409","Coruche",1422096.21,114600.49,752089.2,1055900.13,3344686.03
1412,"1851412","Golegã",1027578.71,3465.71,417060.24,17738.09,1465842.75
1414,"1851414","Rio Maior",151466.41,5429.97,75248.53,176374.8,408519.71
1415,"1851415","Salvaterra de Magos",435509.8,17439.27,190871.49,187898.84,831719.4
1416,"1851416","Santarém",733775.52,10949.19,312819.35,580202.03,1637746.09
801,"1500801","Albufeira",17200.86,8737.88,2944.73,34799.09,63682.56
802,"1500802","Alcoutim",10173.36,11514.83,15234.17,89056.58,125978.94
803,"1500803","Aljezur",28920.42,890.1,24672.71,122321.78,176805.01
804,"1500804","Castro Marim",12363.57,9573.98,19041.38,84178.03,125156.96
805,"1500805","Faro",26946.74,10461.24,2412.46,24449.77,64270.21
806,"1500806","Lagoa",18590.07,8442.66,9270.74,16357.89,52661.36
807,"1500807","Lagos",8234.2,1927.1,6821.72,52300.47,69283.49
808,"1500808","Loulé",45407.24,27821.83,18084.18,94889.96,186203.21
809,"1500809","Monchique",12342.44,1741.19,10251.43,27059.69,51394.75
810,"1500810","Olhão",19017.08,7761.61,126.77,9402.26,36307.72
811,"1500811","Portimão",9344.16,3030.1,6958.97,58926.7,78259.93
812,"1500812","São Brás de Alportel",6342.3,3613.99,1597.07,4236.16,15789.52
813,"1500813","Silves",98570.1,30508.48,30642.08,142161.82,301882.48
814,"1500814","Tavira",48847.22,21056.63,9769.29,37545.97,117219.11
815,"1500815","Vila do Bispo",11363.68,951.07,23181.13,103798.14,139294.02
816,"1500816","Vila Real de Santo António",3091.31,1058.66,1184.38,8152.8,13487.15
