"Muni_ID","ID","Muni","TOTAL"
1701,"1171701","Alijó",14330.58
1801,"1171801","Armamar",4004.56
403,"1170403","Carrazeda de Ansiães",18763.6
404,"1170404","Freixo de Espada à Cinta",12130.56
1805,"1171805","Lamego",11132.6
1704,"1171704","Mesão Frio",340.6
1807,"1171807","Moimenta da Beira",136083.64
1812,"1171812","Penedono",21544.48
1708,"1171708","Peso da Régua",2032.46
1710,"1171710","Sabrosa",21072.96
1711,"1171711","Santa Marta de Penaguião",1288.52
1815,"1171815","São João da Pesqueira",7018.62
1818,"1171818","Sernancelhe",37815.52
1819,"1171819","Tabuaço",4398.12
1820,"1171820","Tarouca",27777.32
409,"1170409","Torre de Moncorvo",26236.08
410,"1170410","Vila Flor",16586.52
914,"1170914","Vila Nova de Foz Côa",10298.84
1714,"1171714","Vila Real",87437.98
401,"1180401","Alfândega da Fé",23812.24
1702,"1181702","Boticas",53439.68
402,"1180402","Bragança",166550
1703,"1181703","Chaves",301141.22
405,"1180405","Macedo de Cavaleiros",106583.86
406,"1180406","Miranda do Douro",136147.62
407,"1180407","Mirandela",83023.68
408,"1180408","Mogadouro",365730.62
1706,"1181706","Montalegre",162036.14
1707,"1181707","Murça",16536.2
1712,"1181712","Valpaços",78528.4
1713,"1181713","Vila Pouca de Aguiar",154618.92
411,"1180411","Vimioso",68063.32
412,"1180412","Vinhais",114589.16
101,"1610101","Águeda",117508.86
102,"1610102","Albergaria-a-Velha",143974.12
103,"1610103","Anadia",71371.74
105,"1610105","Aveiro",87026.9
108,"1610108","Estarreja",341302.76
110,"1610110","Ílhavo",25890.72
111,"1610111","Mealhada",74791.2
112,"1610112","Murtosa",195328.2
114,"1610114","Oliveira do Bairro",73407.44
115,"1610115","Ovar",246718.44
117,"1610117","Sever do Vouga",33241.2
118,"1610118","Vagos",167615.78
602,"1620602","Cantanhede",348631.28
603,"1620603","Coimbra",63401.02
604,"1620604","Condeixa-a-Nova",16973.32
605,"1620605","Figueira da Foz",260481.76
608,"1620608","Mira",175506.1
610,"1620610","Montemor-o-Velho",460068.3
613,"1620613","Penacova",15234.84
615,"1620615","Soure",41408.5
1004,"1631004","Batalha",194868.1
1009,"1631009","Leiria",2828006.92
1010,"1631010","Marinha Grande",2417.88
1015,"1631015","Pombal",386454.28
1016,"1631016","Porto de Mós",1390852.9
1002,"1641002","Alvaiázere",14651.14
1003,"1641003","Ansião",60702.26
601,"1640601","Arganil",12544.54
1007,"1641007","Castanheira de Pêra",1449.4
1008,"1641008","Figueiró dos Vinhos",4857.62
606,"1640606","Góis",48621.38
607,"1640607","Lousã",7087.48
609,"1640609","Miranda do Corvo",6895.6
611,"1640611","Oliveira do Hospital",21323.82
612,"1640612","Pampilhosa da Serra",2237.2
1013,"1641013","Pedrógão Grande",3832.78
614,"1640614","Penela",11045.14
616,"1640616","Tábua",24673.32
617,"1640617","Vila Nova de Poiares",3556.54
901,"1650901","Aguiar da Beira",98196.52
1802,"1651802","Carregal do Sal",28590.04
1803,"1651803","Castro Daire",57152.08
1806,"1651806","Mangualde",28584.2
1808,"1651808","Mortágua",29055.16
1809,"1651809","Nelas",13535.32
1810,"1651810","Oliveira de Frades",59316.1
1811,"1651811","Penalva do Castelo",13282.16
1814,"1651814","Santa Comba Dão",94929.82
1816,"1651816","São Pedro do Sul",65180.66
1817,"1651817","Sátão",52073.86
1821,"1651821","Tondela",66085.96
1822,"1651822","Vila Nova de Paiva",32663.82
1823,"1651823","Viseu",51596.22
1824,"1651824","Vouzela",51206.04
1413,"1661413","Mação",24069.26
506,"1660506","Oleiros",9895.82
508,"1660508","Proença-a-Nova",24650.7
509,"1660509","Sertã",146044.56
510,"1660510","Vila de Rei",11560.96
905,"1670905","Fornos de Algodres",16454.96
906,"1670906","Gouveia",28249.44
912,"1670912","Seia",30505.26
902,"1680902","Almeida",191677.88
903,"1680903","Celorico da Beira",46520.46
904,"1680904","Figueira de Castelo Rodrigo",72545.7
907,"1680907","Guarda",142922.74
908,"1680908","Manteigas",3328.38
909,"1680909","Mêda",17154.04
910,"1680910","Pinhel",85112.94
911,"1680911","Sabugal",88419.72
913,"1680913","Trancoso",74525.04
502,"1690502","Castelo Branco",192940.42
505,"1690505","Idanha-a-Nova",350607.3
507,"1690507","Penamacor",68296.74
511,"1690511","Vila Velha de Ródão",29764.98
501,"16A0501","Belmonte",33583.54
503,"16A0503","Covilhã",113804.76
504,"16A0504","Fundão",216141.5
1001,"16B1001","Alcobaça",1934208.88
1101,"16B1101","Alenquer",72502.56
1102,"16B1102","Arruda dos Vinhos",91448.96
1005,"16B1005","Bombarral",21361.98
1104,"16B1104","Cadaval",316781.46
1006,"16B1006","Caldas da Rainha",402214.96
1108,"16B1108","Lourinhã",1223869.38
1011,"16B1011","Nazaré",110569.38
1012,"16B1012","Óbidos",7775.6
1014,"16B1014","Peniche",47060.76
1112,"16B1112","Sobral de Monte Agraço",185064.94
1113,"16B1113","Torres Vedras",814163.46
1401,"16C1401","Abrantes",75544.74
1402,"16C1402","Alcanena",62756.3
1408,"16C1408","Constância",200.68
1410,"16C1410","Entroncamento",1671.56
1411,"16C1411","Ferreira do Zêzere",366851.66
1421,"16C1421","Ourém",49537.18
1417,"16C1417","Sardoal",7861.2
1418,"16C1418","Tomar",187388.86
1419,"16C1419","Torres Novas",138648.48
1420,"16C1420","Vila Nova da Barquinha",829.38
1115,"1711115","Amadora",316.68
1105,"1711105","Cascais",1127.22
1106,"1711106","Lisboa",117.52
1107,"1711107","Loures",83169.64
1109,"1711109","Mafra",292012.68
1116,"1711116","Odivelas",4628.56
1110,"1711110","Oeiras",64.96
1111,"1711111","Sintra",64019.88
1114,"1711114","Vila Franca de Xira",110365.62
1502,"1721502","Alcochete",83584.08
1503,"1721503","Almada",5823.3
1504,"1721504","Barreiro",3606.06
1506,"1721506","Moita",113249.04
1507,"1721507","Montijo",1670044.18
1508,"1721508","Palmela",764656.48
1510,"1721510","Seixal",1720.5
1511,"1721511","Sesimbra",6650.84
1512,"1721512","Setúbal",17937.08
1501,"1811501","Alcácer do Sal",308715.38
1505,"1811505","Grândola",881085.64
211,"1810211","Odemira",453020.6
1509,"1811509","Santiago do Cacém",703110.96
1513,"1811513","Sines",31870.84
1201,"1821201","Alter do Chão",131081.62
1202,"1821202","Arronches",137962.24
1203,"1821203","Avis",203539.14
1204,"1821204","Campo Maior",94758.74
1205,"1821205","Castelo de Vide",42736.44
1206,"1821206","Crato",172475.2
1207,"1821207","Elvas",210633.5
1208,"1821208","Fronteira",86138.46
1209,"1821209","Gavião",14332.36
1210,"1821210","Marvão",20936.64
1211,"1821211","Monforte",141144.36
707,"1820707","Mora",122689
1212,"1821212","Nisa",82049.98
1213,"1821213","Ponte de Sor",236881.58
1214,"1821214","Portalegre",140363.04
701,"1830701","Alandroal",248317.96
702,"1830702","Arraiolos",876381.1
703,"1830703","Borba",87710.38
704,"1830704","Estremoz",253990.4
705,"1830705","Évora",441134.68
706,"1830706","Montemor-o-Novo",1683798.66
708,"1830708","Mourão",102443.76
709,"1830709","Portel",764020.78
710,"1830710","Redondo",211476.58
711,"1830711","Reguengos de Monsaraz",112387.88
1215,"1831215","Sousel",120383.34
712,"1830712","Vendas Novas",535986
713,"1830713","Viana do Alentejo",323769.52
714,"1830714","Vila Viçosa",63281.72
201,"1840201","Aljustrel",137420.84
202,"1840202","Almodôvar",170562.66
203,"1840203","Alvito",95807.44
204,"1840204","Barrancos",95964.32
205,"1840205","Beja",252704.22
206,"1840206","Castro Verde",144203.48
207,"1840207","Cuba",319440.84
208,"1840208","Ferreira do Alentejo",330110.4
209,"1840209","Mértola",302060.58
210,"1840210","Moura",274604.96
212,"1840212","Ourique",540010.84
213,"1840213","Serpa",327006.08
214,"1840214","Vidigueira",44663.6
1403,"1851403","Almeirim",9538.22
1404,"1851404","Alpiarça",4223.38
1103,"1851103","Azambuja",304244.92
1405,"1851405","Benavente",1481511.98
1406,"1851406","Cartaxo",1674707.5
1407,"1851407","Chamusca",148058.96
1409,"1851409","Coruche",467559.14
1412,"1851412","Golegã",4585.82
1414,"1851414","Rio Maior",774936.44
1415,"1851415","Salvaterra de Magos",199509.08
1416,"1851416","Santarém",1140947.3
801,"1500801","Albufeira",7537.46
802,"1500802","Alcoutim",21575.62
803,"1500803","Aljezur",17191.9
804,"1500804","Castro Marim",30727.44
805,"1500805","Faro",8111.16
806,"1500806","Lagoa",33629.5
807,"1500807","Lagos",12207.68
808,"1500808","Loulé",26881.68
809,"1500809","Monchique",126597.16
810,"1500810","Olhão",2568.74
811,"1500811","Portimão",36843.2
812,"1500812","São Brás de Alportel",1831.82
813,"1500813","Silves",85216.08
814,"1500814","Tavira",16219.24
815,"1500815","Vila do Bispo",18712.3
816,"1500816","Vila Real de Santo António",1998.74
