Muni_ID,ID,Muni,runoff_nha
1809,1651809,Nelas,1.25788104824108
1810,1651810,Oliveira de Frades,21.9188533844743
1811,1651811,Penalva do Castelo,3.423877855773
1814,1651814,Santa Comba Dão,6.30435986432095
1816,1651816,São Pedro do Sul,8.2749235995658
1817,1651817,Sátão,2.79005606752651
1821,1651821,Tondela,6.34688255682377
1822,1651822,Vila Nova de Paiva,4.10665228235254
1823,1651823,Viseu,2.89720123657202
1824,1651824,Vouzela,10.4958418598667
1413,1661413,Mação,3.25088803658291
506,1660506,Oleiros,5.9664970741431
508,1660508,Proença-a-Nova,3.73009768198192
509,1660509,Sertã,3.74693678605093
510,1660510,Vila de Rei,1.74088474751184
905,1670905,Fornos de Algodres,2.90024126994899
906,1670906,Gouveia,1.49485441056688
912,1670912,Seia,2.0716789024112
902,1680902,Almeida,0.274222661812133
903,1680903,Celorico da Beira,1.4197648405745
904,1680904,Figueira de Castelo Rodrigo,0.960159976585849
907,1680907,Guarda,1.05128240929588
908,1680908,Manteigas,3.82188389766423
909,1680909,Mêda,1.64180079274036
910,1680910,Pinhel,0.972080022183677
911,1680911,Sabugal,0.774567673008526
913,1680913,Trancoso,1.72660191178144
502,1690502,Castelo Branco,0.814450750102889
505,1690505,Idanha-a-Nova,0.660807499912097
507,1690507,Penamacor,0.815604196984527
511,1690511,Vila Velha de Ródão,2.1897154895209
501,16A0501,Belmonte,0.772178608384111
503,16A0503,Covilhã,1.59778576063922
504,16A0504,Fundão,1.17591782504826
1001,16B1001,Alcobaça,4.60272768904751
1101,16B1101,Alenquer,2.58813023620605
1102,16B1102,Arruda dos Vinhos,3.8969472058403
1005,16B1005,Bombarral,2.4140417216074
1104,16B1104,Cadaval,2.94031160296861
1006,16B1006,Caldas da Rainha,4.75130108168031
1108,16B1108,Lourinhã,7.37292553841009
1011,16B1011,Nazaré,3.06221632559035
1012,16B1012,Óbidos,4.21204572843903
1014,16B1014,Peniche,1.94074699211091
1112,16B1112,Sobral de Monte Agraço,7.5292439509963
1113,16B1113,Torres Vedras,3.52753258512867
1401,16C1401,Abrantes,1.46343670964974
1402,16C1402,Alcanena,2.04453978276161
1408,16C1408,Constância,1.78061358667902
1410,16C1410,Entroncamento,0.418842389175665
1411,16C1411,Ferreira do Zêzere,5.33066960429516
1421,16C1421,Ourém,5.49251183381495
1417,16C1417,Sardoal,2.68321821345498
1418,16C1418,Tomar,2.37532351135052
1419,16C1419,Torres Novas,2.31375328056994
1420,16C1420,Vila Nova da Barquinha,2.20792911366135
1115,1711115,Amadora,0.813815824356064
1105,1711105,Cascais,2.21875846455492
1106,1711106,Lisboa,2.07043002852704
1107,1711107,Loures,6.0323251167666
1109,1711109,Mafra,6.99179910113387
1116,1711116,Odivelas,1.83991154048909
1110,1711110,Oeiras,4.28843872167094
1111,1711111,Sintra,2.61087603275444
1114,1711114,Vila Franca de Xira,0.976212950832651
1502,1721502,Alcochete,0.0196018046604162
1503,1721503,Almada,21.4293374805783
1504,1721504,Barreiro,1.392020551483
1506,1721506,Moita,0.257620930653468
1507,1721507,Montijo,0.535327152944605
1508,1721508,Palmela,0.31845333404994
1510,1721510,Seixal,0.169827634755151
1511,1721511,Sesimbra,1.4146366410495
1512,1721512,Setúbal,1.38563787833818
1501,1811501,Alcácer do Sal,0.473970987586997
1505,1811505,Grândola,0.403561143525835
211,1810211,Odemira,1.51084988777807
1509,1811509,Santiago do Cacém,0.571671763290433
1513,1811513,Sines,0.332443243436657
1201,1821201,Alter do Chão,0.368471638537586
1202,1821202,Arronches,0.693622919055397
1203,1821203,Avis,0.568111712965191
1204,1821204,Campo Maior,0.586716694976222
1205,1821205,Castelo de Vide,0.595823323758755
1206,1821206,Crato,0.312391810339335
1207,1821207,Elvas,0.622947225267928
1208,1821208,Fronteira,0.695135651711188
1209,1821209,Gavião,0.433830636105737
1210,1821210,Marvão,1.26221284987558
1211,1821211,Monforte,0.432587523596336
707,1820707,Mora,0.485376464793103
1212,1821212,Nisa,0.563198351380548
1213,1821213,Ponte de Sor,0.410560073587642
1214,1821214,Portalegre,0.826398975728565
701,1830701,Alandroal,0.891120619679523
702,1830702,Arraiolos,0.489901875728438
703,1830703,Borba,0.621314562413529
704,1830704,Estremoz,0.806322642114162
705,1830705,Évora,0.39437911141466
706,1830706,Montemor-o-Novo,0.628862250726
708,1830708,Mourão,0.375479376231823
709,1830709,Portel,0.83189267913459
710,1830710,Redondo,0.625631829093856
711,1830711,Reguengos de Monsaraz,0.596049387723558
1215,1831215,Sousel,0.451218363366463
712,1830712,Vendas Novas,0.34428762485635
713,1830713,Viana do Alentejo,0.256136071092355
714,1830714,Vila Viçosa,1.10369567164034
201,1840201,Aljustrel,0.592892749223581
202,1840202,Almodôvar,0.67121491056437
203,1840203,Alvito,0.244611975882386
204,1840204,Barrancos,1.24185459131369
205,1840205,Beja,0.636530228426154
206,1840206,Castro Verde,0.333821156675664
207,1840207,Cuba,0.402645301575553
208,1840208,Ferreira do Alentejo,0.257892606182743
209,1840209,Mértola,0.650825851739014
210,1840210,Moura,0.931827089233722
212,1840212,Ourique,0.723968669235
213,1840213,Serpa,1.0320854912015
214,1840214,Vidigueira,0.95128167550941
1403,1851403,Almeirim,0.520703452590508
1404,1851404,Alpiarça,0.646091650535394
1103,1851103,Azambuja,1.07888493160453
1405,1851405,Benavente,0.128280115307797
1406,1851406,Cartaxo,0.496694524728424
1407,1851407,Chamusca,0.81791395889177
1409,1851409,Coruche,0.437335904840903
1412,1851412,Golegã,0.0448069946271822
1414,1851414,Rio Maior,2.78790519988006
1415,1851415,Salvaterra de Magos,0.266484175068643
1416,1851416,Santarém,3.04521500478347
801,1500801,Albufeira,2.21896126692443
802,1500802,Alcoutim,1.86758206510071
803,1500803,Aljezur,0.913030100320712
804,1500804,Castro Marim,3.42539813169487
805,1500805,Faro,3.20240228183305
806,1500806,Lagoa,0.852550026412392
807,1500807,Lagos,3.32933306875195
808,1500808,Loulé,3.1256855429305
809,1500809,Monchique,4.64208917875767
810,1500810,Olhão,1.78384313633064
811,1500811,Portimão,2.16293393121829
812,1500812,São Brás de Alportel,1.4760579861924
813,1500813,Silves,2.99674850374314
814,1500814,Tavira,4.41765347798395
815,1500815,Vila do Bispo,0.687556304454262
816,1500816,Vila Real de Santo António,2.03546628541852
