"Muni_ID","ID","Muni","cereals","industry","potato","pulses","pastures","total_municipality"
604,"1620604","Condeixa-a-Nova",14856.76,0,888.23,2615.15,4138.67,22498.81
605,"1620605","Figueira da Foz",109260.33,0,824.78,3186.96,3128.67,116400.74
608,"1620608","Mira",7773.91,0,4345.97,1347.8,182,13649.68
610,"1620610","Montemor-o-Velho",176411.24,255.8,3552.91,3912.56,9561.33,193693.84
613,"1620613","Penacova",7654.66,25.71,1681.29,2505.77,1422.67,13290.1
615,"1620615","Soure",87912.42,293.32,697.89,2527.97,6275.33,97706.93
1004,"1631004","Batalha",4575.63,0,634.45,1010.84,444.67,6665.59
1009,"1631009","Leiria",52422.11,98.46,1522.68,7095.01,6173.33,67311.59
1010,"1631010","Marinha Grande",2080.39,0,63.44,169.02,182,2494.85
1015,"1631015","Pombal",51736.43,518.27,1776.45,9364.84,5173.33,68569.32
1016,"1631016","Porto de Mós",2766.02,15.43,951.67,1485.7,17304.67,22523.49
1002,"1641002","Alvaiázere",1393.71,25.71,63.44,771.04,2433.33,4687.23
1003,"1641003","Ansião",5745.44,0,0,1679.7,10070.67,17495.81
601,"1640601","Arganil",8107.78,57.33,317.22,2073.39,9593.33,20149.05
1007,"1641007","Castanheira de Pêra",226.69,0,95.17,152.61,163.33,637.8
1008,"1641008","Figueiró dos Vinhos",1501.53,0,634.45,447.3,397.33,2980.61
606,"1640606","Góis",1142.37,0,158.61,322.04,547.33,2170.35
607,"1640607","Lousã",2381.54,41.9,380.67,818.57,725.33,4348.01
609,"1640609","Miranda do Corvo",1975.44,0,348.95,676.9,1394.67,4395.96
611,"1640611","Oliveira do Hospital",8595,0,3077.07,3019.38,31152.67,45844.12
612,"1640612","Pampilhosa da Serra",680.06,0,0,0,598.67,1278.73
1013,"1641013","Pedrógão Grande",1994.04,0,31.72,0,602,2627.76
614,"1640614","Penela",1997.64,0,380.67,1140.6,6750,10268.91
616,"1640616","Tábua",8930.34,15.43,1522.68,3681.15,13840,27989.6
617,"1640617","Vila Nova de Poiares",1792.02,15.43,475.84,616.74,1238.67,4138.7
901,"1650901","Aguiar da Beira",20785.21,0,6947.21,7057.2,7168,41957.62
1802,"1651802","Carregal do Sal",5145.48,0,380.67,1823.62,6227.33,13577.1
1803,"1651803","Castro Daire",26831.68,0,1110.28,9204.56,13138,50284.52
1806,"1651806","Mangualde",18219.85,0,3997.02,5848.56,18020,46085.43
1808,"1651808","Mortágua",10332.67,0,1776.45,1953.39,1599.33,15661.84
1809,"1651809","Nelas",4483.9,0,888.23,2922.42,4680.67,12975.22
1810,"1651810","Oliveira de Frades",24852.32,0,571,6672.72,8662,40758.04
1811,"1651811","Penalva do Castelo",16252.8,0,888.23,4747.41,3444.67,25333.11
1814,"1651814","Santa Comba Dão",5191.88,25.71,1427.51,2653.12,11960,21258.22
1816,"1651816","São Pedro do Sul",38840,293.32,1776.45,12026.9,19370,72306.67
1817,"1651817","Sátão",25834.24,0,1395.79,6941.11,5886.67,40057.81
1821,"1651821","Tondela",26857.21,224.95,2220.57,12076.91,6451.33,47830.97
1822,"1651822","Vila Nova de Paiva",12070.25,0,697.89,1036.69,6048.67,19853.5
1823,"1651823","Viseu",43705.38,15.43,4219.08,21809.57,7798,77547.46
1824,"1651824","Vouzela",23903.48,0,317.22,9091,6585.33,39897.03
1413,"1661413","Mação",454.49,0,0,127.33,840,1421.82
506,"1660506","Oleiros",1691.02,0,0,127.33,919.33,2737.68
508,"1660508","Proença-a-Nova",1612.23,0,0,13.76,6936,8561.99
509,"1660509","Sertã",3725.41,0,329.81,156.78,2988,7200
510,"1660510","Vila de Rei",367.16,0,0,13.76,182,562.92
905,"1670905","Fornos de Algodres",11669.02,0,1319.24,7703.13,4862.67,25554.06
906,"1670906","Gouveia",5230.94,0,1710.89,2077.71,28196.67,37216.21
912,"1670912","Seia",3962.76,0,1422.3,2442.66,9546.67,17374.39
902,"1680902","Almeida",2990.73,0,803.91,0,104107.33,107901.97
903,"1680903","Celorico da Beira",4691.73,0,2638.48,673.14,36630.67,44634.02
904,"1680904","Figueira de Castelo Rodrigo",4231.21,0,906.98,291.16,79588,85017.35
907,"1680907","Guarda",14374.46,26.54,5854.12,4224.13,137168.67,161647.92
908,"1680908","Manteigas",225.42,0,20.61,0,798,1044.03
909,"1680909","Mêda",5187.23,0,556.55,326.52,17134.67,23204.97
910,"1680910","Pinhel",10621.66,84.6,5421.25,1231.44,63149.33,80508.28
911,"1680911","Sabugal",12499.56,0,3772.2,1208.09,122232.67,139712.52
913,"1680913","Trancoso",8965.55,0,7008.45,862.01,40728,57564.01
502,"1690502","Castelo Branco",8181.96,112.8,329.81,13328.21,194332.67,216285.45
505,"1690505","Idanha-a-Nova",40831.75,6570.6,803.91,7234.68,564646,620086.94
507,"1690507","Penamacor",9133.83,12.74,247.36,2797.3,47694.67,59885.9
511,"1690511","Vila Velha de Ródão",659.56,1494.6,0,267.08,20801.33,23222.57
501,"16A0501","Belmonte",9144.6,0,412.26,757.43,15014.67,25328.96
503,"16A0503","Covilhã",14246.27,0,1710.89,3998.08,25326.67,45281.91
504,"16A0504","Fundão",21309.21,4339.47,865.75,5488.87,75976.67,107979.97
1001,"16B1001","Alcobaça",21988.96,50.29,8735.06,5736.37,12124,48634.68
1101,"16B1101","Alenquer",32833.61,913.08,2832.99,1577.91,12255.33,50412.92
1102,"16B1102","Arruda dos Vinhos",7304.53,150.86,314.78,821.03,5299.33,13890.53
1005,"16B1005","Bombarral",1925,50.29,2085.4,929.44,989.33,5979.46
1104,"16B1104","Cadaval",1655.31,0,472.17,471.65,919.33,3518.46
1006,"16B1006","Caldas da Rainha",11283.3,0,2439.52,3776.74,6164,23663.56
1108,"16B1108","Lourinhã",25759.54,0,35727.17,5161.35,5231.33,71879.39
1011,"16B1011","Nazaré",2355.02,50.29,2242.78,1256.11,1489.33,7393.53
1012,"16B1012","Óbidos",4934.87,50.29,3462.54,1752.22,1597.33,11797.25
1014,"16B1014","Peniche",11946.15,0,3698.63,7181.01,1092,23917.79
1112,"16B1112","Sobral de Monte Agraço",12532.42,213.08,865.64,840.61,2651.33,17103.08
1113,"16B1113","Torres Vedras",52855.79,0,13417.36,5912.12,14893.33,87078.6
1401,"16C1401","Abrantes",50861.41,357.78,786.94,1370.07,66832,120208.2
1402,"16C1402","Alcanena",3624.56,0,39.35,53.51,16330.67,20048.09
1408,"16C1408","Constância",19007.61,0,0,0,1246,20253.61
1410,"16C1410","Entroncamento",5929.29,0,0,0,508.67,6437.96
1411,"16C1411","Ferreira do Zêzere",1966.13,0,0,0,3736.67,5702.8
1421,"16C1421","Ourém",27388.01,0,118.04,1239.54,2920,31665.59
1417,"16C1417","Sardoal",627.67,0,39.35,0,3808,4475.02
1418,"16C1418","Tomar",45963.83,0,196.74,331.04,16250.67,62742.28
1419,"16C1419","Torres Novas",72106.85,0,786.94,53.51,21017.33,93964.63
1420,"16C1420","Vila Nova da Barquinha",2931.7,108.89,0,0,578.67,3619.26
1115,"1711115","Amadora",0,0,0,0,387.33,387.33
1105,"1711105","Cascais",75.61,0,0,0,514,589.61
1106,"1711106","Lisboa",21.18,0,0,0,266,287.18
1107,"1711107","Loures",8794.68,291.4,118.04,225.24,10045.33,19474.69
1109,"1711109","Mafra",38949.39,769.87,5902.07,8892.54,23874,78387.87
1116,"1711116","Odivelas",0,0,0,0,2576,2576
1110,"1711110","Oeiras",0,0,0,0,88.67,88.67
1111,"1711111","Sintra",26265.79,50.29,2557.56,840.61,27443.33,57157.58
1114,"1711114","Vila Franca de Xira",189890.46,2281.98,786.94,2495.2,39658,235112.58
1502,"1721502","Alcochete",6895.16,0,3187.12,249.7,24509.33,34841.31
1503,"1721503","Almada",1363.34,0,157.39,673.25,622,2815.98
1504,"1721504","Barreiro",367.54,0,196.74,0,939.33,1503.61
1506,"1721506","Moita",1954.81,0,1298.45,0,3258.67,6511.93
1507,"1721507","Montijo",64209.96,1357.75,20145.72,257.4,69494,155464.83
1508,"1721508","Palmela",68538.92,0,14676.47,471.43,132502.67,216189.49
1510,"1721510","Seixal",0,0,0,0,4167.33,4167.33
1511,"1721511","Sesimbra",699.17,15.56,39.35,215.11,19435.33,20404.52
1512,"1721512","Setúbal",1115.95,0,354.12,0,12664,14134.07
1501,"1811501","Alcácer do Sal",225926.46,2243.15,3568.33,3106.6,471140.67,705985.21
1505,"1811505","Grândola",36376.79,1077.21,672.72,3187.63,163921.33,205235.68
211,"1810211","Odemira",122660.16,4093.9,3363.59,8784.57,328919.33,467821.55
1509,"1811509","Santiago do Cacém",154642.36,1377.94,146.24,3189.53,251486.67,410842.74
1513,"1811513","Sines",11278.78,0,292.49,1010.95,33499.33,46081.55
1201,"1821201","Alter do Chão",10670.84,0,29.25,284.36,243411.33,254395.78
1202,"1821202","Arronches",23279.84,0,87.75,0,141826,165193.59
1203,"1821203","Avis",51443.56,1422.73,87.75,2236.78,262597.33,317788.15
1204,"1821204","Campo Maior",68579.49,8202.56,0,1738.65,62039.33,140560.03
1205,"1821205","Castelo de Vide",734.55,0,0,0,142585.33,143319.88
1206,"1821206","Crato",2106.8,0,0,0,180179.33,182286.13
1207,"1821207","Elvas",104882.59,1237.43,614.22,3676.47,257178.67,367589.38
1208,"1821208","Fronteira",63268.2,0,0,747.36,161702.67,225718.23
1209,"1821209","Gavião",4999.34,0,87.75,1485.15,97384,103956.24
1210,"1821210","Marvão",256.24,0,380.23,0,59753.33,60389.8
1211,"1821211","Monforte",30925.54,2397.8,0,80.23,250944,284347.57
707,"1820707","Mora",49207.32,112.09,29.25,1338.9,266176,316863.56
1212,"1821212","Nisa",1301.9,0,0,447.3,199320,201069.2
1213,"1821213","Ponte de Sor",43651.74,8142.81,58.5,1710.59,370097.33,423660.97
1214,"1821214","Portalegre",5943.49,0,233.99,0,178232.67,184410.15
701,"1830701","Alandroal",76494.62,1424.63,0,758.4,248182,326859.65
702,"1830702","Arraiolos",62065.32,2130.37,0,918.23,335048.67,400162.59
703,"1830703","Borba",14248.46,0,29.25,130.89,25576.67,39985.27
704,"1830704","Estremoz",56203.16,4129.29,526.47,1870.2,150178,212907.12
705,"1830705","Évora",171113.81,3716.81,233.99,1088.36,704091.33,880244.3
706,"1830706","Montemor-o-Novo",57822.33,0,29.25,494.02,717459.33,775804.93
708,"1830708","Mourão",18263.99,439.67,0,320.9,121571.33,140595.89
709,"1830709","Portel",39014,213.04,0,0,233618.67,272845.71
710,"1830710","Redondo",41960.86,670.84,0,533.73,149237.33,192402.76
711,"1830711","Reguengos de Monsaraz",45070.46,39.57,29.25,415.28,124610,170164.56
1215,"1831215","Sousel",26849.67,3349.67,0,2119.6,76217.33,108536.27
712,"1830712","Vendas Novas",10010.98,0,175.49,42.22,131603.33,141832.02
713,"1830713","Viana do Alentejo",55731.56,0,29.25,481.35,261566,317808.16
714,"1830714","Vila Viçosa",13930.36,0,29.25,0,94017.33,107976.94
201,"1840201","Aljustrel",155172.8,74533.51,0,7366.96,61142.67,298215.94
202,"1840202","Almodôvar",42125.29,0,0,3842.74,120368.67,166336.7
203,"1840203","Alvito",16998.66,855.97,29.25,418.02,145824,164125.9
204,"1840204","Barrancos",0,0,0,0,91583.33,91583.33
205,"1840205","Beja",355817.23,128327.9,29.25,16826.89,310348.67,811349.94
206,"1840206","Castro Verde",114243.56,4468.3,0,2025.04,124118.67,244855.57
207,"1840207","Cuba",30221.32,11812.22,0,130.89,76234,118398.43
208,"1840208","Ferreira do Alentejo",143187.73,62282.55,0,9660.85,142556.67,357687.8
209,"1840209","Mértola",104325.1,417.52,0,11797.39,513929.33,630469.34
210,"1840210","Moura",87006.44,11406.86,29.25,1613.32,320722.67,420778.54
212,"1840212","Ourique",81582.24,2864.48,0,4450.41,229546.67,318443.8
213,"1840213","Serpa",139792.26,35257.76,29.25,16258.98,254387.33,445725.58
214,"1840214","Vidigueira",37225.31,10800.69,0,308.24,76070,124404.24
1403,"1851403","Almeirim",83018.33,0,16171.66,20.13,8857.33,108067.45
1404,"1851404","Alpiarça",74720.73,93.33,5154.47,410.23,3378.67,83757.43
1103,"1851103","Azambuja",61463.97,1648.89,629.55,442.6,32776,96961.01
1405,"1851405","Benavente",198833.9,2526.03,10348.29,0,176160,387868.22
1406,"1851406","Cartaxo",56159.64,2410.05,1337.8,217.4,6192,66316.89
1407,"1851407","Chamusca",227846.25,1055.09,4446.22,0,224837.33,458184.89
1409,"1851409","Coruche",365519.79,2096.11,8813.75,205.11,325293.33,701928.09
1412,"1851412","Golegã",287087.07,0,9561.35,0,17704.67,314353.09
1414,"1851414","Rio Maior",31542.81,0,196.74,418.14,43628.67,75786.36
1415,"1851415","Salvaterra de Magos",123128.74,381.11,8577.67,1969.66,20174,154231.18
1416,"1851416","Santarém",205705.63,5125.15,5941.41,1543.63,33502,251817.82
801,"1500801","Albufeira",861.85,0,0,26.44,2408,3296.29
802,"1500802","Alcoutim",237.59,0,0,121.6,20234.67,20593.86
803,"1500803","Aljezur",9079.63,0,1290.29,1872.43,15686,27928.35
804,"1500804","Castro Marim",172.91,0,61.44,15.86,25508,25758.21
805,"1500805","Faro",546.6,0,399.37,15.86,2076.67,3038.5
806,"1500806","Lagoa",5784.01,0,61.44,0,1507.33,7352.78
807,"1500807","Lagos",2037.63,0,307.21,63.74,5287.33,7695.91
808,"1500808","Loulé",793.13,0,30.72,0,23250.67,24074.52
809,"1500809","Monchique",2536.4,0,1566.78,293.48,8358.67,12755.33
810,"1500810","Olhão",0,0,153.61,0,88.67,242.28
811,"1500811","Portimão",653.66,0,215.05,15.86,8171.33,9055.9
812,"1500812","São Brás de Alportel",480.8,0,153.61,0,1260,1894.41
813,"1500813","Silves",7578.17,0,491.54,295.67,27198.67,35564.05
814,"1500814","Tavira",1014.56,0,307.21,190.34,11172,12684.11
815,"1500815","Vila do Bispo",5242.99,0,30.72,42.6,22022,27338.31
816,"1500816","Vila Real de Santo António",223.42,0,184.33,74.32,998.67,1480.74
