Muni_ID,ID,Muni,fodder,crop,res_remov,res_burnt,other_manure
1704,1171704,Mesão Frio,0.7,5.5,0.0,0.1,1.8
1807,1171807,Moimenta da Beira,67.3,3.6,0.7,1.3,2.0
1812,1171812,Penedono,19.7,3.7,0.8,1.2,0.1
1708,1171708,Peso da Régua,2.7,2.8,0.0,2.0,0.9
1710,1171710,Sabrosa,8.7,2.6,0.1,1.9,0.7
1711,1171711,Santa Marta de Penaguião,2.2,2.5,0.0,1.9,0.6
1815,1171815,São João da Pesqueira,4.7,3.8,0.1,2.6,0.1
1818,1171818,Sernancelhe,22.6,3.4,0.8,0.9,0.1
1819,1171819,Tabuaço,5.8,2.7,0.1,2.5,0.2
1820,1171820,Tarouca,40.0,3.9,0.4,2.3,0.6
409,1170409,Torre de Moncorvo,11.0,6.4,0.2,3.0,0.1
410,1170410,Vila Flor,8.9,4.4,0.2,3.1,0.1
914,1170914,Vila Nova de Foz Côa,5.1,5.0,0.0,2.6,0.1
1714,1171714,Vila Real,34.0,3.0,0.4,0.7,0.7
401,1180401,Alfândega da Fé,10.6,5.3,0.1,3.0,0.2
1702,1181702,Boticas,29.8,3.0,1.0,0.1,0.1
402,1180402,Bragança,18.3,4.3,1.1,0.6,0.1
1703,1181703,Chaves,27.0,5.2,1.7,0.5,0.2
405,1180405,Macedo de Cavaleiros,17.4,3.5,0.6,1.8,0.1
406,1180406,Miranda do Douro,30.1,5.1,0.9,0.3,0.1
407,1180407,Mirandela,11.1,3.6,0.4,2.4,0.1
408,1180408,Mogadouro,30.5,5.3,0.8,1.0,0.1
1706,1181706,Montalegre,30.6,2.1,0.7,0.0,0.1
1707,1181707,Murça,17.6,2.4,0.3,0.5,0.3
1712,1181712,Valpaços,14.5,4.4,0.8,1.7,0.0
1713,1181713,Vila Pouca de Aguiar,51.4,3.3,0.8,0.2,0.6
411,1180411,Vimioso,21.8,4.3,0.8,0.8,0.5
412,1180412,Vinhais,20.6,3.7,1.0,0.6,0.0
101,1610101,Águeda,87.9,28.4,7.3,0.6,0.5
102,1610102,Albergaria-a-Velha,154.2,16.8,4.6,0.1,2.5
103,1610103,Anadia,31.2,11.9,2.5,1.2,0.3
105,1610105,Aveiro,99.9,22.4,4.6,0.1,0.8
108,1610108,Estarreja,305.0,14.3,3.7,0.3,0.3
110,1610110,Ílhavo,113.8,24.6,5.1,0.0,1.2
111,1610111,Mealhada,34.5,13.0,2.7,1.5,1.7
112,1610112,Murtosa,282.5,11.3,2.4,0.0,0.3
114,1610114,Oliveira do Bairro,63.8,17.0,3.6,1.0,0.3
115,1610115,Ovar,420.9,10.3,2.7,0.1,1.0
117,1610117,Sever do Vouga,161.4,25.6,6.7,0.1,4.8
118,1610118,Vagos,197.0,18.2,3.6,0.1,0.9
602,1620602,Cantanhede,134.6,13.5,3.0,1.0,0.5
603,1620603,Coimbra,21.5,29.5,6.6,1.5,0.3
604,1620604,Condeixa-a-Nova,36.7,14.2,2.7,1.5,0.3
605,1620605,Figueira da Foz,123.1,35.7,6.7,2.8,0.7
608,1620608,Mira,181.8,20.1,3.8,0.4,1.4
610,1620610,Montemor-o-Velho,142.4,31.1,7.1,1.4,0.7
613,1620613,Penacova,38.8,13.6,3.7,0.2,0.1
615,1620615,Soure,31.7,25.6,5.4,2.1,0.1
1004,1631004,Batalha,46.2,8.1,1.2,2.4,14.1
1009,1631009,Leiria,57.6,20.0,4.2,1.5,8.9
1010,1631010,Marinha Grande,61.5,20.2,5.1,0.6,1.8
1015,1631015,Pombal,54.0,8.2,1.6,0.3,1.1
1016,1631016,Porto de Mós,92.1,4.1,0.3,2.3,1.4
1002,1641002,Alvaiázere,33.1,9.1,1.0,2.9,0.3
1003,1641003,Ansião,33.7,12.5,1.7,2.7,2.7
601,1640601,Arganil,32.4,14.8,3.5,1.6,0.2
1007,1641007,Castanheira de Pêra,31.7,8.1,1.0,2.1,1.0
1008,1641008,Figueiró dos Vinhos,26.9,12.1,2.1,2.1,0.3
606,1640606,Góis,27.0,8.4,1.8,0.8,1.0
607,1640607,Lousã,25.6,14.4,3.2,0.7,0.4
609,1640609,Miranda do Corvo,22.9,13.6,1.9,1.8,0.3
611,1640611,Oliveira do Hospital,27.5,10.8,2.2,1.1,0.7
612,1640612,Pampilhosa da Serra,25.1,11.8,2.3,2.4,0.5
1013,1641013,Pedrógão Grande,28.4,16.8,3.3,3.7,0.4
614,1640614,Penela,26.7,10.2,1.3,2.3,0.3
616,1640616,Tábua,38.5,16.0,3.5,1.3,0.3
617,1640617,Vila Nova de Poiares,19.8,19.9,4.4,0.9,0.3
901,1650901,Aguiar da Beira,50.9,11.7,3.3,0.5,0.5
1802,1651802,Carregal do Sal,24.4,15.3,3.3,1.7,0.7
1803,1651803,Castro Daire,64.4,14.0,3.7,0.1,0.6
1806,1651806,Mangualde,27.8,11.4,2.4,0.7,0.3
1808,1651808,Mortágua,66.1,18.3,4.6,0.4,2.3
1809,1651809,Nelas,20.1,8.3,1.3,1.4,0.2
1810,1651810,Oliveira de Frades,115.8,25.1,6.2,0.2,12.4
1811,1651811,Penalva do Castelo,22.6,12.2,2.9,1.2,0.1
1814,1651814,Santa Comba Dão,33.8,13.2,3.0,0.7,3.9
1816,1651816,São Pedro do Sul,88.0,21.5,5.4,0.5,0.8
1817,1651817,Sátão,44.9,15.8,4.2,0.6,1.2
1821,1651821,Tondela,41.1,14.6,3.4,0.9,1.6
1822,1651822,Vila Nova de Paiva,58.1,11.8,3.4,0.1,0.9
1823,1651823,Viseu,30.4,14.6,3.1,1.2,0.5
1824,1651824,Vouzela,81.7,18.2,4.4,0.6,1.0
1413,1661413,Mação,22.7,2.8,0.4,3.0,0.3
506,1660506,Oleiros,18.8,3.6,1.0,0.1,0.1
508,1660508,Proença-a-Nova,24.4,3.8,0.7,3.3,0.1
509,1660509,Sertã,36.4,5.2,1.1,3.2,0.2
510,1660510,Vila de Rei,21.1,3.8,0.8,2.6,3.6
905,1670905,Fornos de Algodres,27.9,6.4,1.8,0.7,0.1
906,1670906,Gouveia,18.0,1.9,0.5,0.1,0.1
912,1670912,Seia,23.7,4.3,0.9,1.4,0.2
902,1680902,Almeida,24.0,0.5,0.1,0.1,0.1
903,1680903,Celorico da Beira,22.4,2.8,0.9,0.5,0.0
904,1680904,Figueira de Castelo Rodrigo,14.4,1.6,0.3,1.0,0.1
907,1680907,Guarda,29.6,2.3,0.7,0.4,0.2
908,1680908,Manteigas,16.8,2.5,0.6,0.4,0.1
909,1680909,Mêda,12.9,3.4,0.7,1.5,5.0
910,1680910,Pinhel,18.9,2.0,0.4,1.0,0.1
911,1680911,Sabugal,27.7,1.5,0.5,0.2,0.1
913,1680913,Trancoso,30.6,2.6,0.7,0.8,0.1
502,1690502,Castelo Branco,16.6,0.6,0.2,0.0,0.1
505,1690505,Idanha-a-Nova,14.5,1.9,0.5,0.4,0.3
507,1690507,Penamacor,20.5,3.4,0.8,1.1,0.1
511,1690511,Vila Velha de Ródão,15.2,1.5,0.1,2.4,0.1
501,16A0501,Belmonte,27.2,4.5,1.2,1.0,0.0
503,16A0503,Covilhã,32.1,4.9,1.1,1.2,0.0
504,16A0504,Fundão,25.3,4.3,0.9,1.6,0.1
1001,16B1001,Alcobaça,35.9,8.2,0.9,3.0,9.8
1101,16B1101,Alenquer,13.3,12.3,2.1,1.1,7.0
1102,16B1102,Arruda dos Vinhos,22.3,12.3,1.8,0.9,1.7
1005,16B1005,Bombarral,8.7,5.4,0.2,3.1,6.0
1104,16B1104,Cadaval,25.3,4.8,0.3,2.7,4.9
1006,16B1006,Caldas da Rainha,29.7,8.0,0.8,3.4,12.6
1108,16B1108,Lourinhã,31.1,19.2,1.6,1.0,14.5
1011,16B1011,Nazaré,78.7,23.8,1.0,1.1,10.6
1012,16B1012,Óbidos,12.3,11.8,1.2,2.9,7.6
1014,16B1014,Peniche,19.0,36.2,2.5,0.3,5.7
1112,16B1112,Sobral de Monte Agraço,60.4,17.9,3.0,0.4,2.5
1113,16B1113,Torres Vedras,33.0,12.8,1.4,1.2,7.5
1401,16C1401,Abrantes,14.2,14.0,3.1,2.2,1.1
1402,16C1402,Alcanena,53.0,6.6,1.2,3.3,3.7
1408,16C1408,Constância,15.5,11.0,2.5,3.2,0.3
1410,16C1410,Entroncamento,8.6,26.8,6.9,1.9,1.1
1411,16C1411,Ferreira do Zêzere,12.8,4.8,0.7,2.6,28.6
1421,16C1421,Ourém,26.5,13.1,2.9,2.6,7.8
1417,16C1417,Sardoal,8.6,9.8,0.7,3.7,0.0
1418,16C1418,Tomar,23.7,8.8,1.7,2.0,4.5
1419,16C1419,Torres Novas,16.6,18.9,4.0,2.6,0.6
1420,16C1420,Vila Nova da Barquinha,7.3,13.1,3.4,1.4,0.0
1115,1711115,Amadora,30.4,0.4,0.0,0.0,3.6
1105,1711105,Cascais,30.5,2.7,0.3,0.3,29.4
1106,1711106,Lisboa,0.0,0.0,0.0,0.0,0.0
1107,1711107,Loures,37.0,12.7,0.5,0.3,4.8
1109,1711109,Mafra,67.1,12.1,1.5,0.9,17.0
1116,1711116,Odivelas,226.2,9.7,0.6,0.3,18.4
1110,1711110,Oeiras,7.6,3.8,0.6,0.1,0.7
1111,1711111,Sintra,38.0,13.8,1.3,0.3,5.0
1114,1711114,Vila Franca de Xira,30.0,32.1,5.1,0.5,1.1
1502,1721502,Alcochete,25.9,8.1,0.4,0.1,1.5
1503,1721503,Almada,49.0,37.2,3.8,0.3,5.1
1504,1721504,Barreiro,85.8,9.1,0.2,0.8,2.4
1506,1721506,Moita,279.0,15.5,2.0,0.7,5.1
1507,1721507,Montijo,24.3,11.0,1.9,0.4,1.6
1508,1721508,Palmela,26.5,13.3,1.8,1.0,2.8
1510,1721510,Seixal,25.0,1.4,0.1,0.2,0.4
1511,1721511,Sesimbra,28.5,7.7,0.6,0.3,0.6
1512,1721512,Setúbal,27.7,3.0,0.1,0.7,1.1
1501,1811501,Alcácer do Sal,17.5,6.5,1.1,0.6,0.8
1505,1811505,Grândola,13.0,2.6,0.5,0.2,0.2
211,1810211,Odemira,22.2,7.2,1.6,0.1,0.2
1509,1811509,Santiago do Cacém,17.5,6.5,1.5,0.2,1.1
1513,1811513,Sines,21.8,6.1,1.5,0.1,0.3
1201,1821201,Alter do Chão,25.2,2.7,0.6,0.5,0.4
1202,1821202,Arronches,29.7,3.7,0.8,0.3,0.7
1203,1821203,Avis,17.4,5.8,1.1,0.5,0.5
1204,1821204,Campo Maior,12.1,13.0,2.7,1.0,0.0
1205,1821205,Castelo de Vide,18.2,0.5,0.1,0.4,0.0
1206,1821206,Crato,27.5,1.2,0.2,0.4,0.6
1207,1821207,Elvas,23.0,9.7,2.0,0.4,0.6
1208,1821208,Fronteira,24.2,7.4,1.5,0.8,0.1
1209,1821209,Gavião,11.2,2.2,0.3,0.1,0.2
1210,1821210,Marvão,22.5,0.6,0.0,0.8,0.2
1211,1821211,Monforte,28.5,3.9,0.8,0.2,3.4
707,1820707,Mora,16.0,3.6,0.8,0.1,0.5
1212,1821212,Nisa,19.4,1.1,0.2,0.9,0.2
1213,1821213,Ponte de Sor,12.1,2.7,0.5,0.3,0.3
1214,1821214,Portalegre,30.5,1.3,0.2,0.8,0.2
701,1830701,Alandroal,23.4,4.6,1.1,0.4,0.8
702,1830702,Arraiolos,23.7,4.1,0.7,0.1,0.5
703,1830703,Borba,28.8,5.6,1.0,1.1,1.7
704,1830704,Estremoz,23.1,4.8,0.9,0.6,0.4
705,1830705,Évora,21.3,5.6,1.0,0.2,0.8
706,1830706,Montemor-o-Novo,29.6,3.0,0.6,0.2,1.1
708,1830708,Mourão,19.9,2.9,0.6,0.0,0.5
709,1830709,Portel,16.3,3.6,0.7,0.5,0.4
710,1830710,Redondo,28.0,4.9,0.9,0.6,0.3
711,1830711,Reguengos de Monsaraz,15.3,5.5,1.1,0.5,0.2
1215,1831215,Sousel,21.2,7.2,1.1,0.9,0.0
712,1830712,Vendas Novas,18.5,2.8,0.6,0.2,0.9
713,1830713,Viana do Alentejo,29.9,3.3,0.7,0.2,0.5
714,1830714,Vila Viçosa,30.3,3.7,0.7,0.5,2.0
201,1840201,Aljustrel,15.9,16.4,3.2,0.2,0.3
202,1840202,Almodôvar,15.2,2.4,0.6,0.1,0.2
203,1840203,Alvito,20.5,6.4,1.2,0.5,0.0
204,1840204,Barrancos,18.4,0.1,0.0,0.3,0.0
205,1840205,Beja,10.0,13.4,2.1,0.2,0.4
206,1840206,Castro Verde,16.3,6.2,1.3,0.1,0.2
207,1840207,Cuba,46.0,10.8,1.6,0.4,2.5
208,1840208,Ferreira do Alentejo,16.3,14.0,2.4,0.4,0.6
209,1840209,Mértola,12.2,3.5,0.8,0.1,0.1
210,1840210,Moura,14.7,4.5,0.7,1.1,0.1
212,1840212,Ourique,18.9,3.8,0.9,0.1,0.3
213,1840213,Serpa,15.0,5.7,1.0,0.9,0.4
214,1840214,Vidigueira,13.8,7.2,1.1,0.7,0.4
1403,1851403,Almeirim,9.7,19.9,2.5,1.4,0.6
1404,1851404,Alpiarça,7.5,25.2,4.6,0.7,0.1
1103,1851103,Azambuja,23.3,22.6,4.9,0.9,3.6
1405,1851405,Benavente,22.3,18.7,3.5,0.7,1.2
1406,1851406,Cartaxo,39.2,27.7,4.8,0.8,7.0
1407,1851407,Chamusca,20.5,12.5,2.7,0.5,0.4
1409,1851409,Coruche,19.9,6.9,1.1,0.4,0.8
1412,1851412,Golegã,5.2,68.5,15.9,0.3,0.3
1414,1851414,Rio Maior,25.0,14.0,2.6,1.4,10.6
1415,1851415,Salvaterra de Magos,21.0,29.3,6.1,0.7,2.7
1416,1851416,Santarém,30.3,26.0,4.6,1.4,2.6
801,1500801,Albufeira,7.8,5.4,0.3,3.3,0.9
802,1500802,Alcoutim,12.6,2.4,0.2,1.6,0.6
803,1500803,Aljezur,29.5,8.9,2.0,0.2,0.5
804,1500804,Castro Marim,14.7,3.2,0.1,1.9,1.7
805,1500805,Faro,4.8,10.5,0.1,4.1,0.8
806,1500806,Lagoa,12.9,4.2,0.2,2.2,0.2
807,1500807,Lagos,33.6,6.4,0.7,0.9,0.9
808,1500808,Loulé,9.7,4.5,0.3,2.7,0.6
809,1500809,Monchique,26.5,2.9,0.4,0.8,0.7
810,1500810,Olhão,8.3,8.6,0.1,4.0,0.8
811,1500811,Portimão,16.6,6.1,0.4,2.1,0.2
812,1500812,São Brás de Alportel,11.3,4.3,0.2,2.6,0.8
813,1500813,Silves,11.5,7.4,0.5,3.5,0.5
814,1500814,Tavira,7.2,5.6,0.4,2.7,0.2
815,1500815,Vila do Bispo,34.9,7.7,1.4,0.1,1.9
816,1500816,Vila Real de Santo António,12.7,5.9,0.2,2.2,1.0
