Muni_ID,ID,Muni,leaching_large,leaching_small,leaching_gw,SUM
609,1640609,Miranda do Corvo,0,0.154,22.98,23.134
611,1640611,Oliveira do Hospital,7.566,6.505,449.859,463.93
612,1640612,Pampilhosa da Serra,0.417,0.035,14.675,15.127
1013,1641013,Pedrógão Grande,0.582,0,33.967,34.549
614,1640614,Penela,0,0.024,43.62,43.644
616,1640616,Tábua,0.368,0.884,59.281,60.533
617,1640617,Vila Nova de Poiares,0,0.158,13.141,13.299
901,1650901,Aguiar da Beira,0,0.712,104.374,105.086
1802,1651802,Carregal do Sal,0.012,0.024,39.194,39.23
1803,1651803,Castro Daire,0,1.884,67.888,69.772
1806,1651806,Mangualde,0.273,0,99.049,99.322
1808,1651808,Mortágua,2.053,0.292,170.35,172.695
1809,1651809,Nelas,0,0.503,58.309,58.812
1810,1651810,Oliveira de Frades,0,11.268,353.215,364.483
1811,1651811,Penalva do Castelo,0.176,0.341,68.276,68.793
1814,1651814,Santa Comba Dão,8.664,0.094,115.9,124.658
1816,1651816,São Pedro do Sul,0,6.96,228.237,235.197
1817,1651817,Sátão,0,0,105.295,105.295
1821,1651821,Tondela,0.029,1.198,326.836,328.063
1822,1651822,Vila Nova de Paiva,0,0,96.397,96.397
1823,1651823,Viseu,0,0.757,162.208,162.965
1824,1651824,Vouzela,0,3.364,261.137,264.501
1413,1661413,Mação,2.677,0.354,31.693,34.724
506,1660506,Oleiros,0.598,0.593,89.289,90.48
508,1660508,Proença-a-Nova,9.246,3.017,109.782,122.045
509,1660509,Sertã,1.313,0.625,87.611,89.549
510,1660510,Vila de Rei,0,0,10.579,10.579
905,1670905,Fornos de Algodres,0,0.137,50.207,50.344
906,1670906,Gouveia,0,0.616,67.004,67.62
912,1670912,Seia,0.29,0.302,98.361,98.953
902,1680902,Almeida,0,0.144,37.983,38.127
903,1680903,Celorico da Beira,0,1.63,62.388,64.018
904,1680904,Figueira de Castelo Rodrigo,3.661,3.053,296.024,302.738
907,1680907,Guarda,0.107,0.499,58.617,59.223
908,1680908,Manteigas,0,0.097,3.398,3.495
909,1680909,Mêda,0.033,1.108,157.384,158.525
910,1680910,Pinhel,0.938,2.861,111.532,115.331
911,1680911,Sabugal,0.26,0.353,46.423,47.036
913,1680913,Trancoso,0.702,0.361,184.357,185.42
502,1690502,Castelo Branco,10.162,10.477,399.155,419.794
505,1690505,Idanha-a-Nova,2.136,25.689,636.477,664.302
507,1690507,Penamacor,0.184,5.534,163.963,169.681
511,1690511,Vila Velha de Ródão,7.259,4.297,84.995,96.551
501,16A0501,Belmonte,0,1.761,63.694,65.455
503,16A0503,Covilhã,4.47,8.904,119.606,132.98
504,16A0504,Fundão,5.941,12.771,419.555,438.267
1001,16B1001,Alcobaça,0,21.157,398.782,419.939
1101,16B1101,Alenquer,10.306,34.371,366.35,411.027
1102,16B1102,Arruda dos Vinhos,0,0,87.009,87.009
1005,16B1005,Bombarral,0,21.631,220.555,242.186
1104,16B1104,Cadaval,0,1.707,242.319,244.026
1006,16B1006,Caldas da Rainha,0.578,11.93,303.561,316.069
1108,16B1108,Lourinhã,0,37.635,745.872,783.507
1011,16B1011,Nazaré,0,5.281,20.513,25.794
1012,16B1012,Óbidos,4.25,37.776,186.666,228.692
1014,16B1014,Peniche,7.409,17.972,124.929,150.31
1112,16B1112,Sobral de Monte Agraço,0,0,43.869,43.869
1113,16B1113,Torres Vedras,8.054,20.455,506.502,535.011
1401,16C1401,Abrantes,12.052,9.432,207.116,228.6
1402,16C1402,Alcanena,0,0,142.355,142.355
1408,16C1408,Constância,3.09,0.649,25.898,29.637
1410,16C1410,Entroncamento,0,2.085,22.058,24.143
1411,16C1411,Ferreira do Zêzere,3.627,0,531.445,535.072
1421,16C1421,Ourém,0,0,567.065,567.065
1417,16C1417,Sardoal,0,0.527,39.096,39.623
1418,16C1418,Tomar,2.512,4.601,248.014,255.127
1419,16C1419,Torres Novas,0.11,4.649,409.658,414.417
1420,16C1420,Vila Nova da Barquinha,2.251,3.486,17.367,23.104
1115,1711115,Amadora,0,0,0.102,0.102
1105,1711105,Cascais,0,0,14.301,14.301
1106,1711106,Lisboa,0,0,0.093,0.093
1107,1711107,Loures,0.31,2.052,196.426,198.788
1109,1711109,Mafra,3.922,4.747,176.643,185.312
1116,1711116,Odivelas,0,0,0,0
1110,1711110,Oeiras,0,0,11.04,11.04
1111,1711111,Sintra,0.898,0.371,161.626,162.895
1114,1711114,Vila Franca de Xira,159.725,131.262,407.199,698.186
1502,1721502,Alcochete,5.175,2.779,32.386,40.34
1503,1721503,Almada,6.645,0,99.103,105.748
1504,1721504,Barreiro,0.009,0.015,0.304,0.328
1506,1721506,Moita,0,0,0,0
1507,1721507,Montijo,0,14.206,183.076,197.282
1508,1721508,Palmela,7.582,10.958,239.198,257.738
1510,1721510,Seixal,0.436,0,2.48,2.916
1511,1721511,Sesimbra,0.43,0.135,73.399,73.964
1512,1721512,Setúbal,1.181,0.858,55.363,57.402
1501,1811501,Alcácer do Sal,110.411,76.998,637.972,825.381
1505,1811505,Grândola,2.952,6.122,263.505,272.579
211,1810211,Odemira,6.275,25.267,760.376,791.918
1509,1811509,Santiago do Cacém,36.606,28.396,763.008,828.01
1513,1811513,Sines,3.109,2.662,103.139,108.91
1201,1821201,Alter do Chão,8.494,37.577,506.258,552.329
1202,1821202,Arronches,6.977,16.681,276.177,299.835
1203,1821203,Avis,40.539,50.343,675.407,766.289
1204,1821204,Campo Maior,3.043,31.585,538.927,573.555
1205,1821205,Castelo de Vide,4.285,2.736,278.533,285.554
1206,1821206,Crato,0,8.633,105.522,114.155
1207,1821207,Elvas,14.968,33.896,948.355,997.219
1208,1821208,Fronteira,0,44.42,325.314,369.734
1209,1821209,Gavião,2.295,1.581,84.885,88.761
1210,1821210,Marvão,0,1.005,89.688,90.693
1211,1821211,Monforte,0,11.408,223.501,234.909
707,1820707,Mora,5.708,53.059,364.294,423.061
1212,1821212,Nisa,2.108,2.397,196.716,201.221
1213,1821213,Ponte de Sor,14.071,45.296,384.46,443.827
1214,1821214,Portalegre,0,5.905,164.242,170.147
701,1830701,Alandroal,26.747,24.68,364.331,415.758
702,1830702,Arraiolos,1.803,58.213,551.121,611.137
703,1830703,Borba,0,7.165,170.428,177.593
704,1830704,Estremoz,0,17.769,656.128,673.897
705,1830705,Évora,31.117,67.632,1367.393,1466.142
706,1830706,Montemor-o-Novo,7.494,82.059,777.97,867.523
708,1830708,Mourão,11.469,5.163,59.456,76.088
709,1830709,Portel,30.503,24.071,359.808,414.382
710,1830710,Redondo,10.865,11.824,367.656,390.345
711,1830711,Reguengos de Monsaraz,37.591,16.904,491.83,546.325
1215,1831215,Sousel,0,49.167,537.666,586.833
712,1830712,Vendas Novas,0.224,25.628,163.432,189.284
713,1830713,Viana do Alentejo,10.868,23.739,350.309,384.916
714,1830714,Vila Viçosa,0.057,7.039,144.102,151.198
201,1840201,Aljustrel,20.891,92.089,1263.472,1376.452
202,1840202,Almodôvar,1.738,5.566,260.319,267.623
203,1840203,Alvito,8.581,17.245,162.705,188.531
204,1840204,Barrancos,1.271,3.346,55.428,60.045
205,1840205,Beja,93.741,282.534,3534.11,3910.385
206,1840206,Castro Verde,14.247,34.957,761.82,811.024
207,1840207,Cuba,1.58,16.179,376.846,394.605
208,1840208,Ferreira do Alentejo,32.529,131.473,1646.444,1810.446
209,1840209,Mértola,26.276,31.852,732.421,790.549
210,1840210,Moura,63.232,55.706,1536.235,1655.173
212,1840212,Ourique,14.958,9.974,466.844,491.776
213,1840213,Serpa,36.199,84.391,2426.87,2547.46
214,1840214,Vidigueira,15.97,52.055,698.397,766.422
1403,1851403,Almeirim,53.241,25.895,289.839,368.975
1404,1851404,Alpiarça,68.719,16.097,97.236,182.052
1103,1851103,Azambuja,50.518,41.921,219.613,312.052
1405,1851405,Benavente,82.291,105.193,196.633,384.117
1406,1851406,Cartaxo,52.411,17.714,455.474,525.599
1407,1851407,Chamusca,25.703,53.299,357.987,436.989
1409,1851409,Coruche,39.663,49.947,572.644,662.254
1412,1851412,Golegã,93.453,79.463,284.573,457.489
1414,1851414,Rio Maior,0,8.091,506.377,514.468
1415,1851415,Salvaterra de Magos,32.719,28.898,221.645,283.262
1416,1851416,Santarém,12.743,10.898,980.275,1003.916
801,1500801,Albufeira,1.833,8.228,282.501,292.562
802,1500802,Alcoutim,13.196,2.177,232.233,247.606
803,1500803,Aljezur,1.202,0.971,57.122,59.295
804,1500804,Castro Marim,22.677,5.635,194.984,223.296
805,1500805,Faro,0.84,0,411.073,411.913
806,1500806,Lagoa,0.692,1.434,19.593,21.719
807,1500807,Lagos,0.731,6.053,139.47,146.254
808,1500808,Loulé,25.69,14.638,849.25,889.578
809,1500809,Monchique,1,0.266,38.254,39.52
810,1500810,Olhão,6.191,0.04,258.315,264.546
811,1500811,Portimão,4.122,5.167,83.876,93.165
812,1500812,São Brás de Alportel,0,0.084,98.045,98.129
813,1500813,Silves,27.733,11.124,898.547,937.404
814,1500814,Tavira,12.776,16.888,598.251,627.915
815,1500815,Vila do Bispo,0,0.348,38.944,39.292
816,1500816,Vila Real de Santo António,0.329,2.287,30.929,33.545
