Muni_ID,ID,Muni,grazing,fertiliser,sludge,manure,leaching_large,leaching_small,leaching_gw,SUM,nha
803,1500803,Aljezur,10.918,9.947,0.177,1.77,1.202,0.971,57.122,82.107,0.0197182997118156
804,1500804,Castro Marim,21.66,119.724,0,5.298,22.677,5.635,194.984,369.978,0.0518394283312316
805,1500805,Faro,2.618,74.84,0,0.917,0.84,0,411.073,490.288,0.120198087766609
806,1500806,Lagoa,1.719,3.445,0.532,1.941,0.692,1.434,19.593,29.356,0.019662424648359
807,1500807,Lagos,11.771,26.835,3.84,4.358,0.731,6.053,139.47,193.058,0.0823977806231327
808,1500808,Loulé,16.196,227.371,11.748,5.141,25.69,14.638,849.25,1150.034,0.0828077476958526
809,1500809,Monchique,12.915,15.738,0,29.809,1,0.266,38.254,97.982,0.0466803239637923
810,1500810,Olhão,0.587,25.815,0.421,0.245,6.191,0.04,258.315,291.614,0.115308026888098
811,1500811,Portimão,7.131,20.033,0,4.384,4.122,5.167,83.876,124.713,0.0513011106540518
812,1500812,São Brás de Alportel,0.752,25.746,0,0.717,0,0.084,98.045,125.344,0.0407888057273023
813,1500813,Silves,18.809,190.158,1.144,8.244,27.733,11.124,898.547,1155.759,0.0951711956521739
814,1500814,Tavira,8.844,272.676,4.974,5.919,12.776,16.888,598.251,920.328,0.0834234952864394
815,1500815,Vila do Bispo,10.382,8.071,0.06,1.474,0,0.348,38.944,59.279,0.0122350877192982
816,1500816,Vila Real de Santo António,1.294,12.592,0,0.745,0.329,2.287,30.929,48.176,0.0402136894824708
