Muni_ID,ID,Muni,fert09_N,fert09_nha
904,1680904,Figueira de Castelo Rodrigo,25140,1.1
907,1680907,Guarda,9682,0.5
908,1680908,Manteigas,265,0.9
909,1680909,Mêda,15925,1.7
910,1680910,Pinhel,13274,0.7
911,1680911,Sabugal,6722,0.3
913,1680913,Trancoso,18695,1.7
502,1690502,Castelo Branco,34720,0.8
505,1690505,Idanha-a-Nova,59164,0.7
507,1690507,Penamacor,16446,1.4
511,1690511,Vila Velha de Ródão,9469,1.7
501,16A0501,Belmonte,7742,1.6
503,16A0503,Covilhã,16925,1.6
504,16A0504,Fundão,40794,1.6
1001,16B1001,Alcobaça,22585,3.1
1101,16B1101,Alenquer,30178,2.8
1102,16B1102,Arruda dos Vinhos,6445,2.3
1005,16B1005,Bombarral,9961,2.4
1104,16B1104,Cadaval,14427,2.9
1006,16B1006,Caldas da Rainha,9754,2.1
1108,16B1108,Lourinhã,22759,4
1011,16B1011,Nazaré,5284,5.6
1012,16B1012,Óbidos,7470,2.4
1014,16B1014,Peniche,17730,7.3
1112,16B1112,Sobral de Monte Agraço,8768,3.4
1113,16B1113,Torres Vedras,38150,2.6
1401,16C1401,Abrantes,30731,2.4
1402,16C1402,Alcanena,10688,2.4
1408,16C1408,Constância,5300,9.5
1410,16C1410,Entroncamento,2957,5.8
1411,16C1411,Ferreira do Zêzere,103,0
1421,16C1421,Ourém,2695,0.6
1417,16C1417,Sardoal,3547,2.7
1418,16C1418,Tomar,13040,1.9
1419,16C1419,Torres Novas,35412,3.6
1420,16C1420,Vila Nova da Barquinha,2047,5
1115,1711115,Amadora,43,0.7
1105,1711105,Cascais,817,3.4
1106,1711106,Lisboa,359,6.2
1107,1711107,Loures,11055,2.6
1109,1711109,Mafra,29380,3.2
1116,1711116,Odivelas,74,0.2
1110,1711110,Oeiras,398,4
1111,1711111,Sintra,20626,4
1114,1711114,Vila Franca de Xira,105236,7.8
1502,1721502,Alcochete,8121,2.4
1503,1721503,Almada,2392,5.6
1504,1721504,Barreiro,320,1.9
1506,1721506,Moita,1393,1.5
1507,1721507,Montijo,21891,1.5
1508,1721508,Palmela,43870,1.5
1510,1721510,Seixal,180,0.3
1511,1721511,Sesimbra,778,0.4
1512,1721512,Setúbal,3417,1.2
1501,1811501,Alcácer do Sal,99547,1
1505,1811505,Grândola,14962,0.4
211,1810211,Odemira,88600,1.3
1509,1811509,Santiago do Cacém,77937,1.3
1513,1811513,Sines,9593,1.1
1201,1821201,Alter do Chão,20988,0.6
1202,1821202,Arronches,23829,0.9
1203,1821203,Avis,56292,1.2
1204,1821204,Campo Maior,51062,2.8
1205,1821205,Castelo de Vide,20459,1
1206,1821206,Crato,10795,0.4
1207,1821207,Elvas,83858,1.6
1208,1821208,Fronteira,35981,1.7
1209,1821209,Gavião,3862,0.3
1210,1821210,Marvão,8059,0.9
1211,1821211,Monforte,30088,0.8
707,1820707,Mora,32239,0.8
1212,1821212,Nisa,16040,0.6
1213,1821213,Ponte de Sor,34512,0.6
1214,1821214,Portalegre,16056,0.6
701,1830701,Alandroal,41982,1
702,1830702,Arraiolos,44383,0.8
703,1830703,Borba,14110,1.7
704,1830704,Estremoz,48601,1.3
705,1830705,Évora,119930,1.1
706,1830706,Montemor-o-Novo,61079,0.6
708,1830708,Mourão,7757,0.4
709,1830709,Portel,24758,0.6
710,1830710,Redondo,33101,1.1
711,1830711,Reguengos de Monsaraz,38842,1.3
1215,1831215,Sousel,41680,2
712,1830712,Vendas Novas,9665,0.6
713,1830713,Viana do Alentejo,28330,0.7
714,1830714,Vila Viçosa,13655,0.9
201,1840201,Aljustrel,107063,2.8
202,1840202,Almodôvar,25464,0.7
203,1840203,Alvito,17562,0.8
204,1840204,Barrancos,2366,0.2
205,1840205,Beja,260233,2.7
206,1840206,Castro Verde,62537,1.2
207,1840207,Cuba,25860,1.8
208,1840208,Ferreira do Alentejo,139446,2.6
209,1840209,Mértola,53384,0.6
210,1840210,Moura,115951,1.6
212,1840212,Ourique,41258,0.9
213,1840213,Serpa,173287,2
214,1840214,Vidigueira,51363,2.2
1403,1851403,Almeirim,53004,5.5
1404,1851404,Alpiarça,35340,7.2
1103,1851103,Azambuja,40022,3.6
1405,1851405,Benavente,89928,3.1
1406,1851406,Cartaxo,35882,5.1
1407,1851407,Chamusca,74251,2.3
1409,1851409,Coruche,103743,1.9
1412,1851412,Golegã,88180,15.1
1414,1851414,Rio Maior,6813,0.7
1415,1851415,Salvaterra de Magos,49474,6
1416,1851416,Santarém,89675,3.9
801,1500801,Albufeira,17129,5
802,1500802,Alcoutim,18447,1.5
803,1500803,Aljezur,6198,1.5
804,1500804,Castro Marim,18597,2.6
805,1500805,Faro,29059,7.1
806,1500806,Lagoa,2210,1.5
807,1500807,Lagos,5212,2.2
808,1500808,Loulé,57998,4.2
809,1500809,Monchique,3799,1.8
810,1500810,Olhão,18223,7.2
811,1500811,Portimão,7872,3.2
812,1500812,São Brás de Alportel,6045,2
813,1500813,Silves,63468,5.2
814,1500814,Tavira,44981,4.1
815,1500815,Vila do Bispo,4056,0.8
816,1500816,Vila Real de Santo António,2642,2.2
