CAA_ID,Muni_ID,full_ID,Muni,uaa99,poly_sum,poly_corr,prec99
37,101,1610101,Águeda,2918,8500,0,1011.878262
38,101,1610101,Águeda,2918,8500,2,1011.878262
39,101,1610101,Águeda,2918,8500,28,1011.878262
40,101,1610101,Águeda,2918,8500,13,1010.368937
41,101,1610101,Águeda,2918,8500,11,1006.604088
42,101,1610101,Águeda,2918,8500,15,1002.01515
43,101,1610101,Águeda,2918,8500,12,1003.682718
44,101,1610101,Águeda,2918,8500,46,1004.366683
45,101,1610101,Águeda,2918,8500,24,1001.841886
46,101,1610101,Águeda,2918,8500,26,1003.942505
47,101,1610101,Águeda,2918,8500,26,1003.508606
48,101,1610101,Águeda,2918,8500,15,993.6291411
49,101,1610101,Águeda,2918,8500,22,996.7308645
50,101,1610101,Águeda,2918,8500,22,996.7308645
51,101,1610101,Águeda,2918,8500,12,992.8462313
52,101,1610101,Águeda,2918,8500,37,993.9781848
53,101,1610101,Águeda,2918,8500,244,989.6156616
54,101,1610101,Águeda,2918,8500,69,985.516582
55,101,1610101,Águeda,2918,8500,911,985.836358
56,101,1610101,Águeda,2918,8500,37,982.8609895
57,101,1610101,Águeda,2918,8500,94,978.1429185
58,101,1610101,Águeda,2918,8500,353,978.1429185
59,102,1610102,ALBERGARIA-A-VELHA,2595,5759,80,976.4253794
60,102,1610102,ALBERGARIA-A-VELHA,2595,5759,17,973.7243476
61,102,1610102,ALBERGARIA-A-VELHA,2595,5759,19,971.5418848
62,102,1610102,ALBERGARIA-A-VELHA,2595,5759,21,970.0118734
63,102,1610102,ALBERGARIA-A-VELHA,2595,5759,26,1050.701214
64,102,1610102,ALBERGARIA-A-VELHA,2595,5759,46,1063.962967
65,102,1610102,ALBERGARIA-A-VELHA,2595,5759,15,1063.962967
66,102,1610102,ALBERGARIA-A-VELHA,2595,5759,44,1063.962967
67,102,1610102,ALBERGARIA-A-VELHA,2595,5759,19,1045.07354
68,102,1610102,ALBERGARIA-A-VELHA,2595,5759,56,1036.484009
69,102,1610102,ALBERGARIA-A-VELHA,2595,5759,29,1036.484009
70,102,1610102,ALBERGARIA-A-VELHA,2595,5759,17,1036.484009
71,102,1610102,ALBERGARIA-A-VELHA,2595,5759,32,1036.484009
72,102,1610102,ALBERGARIA-A-VELHA,2595,5759,46,1036.484009
73,102,1610102,ALBERGARIA-A-VELHA,2595,5759,43,1036.484009
74,102,1610102,ALBERGARIA-A-VELHA,2595,5759,43,1036.484009
75,102,1610102,ALBERGARIA-A-VELHA,2595,5759,2041,1036.484009
76,103,1610103,ANADIA,5158,10884,23,1036.484009
77,103,1610103,ANADIA,5158,10884,41,1036.484009
78,103,1610103,ANADIA,5158,10884,18,1036.484009
79,103,1610103,ANADIA,5158,10884,32,1036.484009
80,103,1610103,ANADIA,5158,10884,53,1036.484009
81,103,1610103,ANADIA,5158,10884,16,1036.484009
82,103,1610103,ANADIA,5158,10884,20,1036.484009
83,103,1610103,ANADIA,5158,10884,1,1036.484009
84,103,1610103,ANADIA,5158,10884,260,1036.484009
85,103,1610103,ANADIA,5158,10884,412,976.820638
86,103,1610103,ANADIA,5158,10884,4283,976.820638
87,104,1160104,AROUCA,4026,6458,35,972.2887579
88,104,1160104,AROUCA,4026,6458,110,991.7756417
89,104,1160104,AROUCA,4026,6458,4,991.7756417
90,104,1160104,AROUCA,4026,6458,29,991.7756417
91,104,1160104,AROUCA,4026,6458,21,991.7756417
92,104,1160104,AROUCA,4026,6458,6,991.7756417
93,104,1160104,AROUCA,4026,6458,22,991.7756417
94,104,1160104,AROUCA,4026,6458,2,1197.237126
95,104,1160104,AROUCA,4026,6458,48,1197.237126
96,104,1160104,AROUCA,4026,6458,0,1231.976574
97,104,1160104,AROUCA,4026,6458,22,1239.364973
98,104,1160104,AROUCA,4026,6458,81,1165.208592
99,104,1160104,AROUCA,4026,6458,58,1179.156523
100,104,1160104,AROUCA,4026,6458,22,1165.341624
101,104,1160104,AROUCA,4026,6458,31,1162.564981
102,104,1160104,AROUCA,4026,6458,69,1125.899292
103,104,1160104,AROUCA,4026,6458,27,1136.685983
104,104,1160104,AROUCA,4026,6458,50,1125.575036
105,104,1160104,AROUCA,4026,6458,171,1127.020447
106,104,1160104,AROUCA,4026,6458,28,1115.832773
107,104,1160104,AROUCA,4026,6458,81,1083.4339
108,104,1160104,AROUCA,4026,6458,21,1186.958484
109,104,1160104,AROUCA,4026,6458,22,1170.340955
110,104,1160104,AROUCA,4026,6458,64,1101.729162
111,104,1160104,AROUCA,4026,6458,166,1101.729162
112,104,1160104,AROUCA,4026,6458,29,1077.34513
113,104,1160104,AROUCA,4026,6458,53,1077.34513
114,104,1160104,AROUCA,4026,6458,21,1077.34513
115,104,1160104,AROUCA,4026,6458,41,1077.34513
116,104,1160104,AROUCA,4026,6458,75,1077.34513
117,104,1160104,AROUCA,4026,6458,21,1077.34513
118,104,1160104,AROUCA,4026,6458,28,1077.34513
119,104,1160104,AROUCA,4026,6458,40,1077.34513
120,104,1160104,AROUCA,4026,6458,1,1077.34513
121,104,1160104,AROUCA,4026,6458,64,1077.34513
122,104,1160104,AROUCA,4026,6458,5,1077.34513
123,104,1160104,AROUCA,4026,6458,47,1077.34513
124,104,1160104,AROUCA,4026,6458,87,968.3579618
125,104,1160104,AROUCA,4026,6458,24,956.7805001
126,104,1160104,AROUCA,4026,6458,267,945.3882121
127,104,1160104,AROUCA,4026,6458,388,945.3882121
128,104,1160104,AROUCA,4026,6458,176,945.3882121
129,104,1160104,AROUCA,4026,6458,974,945.0591109
130,104,1160104,AROUCA,4026,6458,260,923.7478578
131,104,1160104,AROUCA,4026,6458,173,926.3453892
132,104,1160104,AROUCA,4026,6458,63,917.0650147
133,105,1610105,AVEIRO,2902,7169,106,885.0950652
134,105,1610105,AVEIRO,2902,7169,16,885.0950652
135,105,1610105,AVEIRO,2902,7169,41,959.6928377
136,105,1610105,AVEIRO,2902,7169,16,959.6928377
137,105,1610105,AVEIRO,2902,7169,20,959.6928377
138,105,1610105,AVEIRO,2902,7169,24,959.6928377
139,105,1610105,AVEIRO,2902,7169,14,959.6928377
140,105,1610105,AVEIRO,2902,7169,92,959.6928377
141,105,1610105,AVEIRO,2902,7169,26,959.6928377
142,105,1610105,AVEIRO,2902,7169,15,959.6928377
143,105,1610105,AVEIRO,2902,7169,29,959.6928377
144,105,1610105,AVEIRO,2902,7169,28,950.1969255
145,105,1610105,AVEIRO,2902,7169,38,950.1969255
146,105,1610105,AVEIRO,2902,7169,21,950.1969255
147,105,1610105,AVEIRO,2902,7169,286,950.1969255
148,105,1610105,AVEIRO,2902,7169,131,950.1969255
149,105,1610105,AVEIRO,2902,7169,261,950.1969255
150,105,1610105,AVEIRO,2902,7169,1633,922.5513807
151,105,1610105,AVEIRO,2902,7169,105,922.5513807
152,106,1150106,CASTELO DE PAIVA,1197,3661,11,922.5513807
153,106,1150106,CASTELO DE PAIVA,1197,3661,28,922.5513807
154,106,1150106,CASTELO DE PAIVA,1197,3661,35,922.5513807
155,106,1150106,CASTELO DE PAIVA,1197,3661,62,922.5513807
156,106,1150106,CASTELO DE PAIVA,1197,3661,24,922.5513807
157,106,1150106,CASTELO DE PAIVA,1197,3661,18,922.5513807
158,106,1150106,CASTELO DE PAIVA,1197,3661,41,922.5513807
159,106,1150106,CASTELO DE PAIVA,1197,3661,26,922.5513807
160,106,1150106,CASTELO DE PAIVA,1197,3661,24,922.5513807
161,106,1150106,CASTELO DE PAIVA,1197,3661,20,922.5513807
162,106,1150106,CASTELO DE PAIVA,1197,3661,53,922.5513807
163,106,1150106,CASTELO DE PAIVA,1197,3661,9,922.5513807
164,106,1150106,CASTELO DE PAIVA,1197,3661,12,922.5513807
165,106,1150106,CASTELO DE PAIVA,1197,3661,14,922.5513807
166,106,1150106,CASTELO DE PAIVA,1197,3661,11,922.5513807
167,106,1150106,CASTELO DE PAIVA,1197,3661,112,922.5513807
168,106,1150106,CASTELO DE PAIVA,1197,3661,695,922.5513807
169,107,1140107,ESPINHO,53,430,0,922.5513807
170,107,1140107,ESPINHO,53,430,2,922.5513807
171,107,1140107,ESPINHO,53,430,6,922.5513807
172,107,1140107,ESPINHO,53,430,8,1302.443199
173,107,1140107,ESPINHO,53,430,6,1251.961353
174,107,1140107,ESPINHO,53,430,5,1302.853272
175,107,1140107,ESPINHO,53,430,8,1292.36785
176,107,1140107,ESPINHO,53,430,19,1323.067821
177,108,1610108,ESTARREJA,3204,6455,8,1320.650482
178,108,1610108,ESTARREJA,3204,6455,70,1322.571862
179,108,1610108,ESTARREJA,3204,6455,61,1317.314412
180,108,1610108,ESTARREJA,3204,6455,37,1317.314412
181,108,1610108,ESTARREJA,3204,6455,77,1293.517139
182,108,1610108,ESTARREJA,3204,6455,570,1318.740845
183,108,1610108,ESTARREJA,3204,6455,92,1323.736054
184,108,1610108,ESTARREJA,3204,6455,2289,1323.436595
185,109,1160109,SANTA MARIA DA FEIRA,1709,6560,28,1275.220512
186,109,1160109,SANTA MARIA DA FEIRA,1709,6560,0,1326.733512
187,109,1160109,SANTA MARIA DA FEIRA,1709,6560,22,1323.7211
188,109,1160109,SANTA MARIA DA FEIRA,1709,6560,17,1333.420897
189,109,1160109,SANTA MARIA DA FEIRA,1709,6560,40,1272.462442
190,109,1160109,SANTA MARIA DA FEIRA,1709,6560,14,1338.951223
191,109,1160109,SANTA MARIA DA FEIRA,1709,6560,8,1356.462426
192,109,1160109,SANTA MARIA DA FEIRA,1709,6560,62,1323.271093
193,109,1160109,SANTA MARIA DA FEIRA,1709,6560,4,1352.337401
194,109,1160109,SANTA MARIA DA FEIRA,1709,6560,16,1352.337401
195,109,1160109,SANTA MARIA DA FEIRA,1709,6560,10,1352.337401
196,109,1160109,SANTA MARIA DA FEIRA,1709,6560,4,1375.102566
197,109,1160109,SANTA MARIA DA FEIRA,1709,6560,2,1208.402655
198,109,1160109,SANTA MARIA DA FEIRA,1709,6560,16,1389.51445
199,109,1160109,SANTA MARIA DA FEIRA,1709,6560,25,1249.865734
200,109,1160109,SANTA MARIA DA FEIRA,1709,6560,16,1358.647259
201,109,1160109,SANTA MARIA DA FEIRA,1709,6560,12,1401.800535
202,109,1160109,SANTA MARIA DA FEIRA,1709,6560,13,1236.587596
203,109,1160109,SANTA MARIA DA FEIRA,1709,6560,59,1248.046951
204,109,1160109,SANTA MARIA DA FEIRA,1709,6560,22,1407.853535
205,109,1160109,SANTA MARIA DA FEIRA,1709,6560,25,1407.853535
206,109,1160109,SANTA MARIA DA FEIRA,1709,6560,19,1198.95908
207,109,1160109,SANTA MARIA DA FEIRA,1709,6560,10,1258.895579
208,109,1160109,SANTA MARIA DA FEIRA,1709,6560,15,1348.429011
209,109,1160109,SANTA MARIA DA FEIRA,1709,6560,10,1430.859985
210,109,1160109,SANTA MARIA DA FEIRA,1709,6560,73,1316.708014
211,109,1160109,SANTA MARIA DA FEIRA,1709,6560,10,1423.854419
212,109,1160109,SANTA MARIA DA FEIRA,1709,6560,10,1423.854419
213,109,1160109,SANTA MARIA DA FEIRA,1709,6560,25,1197.567066
214,109,1160109,SANTA MARIA DA FEIRA,1709,6560,36,1282.63945
215,109,1160109,SANTA MARIA DA FEIRA,1709,6560,9,1279.759208
216,109,1160109,SANTA MARIA DA FEIRA,1709,6560,20,1327.044994
217,109,1160109,SANTA MARIA DA FEIRA,1709,6560,27,1327.044994
218,109,1160109,SANTA MARIA DA FEIRA,1709,6560,44,1252.517877
219,109,1160109,SANTA MARIA DA FEIRA,1709,6560,23,1319.925963
220,109,1160109,SANTA MARIA DA FEIRA,1709,6560,70,1285.102503
221,109,1160109,SANTA MARIA DA FEIRA,1709,6560,60,1318.372132
222,109,1160109,SANTA MARIA DA FEIRA,1709,6560,15,1382.524451
223,109,1160109,SANTA MARIA DA FEIRA,1709,6560,10,1382.524451
224,109,1160109,SANTA MARIA DA FEIRA,1709,6560,64,1196.297046
225,109,1160109,SANTA MARIA DA FEIRA,1709,6560,34,1074.911844
226,109,1160109,SANTA MARIA DA FEIRA,1709,6560,12,1074.911844
227,109,1160109,SANTA MARIA DA FEIRA,1709,6560,11,1065.318659
228,109,1160109,SANTA MARIA DA FEIRA,1709,6560,82,1060.285613
229,109,1160109,SANTA MARIA DA FEIRA,1709,6560,20,1060.334534
230,109,1160109,SANTA MARIA DA FEIRA,1709,6560,12,1062.354138
231,109,1160109,SANTA MARIA DA FEIRA,1709,6560,10,1053.205099
232,109,1160109,SANTA MARIA DA FEIRA,1709,6560,12,1054.294983
233,109,1160109,SANTA MARIA DA FEIRA,1709,6560,4,1049.231591
234,109,1160109,SANTA MARIA DA FEIRA,1709,6560,129,1056.628774
235,109,1160109,SANTA MARIA DA FEIRA,1709,6560,29,1044.415439
236,109,1160109,SANTA MARIA DA FEIRA,1709,6560,160,1043.174486
237,109,1160109,SANTA MARIA DA FEIRA,1709,6560,27,1028.061782
238,109,1160109,SANTA MARIA DA FEIRA,1709,6560,65,1019.659217
239,109,1160109,SANTA MARIA DA FEIRA,1709,6560,113,1019.659217
240,109,1160109,SANTA MARIA DA FEIRA,1709,6560,27,1017.088726
241,110,1610110,Ílhavo,932,3163,17,1077.743243
242,110,1610110,Ílhavo,932,3163,16,1077.743243
243,110,1610110,Ílhavo,932,3163,34,1040.143439
244,110,1610110,Ílhavo,932,3163,59,1040.143439
245,110,1610110,Ílhavo,932,3163,121,1018.600231
246,110,1610110,Ílhavo,932,3163,87,1044.41113
247,110,1610110,Ílhavo,932,3163,164,1044.41113
248,110,1610110,Ílhavo,932,3163,88,1044.41113
249,110,1610110,Ílhavo,932,3163,73,1044.41113
250,110,1610110,Ílhavo,932,3163,166,1044.41113
251,110,1610110,Ílhavo,932,3163,109,1044.41113
252,111,1610111,MEALHADA,2586,6208,14,1044.41113
253,111,1610111,MEALHADA,2586,6208,18,1044.41113
254,111,1610111,MEALHADA,2586,6208,14,1044.41113
255,111,1610111,MEALHADA,2586,6208,21,1044.41113
256,111,1610111,MEALHADA,2586,6208,12,1044.41113
257,111,1610111,MEALHADA,2586,6208,15,1044.41113
258,111,1610111,MEALHADA,2586,6208,32,1044.41113
259,111,1610111,MEALHADA,2586,6208,14,1044.41113
260,111,1610111,MEALHADA,2586,6208,1862,997.1763859
261,111,1610111,MEALHADA,2586,6208,585,1333.281706
262,112,1610112,MURTOSA,1605,3097,18,1332.168498
263,112,1610112,MURTOSA,1605,3097,43,1335.496963
264,112,1610112,MURTOSA,1605,3097,224,1328.44788
265,112,1610112,MURTOSA,1605,3097,1320,1327.093864
266,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,14,1330.561277
267,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,13,1323.834799
268,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,43,1327.173022
269,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,19,1317.551406
270,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,13,1320.590385
271,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,24,1309.419643
272,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,4,1302.76861
273,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,37,1320.351401
274,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,23,1316.018425
275,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,14,1307.888131
276,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,15,1328.200938
277,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,44,1327.414454
278,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,15,1327.414454
279,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,65,1327.414454
280,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,8,1327.414454
281,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,16,1278.188483
282,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,109,1270.937644
283,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,100,1271.36843
284,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,40,1271.357964
285,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,15,1271.357964
286,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,19,1263.262166
287,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,48,1261.507396
288,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,17,1257.562998
289,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,28,1243.879003
290,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,19,1243.879003
291,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,37,1221.734018
292,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,19,1221.734018
293,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,17,1221.734018
294,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,54,1171.761593
295,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,15,1171.761593
296,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,34,1168.712359
297,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,205,1158.102185
298,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,55,1169.529551
299,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,97,1169.529551
300,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,85,1186.631324
301,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,50,1186.631324
302,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,2,1186.631324
303,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,154,1186.631324
304,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,167,1186.631324
305,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,189,1186.631324
306,113,1160113,OLIVEIRA DE AZEMÃ?IS,1955,5055,15,1186.631324
307,114,1610114,OLIVEIRA DO BAIRRO,2479,5580,73,1186.631324
308,114,1610114,OLIVEIRA DO BAIRRO,2479,5580,13,1186.631324
309,114,1610114,OLIVEIRA DO BAIRRO,2479,5580,21,1155.268557
310,114,1610114,OLIVEIRA DO BAIRRO,2479,5580,17,1155.268557
311,114,1610114,OLIVEIRA DO BAIRRO,2479,5580,659,1129.780224
312,114,1610114,OLIVEIRA DO BAIRRO,2479,5580,2,1129.780224
313,114,1610114,OLIVEIRA DO BAIRRO,2479,5580,1694,1129.780224
314,115,1610115,OVAR,1900,4026,22,1129.780224
315,115,1610115,OVAR,1900,4026,0,1129.780224
316,115,1610115,OVAR,1900,4026,22,1129.780224
317,115,1610115,OVAR,1900,4026,114,1129.780224
318,115,1610115,OVAR,1900,4026,0,1129.780224
319,115,1610115,OVAR,1900,4026,24,1129.780224
320,115,1610115,OVAR,1900,4026,95,1129.780224
321,115,1610115,OVAR,1900,4026,16,1129.780224
322,115,1610115,OVAR,1900,4026,40,1129.780224
323,115,1610115,OVAR,1900,4026,17,1129.780224
324,115,1610115,OVAR,1900,4026,37,1129.780224
325,115,1610115,OVAR,1900,4026,16,1129.780224
326,115,1610115,OVAR,1900,4026,98,1129.780224
327,115,1610115,OVAR,1900,4026,18,1129.780224
328,115,1610115,OVAR,1900,4026,20,1321.679554
329,115,1610115,OVAR,1900,4026,202,1321.679554
330,115,1610115,OVAR,1900,4026,43,1298.296181
331,115,1610115,OVAR,1900,4026,21,1317.69025
332,115,1610115,OVAR,1900,4026,27,1293.22032
333,115,1610115,OVAR,1900,4026,26,1311.957417
334,115,1610115,OVAR,1900,4026,12,1320.618444
335,115,1610115,OVAR,1900,4026,116,1308.232385
336,115,1610115,OVAR,1900,4026,884,1290.694685
337,115,1610115,OVAR,1900,4026,28,1295.584304
338,116,1160116,SÃ?O JOÃ?O DA MADEIRA,0,182,0,1282.707485
339,116,1160116,SÃ?O JOÃ?O DA MADEIRA,0,182,0,1305.817128
340,116,1160116,SÃ?O JOÃ?O DA MADEIRA,0,182,0,1276.900336
341,116,1160116,SÃ?O JOÃ?O DA MADEIRA,0,182,0,1276.900336
342,117,1610117,SEVER DO VOUGA,912,3537,2,1299.279907
343,117,1610117,SEVER DO VOUGA,912,3537,15,1315.199045
344,117,1610117,SEVER DO VOUGA,912,3537,13,1300.143088
345,117,1610117,SEVER DO VOUGA,912,3537,27,1273.916397
346,117,1610117,SEVER DO VOUGA,912,3537,2,1315.688324
347,117,1610117,SEVER DO VOUGA,912,3537,46,1264.796113
348,117,1610117,SEVER DO VOUGA,912,3537,50,1306.333046
349,117,1610117,SEVER DO VOUGA,912,3537,31,1308.398294
350,117,1610117,SEVER DO VOUGA,912,3537,9,1251.933749
351,117,1610117,SEVER DO VOUGA,912,3537,34,1299.611429
352,117,1610117,SEVER DO VOUGA,912,3537,12,1288.774222
353,117,1610117,SEVER DO VOUGA,912,3537,29,1269.719066
354,117,1610117,SEVER DO VOUGA,912,3537,16,1318.150472
355,117,1610117,SEVER DO VOUGA,912,3537,55,1294.025955
356,117,1610117,SEVER DO VOUGA,912,3537,9,1301.468689
357,117,1610117,SEVER DO VOUGA,912,3537,25,1302.148514
358,117,1610117,SEVER DO VOUGA,912,3537,45,1249.114463
359,117,1610117,SEVER DO VOUGA,912,3537,1,1262.855081
360,117,1610117,SEVER DO VOUGA,912,3537,10,1275.627507
361,117,1610117,SEVER DO VOUGA,912,3537,20,1233.963928
362,117,1610117,SEVER DO VOUGA,912,3537,109,1229.817719
363,117,1610117,SEVER DO VOUGA,912,3537,9,1229.817719
364,117,1610117,SEVER DO VOUGA,912,3537,9,1285.396074
365,117,1610117,SEVER DO VOUGA,912,3537,8,1307.004518
366,117,1610117,SEVER DO VOUGA,912,3537,10,1307.004518
367,117,1610117,SEVER DO VOUGA,912,3537,78,1238.756513
368,117,1610117,SEVER DO VOUGA,912,3537,46,1312.687572
369,117,1610117,SEVER DO VOUGA,912,3537,173,1275.353344
370,117,1610117,SEVER DO VOUGA,912,3537,19,1244.467944
371,118,1610118,VAGOS,3513,8070,47,1228.20409
372,118,1610118,VAGOS,3513,8070,23,1228.20409
373,118,1610118,VAGOS,3513,8070,66,1228.20409
374,118,1610118,VAGOS,3513,8070,21,1228.20409
375,118,1610118,VAGOS,3513,8070,25,1228.20409
376,118,1610118,VAGOS,3513,8070,41,1228.20409
377,118,1610118,VAGOS,3513,8070,31,1253.4792
378,118,1610118,VAGOS,3513,8070,84,1234.403878
379,118,1610118,VAGOS,3513,8070,30,1238.634884
380,118,1610118,VAGOS,3513,8070,16,1235.074932
381,118,1610118,VAGOS,3513,8070,97,1227.866161
382,118,1610118,VAGOS,3513,8070,179,1230.639973
383,118,1610118,VAGOS,3513,8070,97,1226.87415
384,118,1610118,VAGOS,3513,8070,362,1300.566913
385,118,1610118,VAGOS,3513,8070,2397,1301.315467
386,119,1160119,VALE DE CAMBRA,1604,5010,7,1285.114711
387,119,1160119,VALE DE CAMBRA,1604,5010,52,1261.679047
388,119,1160119,VALE DE CAMBRA,1604,5010,19,1312.562548
389,119,1160119,VALE DE CAMBRA,1604,5010,10,1312.562548
390,119,1160119,VALE DE CAMBRA,1604,5010,11,1282.153282
391,119,1160119,VALE DE CAMBRA,1604,5010,51,1295.919936
392,119,1160119,VALE DE CAMBRA,1604,5010,17,1295.919936
393,119,1160119,VALE DE CAMBRA,1604,5010,18,1259.017165
394,119,1160119,VALE DE CAMBRA,1604,5010,2,1238.875388
395,119,1160119,VALE DE CAMBRA,1604,5010,28,1238.875388
396,119,1160119,VALE DE CAMBRA,1604,5010,20,1042.27396
397,119,1160119,VALE DE CAMBRA,1604,5010,105,1042.27396
398,119,1160119,VALE DE CAMBRA,1604,5010,50,1041.542075
399,119,1160119,VALE DE CAMBRA,1604,5010,13,1041.542075
400,119,1160119,VALE DE CAMBRA,1604,5010,18,1037.876226
401,119,1160119,VALE DE CAMBRA,1604,5010,42,1037.876226
402,119,1160119,VALE DE CAMBRA,1604,5010,34,1032.930034
403,119,1160119,VALE DE CAMBRA,1604,5010,11,1032.930034
404,119,1160119,VALE DE CAMBRA,1604,5010,41,1030.567889
405,119,1160119,VALE DE CAMBRA,1604,5010,18,1041.269009
406,119,1160119,VALE DE CAMBRA,1604,5010,11,1041.269009
407,119,1160119,VALE DE CAMBRA,1604,5010,0,1036.565579
408,119,1160119,VALE DE CAMBRA,1604,5010,26,1026.095208
409,119,1160119,VALE DE CAMBRA,1604,5010,33,1026.095208
410,119,1160119,VALE DE CAMBRA,1604,5010,37,1026.651453
411,119,1160119,VALE DE CAMBRA,1604,5010,37,1026.651453
412,119,1160119,VALE DE CAMBRA,1604,5010,42,1037.609282
413,119,1160119,VALE DE CAMBRA,1604,5010,0,1037.609282
414,119,1160119,VALE DE CAMBRA,1604,5010,9,1036.901014
415,119,1160119,VALE DE CAMBRA,1604,5010,0,1036.901014
416,119,1160119,VALE DE CAMBRA,1604,5010,0,885.1806556
417,119,1160119,VALE DE CAMBRA,1604,5010,159,874.1793281
418,119,1160119,VALE DE CAMBRA,1604,5010,390,870.1551115
419,119,1160119,VALE DE CAMBRA,1604,5010,35,870.1551115
420,119,1160119,VALE DE CAMBRA,1604,5010,112,808.8169178
421,119,1160119,VALE DE CAMBRA,1604,5010,148,784.6466497
422,201,1840201,ALJUSTREL,39141,51100,39141,748.8477241
423,202,1840202,ALMODÃ?VAR,37860,53854,1,718.5134308
424,202,1840202,ALMODÃ?VAR,37860,53854,36,803.4388021
425,202,1840202,ALMODÃ?VAR,37860,53854,33,847.5191383
426,202,1840202,ALMODÃ?VAR,37860,53854,35,847.5191383
427,202,1840202,ALMODÃ?VAR,37860,53854,27,847.5191383
