Muni_ID,ID,Muni,barley,maize,oat,rice,rye,triticale,wheat,lemon,orange,other_citrus,tangerine,almonds,chestnut,locust,nuuts,other_dried_nuts,forage_maize,forage_mixture,forage_oat,forage_roots,forage_sorghum,apple,cherry,other_fresh_fruits,peach,pear,horticulture_extensive,horticulture_intensive,other_industry,sunflower,olive grove,perma_grassland,tempo_grassland,potato,bean,chickpea,other_pulses,vineyard,irrig_areas09
1309,1151309,Paços de Ferreira,0,252,0,0,2,0,0,0,0,0,0,0,0,0,0,0,295,20,1,0,9,0,0,0,0,0,2,7,0,0,0,6,19,19,10,0,0,20,662
1310,1151310,Paredes,0,687,1,0,0,0,0,0,1,0,0,0,0,0,0,0,253,1,11,0,0,2,0,1,0,1,2,6,0,0,0,7,0,88,11,0,0,22,1094
1311,1151311,Penafiel,0,1218,1,0,1,0,0,1,2,0,1,0,1,0,0,0,215,10,3,0,1,2,1,2,2,2,1,46,0,0,0,22,8,24,6,0,0,97,1667
1813,1151813,Resende,0,250,4,0,1,0,11,0,3,0,0,0,67,0,7,0,26,3,17,0,0,14,669,16,2,7,0,2,1,0,11,211,3,57,8,0,0,56,1446
1709,1151709,Ribeira de Pena,0,357,2,0,11,0,0,0,0,0,0,0,0,0,1,0,266,10,2,0,0,0,0,0,4,0,0,0,0,0,4,901,78,5,12,0,0,77,1730
104,1160104,Arouca,0,561,6,0,0,0,0,0,1,0,0,0,1,0,0,0,610,3,19,0,0,7,5,3,0,1,0,4,0,0,1,181,130,18,6,0,0,10,1567
113,1160113,Oliveira de Azeméis,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,0,1,0,0,6,0,0,0,1,1,10,0,0,0,9,2,3,1,0,0,0,1232
109,1160109,Santa Maria da Feira,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,1,0,1,0,0,0,0,0,0,3,0,0,0,12,3,11,17,0,0,0,748
116,1160116,São João da Madeira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1160119,Vale de Cambra,0,349,1,0,4,0,0,0,0,0,0,0,0,0,0,0,59,10,4,0,0,0,0,1,0,0,0,0,0,0,0,156,0,0,18,0,0,14,616
1701,1171701,Alijó,0,21,0,0,0,0,2,0,24,0,0,8,5,0,0,0,0,0,0,0,0,9,2,1,1,1,0,3,0,0,19,8,1,16,2,0,0,109,232
1801,1171801,Armamar,0,5,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,2,0,0,1141,32,5,2,10,0,0,0,0,63,11,0,43,1,0,0,4,1341
403,1170403,Carrazeda de Ansiães,0,20,0,0,1,0,0,1,30,0,2,5,0,0,1,0,1,0,0,1,0,397,2,0,0,4,0,0,0,0,30,11,0,115,1,0,0,28,650
404,1170404,Freixo de Espada à Cinta,0,0,0,0,0,0,0,0,100,0,0,48,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,816,0,0,10,0,0,0,365,1342
1805,1171805,Lamego,0,38,0,0,0,0,0,0,7,0,0,0,14,0,2,0,18,4,0,2,0,405,128,18,7,84,11,12,0,0,20,200,4,44,5,0,0,28,1051
1704,1171704,Mesão Frio,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,17
1807,1171807,Moimenta da Beira,0,111,0,0,0,0,0,0,0,0,0,0,3,0,0,0,196,0,1,3,0,690,2,2,3,8,9,2,1,0,2,228,2,111,4,1,0,0,1379
1812,1171812,Penedono,0,25,0,0,0,0,0,0,0,0,0,5,23,0,0,0,33,0,0,6,1,35,21,0,1,2,0,0,0,0,4,175,0,53,0,0,0,0,384
1708,1171708,Peso da Régua,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,1,8,0,2,2,0,0,15,38
1710,1171710,Sabrosa,0,58,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,17,0,2,0,3,3,6,0,0,4,15,1,20,1,0,0,28,166
1711,1171711,Santa Marta de Penaguião,0,2,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,25
1815,1171815,São João da Pesqueira,0,12,0,0,0,0,0,0,5,0,0,129,10,0,2,2,1,4,0,1,1,104,7,0,1,12,0,1,0,0,24,43,0,28,0,0,0,74,461
1818,1171818,Sernancelhe,0,91,0,0,0,0,0,0,0,0,0,0,28,0,11,2,90,0,0,5,2,236,8,10,0,0,13,0,0,0,8,241,6,161,13,1,0,9,935
1819,1171819,Tabuaço,0,30,3,0,0,0,0,0,7,0,0,0,3,0,0,0,3,0,4,1,0,52,24,3,2,3,0,2,0,0,7,5,0,108,11,1,0,8,277
1820,1171820,Tarouca,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,16,3,0,320,20,10,3,17,0,1,0,0,10,79,2,32,3,0,0,2,619
409,1170409,Torre de Moncorvo,0,5,0,0,0,0,3,0,32,0,2,169,39,0,0,0,6,2,1,0,0,4,5,9,3,2,28,1,0,0,812,0,0,7,0,0,0,131,1261
410,1170410,Vila Flor,0,2,0,0,0,0,0,1,37,0,3,8,1,0,3,0,2,0,1,0,2,49,5,11,85,10,3,25,0,0,387,51,1,7,0,0,0,56,750
914,1170914,Vila Nova de Foz Côa,0,5,0,0,1,0,0,0,8,0,2,3,0,0,1,0,10,0,0,0,0,2,1,0,3,0,0,1,0,0,36,3,0,1,0,0,0,341,418
1714,1171714,Vila Real,0,337,0,0,2,0,0,0,1,0,0,2,2,0,4,2,322,7,14,2,0,14,6,3,2,2,6,11,0,0,15,451,63,161,31,0,0,10,1470
401,1180401,Alfândega da Fé,0,1,0,0,0,0,0,0,3,0,0,36,0,0,0,0,14,1,0,0,2,2,53,3,7,1,2,1,0,0,612,38,5,2,0,0,0,4,787
1702,1181702,Boticas,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2734,0,131,0,0,0,0,3241
402,1180402,Bragança,0,10,2,0,0,0,0,0,0,0,0,0,3,0,3,0,159,0,5,59,46,8,1,0,0,3,6,4,10,0,19,1503,134,234,3,0,0,0,2212
1703,1181703,Chaves,0,986,0,0,0,0,0,0,0,0,0,2,5,0,10,1,601,0,29,64,2,18,11,2,0,1,4,35,0,0,12,1234,42,900,11,1,0,5,3976
405,1180405,Macedo de Cavaleiros,0,7,0,0,1,0,0,0,0,0,0,0,1,0,3,0,24,1,3,8,4,2,14,0,0,0,5,12,5,0,224,325,4,48,1,0,0,4,696
406,1180406,Miranda do Douro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,2,2,0,0,0,0,0,0,0,0,0,9,23,0,9,0,0,0,0,71
407,1180407,Mirandela,1,14,0,0,0,0,0,0,0,0,0,92,2,0,4,0,25,0,7,8,8,5,26,26,11,3,19,38,0,0,643,92,0,52,2,2,0,17,1097
408,1180408,Mogadouro,0,3,1,0,0,0,0,0,0,0,0,8,3,0,2,0,43,0,0,0,2,33,3,0,0,1,0,1,0,0,80,2,2,23,0,0,0,4,211
1706,1181706,Montalegre,0,400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,212,0,2,27,0,0,0,0,0,0,0,1,0,0,0,6531,6,233,2,0,0,1,7416
1707,1181707,Murça,0,19,0,0,0,0,0,0,0,0,0,0,7,0,4,0,1,0,0,4,0,7,3,0,0,1,0,3,0,0,73,24,0,43,7,0,0,5,201
1712,1181712,Valpaços,0,157,1,0,0,0,6,0,0,0,0,3,34,0,10,1,74,0,6,66,9,46,53,10,16,5,3,4,0,0,117,206,1,380,9,0,0,5,1222
1713,1181713,Vila Pouca de Aguiar,0,395,1,0,0,0,3,0,0,0,0,0,7,0,1,0,304,7,15,10,1,1,0,3,0,2,2,19,0,0,3,1639,35,235,11,0,0,5,2699
411,1180411,Vimioso,0,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,30,0,0,14,10,3,1,0,0,1,2,1,0,0,10,46,0,81,5,2,0,1,226
412,1180412,Vinhais,0,30,0,0,13,0,0,0,0,0,0,0,0,0,17,0,24,0,0,9,0,1,1,1,0,0,5,0,0,0,1,2278,1,133,2,0,0,1,2517
101,1610101,Águeda,0,473,2,103,0,0,5,0,3,0,0,0,0,0,0,0,160,2,7,14,0,6,0,2,1,1,0,9,1,0,2,19,0,27,4,0,0,4,845
102,1610102,Albergaria-a-Velha,1,429,2,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,1,3,0,0,0,0,0,0,3,3,0,0,0,7,0,2,1,0,0,0,818
103,1610103,Anadia,0,348,0,0,0,0,2,0,3,0,0,0,0,0,1,0,70,27,2,7,2,2,1,1,2,1,24,22,15,0,13,16,0,119,4,0,0,2,684
105,1610105,Aveiro,7,614,1,0,0,0,0,3,1,0,0,0,0,0,0,0,267,16,2,12,9,1,0,0,0,0,30,299,0,0,0,7,4,52,21,0,0,0,1346
108,1610108,Estarreja,0,271,0,66,0,0,0,0,0,0,0,0,0,0,0,0,1223,0,0,0,24,0,0,0,0,0,1,4,0,0,0,95,2,0,1,0,0,0,1687
110,1610110,Ílhavo,0,246,1,0,0,0,0,0,1,0,0,0,0,0,0,0,88,1,0,2,0,0,0,1,0,0,20,19,0,0,0,3,0,31,2,0,0,0,415
111,1610111,Mealhada,0,216,6,0,0,12,0,1,3,0,0,0,0,0,2,0,50,0,19,7,5,1,0,2,1,1,7,15,1,0,1,4,0,39,3,0,0,0,396
112,1610112,Murtosa,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,0,0,0,0,0,0,0,0,0,22,58,0,0,0,13,1,1,1,0,0,0,1107
114,1610114,Oliveira do Bairro,0,317,0,127,0,0,0,4,2,0,0,0,0,0,1,0,164,0,0,13,1,1,0,1,1,1,20,40,1,0,0,9,1,100,5,0,0,0,809
115,1610115,Ovar,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,2,0,0,3,0,0,0,0,0,6,15,0,0,0,11,6,1,1,0,0,0,1041
117,1610117,Sever do Vouga,0,258,0,0,0,0,0,0,2,0,0,0,5,0,0,0,57,4,0,1,0,1,0,9,0,0,4,0,0,0,0,36,28,8,6,0,0,1,420
118,1610118,Vagos,0,432,8,0,0,0,14,1,1,0,0,0,0,0,0,0,537,25,0,5,1,0,0,0,0,0,20,88,0,0,0,4,0,170,7,0,0,0,1313
602,1620602,Cantanhede,0,562,1,0,0,0,5,1,12,0,0,0,0,0,5,0,746,16,12,18,12,7,0,4,6,4,65,115,23,0,16,29,2,152,30,1,0,12,1856
603,1620603,Coimbra,0,1798,0,418,0,0,1,0,16,1,2,0,0,0,3,0,84,3,19,0,1,9,0,3,9,6,30,159,0,0,4,70,7,72,1,0,0,5,2721
604,1620604,Condeixa-a-Nova,0,240,0,34,0,0,1,1,4,0,0,0,0,0,1,0,26,1,0,1,2,1,0,1,1,1,3,26,0,0,12,29,1,16,10,0,0,0,412
605,1620605,Figueira da Foz,0,654,8,2760,0,0,2,0,2,0,0,0,0,0,0,0,496,6,19,1,5,2,0,1,0,1,44,20,0,0,3,22,5,13,13,0,0,1,4078
608,1620608,Mira,0,102,0,0,0,0,1,0,19,0,0,0,0,0,0,0,274,30,1,2,2,3,0,2,2,2,17,63,0,0,0,1,0,107,5,0,0,0,633
610,1620610,Montemor-o-Velho,0,2764,4,1600,0,0,0,0,6,0,0,0,0,0,1,0,1136,41,10,4,66,3,0,1,2,1,134,74,6,3,4,224,11,78,8,0,0,2,6183
613,1620613,Penacova,0,80,1,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,5,0,1,0,0,0,0,0,3,0,0,5,3,0,13,9,0,0,0,132
615,1620615,Soure,0,1042,0,1163,0,0,1,0,3,0,0,0,0,0,0,0,60,5,2,0,1,7,1,0,1,2,38,59,8,0,3,19,1,15,6,0,0,2,2439
1004,1631004,Batalha,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,79,0,1,5,27,0,29,0,0,11,1,0,3,3,0,0,2,213
1009,1631009,Leiria,0,961,2,38,0,0,14,0,5,0,0,0,0,0,1,0,529,2,20,16,0,149,3,11,10,71,72,144,2,0,27,79,18,27,37,0,0,38,2276
1010,1631010,Marinha Grande,0,42,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,2,3,10,3,0,0,1,6,0,2,2,0,0,0,80
1015,1631015,Pombal,0,745,3,203,0,0,11,0,3,0,0,0,0,0,2,0,129,2,14,5,0,4,1,1,1,2,27,59,13,0,36,91,15,19,31,0,0,3,1420
1016,1631016,Porto de Mós,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,197,0,2,8,83,1,15,0,0,14,10,0,1,0,0,0,2,343
1002,1641002,Alvaiázere,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,2,8,3,0,0,0,0,0,0,0,15,21,0,1,1,0,0,1,94
1003,1641003,Ansião,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,8,21,4,0,2,0,0,0,74
601,1640601,Arganil,0,121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,5,2,4,5,1,0,0,1,0,1,1,0,2,44,13,5,9,0,0,0,224
1007,1641007,Castanheira de Pêra,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,6
1008,1641008,Figueiró dos Vinhos,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,8,0,16,3,0,0,0,58
606,1640606,Góis,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,41
607,1640607,Lousã,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,0,1,3,0,9,4,0,0,2,73
609,1640609,Miranda do Corvo,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,1,0,7,0,0,2,3,0,8,0,0,13,6,1,8,4,0,0,3,103
611,1640611,Oliveira do Hospital,0,157,0,0,0,0,0,0,1,0,0,0,0,0,1,1,217,21,18,3,33,24,1,4,3,1,0,1,0,0,29,193,111,74,16,1,0,2,912
612,1640612,Pampilhosa da Serra,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,19
1013,1641013,Pedrógão Grande,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,38
614,1640614,Penela,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,42,17,9,6,0,0,0,122
616,1640616,Tábua,0,167,5,0,0,0,0,0,0,0,0,1,0,0,0,0,81,3,27,10,13,1,0,0,0,6,2,3,0,0,30,38,72,41,21,1,0,27,549
617,1640617,Vila Nova de Poiares,0,21,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,5,1,0,7,3,0,0,1,45
901,1650901,Aguiar da Beira,0,364,0,0,0,2,0,0,0,0,0,0,8,0,1,0,232,0,2,11,0,154,2,0,1,0,0,1,0,0,15,129,0,212,42,0,3,6,1185
1802,1651802,Carregal do Sal,0,110,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,12,1,9,10,0,0,0,0,0,6,0,0,7,11,14,9,11,0,0,10,223
1803,1651803,Castro Daire,0,512,1,0,0,0,0,0,1,0,0,0,4,0,2,0,95,0,10,12,0,5,0,2,1,1,5,0,0,0,16,516,2,31,58,0,0,9,1283
1806,1651806,Mangualde,0,383,3,0,0,0,0,0,1,0,0,1,7,0,3,2,282,3,19,5,68,50,4,12,4,11,1,8,0,0,48,229,134,116,34,10,0,55,1493
1808,1651808,Mortágua,0,126,2,0,0,0,2,0,0,0,0,0,1,0,0,0,5,0,0,3,0,0,0,0,0,0,1,0,0,0,1,21,2,13,7,0,0,0,184
1809,1651809,Nelas,0,92,4,0,0,0,0,0,1,0,0,0,0,0,0,0,66,33,2,1,12,7,0,5,1,0,0,5,0,0,25,46,0,25,15,1,0,91,432
1810,1651810,Oliveira de Frades,0,507,1,0,1,0,0,0,1,0,0,0,2,0,0,0,97,20,5,3,4,1,0,1,0,0,0,0,0,0,1,34,40,15,41,0,0,9,783
1811,1651811,Penalva do Castelo,0,329,10,0,0,0,0,0,0,0,0,0,0,0,0,1,51,3,4,1,12,81,0,0,2,0,0,1,0,0,22,32,8,27,27,5,0,62,678
1814,1651814,Santa Comba Dão,0,94,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29,2,5,3,7,3,0,1,1,1,0,9,0,1,4,67,4,39,13,0,0,3,288
1816,1651816,São Pedro do Sul,0,822,14,0,1,0,0,0,3,0,0,0,4,0,5,1,228,7,45,23,10,28,1,1,2,1,1,31,7,0,35,243,95,51,77,1,0,60,1797
1817,1651817,Sátão,0,398,0,0,1,0,1,0,0,0,0,0,11,0,1,1,49,2,1,15,7,7,2,0,0,2,2,8,0,0,12,164,6,40,39,3,0,2,774
1821,1651821,Tondela,0,512,1,0,0,0,0,0,19,0,0,0,4,0,5,1,156,7,23,22,22,20,1,3,3,3,1,32,6,1,34,162,8,43,64,1,0,51,1205
1822,1651822,Vila Nova de Paiva,0,103,0,0,0,0,1,0,0,0,0,0,3,0,0,0,55,1,9,1,0,0,0,0,0,0,0,0,0,0,0,296,1,13,5,0,0,0,488
1823,1651823,Viseu,0,861,4,0,0,0,1,0,1,0,0,0,2,0,3,9,100,20,17,5,3,129,1,7,7,3,1,14,0,1,113,163,13,115,126,6,0,22,1747
1824,1651824,Vouzela,0,463,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,0,3,11,0,60,3,0,0,3,0,2,0,0,12,238,5,8,52,0,0,5,964
1413,1661413,Mação,0,16,0,0,0,0,0,3,5,1,0,0,0,0,0,0,15,6,0,2,5,1,2,1,0,0,0,0,0,0,64,7,0,0,0,0,0,22,150
506,1660506,Oleiros,0,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,1,3,7,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,102
508,1660508,Proença-a-Nova,0,51,0,0,0,0,0,5,4,0,0,0,0,0,0,0,20,0,0,0,3,1,12,0,0,0,0,0,0,0,65,5,0,0,0,0,0,33,199
509,1660509,Sertã,0,139,0,0,7,0,0,0,0,0,0,0,0,0,1,0,11,1,0,0,3,6,0,0,0,1,0,0,0,0,25,11,0,6,0,0,0,7,218
510,1660510,Vila de Rei,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,6,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,1,37
905,1670905,Fornos de Algodres,0,431,1,0,0,0,0,0,0,0,0,0,2,0,0,0,318,29,4,3,22,13,3,6,0,0,0,0,0,0,36,10,3,45,54,7,0,2,989
