Muni_ID,ID,Muni,atmn,sludge,fertiliser,gross_manure,bnf,residues,irrigation
605,1620605,Figueira da Foz,0.7,0.49351,94.8,143.2,0.7,3.9,
608,1620608,Mira,0.6,0.00000,59.1,262.5,0.9,2.9,
610,1620610,Montemor-o-Velho,1.7,0.00142,108.2,140.5,0.4,4.5,
613,1620613,Penacova,0.3,0.14898,122.2,90.3,0.5,0.4,
615,1620615,Soure,1.1,0.02833,100.9,42.8,2.3,3.5,
1004,1631004,Batalha,0.9,0.00000,4.7,286,1.1,1,
1009,1631009,Leiria,0.6,0.93604,16.4,428.7,1.2,3.4,
1010,1631010,Marinha Grande,0.1,0.00000,18.1,439.5,1.7,2.5,
1015,1631015,Pombal,0.6,0.26361,59,207,0.2,0.2,
1016,1631016,Porto de Mós,1,0.00000,21.4,148.5,3.8,0.4,
1002,1641002,Alvaiázere,0.5,0.00000,51.6,90.5,6.5,0.9,
1003,1641003,Ansião,0.8,0.04549,51.5,119.3,5.3,1.2,
601,1640601,Arganil,0.2,0.00000,75.6,69.2,1.9,2.2,
1007,1641007,Castanheira de Pêra,0,0.00000,47.5,64.4,2.4,1.2,
1008,1641008,Figueiró dos Vinhos,0.1,0.00000,59.7,99.5,1.5,1.6,
606,1640606,Góis,0.1,0.00000,49.9,109.5,3.1,1.6,
607,1640607,Lousã,0.2,0.06487,68.6,90.2,4.4,2.3,
609,1640609,Miranda do Corvo,0.3,0.00000,58.9,65.4,4,1.5,
611,1640611,Oliveira do Hospital,0.9,0.07532,63.8,68.1,2.3,2,
612,1640612,Pampilhosa da Serra,0,0.00000,71.9,52.8,2.4,1.4,
1013,1641013,Pedrógão Grande,0.2,0.00000,98,56.8,1.7,2.7,
614,1640614,Penela,0.6,0.00000,63.1,43.5,7.1,1,
616,1640616,Tábua,0.5,0.00000,77.2,75.2,1.9,2.5,
617,1640617,Vila Nova de Poiares,0.3,0.00000,77.9,54,11.5,4.2,
901,1650901,Aguiar da Beira,0.9,0.00000,50.6,90.7,2.3,1.9,
1802,1651802,Carregal do Sal,0.8,0.00000,54.2,137.7,2.6,2.4,
1803,1651803,Castro Daire,0.7,0.00000,42.4,131.9,4,2.8,
1806,1651806,Mangualde,1.2,0.00000,60.4,67.3,2.1,2.1,
1808,1651808,Mortágua,0.3,0.00000,10,457.1,3.3,3.3,
1809,1651809,Nelas,1.2,0.00000,41.9,52.9,1.2,1.1,
1810,1651810,Oliveira de Frades,0.9,0.00000,0.3,752.6,4.8,5,
1811,1651811,Penalva do Castelo,1.3,0.00000,66.3,40,2.2,2.1,
1814,1651814,Santa Comba Dão,0.7,0.00902,11.2,429.9,4.1,2,
1816,1651816,São Pedro do Sul,0.6,0.23622,65.1,223.4,4.2,4.3,
1817,1651817,Sátão,0.8,0.00000,35.6,161.4,2.3,2.5,
1821,1651821,Tondela,1,0.02056,8.2,269.2,3.3,2.7,
1822,1651822,Vila Nova de Paiva,0.7,0.00000,14.7,161.9,3,1.7,
1823,1651823,Viseu,0.9,0.00449,40.9,116.8,3.1,2.4,
1824,1651824,Vouzela,0.9,0.00000,7.9,360.9,4.1,3.6,
1413,1661413,Mação,0.3,0.00000,46.5,54.1,0.4,0.4,
506,1660506,Oleiros,0.2,0.00000,37.7,37.5,0.1,0.2,
508,1660508,Proença-a-Nova,0.4,0.00000,50.2,40,0.1,0.6,
509,1660509,Sertã,0.3,0.00000,48.3,88.5,0.5,0.7,
510,1660510,Vila de Rei,0.1,0.00000,38,88.8,1.2,0.6,
905,1670905,Fornos de Algodres,1.4,0.00000,48.4,33.6,1.5,1.6,
906,1670906,Gouveia,1.3,0.00000,19,26.8,1.5,0.2,
912,1670912,Seia,0.9,0.00000,39.8,41.4,1.6,1,
902,1680902,Almeida,2.1,0.00132,8.4,26,3.1,0.2,
903,1680903,Celorico da Beira,2.1,0.00000,28.6,23.2,2.1,0.7,
904,1680904,Figueira de Castelo Rodrigo,2.6,0.00004,22,14,2,0.2,
907,1680907,Guarda,1.6,0.07385,14.1,36.1,2.4,0.4,
908,1680908,Manteigas,0.4,0.00000,10.4,24.2,3.2,0.4,
909,1680909,Mêda,1.8,0.00000,37.5,16.4,0.1,0.4,
910,1680910,Pinhel,2.1,0.00210,16.5,20.4,2.1,0.3,
911,1680911,Sabugal,1.5,0.00122,8.5,34.1,3.1,0.3,
913,1680913,Trancoso,1.7,0.00000,25.7,34.1,2.1,0.5,
502,1690502,Castelo Branco,1.3,0.00000,22.8,20.1,2,0.2,
505,1690505,Idanha-a-Nova,2.2,0.00000,21.9,14.3,2.6,0.4,
507,1690507,Penamacor,1.1,0.00000,37.9,22.6,1.9,0.5,
511,1690511,Vila Velha de Ródão,0.7,0.00000,42.1,24.1,1.3,0.2,
501,16A0501,Belmonte,2.5,0.00060,37,29.7,1.1,0.8,
503,16A0503,Covilhã,1.1,0.00014,36.4,41.4,1.1,0.8,
504,16A0504,Fundão,1.5,0.02236,49,30,1,0.8,
1001,16B1001,Alcobaça,1,0.10131,38.8,263.7,4.1,0.8,
1101,16B1101,Alenquer,2.2,0.15949,99.1,117.7,0.4,2,
1102,16B1102,Arruda dos Vinhos,2,0.10131,77.1,53.2,0.5,1.1,
1005,16B1005,Bombarral,2.6,0.10131,30.5,77.2,0.1,0.2,
1104,16B1104,Cadaval,1.7,0.10131,37,95.9,0.2,0.3,
1006,16B1006,Caldas da Rainha,1.2,0.72631,27,263.9,0.7,0.7,
1108,16B1108,Lourinhã,1.9,0.18705,46.5,221.2,1.2,1,
1011,16B1011,Nazaré,0.5,0.50085,87.6,174.8,1.3,0.9,
1012,16B1012,Óbidos,1.3,3.55829,43.8,87,0.5,0.8,
1014,16B1014,Peniche,1.4,0.10131,111.4,147.5,1.9,1.6,
1112,16B1112,Sobral de Monte Agraço,2.8,0.10131,99.2,98.5,1.4,2,
1113,16B1113,Torres Vedras,1.7,0.19041,59.2,108.5,0.7,0.9,
1401,16C1401,Abrantes,0.8,0.16992,81.9,17.1,0.6,2.5,
1402,16C1402,Alcanena,1.3,0.10131,60.1,62.2,2.3,0.5,
1408,16C1408,Constância,0.5,0.10131,87.1,35.4,0.1,1.5,
1410,16C1410,Entroncamento,0.5,0.10131,124.3,18.5,0.8,4.7,
1411,16C1411,Ferreira do Zêzere,0.7,0.10131,16,280.3,2.7,0.4,
1421,16C1421,Ourém,0.7,0.89349,27.9,219.9,2.3,1.7,
1417,16C1417,Sardoal,0.5,0.10131,68.3,23.3,1.1,0.7,
1418,16C1418,Tomar,0.9,0.54598,47,109,1.3,1,
1419,16C1419,Torres Novas,1.5,0.10131,88.5,36.8,1.1,3.2,
1420,16C1420,Vila Nova da Barquinha,0.5,0.10131,38.4,64.2,6.5,2.6,
1115,1711115,Amadora,0.5,0.10131,1.4,30.1,0.8,0,
1105,1711105,Cascais,0.2,0.15496,80.9,280.8,7.7,0.6,
1106,1711106,Lisboa,0,0.00000,0,0,0,0,
1107,1711107,Loures,1.5,5.82435,78.7,62.2,1.5,0.6,
1109,1711109,Mafra,1.4,0.63665,108.5,155.4,1.5,1.3,
1116,1711116,Odivelas,0.5,0.10131,37,252.6,1.5,0.9,
1110,1711110,Oeiras,1,0.91641,101.6,9.7,0.5,0.8,
1111,1711111,Sintra,1,0.11655,88,68.6,1.4,1.1,
1114,1711114,Vila Franca de Xira,1.3,0.45712,119.5,37,0.8,7.7,
1502,1721502,Alcochete,1.4,0.10131,41.6,74.4,2.1,0.2,
1503,1721503,Almada,0.3,33.18104,142.3,71.1,0.4,2.1,
1504,1721504,Barreiro,0.3,0.10131,68.1,106.6,1.5,0.3,
1506,1721506,Moita,1.5,0.10131,52.6,356,0.5,0.3,
1507,1721507,Montijo,2.2,0.10542,42.3,73.8,2.4,0.6,
1508,1721508,Palmela,2.5,0.10319,46.7,76.6,1.3,0.6,
1510,1721510,Seixal,0.4,0.44828,20.7,112.3,2.7,0.1,
1511,1721511,Sesimbra,0.4,7.96755,49.7,35.6,2.7,0.4,
1512,1721512,Setúbal,1.1,0.10131,50.9,34.5,10.4,1.6,
1501,1811501,Alcácer do Sal,2.4,0.00000,28.3,19.2,3.5,0.6,
1505,1811505,Grândola,2.1,0.00129,14.5,20.7,2.8,0.4,
211,1810211,Odemira,1.4,0.00000,32.1,23.5,2.2,1,
1509,1811509,Santiago do Cacém,2.3,0.00000,26.1,35.3,2.2,0.8,
1513,1811513,Sines,1.4,0.25056,23.1,29.7,2.8,0.8,
1201,1821201,Alter do Chão,2.8,0.00000,28.6,24.7,2.9,0.4,
1202,1821202,Arronches,2.5,0.00197,26.4,31.3,1,0.4,
1203,1821203,Avis,2.6,0.00000,36.4,16.8,2.3,1.1,
1204,1821204,Campo Maior,2.6,0.00000,57.6,12.4,0.7,2,
1205,1821205,Castelo de Vide,2.5,0.00838,18.3,18.1,10.1,0.1,
1206,1821206,Crato,2.1,0.00278,26.1,27.8,3.8,0.1,
1207,1821207,Elvas,2.8,0.01875,43.6,25.4,1.4,1.4,
1208,1821208,Fronteira,2.2,0.00000,41.8,25.2,2.2,0.9,
1209,1821209,Gavião,0.9,0.00082,84,14,1.5,0.4,
1210,1821210,Marvão,2,0.00680,32,22.4,3.4,0.1,
1211,1821211,Monforte,2.6,0.00000,25.2,28.3,1.9,0.5,
707,1820707,Mora,4.1,0.00000,27.7,17.3,1.5,0.5,
1212,1821212,Nisa,1.4,0.01616,36,19.6,3.5,0.3,
1213,1821213,Ponte de Sor,2.7,0.00143,30,14.1,2.7,0.4,
1214,1821214,Portalegre,2,0.14339,29.4,30.9,3.4,0.3,
701,1830701,Alandroal,2.6,0.00000,28.2,23.5,1.5,0.5,
702,1830702,Arraiolos,3,0.00000,30.1,28.7,1.8,0.7,
703,1830703,Borba,1.8,0.00000,30.9,39.5,0.8,0.6,
704,1830704,Estremoz,2.6,0.00000,29.2,25.7,2,0.5,
705,1830705,Évora,2.9,0.00000,33.1,21.6,2.2,0.9,
706,1830706,Montemor-o-Novo,3.1,0.00054,24.8,38.5,2.2,0.4,
708,1830708,Mourão,3.3,0.00000,13.9,20.5,2.3,0,
709,1830709,Portel,2.1,0.56303,26.5,16.7,3.1,0.4,
710,1830710,Redondo,2.5,0.00000,30.5,28.2,2.5,0.8,
711,1830711,Reguengos de Monsaraz,2.8,0.00000,36.4,17.1,1.3,0.7,
1215,1831215,Sousel,2.9,0.00376,45.5,22.3,1.6,0.9,
712,1830712,Vendas Novas,3.4,0.00000,20.7,23.2,3.5,0.3,
713,1830713,Viana do Alentejo,3.2,0.00000,21.7,32.6,2.9,0.4,
714,1830714,Vila Viçosa,2.2,0.00024,47.8,30.1,2.3,0.5,
201,1840201,Aljustrel,2.8,0.00000,69.5,15.4,0.3,2.8,
202,1840202,Almodôvar,1.4,0.00000,27.4,16.5,2.3,0.3,
203,1840203,Alvito,2,0.00033,34.7,20.2,1.8,0.7,
204,1840204,Barrancos,2.7,0.00000,9.7,20.5,4.4,0.1,
205,1840205,Beja,2.6,0.00017,62.4,11.4,1.2,2.4,
206,1840206,Castro Verde,2.6,0.06503,26.4,16.3,0.9,0.7,
207,1840207,Cuba,2.5,0.00000,51.3,56.2,1.3,1.2,
208,1840208,Ferreira do Alentejo,2.5,0.00000,62.9,17.2,1.4,2.9,
209,1840209,Mértola,1.9,0.00000,19.9,11.9,2,0.3,
210,1840210,Moura,2.5,0.00000,36.7,15.6,1.8,0.5,
212,1840212,Ourique,2.1,0.00000,26.4,20.7,2.9,0.5,
213,1840213,Serpa,2.5,0.00000,48.1,15.3,1.6,1,
214,1840214,Vidigueira,3,0.00071,43.2,13.1,2.3,1,
1403,1851403,Almeirim,1.8,0.10635,87,16,0.4,2.7,
1404,1851404,Alpiarça,4.2,0.10131,96.5,12.9,1.5,3.2,
1103,1851103,Azambuja,1.9,0.11771,128,72.4,0.5,3.8,
1405,1851405,Benavente,3.2,0.12678,65,28.6,2,2.4,
1406,1851406,Cartaxo,2.2,0.10131,103.7,107,0.3,6.2,
1407,1851407,Chamusca,1.2,0.11182,44.5,22.3,3.1,1.6,
1409,1851409,Coruche,2.6,0.10655,24.4,23.4,3,0.3,
1412,1851412,Golegã,2.8,0.11493,205.1,5.6,0.7,16.5,
1414,1851414,Rio Maior,1.2,0.10131,37.8,287.5,0.4,1.8,
1415,1851415,Salvaterra de Magos,2,0.10158,107,35.6,1.5,3,
1416,1851416,Santarém,2.3,0.18188,98.2,87.2,0.5,7,
801,1500801,Albufeira,1.1,1.94212,100.1,10,0.1,0.2,
802,1500802,Alcoutim,0.5,0.00000,60.4,13.2,1.6,0.2,
803,1500803,Aljezur,0.4,0.07271,60.8,37,1,1.3,
804,1500804,Castro Marim,0.7,0.00000,71.9,15.4,1.2,0.2,
805,1500805,Faro,0.7,0.00000,126.8,18.7,0.1,0,
806,1500806,Lagoa,0.6,0.47499,50.4,28,0.6,0.1,
807,1500807,Lagos,0.5,0.65006,82.6,41,2.5,0.7,
808,1500808,Loulé,0.7,0.63452,95.1,14.9,0.5,0.2,
809,1500809,Monchique,0.2,0.00000,52.5,99.8,2.7,0.4,
810,1500810,Olhão,0.9,0.23031,117.7,10,0.1,0,
811,1500811,Portimão,0.4,0.00000,96.2,25.5,1,0.4,
812,1500812,São Brás de Alportel,0.4,0.00000,75.8,14.9,1,0.2,
813,1500813,Silves,0.6,0.08727,99.3,17.4,0.8,0.3,
814,1500814,Tavira,0.5,0.23966,82.7,10,1.1,0.3,
815,1500815,Vila do Bispo,0.3,0.04057,42.9,37,2.2,0.8,
816,1500816,Vila Real de Santo António,0.9,0.00000,67.9,13.1,0.8,0.1,
