"Muni_ID","ID","Muni","TOTAL"
411,"1180411","Vimioso",34106.32
412,"1180412","Vinhais",72976.76
101,"1610101","Águeda",185007.82
102,"1610102","Albergaria-a-Velha",327977.24
103,"1610103","Anadia",155358.8
105,"1610105","Aveiro",23103.72
108,"1610108","Estarreja",26595.9
110,"1610110","Ílhavo",143733.86
111,"1610111","Mealhada",149274.02
112,"1610112","Murtosa",14192.02
114,"1610114","Oliveira do Bairro",24790.94
115,"1610115","Ovar",150196.22
117,"1610117","Sever do Vouga",295605.7
118,"1610118","Vagos",61004.4
602,"1620602","Cantanhede",133601.26
603,"1620603","Coimbra",62220.08
604,"1620604","Condeixa-a-Nova",12570.92
605,"1620605","Figueira da Foz",98437.02
608,"1620608","Mira",79515.68
610,"1620610","Montemor-o-Velho",35029.1
613,"1620613","Penacova",21104.46
615,"1620615","Soure",756449.92
1004,"1631004","Batalha",78256.5
1009,"1631009","Leiria",797004.68
1010,"1631010","Marinha Grande",3803.64
1015,"1631015","Pombal",375624.82
1016,"1631016","Porto de Mós",49321.46
1002,"1641002","Alvaiázere",59187.84
1003,"1641003","Ansião",120994.38
601,"1640601","Arganil",37952.88
1007,"1641007","Castanheira de Pêra",2367.56
1008,"1641008","Figueiró dos Vinhos",9213.88
606,"1640606","Góis",2911.02
607,"1640607","Lousã",56212.44
609,"1640609","Miranda do Corvo",10615.16
611,"1640611","Oliveira do Hospital",775046.46
612,"1640612","Pampilhosa da Serra",10556.58
1013,"1641013","Pedrógão Grande",7200.12
614,"1640614","Penela",11415.56
616,"1640616","Tábua",25254.36
617,"1640617","Vila Nova de Poiares",5758.24
901,"1650901","Aguiar da Beira",233458.12
1802,"1651802","Carregal do Sal",90992.72
1803,"1651803","Castro Daire",165900.3
1806,"1651806","Mangualde",78998.9
1808,"1651808","Mortágua",278493.96
1809,"1651809","Nelas",112386.02
1810,"1651810","Oliveira de Frades",717367.2
1811,"1651811","Penalva do Castelo",38864.06
1814,"1651814","Santa Comba Dão",212082.22
1816,"1651816","São Pedro do Sul",503544.4
1817,"1651817","Sátão",298779.46
1821,"1651821","Tondela",655986.38
1822,"1651822","Vila Nova de Paiva",249430.16
1823,"1651823","Viseu",214553.02
1824,"1651824","Vouzela",474098.96
1413,"1661413","Mação",18137.18
506,"1660506","Oleiros",89182.54
508,"1660508","Proença-a-Nova",36231.44
509,"1660509","Sertã",66368.82
510,"1660510","Vila de Rei",15005.18
905,"1670905","Fornos de Algodres",36997.04
906,"1670906","Gouveia",59137.38
912,"1670912","Seia",37017.34
902,"1680902","Almeida",13953.06
903,"1680903","Celorico da Beira",13568.52
904,"1680904","Figueira de Castelo Rodrigo",15522.54
907,"1680907","Guarda",61484.64
908,"1680908","Manteigas",3451
909,"1680909","Mêda",37660.56
910,"1680910","Pinhel",64189.18
911,"1680911","Sabugal",34342.38
913,"1680913","Trancoso",45597.86
502,"1690502","Castelo Branco",50018.62
505,"1690505","Idanha-a-Nova",25109.36
507,"1690507","Penamacor",13240.82
511,"1690511","Vila Velha de Ródão",11630.16
501,"16A0501","Belmonte",10533.96
503,"16A0503","Covilhã",35431.62
504,"16A0504","Fundão",55336.06
1001,"16B1001","Alcobaça",108658.36
1101,"16B1101","Alenquer",243149.92
1102,"16B1102","Arruda dos Vinhos",38008.56
1005,"16B1005","Bombarral",414654.76
1104,"16B1104","Cadaval",63627.74
1006,"16B1006","Caldas da Rainha",330030.44
1108,"16B1108","Lourinhã",608367.22
1011,"16B1011","Nazaré",2094.96
1012,"16B1012","Óbidos",272235.76
1014,"16B1014","Peniche",80310.86
1112,"16B1112","Sobral de Monte Agraço",16517.82
1113,"16B1113","Torres Vedras",684893
1401,"16C1401","Abrantes",24462.66
1402,"16C1402","Alcanena",8396.08
1408,"16C1408","Constância",697.16
1410,"16C1410","Entroncamento",44.66
1411,"16C1411","Ferreira do Zêzere",793273.54
1421,"16C1421","Ourém",887957.38
1417,"16C1417","Sardoal",2712.08
1418,"16C1418","Tomar",413840.44
1419,"16C1419","Torres Novas",77022.84
1420,"16C1420","Vila Nova da Barquinha",885.66
1115,"1711115","Amadora",0
1105,"1711105","Cascais",298.7
1106,"1711106","Lisboa",0
1107,"1711107","Loures",99409.1
1109,"1711109","Mafra",282906.02
1116,"1711116","Odivelas",2389.6
1110,"1711110","Oeiras",0
1111,"1711111","Sintra",48319.8
1114,"1711114","Vila Franca de Xira",13940.88
1502,"1721502","Alcochete",3902.24
1503,"1721503","Almada",3543.22
1504,"1721504","Barreiro",736.6
1506,"1721506","Moita",8400.14
1507,"1721507","Montijo",9119.92
1508,"1721508","Palmela",169092.62
1510,"1721510","Seixal",668.16
1511,"1721511","Sesimbra",2893.62
1512,"1721512","Setúbal",11015.94
1501,"1811501","Alcácer do Sal",8562.54
1505,"1811505","Grândola",8891.98
211,"1810211","Odemira",25290.9
1509,"1811509","Santiago do Cacém",18587.26
1513,"1811513","Sines",6235.58
1201,"1821201","Alter do Chão",17664.48
1202,"1821202","Arronches",2538.08
1203,"1821203","Avis",2680.18
1204,"1821204","Campo Maior",1380.4
1205,"1821205","Castelo de Vide",1470.3
1206,"1821206","Crato",3104.16
1207,"1821207","Elvas",128543.08
1208,"1821208","Fronteira",2121.06
1209,"1821209","Gavião",4558.22
1210,"1821210","Marvão",1236.56
1211,"1821211","Monforte",2215.02
707,"1820707","Mora",3504.94
1212,"1821212","Nisa",8497.58
1213,"1821213","Ponte de Sor",21701.28
1214,"1821214","Portalegre",7211.72
701,"1830701","Alandroal",11048.42
702,"1830702","Arraiolos",6657.82
703,"1830703","Borba",9353.08
704,"1830704","Estremoz",6037.22
705,"1830705","Évora",15072.46
706,"1830706","Montemor-o-Novo",20816.78
708,"1830708","Mourão",3078.06
709,"1830709","Portel",6066.8
710,"1830710","Redondo",15014.46
711,"1830711","Reguengos de Monsaraz",6566.76
1215,"1831215","Sousel",1314.28
712,"1830712","Vendas Novas",119209.14
713,"1830713","Viana do Alentejo",4888.82
714,"1830714","Vila Viçosa",7648.46
201,"1840201","Aljustrel",5949.06
202,"1840202","Almodôvar",7030.18
203,"1840203","Alvito",2436.58
204,"1840204","Barrancos",2202.26
205,"1840205","Beja",13178.18
206,"1840206","Castro Verde",5431.12
207,"1840207","Cuba",8585.74
208,"1840208","Ferreira do Alentejo",8945.92
209,"1840209","Mértola",6331.28
210,"1840210","Moura",18491.56
212,"1840212","Ourique",12283.24
213,"1840213","Serpa",21617.18
214,"1840214","Vidigueira",2371.62
1403,"1851403","Almeirim",12925.88
1404,"1851404","Alpiarça",1818.3
1103,"1851103","Azambuja",61300.2
1405,"1851405","Benavente",62820.96
1406,"1851406","Cartaxo",56007.7
1407,"1851407","Chamusca",7772
1409,"1851409","Coruche",20500.68
1412,"1851412","Golegã",3082.7
1414,"1851414","Rio Maior",561876.16
1415,"1851415","Salvaterra de Magos",38905.24
1416,"1851416","Santarém",367779.74
801,"1500801","Albufeira",3224.22
802,"1500802","Alcoutim",4568.08
803,"1500803","Aljezur",7525.5
804,"1500804","Castro Marim",4983.36
805,"1500805","Faro",2656.98
806,"1500806","Lagoa",2743.4
807,"1500807","Lagos",7658.32
808,"1500808","Loulé",10669.1
809,"1500809","Monchique",8859.5
810,"1500810","Olhão",2860.56
811,"1500811","Portimão",8698.84
812,"1500812","São Brás de Alportel",3445.2
813,"1500813","Silves",12522.2
814,"1500814","Tavira",11223.58
815,"1500815","Vila do Bispo",2522.42
816,"1500816","Vila Real de Santo António",3042.68
