"Muni_ID","ID","Muni","TOTAL"
1010,"1631010","Marinha Grande",5058.04
1015,"1631015","Pombal",693167.22
1016,"1631016","Porto de Mós",1340244.66
1002,"1641002","Alvaiázere",65699.52
1003,"1641003","Ansião",166295.02
601,"1640601","Arganil",42874.16
1007,"1641007","Castanheira de Pêra",3066.44
1008,"1641008","Figueiró dos Vinhos",12523.48
606,"1640606","Góis",49763.98
607,"1640607","Lousã",60275.8
609,"1640609","Miranda do Corvo",14808.44
611,"1640611","Oliveira do Hospital",779192.7
612,"1640612","Pampilhosa da Serra",11575.78
1013,"1641013","Pedrógão Grande",9388.6
614,"1640614","Penela",14856.2
616,"1640616","Tábua",37358.2
617,"1640617","Vila Nova de Poiares",7824.64
901,"1650901","Aguiar da Beira",292989.48
1802,"1651802","Carregal do Sal",113450.96
1803,"1651803","Castro Daire",189838.06
1806,"1651806","Mangualde",91648.18
1808,"1651808","Mortágua",294694.76
1809,"1651809","Nelas",118869.7
1810,"1651810","Oliveira de Frades",737364.8
1811,"1651811","Penalva do Castelo",43406.78
1814,"1651814","Santa Comba Dão",298680.62
1816,"1651816","São Pedro do Sul",533618.64
1817,"1651817","Sátão",316827.14
1821,"1651821","Tondela",689017.42
1822,"1651822","Vila Nova de Paiva",255248.56
1823,"1651823","Viseu",234979.58
1824,"1651824","Vouzela",495962.48
1413,"1661413","Mação",32197.66
506,"1660506","Oleiros",95146.54
508,"1660508","Proença-a-Nova",46159.12
509,"1660509","Sertã",197453.62
510,"1660510","Vila de Rei",25355.1
905,"1670905","Fornos de Algodres",41122
906,"1670906","Gouveia",64233.38
912,"1670912","Seia",40897.02
902,"1680902","Almeida",99261.22
903,"1680903","Celorico da Beira",19549.32
904,"1680904","Figueira de Castelo Rodrigo",19483.98
907,"1680907","Guarda",80687.04
908,"1680908","Manteigas",4208.12
909,"1680909","Mêda",39899.44
910,"1680910","Pinhel",71281.02
911,"1680911","Sabugal",46043.02
913,"1680913","Trancoso",49822.5
502,"1690502","Castelo Branco",100900.22
505,"1690505","Idanha-a-Nova",35767.28
507,"1690507","Penamacor",18408.5
511,"1690511","Vila Velha de Ródão",18026.48
501,"16A0501","Belmonte",14404.68
503,"16A0503","Covilhã",47584.74
504,"16A0504","Fundão",139106.46
1001,"16B1001","Alcobaça",1941277.4
1101,"16B1101","Alenquer",278630.4
1102,"16B1102","Arruda dos Vinhos",108978.48
1005,"16B1005","Bombarral",416977.64
1104,"16B1104","Cadaval",349895.26
1006,"16B1006","Caldas da Rainha",711840.68
1108,"16B1108","Lourinhã",1745418.1
1011,"16B1011","Nazaré",83244.56
1012,"16B1012","Óbidos",274796.08
1014,"16B1014","Peniche",115762.22
1112,"16B1112","Sobral de Monte Agraço",130405.02
1113,"16B1113","Torres Vedras",1318050.28
1401,"16C1401","Abrantes",52869.22
1402,"16C1402","Alcanena",12708.08
1408,"16C1408","Constância",697.16
1410,"16C1410","Entroncamento",44.66
1411,"16C1411","Ferreira do Zêzere",1151400.26
1421,"16C1421","Ourém",902763.78
1417,"16C1417","Sardoal",4112.08
1418,"16C1418","Tomar",566474.04
1419,"16C1419","Torres Novas",188392.28
1420,"16C1420","Vila Nova da Barquinha",934.94
1115,"1711115","Amadora",0
1105,"1711105","Cascais",353.58
1106,"1711106","Lisboa",54.88
1107,"1711107","Loures",100603.02
1109,"1711109","Mafra",389752.9
1116,"1711116","Odivelas",2781.6
1110,"1711110","Oeiras",0
1111,"1711111","Sintra",52342.84
1114,"1711114","Vila Franca de Xira",14281.36
1502,"1721502","Alcochete",73921.28
1503,"1721503","Almada",3753.78
1504,"1721504","Barreiro",990.84
1506,"1721506","Moita",34377.42
1507,"1721507","Montijo",1538214.48
1508,"1721508","Palmela",587367.82
1510,"1721510","Seixal",784.64
1511,"1721511","Sesimbra",3456.98
1512,"1721512","Setúbal",11793.22
1501,"1811501","Alcácer do Sal",102157.58
1505,"1811505","Grândola",771573.9
211,"1810211","Odemira",109671.7
1509,"1811509","Santiago do Cacém",533326.94
1513,"1811513","Sines",8139.58
1201,"1821201","Alter do Chão",22444.64
1202,"1821202","Arronches",52356.8
1203,"1821203","Avis",58381.14
1204,"1821204","Campo Maior",6427.12
1205,"1821205","Castelo de Vide",2160.22
1206,"1821206","Crato",79907.04
1207,"1821207","Elvas",139292.84
1208,"1821208","Fronteira",2357.38
1209,"1821209","Gavião",5484.46
1210,"1821210","Marvão",1574.8
1211,"1821211","Monforte",14122.86
707,"1820707","Mora",11882.54
1212,"1821212","Nisa",17034.22
1213,"1821213","Ponte de Sor",151532.8
1214,"1821214","Portalegre",15609.48
701,"1830701","Alandroal",72020.1
702,"1830702","Arraiolos",656809.98
703,"1830703","Borba",60833.88
704,"1830704","Estremoz",139068.58
705,"1830705","Évora",104870.7
706,"1830706","Montemor-o-Novo",1222044.78
708,"1830708","Mourão",33897.1
709,"1830709","Portel",583720.24
710,"1830710","Redondo",63325.66
711,"1830711","Reguengos de Monsaraz",47011.08
1215,"1831215","Sousel",37493.64
712,"1830712","Vendas Novas",598584.82
713,"1830713","Viana do Alentejo",157291.7
714,"1830714","Vila Viçosa",12206.86
201,"1840201","Aljustrel",25601.7
202,"1840202","Almodôvar",77283.3
203,"1840203","Alvito",7227.94
204,"1840204","Barrancos",68108.66
205,"1840205","Beja",128442.98
206,"1840206","Castro Verde",39378.32
207,"1840207","Cuba",282910.7
208,"1840208","Ferreira do Alentejo",212806.08
209,"1840209","Mértola",108365.52
210,"1840210","Moura",130725.64
212,"1840212","Ourique",447677.64
213,"1840213","Serpa",119399.9
214,"1840214","Vidigueira",10294.5
1403,"1851403","Almeirim",13783.8
1404,"1851404","Alpiarça",1914.62
1103,"1851103","Azambuja",296517
1405,"1851405","Benavente",1211257.76
1406,"1851406","Cartaxo",1698469.78
1407,"1851407","Chamusca",8237.92
1409,"1851409","Coruche",236864.52
1412,"1851412","Golegã",3651.66
1414,"1851414","Rio Maior",1278696.32
1415,"1851415","Salvaterra de Magos",169617.08
1416,"1851416","Santarém",1282908.22
801,"1500801","Albufeira",4123.58
802,"1500802","Alcoutim",8977.52
803,"1500803","Aljezur",12101.82
804,"1500804","Castro Marim",12448.16
805,"1500805","Faro",3546.26
806,"1500806","Lagoa",34201.96
807,"1500807","Lagos",10089.84
808,"1500808","Loulé",19130.7
809,"1500809","Monchique",127880.78
810,"1500810","Olhão",3804.72
811,"1500811","Portimão",32827
812,"1500812","São Brás de Alportel",4528.24
813,"1500813","Silves",69234.52
814,"1500814","Tavira",20204.86
815,"1500815","Vila do Bispo",3552.82
816,"1500816","Vila Real de Santo António",3940.92
