CAA_ID,Muni_ID,Full_ID,Muni,rf09,uaa09,poly_sum,poly_corr
120,102,1610102,ALBERGARIA-A-VELHA,2.31,2103,5313,70
121,102,1610102,ALBERGARIA-A-VELHA,3.83,2103,5313,15
122,102,1610102,ALBERGARIA-A-VELHA,8.06,2103,5313,17
123,102,1610102,ALBERGARIA-A-VELHA,1.3,2103,5313,40
124,102,1610102,ALBERGARIA-A-VELHA,0.71,2103,5313,38
125,102,1610102,ALBERGARIA-A-VELHA,0.76,2103,5313,18
126,102,1610102,ALBERGARIA-A-VELHA,5.71,2103,5313,22
127,102,1610102,ALBERGARIA-A-VELHA,0.45,2103,5313,40
128,102,1610102,ALBERGARIA-A-VELHA,5.88,2103,5313,38
129,102,1610102,ALBERGARIA-A-VELHA,6.16,2103,5313,13
130,102,1610102,ALBERGARIA-A-VELHA,1,2103,5313,1520
131,102,1610102,ALBERGARIA-A-VELHA,0,2103,5313,0
132,102,1610102,ALBERGARIA-A-VELHA,4.56,2103,5313,17
133,102,1610102,ALBERGARIA-A-VELHA,3.76,2103,5313,49
134,102,1610102,ALBERGARIA-A-VELHA,4.46,2103,5313,25
135,102,1610102,ALBERGARIA-A-VELHA,0.32,2103,5313,69
136,102,1610102,ALBERGARIA-A-VELHA,1.05,2103,5313,38
137,102,1610102,ALBERGARIA-A-VELHA,1.23,2103,5313,28
138,102,1610102,ALBERGARIA-A-VELHA,2.07,2103,5313,46
139,103,1610103,ANADIA,0.24,3446,2397,39
140,103,1610103,ANADIA,0.36,3446,2397,91
141,103,1610103,ANADIA,2.45,3446,2397,168
142,103,1610103,ANADIA,1.38,3446,2397,55
143,103,1610103,ANADIA,0.9,3446,2397,70
144,103,1610103,ANADIA,0.57,3446,2397,114
145,103,1610103,ANADIA,0.4,3446,2397,111
146,103,1610103,ANADIA,1.19,3446,2397,111
147,103,1610103,ANADIA,0.16,3446,2397,56
148,103,1610103,ANADIA,0.69,3446,2397,1047
149,103,1610103,ANADIA,0.79,3446,2397,47
150,103,1610103,ANADIA,0.33,3446,2397,49
151,103,1610103,ANADIA,0,3446,2397,46
152,103,1610103,ANADIA,0,3446,2397,62
153,103,1610103,ANADIA,2.27,3446,2397,239
154,103,1610103,ANADIA,2.25,3446,2397,75
155,103,1610103,ANADIA,0.61,3446,2397,82
156,103,1610103,ANADIA,11.16,3446,2397,49
157,103,1610103,ANADIA,8.64,3446,2397,59
158,103,1610103,ANADIA,0.72,3446,2397,167
159,103,1610103,ANADIA,0,3446,2397,122
160,103,1610103,ANADIA,0.81,3446,2397,89
161,103,1610103,ANADIA,0,3446,2397,79
162,103,1610103,ANADIA,0,3446,2397,68
163,103,1610103,ANADIA,2.05,3446,2397,68
164,103,1610103,ANADIA,0,3446,2397,49
165,103,1610103,ANADIA,0,3446,2397,76
166,103,1610103,ANADIA,0,3446,2397,63
167,103,1610103,ANADIA,1,3446,2397,96
168,103,1610103,ANADIA,5,3446,2397,0
169,103,1610103,ANADIA,7.77,3446,2397,1
170,104,1160104,AROUCA,7.91,4457,5604,44
171,104,1160104,AROUCA,9.73,4457,5604,140
172,104,1160104,AROUCA,9.19,4457,5604,36
173,104,1160104,AROUCA,12.5,4457,5604,5
174,104,1160104,AROUCA,7.5,4457,5604,26
175,104,1160104,AROUCA,9.22,4457,5604,7
176,104,1160104,AROUCA,8.15,4457,5604,28
177,104,1160104,AROUCA,11.86,4457,5604,60
178,104,1160104,AROUCA,6.58,4457,5604,495
179,104,1160104,AROUCA,10,4457,5604,2
180,104,1160104,AROUCA,9.58,4457,5604,28
181,104,1160104,AROUCA,4.41,4457,5604,0
182,104,1160104,AROUCA,12.5,4457,5604,0
183,104,1160104,AROUCA,7.65,4457,5604,27
184,104,1160104,AROUCA,8.72,4457,5604,40
185,104,1160104,AROUCA,5.05,4457,5604,250
186,104,1160104,AROUCA,11.5,4457,5604,34
187,104,1160104,AROUCA,6.67,4457,5604,63
188,104,1160104,AROUCA,6.65,4457,5604,218
189,104,1160104,AROUCA,4.97,4457,5604,91
190,104,1160104,AROUCA,9.56,4457,5604,224
191,104,1160104,AROUCA,6.76,4457,5604,1266
192,104,1160104,AROUCA,4.18,4457,5604,103
193,104,1160104,AROUCA,9.21,4457,5604,332
194,104,1160104,AROUCA,1.65,4457,5604,26
195,104,1160104,AROUCA,11.33,4457,5604,28
196,104,1160104,AROUCA,9.74,4457,5604,82
197,104,1160104,AROUCA,9.41,4457,5604,37
198,104,1160104,AROUCA,2.75,4457,5604,95
199,104,1160104,AROUCA,11.51,4457,5604,165
200,104,1160104,AROUCA,4.72,4457,5604,26
201,104,1160104,AROUCA,10.09,4457,5604,52
202,104,1160104,AROUCA,11.83,4457,5604,27
203,104,1160104,AROUCA,8.16,4457,5604,35
204,104,1160104,AROUCA,9.62,4457,5604,50
205,104,1160104,AROUCA,5,4457,5604,1
206,104,1160104,AROUCA,11.75,4457,5604,81
207,104,1160104,AROUCA,11.74,4457,5604,59
208,104,1160104,AROUCA,6.71,4457,5604,111
209,104,1160104,AROUCA,3.85,4457,5604,34
210,104,1160104,AROUCA,2.34,4457,5604,30
211,105,1610105,AVEIRO,0,2424,4880,140
212,105,1610105,AVEIRO,0,2424,4880,16
213,105,1610105,AVEIRO,0,2424,4880,63
214,105,1610105,AVEIRO,0.45,2424,4880,945
215,105,1610105,AVEIRO,0,2424,4880,20
216,105,1610105,AVEIRO,0.69,2424,4880,50
217,105,1610105,AVEIRO,0,2424,4880,19
218,105,1610105,AVEIRO,0.13,2424,4880,24
219,105,1610105,AVEIRO,0,2424,4880,29
220,105,1610105,AVEIRO,0.46,2424,4880,103
221,105,1610105,AVEIRO,0.47,2424,4880,31
222,105,1610105,AVEIRO,1.67,2424,4880,16
223,105,1610105,AVEIRO,3.15,2424,4880,19
224,105,1610105,AVEIRO,1.83,2424,4880,16
225,105,1610105,AVEIRO,0.08,2424,4880,39
226,105,1610105,AVEIRO,0,2424,4880,35
227,105,1610105,AVEIRO,0.51,2424,4880,32
228,105,1610105,AVEIRO,1.12,2424,4880,213
229,105,1610105,AVEIRO,0.21,2424,4880,198
230,105,1610105,AVEIRO,0.13,2424,4880,22
231,105,1610105,AVEIRO,0,2424,4880,2
232,105,1610105,AVEIRO,0,2424,4880,34
233,105,1610105,AVEIRO,0.54,2424,4880,239
234,105,1610105,AVEIRO,1.67,2424,4880,1
235,105,1610105,AVEIRO,1.67,2424,4880,47
236,105,1610105,AVEIRO,1.28,2424,4880,26
237,105,1610105,AVEIRO,0.2,2424,4880,42
238,106,1150106,CASTELO DE PAIVA,9.84,1346,1951,135
239,106,1150106,CASTELO DE PAIVA,10.92,1346,1951,13
240,106,1150106,CASTELO DE PAIVA,10.81,1346,1951,115
241,106,1150106,CASTELO DE PAIVA,9.19,1346,1951,82
242,106,1150106,CASTELO DE PAIVA,12.5,1346,1951,0
243,106,1150106,CASTELO DE PAIVA,10.82,1346,1951,23
244,106,1150106,CASTELO DE PAIVA,11.62,1346,1951,16
245,106,1150106,CASTELO DE PAIVA,11.21,1346,1951,59
246,106,1150106,CASTELO DE PAIVA,10.48,1346,1951,73
247,106,1150106,CASTELO DE PAIVA,8.99,1346,1951,46
248,106,1150106,CASTELO DE PAIVA,4.49,1346,1951,126
249,106,1150106,CASTELO DE PAIVA,11.29,1346,1951,46
250,106,1150106,CASTELO DE PAIVA,8.97,1346,1951,131
251,106,1150106,CASTELO DE PAIVA,11.67,1346,1951,39
252,106,1150106,CASTELO DE PAIVA,9.49,1346,1951,86
253,106,1150106,CASTELO DE PAIVA,8.59,1346,1951,55
254,106,1150106,CASTELO DE PAIVA,8.75,1346,1951,51
255,106,1150106,CASTELO DE PAIVA,11.2,1346,1951,41
256,106,1150106,CASTELO DE PAIVA,9.79,1346,1951,112
257,106,1150106,CASTELO DE PAIVA,11.31,1346,1951,18
258,106,1150106,CASTELO DE PAIVA,11.56,1346,1951,26
259,106,1150106,CASTELO DE PAIVA,8.68,1346,1951,30
260,106,1150106,CASTELO DE PAIVA,8.48,1346,1951,23
261,107,1140107,ESPINHO,0.98,70,273,1
262,107,1140107,ESPINHO,1.82,70,273,12
263,107,1140107,ESPINHO,0,70,273,3
264,107,1140107,ESPINHO,0,70,273,12
265,107,1140107,ESPINHO,0,70,273,16
266,107,1140107,ESPINHO,0,70,273,27
267,108,1610108,ESTARREJA,0.18,3173,6352,34
268,108,1610108,ESTARREJA,0.42,3173,6352,8
269,108,1610108,ESTARREJA,0,3173,6352,0
270,108,1610108,ESTARREJA,0,3173,6352,0
271,108,1610108,ESTARREJA,0.41,3173,6352,121
272,108,1610108,ESTARREJA,0.05,3173,6352,404
273,108,1610108,ESTARREJA,0,3173,6352,1
274,108,1610108,ESTARREJA,0,3173,6352,90
275,108,1610108,ESTARREJA,0,3173,6352,70
276,108,1610108,ESTARREJA,0,3173,6352,61
277,108,1610108,ESTARREJA,0,3173,6352,37
278,108,1610108,ESTARREJA,0,3173,6352,35
279,108,1610108,ESTARREJA,0,3173,6352,1
280,108,1610108,ESTARREJA,0.34,3173,6352,77
281,108,1610108,ESTARREJA,0,3173,6352,92
282,108,1610108,ESTARREJA,0.64,3173,6352,2137
283,108,1610108,ESTARREJA,0,3173,6352,2
284,109,1160109,SANTA MARIA DA FEIRA,1.06,1240,4557,11
285,109,1160109,SANTA MARIA DA FEIRA,0.71,1240,4557,0
286,109,1160109,SANTA MARIA DA FEIRA,2.87,1240,4557,18
287,109,1160109,SANTA MARIA DA FEIRA,2.73,1240,4557,4
288,109,1160109,SANTA MARIA DA FEIRA,5.95,1240,4557,8
289,109,1160109,SANTA MARIA DA FEIRA,2.5,1240,4557,20
290,109,1160109,SANTA MARIA DA FEIRA,5.54,1240,4557,13
291,109,1160109,SANTA MARIA DA FEIRA,2.08,1240,4557,3
292,109,1160109,SANTA MARIA DA FEIRA,3.33,1240,4557,0
293,109,1160109,SANTA MARIA DA FEIRA,2.75,1240,4557,2
294,109,1160109,SANTA MARIA DA FEIRA,3.46,1240,4557,4
295,109,1160109,SANTA MARIA DA FEIRA,4.26,1240,4557,16
296,109,1160109,SANTA MARIA DA FEIRA,9.33,1240,4557,13
297,109,1160109,SANTA MARIA DA FEIRA,1.83,1240,4557,101
298,109,1160109,SANTA MARIA DA FEIRA,5.11,1240,4557,167
299,109,1160109,SANTA MARIA DA FEIRA,3.01,1240,4557,14
300,109,1160109,SANTA MARIA DA FEIRA,2.73,1240,4557,16
301,109,1160109,SANTA MARIA DA FEIRA,6.36,1240,4557,23
302,109,1160109,SANTA MARIA DA FEIRA,1.09,1240,4557,26
303,109,1160109,SANTA MARIA DA FEIRA,3.4,1240,4557,30
304,109,1160109,SANTA MARIA DA FEIRA,2.1,1240,4557,10
305,109,1160109,SANTA MARIA DA FEIRA,1.04,1240,4557,15
306,109,1160109,SANTA MARIA DA FEIRA,7.62,1240,4557,11
307,109,1160109,SANTA MARIA DA FEIRA,3.77,1240,4557,54
308,109,1160109,SANTA MARIA DA FEIRA,4.2,1240,4557,10
309,109,1160109,SANTA MARIA DA FEIRA,5.63,1240,4557,10
310,109,1160109,SANTA MARIA DA FEIRA,2.61,1240,4557,46
311,109,1160109,SANTA MARIA DA FEIRA,3.17,1240,4557,26
312,109,1160109,SANTA MARIA DA FEIRA,4.09,1240,4557,14
313,109,1160109,SANTA MARIA DA FEIRA,4.06,1240,4557,9
314,109,1160109,SANTA MARIA DA FEIRA,2.39,1240,4557,23
315,109,1160109,SANTA MARIA DA FEIRA,2.19,1240,4557,45
316,109,1160109,SANTA MARIA DA FEIRA,4.61,1240,4557,24
317,109,1160109,SANTA MARIA DA FEIRA,2.17,1240,4557,62
318,109,1160109,SANTA MARIA DA FEIRA,4.15,1240,4557,16
319,109,1160109,SANTA MARIA DA FEIRA,4.39,1240,4557,0
320,109,1160109,SANTA MARIA DA FEIRA,2.54,1240,4557,10
321,109,1160109,SANTA MARIA DA FEIRA,2.45,1240,4557,26
322,109,1160109,SANTA MARIA DA FEIRA,1.08,1240,4557,13
323,109,1160109,SANTA MARIA DA FEIRA,2.81,1240,4557,118
324,109,1160109,SANTA MARIA DA FEIRA,2.52,1240,4557,49
325,109,1160109,SANTA MARIA DA FEIRA,3.36,1240,4557,89
326,109,1160109,SANTA MARIA DA FEIRA,2.32,1240,4557,21
327,109,1160109,SANTA MARIA DA FEIRA,4.46,1240,4557,13
328,109,1160109,SANTA MARIA DA FEIRA,0.41,1240,4557,12
329,109,1160109,SANTA MARIA DA FEIRA,0.34,1240,4557,10
330,109,1160109,SANTA MARIA DA FEIRA,3.04,1240,4557,15
331,110,1610110,�lhavo,0,822,2905,15
332,110,1610110,�lhavo,0,822,2905,83
333,110,1610110,�lhavo,0,822,2905,159
334,110,1610110,�lhavo,0.08,822,2905,157
335,110,1610110,�lhavo,0,822,2905,33
336,110,1610110,�lhavo,0,822,2905,57
337,110,1610110,�lhavo,0,822,2905,55
338,110,1610110,�lhavo,0.15,822,2905,112
339,110,1610110,�lhavo,0.22,822,2905,67
340,110,1610110,�lhavo,0.08,822,2905,84
341,110,1610110,�lhavo,0,822,2905,0
342,111,1610111,MEALHADA,0,1708,1699,17
343,111,1610111,MEALHADA,2.68,1708,1699,3
344,111,1610111,MEALHADA,11.38,1708,1699,32
345,111,1610111,MEALHADA,6.64,1708,1699,167
346,111,1610111,MEALHADA,2.32,1708,1699,70
347,111,1610111,MEALHADA,0.34,1708,1699,35
348,111,1610111,MEALHADA,0.66,1708,1699,226
349,111,1610111,MEALHADA,0.18,1708,1699,34
350,111,1610111,MEALHADA,0.9,1708,1699,43
351,111,1610111,MEALHADA,1.78,1708,1699,132
352,111,1610111,MEALHADA,2.89,1708,1699,69
353,111,1610111,MEALHADA,0.88,1708,1699,114
354,111,1610111,MEALHADA,0.31,1708,1699,62
355,111,1610111,MEALHADA,0,1708,1699,21
356,111,1610111,MEALHADA,0.63,1708,1699,29
357,111,1610111,MEALHADA,2.18,1708,1699,268
358,111,1610111,MEALHADA,3.57,1708,1699,8
359,111,1610111,MEALHADA,1.15,1708,1699,17
360,111,1610111,MEALHADA,6.1,1708,1699,85
361,111,1610111,MEALHADA,0.57,1708,1699,75
362,111,1610111,MEALHADA,0,1708,1699,0
363,111,1610111,MEALHADA,0,1708,1699,0
364,111,1610111,MEALHADA,6.98,1708,1699,50
365,111,1610111,MEALHADA,3.17,1708,1699,33
366,111,1610111,MEALHADA,6.05,1708,1699,90
367,111,1610111,MEALHADA,2.86,1708,1699,7
368,111,1610111,MEALHADA,4.71,1708,1699,17
369,112,1610112,MURTOSA,0,1437,3036,204
370,112,1610112,MURTOSA,0,1437,3036,1106
371,112,1610112,MURTOSA,0,1437,3036,87
372,112,1610112,MURTOSA,0,1437,3036,17
373,112,1610112,MURTOSA,0,1437,3036,23
374,113,1160113,OLIVEIRA DE AZEM�?IS,5.63,1603,4801,0
375,113,1160113,OLIVEIRA DE AZEM�?IS,5,1603,4801,0
376,113,1160113,OLIVEIRA DE AZEM�?IS,4.42,1603,4801,11
377,113,1160113,OLIVEIRA DE AZEM�?IS,3.84,1603,4801,12
378,113,1160113,OLIVEIRA DE AZEM�?IS,3.97,1603,4801,37
379,113,1160113,OLIVEIRA DE AZEM�?IS,1.12,1603,4801,16
380,113,1160113,OLIVEIRA DE AZEM�?IS,2.95,1603,4801,170
381,113,1160113,OLIVEIRA DE AZEM�?IS,1.52,1603,4801,11
382,113,1160113,OLIVEIRA DE AZEM�?IS,3.17,1603,4801,27
383,113,1160113,OLIVEIRA DE AZEM�?IS,6.25,1603,4801,9
384,113,1160113,OLIVEIRA DE AZEM�?IS,3.7,1603,4801,11
385,113,1160113,OLIVEIRA DE AZEM�?IS,4.38,1603,4801,0
386,113,1160113,OLIVEIRA DE AZEM�?IS,1.96,1603,4801,32
387,113,1160113,OLIVEIRA DE AZEM�?IS,4.89,1603,4801,72
388,113,1160113,OLIVEIRA DE AZEM�?IS,3.67,1603,4801,47
389,113,1160113,OLIVEIRA DE AZEM�?IS,2.92,1603,4801,1
390,113,1160113,OLIVEIRA DE AZEM�?IS,5,1603,4801,19
391,113,1160113,OLIVEIRA DE AZEM�?IS,1.83,1603,4801,12
392,113,1160113,OLIVEIRA DE AZEM�?IS,3.42,1603,4801,12
393,113,1160113,OLIVEIRA DE AZEM�?IS,9.56,1603,4801,0
394,113,1160113,OLIVEIRA DE AZEM�?IS,5.86,1603,4801,83
395,113,1160113,OLIVEIRA DE AZEM�?IS,6.32,1603,4801,38
396,113,1160113,OLIVEIRA DE AZEM�?IS,2.33,1603,4801,61
397,113,1160113,OLIVEIRA DE AZEM�?IS,5.74,1603,4801,13
398,113,1160113,OLIVEIRA DE AZEM�?IS,5.05,1603,4801,45
399,113,1160113,OLIVEIRA DE AZEM�?IS,5.24,1603,4801,56
400,113,1160113,OLIVEIRA DE AZEM�?IS,6.71,1603,4801,119
401,113,1160113,OLIVEIRA DE AZEM�?IS,2.79,1603,4801,49
402,113,1160113,OLIVEIRA DE AZEM�?IS,3.65,1603,4801,5
403,113,1160113,OLIVEIRA DE AZEM�?IS,5.17,1603,4801,13
404,113,1160113,OLIVEIRA DE AZEM�?IS,5.14,1603,4801,62
405,113,1160113,OLIVEIRA DE AZEM�?IS,4.8,1603,4801,144
406,113,1160113,OLIVEIRA DE AZEM�?IS,0,1603,4801,2
407,113,1160113,OLIVEIRA DE AZEM�?IS,0.29,1603,4801,86
408,113,1160113,OLIVEIRA DE AZEM�?IS,1.21,1603,4801,40
409,113,1160113,OLIVEIRA DE AZEM�?IS,9.5,1603,4801,1
410,113,1160113,OLIVEIRA DE AZEM�?IS,4.8,1603,4801,13
411,113,1160113,OLIVEIRA DE AZEM�?IS,7.5,1603,4801,16
412,113,1160113,OLIVEIRA DE AZEM�?IS,0.33,1603,4801,42
413,113,1160113,OLIVEIRA DE AZEM�?IS,6.93,1603,4801,14
414,113,1160113,OLIVEIRA DE AZEM�?IS,0,1603,4801,10
415,113,1160113,OLIVEIRA DE AZEM�?IS,7.48,1603,4801,24
416,113,1160113,OLIVEIRA DE AZEM�?IS,4.68,1603,4801,16
417,113,1160113,OLIVEIRA DE AZEM�?IS,0,1603,4801,27
418,113,1160113,OLIVEIRA DE AZEM�?IS,1.74,1603,4801,32
419,113,1160113,OLIVEIRA DE AZEM�?IS,5,1603,4801,16
420,113,1160113,OLIVEIRA DE AZEM�?IS,9.14,1603,4801,15
421,113,1160113,OLIVEIRA DE AZEM�?IS,2.31,1603,4801,36
422,113,1160113,OLIVEIRA DE AZEM�?IS,8.49,1603,4801,13
423,113,1160113,OLIVEIRA DE AZEM�?IS,2.31,1603,4801,13
424,114,1610114,OLIVEIRA DO BAIRRO,0.48,1779,1751,792
425,114,1610114,OLIVEIRA DO BAIRRO,2.73,1779,1751,28
426,114,1610114,OLIVEIRA DO BAIRRO,1.88,1779,1751,20
427,114,1610114,OLIVEIRA DO BAIRRO,0,1779,1751,34
428,114,1610114,OLIVEIRA DO BAIRRO,0.23,1779,1751,137
429,114,1610114,OLIVEIRA DO BAIRRO,3.69,1779,1751,0
430,114,1610114,OLIVEIRA DO BAIRRO,0.03,1779,1751,235
431,114,1610114,OLIVEIRA DO BAIRRO,1.25,1779,1751,11
432,114,1610114,OLIVEIRA DO BAIRRO,2.13,1779,1751,38
433,114,1610114,OLIVEIRA DO BAIRRO,1.09,1779,1751,151
434,114,1610114,OLIVEIRA DO BAIRRO,0.48,1779,1751,55
435,114,1610114,OLIVEIRA DO BAIRRO,0,1779,1751,40
436,114,1610114,OLIVEIRA DO BAIRRO,3.29,1779,1751,41
437,114,1610114,OLIVEIRA DO BAIRRO,2.18,1779,1751,85
438,114,1610114,OLIVEIRA DO BAIRRO,0.69,1779,1751,35
439,114,1610114,OLIVEIRA DO BAIRRO,0,1779,1751,0
440,114,1610114,OLIVEIRA DO BAIRRO,1.67,1779,1751,5
441,114,1610114,OLIVEIRA DO BAIRRO,0.23,1779,1751,25
442,114,1610114,OLIVEIRA DO BAIRRO,1.73,1779,1751,37
443,114,1610114,OLIVEIRA DO BAIRRO,0,1779,1751,6
444,114,1610114,OLIVEIRA DO BAIRRO,1.25,1779,1751,4
445,114,1610114,OLIVEIRA DO BAIRRO,5,1779,1751,0
446,115,1610115,OVAR,0,1673,3115,25
447,115,1610115,OVAR,0,1673,3115,108
448,115,1610115,OVAR,0,1673,3115,18
449,115,1610115,OVAR,0,1673,3115,22
450,115,1610115,OVAR,2.28,1673,3115,132
451,115,1610115,OVAR,1.04,1673,3115,46
452,115,1610115,OVAR,0.18,1673,3115,19
453,115,1610115,OVAR,0.38,1673,3115,41
454,115,1610115,OVAR,0,1673,3115,18
