Muni_ID,ID,Muni,leaching_mg,drainage,nloading
1819,1171819,Tabuaço,13322684199,761953832.852181,17.4849
1820,1171820,Tarouca,5110932750.057,288306032.038986,17.72746
409,1170409,Torre de Moncorvo,29390264478.6447,2400120697.48815,12.24533
410,1170410,Vila Flor,35053817548.5626,1615726373.08273,21.69539
914,1170914,Vila Nova de Foz Côa,25532203840.4827,1120252638.14622,22.79147
1714,1171714,Vila Real,12399936959.3399,2079823210.31105,5.96201
401,1180401,Alfândega da Fé,45760522073.5913,661706714.504052,69.15529
1702,1181702,Boticas,22429786010.6706,2397057924.14411,9.35721
402,1180402,Bragança,194147638847.419,6207036074.29344,31.27864
1703,1181703,Chaves,68716674000.6456,6173912366.44899,11.13017
405,1180405,Macedo de Cavaleiros,108088154477.367,5151676816.05963,20.98116
406,1180406,Miranda do Douro,28880848266.497,4157172998.83491,6.94723
407,1180407,Mirandela,109552459264.398,3568676015.9302,30.69835
408,1180408,Mogadouro,59265818842.5459,4668861390.78514,12.69385
1706,1181706,Montalegre,64600677900.2557,12726934107.8656,5.0759
1707,1181707,Murça,6167335679.8819,613564720.316134,10.05165
1712,1181712,Valpaços,130675876586.736,2455040124.83701,53.22759
1713,1181713,Vila Pouca de Aguiar,12660878159.774,1848790036.66998,6.8482
411,1180411,Vimioso,48203859604.2466,1616635069.02602,29.8174
412,1180412,Vinhais,122850532639.839,2844084063.56681,43.19511
101,1610101,Águeda,9677801650.0712,2668072985.98009,3.62726
102,1610102,Albergaria-a-Velha,12048486570.2005,1665651710.22994,7.2335
103,1610103,Anadia,18381205220.4801,5106382079.80724,3.59965
105,1610105,Aveiro,18157747680.5543,2717514008.93428,6.68175
108,1610108,Estarreja,0,4425415058.50933,0
110,1610110,Ílhavo,12507404042.1607,1089040369.38824,11.48479
111,1610111,Mealhada,9834783560.11516,2378587619.34814,4.13472
112,1610112,Murtosa,0,2502722244.57423,0
114,1610114,Oliveira do Bairro,6951833879.82024,2234345168.85325,3.11135
115,1610115,Ovar,0,2170769246.99801,0
117,1610117,Sever do Vouga,28696485599.4243,457087639.854634,62.78115
118,1610118,Vagos,6641896320.14813,4585684296.90222,1.4484
602,1620602,Cantanhede,6379007249.98454,6257305487.21735,1.01945
603,1620603,Coimbra,85711249363.4668,11423919157.1513,7.50279
604,1620604,Condeixa-a-Nova,22366211839.6006,3626694375.53059,6.16711
605,1620605,Figueira da Foz,13235758129.9159,9951198856.32472,1.33007
608,1620608,Mira,4576447260.04273,664511127.209623,6.88694
610,1620610,Montemor-o-Velho,65053556862.6493,10596359907.8245,6.13924
613,1620613,Penacova,7235807800.06387,212975326.152511,33.97486
615,1620615,Soure,83274522518.9459,5984105403.67441,13.91595
1004,1631004,Batalha,16958012239.4851,1583625586.49566,10.70835
1009,1631009,Leiria,178445858204.397,4689607857.98651,38.05134
1010,1631010,Marinha Grande,1260100379.84453,255149085.090428,4.93868
1015,1631015,Pombal,52198219837.5858,2802356824.02473,18.62654
1016,1631016,Porto de Mós,79232692499.1722,5867524407.03928,13.5036
1002,1641002,Alvaiázere,13087732300.0913,1756408599.58266,7.45142
1003,1641003,Ansião,19884489299.0682,5453966190.20622,3.64588
601,1640601,Arganil,7594477319.90752,335943306.124371,22.60643
1007,1641007,Castanheira de Pêra,962817300,34946230.9986,27.55139
1008,1641008,Figueiró dos Vinhos,3766286979.96056,148327336.014727,25.39173
606,1640606,Góis,1899496699.94413,45156121.9174243,42.0651
607,1640607,Lousã,6474293599.27362,75117774.0393006,86.18857
609,1640609,Miranda do Corvo,3889293500.09006,195080213.441425,19.93689
611,1640611,Oliveira do Hospital,80388433501.9739,901634056.462622,89.1586
612,1640612,Pampilhosa da Serra,2619619080.01185,252069890.79714,10.39243
1013,1641013,Pedrógão Grande,5885084800,209954326.223509,28.03031
614,1640614,Penela,7279093379.32422,1692477325.51313,4.30085
616,1640616,Tábua,10361987649.4224,506501987.311891,20.45794
617,1640617,Vila Nova de Poiares,2251059749.65501,54934127.9981948,40.97744
901,1650901,Aguiar da Beira,17669688139.6406,739408303.447479,23.89706
1802,1651802,Carregal do Sal,6546354899.94889,255242237.087564,25.64762
1803,1651803,Castro Daire,12039288359.8243,493667786.872699,24.38743
1806,1651806,Mangualde,16613115869.7258,478875896.093493,34.6919
1808,1651808,Mortágua,29293556851.3362,169699040.894615,172.62064
1809,1651809,Nelas,9911469359.43087,424256087.559119,23.362
1810,1651810,Oliveira de Frades,63203076738.0899,184857319.97128,341.90194
1811,1651811,Penalva do Castelo,11577904799.9506,355369082.260515,32.57994
1814,1651814,Santa Comba Dão,22685296479.8159,142723568.388982,158.94569
1816,1651816,São Pedro do Sul,40716234119.6666,1006950559.78682,40.43519
1817,1651817,Sátão,17549164489.7775,613246775.380132,28.61681
1821,1651821,Tondela,54944303371.9141,920650914.453546,59.67984
1822,1651822,Vila Nova de Paiva,16066153620.8926,301796455.355211,53.23506
1823,1651823,Viseu,27326007850.4971,1531560580.11284,17.84194
1824,1651824,Vouzela,44816753001.3103,640017989.674159,70.02421
1413,1661413,Mação,6447713819.8406,1076070495.36834,5.99191
506,1660506,Oleiros,15339617859.2285,447859286.734689,34.25098
508,1660508,Proença-a-Nova,23013258999.9495,1232833650.70031,18.66696
509,1660509,Sertã,15347273190.2056,1009903599.29516,15.19677
510,1660510,Vila de Rei,1763138000.11927,133714339.222781,13.18586
905,1670905,Fornos de Algodres,8420525899.91975,401434361.563402,20.9761
906,1670906,Gouveia,11404378079.8285,948979282.790383,12.01752
912,1670912,Seia,16621356177.0605,694062914.661299,23.94791
902,1680902,Almeida,6385924199.96872,1897306241.87866,3.36578
903,1680903,Celorico da Beira,11024856240.4806,1082915294.76041,10.18072
904,1680904,Figueira de Castelo Rodrigo,51919683626.7317,2084636350.3829,24.90587
907,1680907,Guarda,10002415679.9324,2057515764.0078,4.8614
908,1680908,Manteigas,603682559.920348,67496346.1098508,8.94393
909,1680909,Mêda,26669551778.9307,746966207.911351,35.70383
910,1680910,Pinhel,20049701759.3526,1608407923.33358,12.46556
911,1680911,Sabugal,7973006250.21014,2875093390.02827,2.77313
913,1680913,Trancoso,31134981250.8452,989677420.010822,31.45973
502,1690502,Castelo Branco,74464273624.5533,17828050035.8857,4.1768
505,1690505,Idanha-a-Nova,116781681074.043,34646480264.8301,3.37067
507,1690507,Penamacor,29526607080.1197,2840576460.8762,10.39458
511,1690511,Vila Velha de Ródão,18610323101.2165,2905562077.72776,6.40507
501,16A0501,Belmonte,11292995401.1556,2720093493.67472,4.15169
503,16A0503,Covilhã,25078233760.3253,2300884614.43585,10.89939
504,16A0504,Fundão,77122867473.2108,8565920377.60748,9.00345
1001,16B1001,Alcobaça,74601022822.1382,4187307508.00333,17.81599
1101,16B1101,Alenquer,78241783953.0839,5496475225.59683,14.2349
1102,16B1102,Arruda dos Vinhos,14501555200.2008,530101632.632164,27.35618
1005,16B1005,Bombarral,45078588882.6698,2915134001.58213,15.46364
1104,16B1104,Cadaval,41043025921.7019,2604370113.37235,15.75929
1006,16B1006,Caldas da Rainha,55404259402.6241,2450645709.46903,22.60802
1108,16B1108,Lourinhã,138787180779.754,3001760424.01964,46.23526
1011,16B1011,Nazaré,5449829730.06371,955939118.371756,5.70102
1012,16B1012,Óbidos,47274874999.4857,1695231009.0529,27.88698
1014,16B1014,Peniche,30583210401.0802,1979015955.82962,15.45375
1112,16B1112,Sobral de Monte Agraço,7311490789.97165,1192661080.19542,6.1304
1113,16B1113,Torres Vedras,95381822960.0525,16819464237.7825,5.67092
1401,16C1401,Abrantes,42782358149.2812,10665777598.6056,4.01118
1402,16C1402,Alcanena,23725792621.218,13816009754.2308,1.71727
1408,16C1408,Constância,5754349799.86546,575009556.313037,10.0074
1410,16C1410,Entroncamento,4478317129.84225,832810000.361096,5.37736
1411,16C1411,Ferreira do Zêzere,89969095284.0552,4007351010.18608,22.45101
1421,16C1421,Ourém,94510814156.8322,9221297032.06869,10.24919
1417,16C1417,Sardoal,6718476239.66459,751198218.868364,8.94368
1418,16C1418,Tomar,44071456320.6577,5129597744.18492,8.5916
1419,16C1419,Torres Novas,70106727599.6742,8222021102.87241,8.5267
1420,16C1420,Vila Nova da Barquinha,5100735849.82709,407676455.259608,12.51173
1115,1711115,Amadora,17006799.9997212,22889532.0721096,0.74299
1105,1711105,Cascais,2383542179.95977,86521990.7349092,27.5484
1106,1711106,Lisboa,15444819.9994674,14388768.0907638,1.07339
1107,1711107,Loures,33646171503.2579,1643296822.98738,20.4748
1109,1711109,Mafra,32774751280.2894,7560414970.71189,4.33505
1116,1711116,Odivelas,0,183652407.975799,0
1110,1711110,Oeiras,1840057000.0736,21740284.8700617,84.63813
1111,1711111,Sintra,27425840969.3606,2471255325.40952,11.09794
1114,1711114,Vila Franca de Xira,181003211736.35,11504173920.2453,15.7337
1502,1721502,Alcochete,8457142499.58905,5190620835.78224,1.62931
1503,1721503,Almada,19072991281.9793,563540596.148494,33.84493
1504,1721504,Barreiro,59527600.0060962,201247543.177705,0.29579
1506,1721506,Moita,0,902388532.415473,0
1507,1721507,Montijo,35976430449.4261,15700773943.3988,2.29138
1508,1721508,Palmela,46996917009.1193,51882884667.2847,0.90583
1510,1721510,Seixal,581002620.009371,570551049.945115,1.01832
1511,1721511,Sesimbra,12450400639.6646,1087716122.87689,11.44637
1512,1721512,Setúbal,10011696859.6654,2324765421.59934,4.30654
1501,1811501,Alcácer do Sal,178409427770.773,84967435949.5509,2.09974
1505,1811505,Grândola,47407527116.5513,26657350145.5696,1.7784
211,1810211,Odemira,138860726676.962,17096648579.1493,8.1221
1509,1811509,Santiago do Cacém,152168511942.527,65555293143.7161,2.32122
1513,1811513,Sines,19409651519.6752,3956406327.55193,4.90588
1201,1821201,Alter do Chão,102096020837.295,21522049808.9899,4.74379
1202,1821202,Arronches,55128731933.9213,6981325517.80528,7.8966
1203,1821203,Avis,147522928334.636,35748814871.4137,4.12665
1204,1821204,Campo Maior,103139670563.528,5973346296.83549,17.26665
1205,1821205,Castelo de Vide,49122271084.3193,7294304908.04709,6.73433
1206,1821206,Crato,20907236198.918,8188633270.86341,2.5532
1207,1821207,Elvas,176853358514.112,17269132557.671,10.24101
1208,1821208,Fronteira,71303725344.8436,6989360993.33044,10.20175
1209,1821209,Gavião,15638205539.7825,8293277881.27244,1.88565
1210,1821210,Marvão,15334699380.3958,4119537704.12311,3.72243
1211,1821211,Monforte,41637750003.4792,15000184832.9332,2.77582
707,1820707,Mora,83318486992.1175,54188003141.0107,1.53758
1212,1821212,Nisa,34518930254.6788,7314292662.33415,4.71938
1213,1821213,Ponte de Sor,86910028378.4259,48802123822.3301,1.78087
1214,1821214,Portalegre,29645039761.0965,8066106982.31951,3.67526
701,1830701,Alandroal,80501254924.4723,10599546978.5165,7.59478
702,1830702,Arraiolos,114936639889.86,35716420740.9652,3.21803
703,1830703,Borba,31160255102.221,9650580869.75747,3.22885
704,1830704,Estremoz,116189117727.859,35259162546.9805,3.29529
705,1830705,Évora,265879625417.564,44479048304.1588,5.97764
706,1830706,Montemor-o-Novo,164105494498.073,58919686327.8012,2.78524
708,1830708,Mourão,16306404667.496,10305201463.5258,1.58235
709,1830709,Portel,80958106643.5995,28223635654.1251,2.86845
710,1830710,Redondo,70002396423.2661,12455186644.4551,5.62034
711,1830711,Reguengos de Monsaraz,102931263665.194,12608451011.5171,8.16367
1215,1831215,Sousel,108521325498.781,16308347927.203,6.65434
712,1830712,Vendas Novas,37181904082.6195,25229279912.6277,1.47376
713,1830713,Viana do Alentejo,71695354956.6009,18236524978.395,3.93142
714,1830714,Vila Viçosa,26746479980.1626,10774395044.7034,2.48241
201,1840201,Aljustrel,254032541521.572,71391064233.0817,3.55832
202,1840202,Almodôvar,46195713061.7463,23185927530.2108,1.9924
203,1840203,Alvito,37050582752.5733,23626094981.647,1.56821
204,1840204,Barrancos,11013716700.3782,5240292882.5895,2.10174
205,1840205,Beja,733739935887.683,52157559929.0804,14.06776
206,1840206,Castro Verde,145894750862.826,12069490093.7226,12.0879
207,1840207,Cuba,69637901843.4298,13317223312.1214,5.22916
208,1840208,Ferreira do Alentejo,337485200525.448,27058413470.1175,12.47247
209,1840209,Mértola,144426679567.825,14424408263.8462,10.01266
210,1840210,Moura,301784591354.178,26903274453.5153,11.21739
212,1840212,Ourique,87396363699.7185,8362937180.81443,10.45044
213,1840213,Serpa,450859656086.934,22458021297.8488,20.07566
214,1840214,Vidigueira,142562714913.494,2544773563.96621,56.02177
1403,1851403,Almeirim,78743417809.8896,21024629534.3195,3.74529
1404,1851404,Alpiarça,48827853900.0495,9634077445.67013,5.06824
1103,1851103,Azambuja,72155891122.9358,6243437132.73001,11.55708
1405,1851405,Benavente,104881482159.709,60389314151.2579,1.73676
1406,1851406,Cartaxo,102883422654.353,11645440351.1448,8.83465
1407,1851407,Chamusca,90049974796.1063,49435370334.515,1.82157
1409,1851409,Coruche,129906269361.901,73345213629.0894,1.77116
1412,1851412,Golegã,113934681372.033,11660333528.9042,9.77113
1414,1851414,Rio Maior,87508148698.1504,12397099887.5936,7.05876
1415,1851415,Salvaterra de Magos,60639552596.4325,15137810588.3965,4.00583
1416,1851416,Santarém,172471597908.533,23017173947.8305,7.49317
801,1500801,Albufeira,50952884579.084,2750953746.38203,18.5219
802,1500802,Alcoutim,44618486720.233,3549059788.02268,12.57192
803,1500803,Aljezur,10356284400.9625,1506557939.47752,6.87414
804,1500804,Castro Marim,43386608066.6687,2945128275.25752,14.73165
805,1500805,Faro,68835246077.3675,4380234565.84614,15.71497
806,1500806,Lagoa,4083295280.1176,2913077027.00512,1.40171
807,1500807,Lagos,25853903790.4855,4546866951.98326,5.68609
808,1500808,Loulé,157052447996.087,23737467040.9704,6.61623
809,1500809,Monchique,6862701489.90845,696531075.964378,9.85269
810,1500810,Olhão,45449038351.3658,4026779923.77978,11.2867
811,1500811,Portimão,17551965859.9567,4310621235.98033,4.07179
812,1500812,São Brás de Alportel,16373189841.7316,4041883492.83722,4.05088
813,1500813,Silves,164702878561.275,26479661682.878,6.21998
814,1500814,Tavira,111117392953.936,10678278013.271,10.40593
815,1500815,Vila do Bispo,6624520050.04102,5857978878.86611,1.13085
816,1500816,Vila Real de Santo António,6161266079.94857,603423465.84075,10.21052
