Muni_ID,ID,Muni,fertiliser
112,1610112,Murtosa,0.121
114,1610114,Oliveira do Bairro,0.454
115,1610115,Ovar,0.033
117,1610117,Sever do Vouga,0.009
118,1610118,Vagos,0.239
602,1620602,Cantanhede,0.16
603,1620603,Coimbra,1.187
604,1620604,Condeixa-a-Nova,0.762
605,1620605,Figueira da Foz,0.72
608,1620608,Mira,0.295
610,1620610,Montemor-o-Velho,0.92
613,1620613,Penacova,0.933
615,1620615,Soure,1.041
1004,1631004,Batalha,0.036
1009,1631009,Leiria,0.1
1010,1631010,Marinha Grande,0.052
1015,1631015,Pombal,0.036
1016,1631016,Porto de Mós,0.005
1002,1641002,Alvaiázere,0.339
1003,1641003,Ansião,0.337
601,1640601,Arganil,0.699
1007,1641007,Castanheira de Pêra,0.469
1008,1641008,Figueiró dos Vinhos,0.333
606,1640606,Góis,0.192
607,1640607,Lousã,0.494
609,1640609,Miranda do Corvo,0.569
611,1640611,Oliveira do Hospital,0.576
612,1640612,Pampilhosa da Serra,0.672
1013,1641013,Pedrógão Grande,0.984
614,1640614,Penela,0.644
616,1640616,Tábua,0.753
617,1640617,Vila Nova de Poiares,0.8
901,1650901,Aguiar da Beira,0.448
1802,1651802,Carregal do Sal,0.214
1803,1651803,Castro Daire,0.178
1806,1651806,Mangualde,0.562
1808,1651808,Mortágua,0.009
1809,1651809,Nelas,0.394
1810,1651810,Oliveira de Frades,0.004
1811,1651811,Penalva do Castelo,0.694
1814,1651814,Santa Comba Dão,0.02
1816,1651816,São Pedro do Sul,0.192
1817,1651817,Sátão,0.008
1821,1651821,Tondela,0.013
1822,1651822,Vila Nova de Paiva,0.002
1823,1651823,Viseu,0.217
1824,1651824,Vouzela,0.011
1413,1661413,Mação,0.323
506,1660506,Oleiros,0.274
508,1660508,Proença-a-Nova,0.47
509,1660509,Sertã,0.286
510,1660510,Vila de Rei,0.146
905,1670905,Fornos de Algodres,0.506
906,1670906,Gouveia,0.14
912,1670912,Seia,0.387
902,1680902,Almeida,0.064
903,1680903,Celorico da Beira,0.3
904,1680904,Figueira de Castelo Rodrigo,0.237
907,1680907,Guarda,0.128
908,1680908,Manteigas,0.094
909,1680909,Mêda,0.406
910,1680910,Pinhel,0.172
911,1680911,Sabugal,0.054
913,1680913,Trancoso,0.269
502,1690502,Castelo Branco,0.214
505,1690505,Idanha-a-Nova,0.234
507,1690507,Penamacor,0.398
511,1690511,Vila Velha de Ródão,0.411
501,16A0501,Belmonte,0.405
503,16A0503,Covilhã,0.378
504,16A0504,Fundão,0.526
1001,16B1001,Alcobaça,0.103
1101,16B1101,Alenquer,0.833
1102,16B1102,Arruda dos Vinhos,0.768
1005,16B1005,Bombarral,0.085
1104,16B1104,Cadaval,0.125
1006,16B1006,Caldas da Rainha,0.087
1108,16B1108,Lourinhã,0.485
1011,16B1011,Nazaré,0.829
1012,16B1012,Óbidos,0.307
1014,16B1014,Peniche,1.071
1112,16B1112,Sobral de Monte Agraço,0.962
1113,16B1113,Torres Vedras,0.501
1401,16C1401,Abrantes,0.882
1402,16C1402,Alcanena,0.612
1408,16C1408,Constância,0.828
1410,16C1410,Entroncamento,1.334
1411,16C1411,Ferreira do Zêzere,0.006
1421,16C1421,Ourém,0.009
1417,16C1417,Sardoal,0.701
1418,16C1418,Tomar,0.297
1419,16C1419,Torres Novas,0.917
1420,16C1420,Vila Nova da Barquinha,0.381
1115,1711115,Amadora,0.016
1105,1711105,Cascais,0.043
1106,1711106,Lisboa,0
1107,1711107,Loures,0.832
1109,1711109,Mafra,1.046
1116,1711116,Odivelas,0.158
1110,1711110,Oeiras,1.101
1111,1711111,Sintra,0.929
1114,1711114,Vila Franca de Xira,1.29
1502,1721502,Alcochete,0.287
1503,1721503,Almada,1.322
1504,1721504,Barreiro,0.668
1506,1721506,Moita,0.235
1507,1721507,Montijo,0.32
1508,1721508,Palmela,0.371
1510,1721510,Seixal,0.034
1511,1721511,Sesimbra,0.53
1512,1721512,Setúbal,0.526
1501,1811501,Alcácer do Sal,0.3
1505,1811505,Grândola,0.134
211,1810211,Odemira,0.339
1509,1811509,Santiago do Cacém,0.242
1513,1811513,Sines,0.202
1201,1821201,Alter do Chão,0.306
1202,1821202,Arronches,0.281
1203,1821203,Avis,0.392
1204,1821204,Campo Maior,0.615
1205,1821205,Castelo de Vide,0.197
1206,1821206,Crato,0.274
1207,1821207,Elvas,0.464
1208,1821208,Fronteira,0.443
1209,1821209,Gavião,0.881
1210,1821210,Marvão,0.337
1211,1821211,Monforte,0.273
707,1820707,Mora,0.294
1212,1821212,Nisa,0.384
1213,1821213,Ponte de Sor,0.31
1214,1821214,Portalegre,0.301
701,1830701,Alandroal,0.3
702,1830702,Arraiolos,0.312
703,1830703,Borba,0.309
704,1830704,Estremoz,0.302
705,1830705,Évora,0.356
706,1830706,Montemor-o-Novo,0.249
708,1830708,Mourão,0.141
709,1830709,Portel,0.284
710,1830710,Redondo,0.326
711,1830711,Reguengos de Monsaraz,0.376
1215,1831215,Sousel,0.486
712,1830712,Vendas Novas,0.203
713,1830713,Viana do Alentejo,0.22
714,1830714,Vila Viçosa,0.513
201,1840201,Aljustrel,0.743
202,1840202,Almodôvar,0.278
203,1840203,Alvito,0.369
204,1840204,Barrancos,0.093
205,1840205,Beja,0.671
206,1840206,Castro Verde,0.276
207,1840207,Cuba,0.458
208,1840208,Ferreira do Alentejo,0.675
209,1840209,Mértola,0.206
210,1840210,Moura,0.392
212,1840212,Ourique,0.264
213,1840213,Serpa,0.509
214,1840214,Vidigueira,0.465
1403,1851403,Almeirim,0.938
1404,1851404,Alpiarça,1.035
1103,1851103,Azambuja,1.288
1405,1851405,Benavente,0.678
1406,1851406,Cartaxo,0.972
1407,1851407,Chamusca,0.48
1409,1851409,Coruche,0.247
1412,1851412,Golegã,2.215
1414,1851414,Rio Maior,0.133
1415,1851415,Salvaterra de Magos,1.146
1416,1851416,Santarém,0.94
801,1500801,Albufeira,1.078
802,1500802,Alcoutim,0.644
803,1500803,Aljezur,0.624
804,1500804,Castro Marim,0.771
805,1500805,Faro,1.32
806,1500806,Lagoa,0.468
807,1500807,Lagos,0.858
808,1500808,Loulé,1.014
809,1500809,Monchique,0.155
810,1500810,Olhão,1.259
811,1500811,Portimão,0.998
812,1500812,São Brás de Alportel,0.804
813,1500813,Silves,1.055
814,1500814,Tavira,0.882
815,1500815,Vila do Bispo,0.45
816,1500816,Vila Real de Santo António,0.729
