Muni_ID,ID,Muni,storage09,storage09_nha
608,1620608,Mira,14295,13.34762432
610,1620610,Montemor-o-Velho,14259,1.688025436
613,1620613,Penacova,3761,4.742818498
615,1620615,Soure,142700,29.1344326
1004,1631004,Batalha,14739,14.91805197
1009,1631009,Leiria,147727,30.33406709
1010,1631010,Marinha Grande,674,4.378544905
1015,1631015,Pombal,67135,16.34252651
1016,1631016,Porto de Mós,12174,3.634003511
1002,1641002,Alvaiázere,11241,7.844277055
1003,1641003,Ansião,22158,9.271113146
601,1640601,Arganil,6766,4.846895942
1007,1641007,Castanheira de Pêra,417,4.634388989
1008,1641008,Figueiró dos Vinhos,1558,4.077683428
606,1640606,Góis,601,3.533374835
607,1640607,Lousã,8958,21.84814338
609,1640609,Miranda do Corvo,1832,2.65058839
611,1640611,Oliveira do Hospital,122188,41.09909538
612,1640612,Pampilhosa da Serra,1743,3.944499262
1013,1641013,Pedrógão Grande,1227,2.514717702
614,1640614,Penela,2140,1.892427393
616,1640616,Tábua,4755,2.227015777
617,1640617,Vila Nova de Poiares,969,3.713011003
901,1650901,Aguiar da Beira,45952,15.32242965
1802,1651802,Carregal do Sal,17335,12.30321419
1803,1651803,Castro Daire,33211,10.76872705
1806,1651806,Mangualde,14322,3.812064184
1808,1651808,Mortágua,45956,53.74945486
1809,1651809,Nelas,21323,7.700789247
1810,1651810,Oliveira de Frades,135298,90.86519349
1811,1651811,Penalva do Castelo,7259,2.813750534
1814,1651814,Santa Comba Dão,36479,29.60985655
1816,1651816,São Pedro do Sul,96077,25.37683959
1817,1651817,Sátão,55611,20.14150797
1821,1651821,Tondela,120236,28.68908772
1822,1651822,Vila Nova de Paiva,44931,28.04655389
1823,1651823,Viseu,39860,6.840557728
1824,1651824,Vouzela,85552,42.39445608
1413,1661413,Mação,3513,2.171184231
506,1660506,Oleiros,14151,11.86153764
508,1660508,Proença-a-Nova,6164,1.50347856
509,1660509,Sertã,11267,4.574377698
510,1660510,Vila de Rei,2616,7.69425783
905,1670905,Fornos de Algodres,6947,2.452240924
906,1670906,Gouveia,11421,1.718002872
912,1670912,Seia,7354,1.353359561
902,1680902,Almeida,6941,0.350473577
903,1680903,Celorico da Beira,3855,0.462904416
904,1680904,Figueira de Castelo Rodrigo,5412,0.226803349
907,1680907,Guarda,14958,0.777124838
908,1680908,Manteigas,638,2.215054997
909,1680909,Mêda,6887,0.744341121
910,1680910,Pinhel,13623,0.72109507
911,1680911,Sabugal,10387,0.519460826
913,1680913,Trancoso,8724,0.784208433
502,1690502,Castelo Branco,15524,0.367781847
505,1690505,Idanha-a-Nova,22716,0.28339245
507,1690507,Penamacor,4217,0.34887429
511,1690511,Vila Velha de Ródão,2950,0.522539676
501,16A0501,Belmonte,2832,0.572753774
503,16A0503,Covilhã,8627,0.799405193
504,16A0504,Fundão,13786,0.534908731
1001,16B1001,Alcobaça,24140,3.29468825
1101,16B1101,Alenquer,48517,4.436837592
1102,16B1102,Arruda dos Vinhos,8359,2.968429321
1005,16B1005,Bombarral,73389,17.31688946
1104,16B1104,Cadaval,12202,2.444311485
1006,16B1006,Caldas da Rainha,60204,12.96106197
1108,16B1108,Lourinhã,117444,20.82717794
1011,16B1011,Nazaré,1130,1.201054674
1012,16B1012,Óbidos,52054,16.65713796
1014,16B1014,Peniche,15471,6.353513154
1112,16B1112,Sobral de Monte Agraço,7587,2.941884258
1113,16B1113,Torres Vedras,137429,9.456329712
1401,16C1401,Abrantes,6205,0.480432325
1402,16C1402,Alcanena,4585,1.046013078
1408,16C1408,Constância,83,0.150024724
1410,16C1410,Entroncamento,144,0.280934341
1411,16C1411,Ferreira do Zêzere,140506,62.08856056
1421,16C1421,Ourém,155214,35.87937656
1417,16C1417,Sardoal,1044,0.802017412
1418,16C1418,Tomar,76397,11.28799632
1419,16C1419,Torres Novas,16127,1.629598226
1420,16C1420,Vila Nova da Barquinha,162,0.393152731
1115,1711115,Amadora,16,0.263237949
1105,1711105,Cascais,103,0.435433636
1106,1711106,Lisboa,3,0.05204462
1107,1711107,Loures,18335,4.277812772
1109,1711109,Mafra,64692,6.966659068
1116,1711116,Odivelas,555,1.169131406
1110,1711110,Oeiras,3,0.03345786
1111,1711111,Sintra,10407,2.021868216
1114,1711114,Vila Franca de Xira,7706,0.573723781
1502,1721502,Alcochete,1920,0.568891404
1503,1721503,Almada,780,1.839405106
1504,1721504,Barreiro,450,2.710231891
1506,1721506,Moita,3536,3.810853679
1507,1721507,Montijo,9802,0.654226771
1508,1721508,Palmela,48315,1.655240644
1510,1721510,Seixal,201,0.295092025
1511,1721511,Sesimbra,818,0.440714419
1512,1721512,Setúbal,2261,0.77911392
1501,1811501,Alcácer do Sal,17982,0.185478699
1505,1811505,Grândola,9334,0.24452248
211,1810211,Odemira,20826,0.297973262
1509,1811509,Santiago do Cacém,17600,0.284903488
1513,1811513,Sines,2733,0.30688903
1201,1821201,Alter do Chão,11134,0.334823938
1202,1821202,Arronches,7573,0.293096014
1203,1821203,Avis,10587,0.227413839
1204,1821204,Campo Maior,3795,0.206325949
1205,1821205,Castelo de Vide,3882,0.191748866
1206,1821206,Crato,8486,0.318457799
1207,1821207,Elvas,35332,0.681162484
1208,1821208,Fronteira,4994,0.232407508
1209,1821209,Gavião,1708,0.119959805
1210,1821210,Marvão,1566,0.182025718
1211,1821211,Monforte,13147,0.34147369
707,1820707,Mora,8583,0.209446669
1212,1821212,Nisa,6561,0.234941244
1213,1821213,Ponte de Sor,11289,0.200668004
1214,1821214,Portalegre,9439,0.34194061
701,1830701,Alandroal,10801,0.246631831
702,1830702,Arraiolos,16874,0.290796401
703,1830703,Borba,4184,0.492169057
704,1830704,Estremoz,8428,0.220373689
705,1830705,Évora,30097,0.281763927
706,1830706,Montemor-o-Novo,30170,0.283686737
708,1830708,Mourão,6043,0.282643908
709,1830709,Portel,11915,0.289480895
710,1830710,Redondo,9485,0.312518892
711,1830711,Reguengos de Monsaraz,6173,0.212336666
1215,1831215,Sousel,4513,0.218546608
712,1830712,Vendas Novas,28787,1.838710745
713,1830713,Viana do Alentejo,10742,0.270008112
714,1830714,Vila Viçosa,5317,0.33670209
201,1840201,Aljustrel,7354,0.188916183
202,1840202,Almodôvar,8281,0.212073738
203,1840203,Alvito,8477,0.369105339
204,1840204,Barrancos,3161,0.248360264
205,1840205,Beja,12985,0.1340056
206,1840206,Castro Verde,8969,0.176765355
207,1840207,Cuba,5453,0.3745545
208,1840208,Ferreira do Alentejo,8565,0.158373542
209,1840209,Mértola,13876,0.154141982
210,1840210,Moura,15741,0.215566124
212,1840212,Ourique,8909,0.200706524
213,1840213,Serpa,19487,0.225159271
214,1840214,Vidigueira,3024,0.131883316
1403,1851403,Almeirim,3086,0.320041007
1404,1851404,Alpiarça,475,0.096349268
1103,1851103,Azambuja,14948,1.342575224
1405,1851405,Benavente,27784,0.964980946
1406,1851406,Cartaxo,14903,2.135673043
1407,1851407,Chamusca,7562,0.234569549
1409,1851409,Coruche,17193,0.3079284
1412,1851412,Golegã,491,0.084342023
1414,1851414,Rio Maior,110338,11.95943846
1415,1851415,Salvaterra de Magos,11072,1.348616051
1416,1851416,Santarém,76755,3.326600487
801,1500801,Albufeira,809,0.238312409
802,1500802,Alcoutim,1465,0.11772157
803,1500803,Aljezur,2328,0.558965202
804,1500804,Castro Marim,2628,0.368272443
805,1500805,Faro,1009,0.247394319
806,1500806,Lagoa,552,0.369516455
807,1500807,Lagos,1723,0.735489394
808,1500808,Loulé,2600,0.187244255
809,1500809,Monchique,2191,1.043907515
810,1500810,Olhão,528,0.208667527
811,1500811,Portimão,2346,0.965240539
812,1500812,São Brás de Alportel,575,0.187031091
813,1500813,Silves,3528,0.290531609
814,1500814,Tavira,1804,0.16352072
815,1500815,Vila do Bispo,1550,0.319961213
816,1500816,Vila Real de Santo António,400,0.33410011
