CAA_ID,agua_leg,surface_id,GW_ID
"352",Aguas interiores,"4452","6"
"352",Aguas interiores,"4456","6"
"354",Aguas interiores,"4452","6"
"358",Aguas interiores,"4434","6"
"358",Aguas interiores,"4439","6"
"358",Aguas interiores,"4452","6"
"361",Aguas interiores,"4434","6"
"361",Aguas interiores,"4439","6"
"361",Aguas interiores,"4452","6"
"368",Aguas interiores,"4456","6"
"371",Zonas humidas litorais,"712","21"
"371",Zonas humidas litorais,"712","27"
"371",Zonas humidas litorais,"714","21"
"371",Zonas humidas litorais,"714","27"
"371",Zonas humidas litorais,"716","21"
"371",Zonas humidas litorais,"716","27"
"372",Zonas humidas litorais,"715","21"
"373",Zonas humidas litorais,"708","21"
"373",Zonas humidas litorais,"708","27"
"373",Zonas humidas litorais,"709","21"
"373",Zonas humidas litorais,"709","27"
"373",Zonas humidas litorais,"710","21"
"373",Zonas humidas litorais,"710","27"
"373",Zonas humidas litorais,"712","21"
"373",Zonas humidas litorais,"712","27"
"385",Aguas de transicao,"71","21"
"385",Aguas de transicao,"71","27"
"385",Zonas humidas interiores,"315","21"
"385",Zonas humidas interiores,"316","21"
"385",Zonas humidas litorais,"711","21"
"385",Zonas humidas litorais,"715","21"
"385",Zonas humidas litorais,"717","21"
"385",Aguas interiores,"4333","21"
"385",Aguas interiores,"4333","27"
"385",Aguas interiores,"4349","21"
"424",Aguas interiores,"987","42"
"447",Aguas interiores,"1001","42"
"458",Aguas interiores,"1704","40"
"459",Aguas interiores,"1691","40"
"459",Aguas interiores,"1699","40"
"459",Aguas interiores,"1700","40"
"459",Aguas interiores,"1714","40"
"460",Aguas interiores,"1686","40"
"460",Aguas interiores,"1688","40"
"460",Aguas interiores,"1699","40"
"461",Aguas interiores,"1704","40"
"462",Aguas interiores,"1674","40"
"462",Aguas interiores,"1676","40"
"473",Aguas interiores,"1032","42"
"473",Aguas interiores,"1041","42"
"489",Aguas interiores,"1030","42"
"489",Aguas interiores,"1034","42"
"491",Aguas interiores,"1017","42"
"501",Aguas interiores,"974","42"
"509",Aguas interiores,"1178","42"
"512",Aguas interiores,"1050","42"
"512",Aguas interiores,"1051","42"
"512",Aguas interiores,"1058","42"
"516",Aguas interiores,"981","42"
"518",Aguas interiores,"959","42"
"518",Aguas interiores,"965","42"
"518",Aguas interiores,"974","42"
"518",Aguas interiores,"980","42"
"518",Aguas interiores,"982","42"
"518",Aguas interiores,"990","42"
"518",Aguas interiores,"992","42"
"518",Aguas interiores,"1000","42"
"518",Aguas interiores,"1003","42"
"518",Aguas interiores,"1009","42"
"518",Aguas interiores,"1010","42"
"518",Aguas interiores,"1014","42"
"518",Aguas interiores,"1015","42"
"518",Aguas interiores,"1017","42"
"518",Aguas interiores,"1019","42"
"518",Aguas interiores,"1030","42"
"518",Aguas interiores,"1036","42"
"518",Aguas interiores,"1042","42"
"518",Aguas interiores,"1052","42"
"518",Aguas interiores,"1057","42"
"518",Aguas interiores,"1059","42"
"518",Aguas interiores,"1064","42"
"518",Aguas interiores,"1069","42"
"518",Aguas interiores,"1089","42"
"518",Aguas interiores,"1099","42"
"518",Aguas interiores,"1105","42"
"518",Aguas interiores,"1108","42"
"518",Aguas interiores,"1125","42"
"518",Aguas interiores,"1128","42"
"518",Aguas interiores,"1138","42"
"518",Aguas interiores,"1148","42"
"518",Aguas interiores,"1156","42"
"518",Aguas interiores,"1158","42"
"518",Aguas interiores,"1159","42"
"518",Aguas interiores,"1166","42"
"518",Aguas interiores,"1173","42"
"518",Aguas interiores,"1174","42"
"518",Aguas interiores,"1176","42"
"518",Aguas interiores,"1177","42"
"518",Aguas interiores,"1189","42"
"518",Aguas interiores,"1190","42"
"518",Aguas interiores,"1193","42"
"518",Aguas interiores,"1194","42"
"518",Aguas interiores,"1198","42"
"518",Aguas interiores,"1202","42"
"518",Aguas interiores,"1209","42"
"518",Aguas interiores,"1221","42"
"518",Aguas interiores,"1250","42"
"544",Zonas humidas litorais,"490","93"
"544",Zonas humidas litorais,"491","93"
"546",Zonas humidas litorais,"482","93"
"546",Zonas humidas litorais,"483","93"
"546",Zonas humidas litorais,"484","93"
"546",Zonas humidas litorais,"485","93"
"546",Zonas humidas litorais,"486","93"
"546",Aguas interiores,"1065","93"
"548",Zonas humidas litorais,"479","93"
"548",Zonas humidas litorais,"480","93"
"548",Zonas humidas litorais,"481","93"
"552",Zonas humidas litorais,"473","93"
"552",Zonas humidas litorais,"475","93"
"552",Zonas humidas litorais,"476","93"
"552",Zonas humidas litorais,"477","93"
"552",Zonas humidas litorais,"478","93"
"554",Aguas interiores,"1031","93"
"558",Zonas humidas interiores,"116","93"
"558",Zonas humidas interiores,"117","93"
"558",Zonas humidas litorais,"474","93"
"559",Zonas humidas litorais,"473","93"
"559",Zonas humidas litorais,"474","93"
"559",Zonas humidas litorais,"475","93"
"559",Zonas humidas litorais,"476","93"
"559",Zonas humidas litorais,"477","93"
"559",Aguas interiores,"1031","93"
"564",Zonas humidas litorais,"473","93"
"591",Aguas interiores,"953","93"
"593",Aguas interiores,"950","93"
"593",Aguas interiores,"955","93"
"606",Aguas de transicao,"14","41"
"606",Aguas de transicao,"15","41"
"610",Aguas interiores,"1048","93"
"614",Zonas humidas litorais,"473","93"
"614",Zonas humidas litorais,"475","93"
"614",Zonas humidas litorais,"477","93"
"632",Aguas interiores,"932","93"
"639",Aguas interiores,"1002","93"
"648",Aguas interiores,"956","93"
"666",Aguas interiores,"993","93"
"666",Aguas interiores,"994","93"
"666",Aguas interiores,"1002","93"
"666",Aguas interiores,"1004","93"
"666",Aguas interiores,"1018","93"
"666",Aguas interiores,"1022","41"
"666",Aguas interiores,"1025","41"
"666",Aguas interiores,"1033","41"
"666",Aguas interiores,"1035","41"
"666",Aguas interiores,"1076","41"
"666",Aguas interiores,"1078","41"
"666",Aguas interiores,"1111","41"
"666",Aguas interiores,"1112","41"
"666",Aguas interiores,"1124","41"
"666",Aguas interiores,"1134","41"
"666",Aguas interiores,"1147","41"
"666",Aguas interiores,"1167","41"
"666",Aguas interiores,"1171","41"
"666",Aguas interiores,"1182","41"
"666",Aguas interiores,"1184","41"
"666",Aguas interiores,"1187","41"
"666",Aguas interiores,"1188","41"
"666",Aguas interiores,"1197","41"
"666",Aguas interiores,"1207","12"
"666",Aguas interiores,"1263","12"
"666",Aguas interiores,"1289","13"
"667",Aguas interiores,"1282","42"
"669",Aguas interiores,"1240","42"
"689",Aguas interiores,"4643","54"
"690",Aguas interiores,"4643","54"
"692",Aguas interiores,"4643","54"
"731",Aguas interiores,"4635","3"
"773",Aguas interiores,"4633","53"
"774",Aguas interiores,"4633","53"
"776",Aguas interiores,"4633","53"
"814",Aguas interiores,"4610","53"
"901",Aguas interiores,"4620","53"
"907",Aguas interiores,"4601","53"
"926",Aguas interiores,"4612","53"
"999",Aguas interiores,"4575","3"
"1027",Aguas interiores,"4629","3"
"1079",Aguas interiores,"4549","3"
"1093",Aguas interiores,"4595","3"
"1154",Aguas interiores,"4111","85"
"1169",Aguas interiores,"4013","85"
"1176",Aguas interiores,"3985","85"
"1188",Aguas interiores,"3965","85"
"1189",Aguas interiores,"3960","85"
"1190",Aguas interiores,"3960","85"
"1190",Aguas interiores,"3961","85"
"1198",Aguas interiores,"4075","85"
"1198",Aguas interiores,"4111","85"
"1203",Aguas interiores,"4000","85"
"1203",Aguas interiores,"4016","85"
"1204",Aguas interiores,"3985","85"
"1241",Aguas interiores,"4226","85"
"1267",Aguas interiores,"4144","85"
"1277",Aguas interiores,"4117","85"
"1288",Aguas interiores,"4100","85"
"1289",Aguas interiores,"4093","85"
"1312",Aguas interiores,"4101","85"
"1351",Aguas interiores,"4036","85"
"1359",Aguas interiores,"3982","85"
"1374",Aguas interiores,"4172","85"
"1374",Aguas interiores,"4173","85"
"1374",Aguas interiores,"4176","85"
"1374",Aguas interiores,"4178","85"
"1374",Aguas interiores,"4186","85"
"1377",Aguas interiores,"4166","85"
"1387",Aguas interiores,"4159","85"
"1387",Aguas interiores,"4165","85"
"1413",Aguas interiores,"3953","85"
"1419",Aguas interiores,"3953","85"
"1419",Aguas interiores,"3955","85"
"1421",Aguas interiores,"3953","85"
"1443",Aguas interiores,"4022","85"
"1443",Aguas interiores,"4024","85"
"1450",Aguas interiores,"4002","85"
"1450",Aguas interiores,"4006","85"
"1450",Aguas interiores,"4024","85"
"1454",Aguas interiores,"4006","85"
"1456",Aguas interiores,"4002","85"
"1521",Aguas interiores,"3951","85"
"1522",Aguas interiores,"3944","85"
"1522",Aguas interiores,"3951","85"
"1548",Aguas interiores,"3936","85"
"1578",Aguas interiores,"4244","7"
"1630",Zonas humidas interiores,"310","21"
"1630",Zonas humidas interiores,"310","24"
"1630",Aguas interiores,"4296","24"
"1652",Zonas humidas interiores,"302","24"
"1653",Zonas humidas interiores,"302","24"
"1662",Aguas interiores,"4227","38"
"1708",Aguas interiores,"4239","17"
"1769",Aguas interiores,"4180","7"
"1774",Aguas interiores,"4180","7"
"1774",Aguas interiores,"4187","7"
"1785",Aguas interiores,"4310","21"
"1785",Aguas interiores,"4310","27"
"1786",Aguas interiores,"4310","21"
"1786",Aguas interiores,"4310","27"
"1789",Aguas interiores,"4300","21"
"1789",Aguas interiores,"4300","27"
"1799",Aguas interiores,"4196","7"
"1799",Aguas interiores,"4200","7"
"1799",Aguas interiores,"4213","7"
"1818",Zonas humidas interiores,"297","91"
"1819",Aguas interiores,"4210","23"
"1828",Aguas interiores,"4321","7"
"1828",Aguas interiores,"4325","7"
"1837",Aguas interiores,"4267","7"
"1837",Aguas interiores,"4269","7"
"1852",Aguas interiores,"4269","7"
"1852",Aguas interiores,"4270","7"
"1890",Aguas interiores,"4141","85"
"1906",Zonas humidas interiores,"307","7"
"1928",Aguas interiores,"4248","7"
"1931",Aguas interiores,"4248","7"
"1931",Aguas interiores,"4250","7"
"1936",Aguas interiores,"4241","7"
"1946",Aguas interiores,"4255","7"
"1948",Aguas interiores,"4249","7"
"1948",Aguas interiores,"4255","7"
"1958",Aguas interiores,"4127","7"
"1996",Aguas interiores,"4275","7"
"2014",Aguas interiores,"4280","7"
"2027",Aguas interiores,"4240","7"
"2027",Aguas interiores,"4241","7"
"2049",Aguas interiores,"2387","40"
"2053",Aguas interiores,"2211","40"
"2053",Aguas interiores,"2245","40"
"2054",Aguas interiores,"2131","40"
"2070",Aguas interiores,"2169","12"
"2070",Aguas interiores,"2186","12"
"2076",Aguas interiores,"2996","43"
"2087",Aguas interiores,"1814","40"
"2087",Aguas interiores,"1841","40"
"2099",Aguas interiores,"2484","40"
"2099",Aguas interiores,"2488","40"
"2109",Aguas interiores,"2366","45"
"2112",Aguas interiores,"2301","45"
"2112",Aguas interiores,"2306","45"
"2112",Aguas interiores,"2311","45"
"2116",Aguas interiores,"2353","45"
"2116",Aguas interiores,"2363","45"
"2116",Aguas interiores,"2407","45"
"2126",Aguas interiores,"957","42"
"2126",Aguas interiores,"966","42"
"2134",Aguas interiores,"948","42"
"2136",Aguas interiores,"942","42"
"2145",Aguas interiores,"928","42"
"2157",Aguas interiores,"940","42"
"2162",Aguas interiores,"924","42"
"2170",Zonas humidas litorais,"471","14"
"2188",Aguas de transicao,"3","50"
"2188",Zonas humidas litorais,"465","50"
"2188",Zonas humidas litorais,"467","50"
"2214",Aguas interiores,"909","42"
"2276",Zonas humidas litorais,"439","58"
"2276",Zonas humidas litorais,"439","77"
"2276",Zonas humidas litorais,"445","58"
"2283",Aguas de transicao,"1","60"
"2283",Zonas humidas litorais,"449","60"
"2283",Zonas humidas litorais,"458","60"
"2283",Aguas interiores,"847","60"
"2283",Aguas interiores,"852","60"
"2324",Aguas interiores,"911","42"
"2351",Aguas interiores,"828","58"
"2353",Aguas interiores,"828","58"
"2363",Zonas humidas litorais,"465","49"
"2363",Zonas humidas litorais,"465","50"
"2363",Zonas humidas litorais,"466","49"
"2363",Zonas humidas litorais,"466","50"
"2363",Aguas interiores,"848","49"
"2363",Aguas interiores,"855","49"
"2369",Aguas interiores,"4486","7"
"2396",Aguas interiores,"4431","3"
"2396",Aguas interiores,"4432","3"
"2396",Aguas interiores,"4437","3"
"2396",Aguas interiores,"4445","3"
"2397",Aguas interiores,"4445","3"
"2399",Aguas interiores,"4431","3"
"2400",Aguas interiores,"4420","3"
"2400",Aguas interiores,"4431","3"
"2411",Aguas interiores,"4350","3"
"2411",Aguas interiores,"4352","3"
"2444",Aguas interiores,"4535","3"
"2445",Aguas interiores,"4529","3"
"2449",Aguas interiores,"4527","3"
"2473",Aguas interiores,"4382","7"
"2473",Aguas interiores,"4383","7"
"2514",Aguas interiores,"4326","7"
"2514",Aguas interiores,"4326","85"
"2535",Aguas interiores,"4518","3"
"2536",Aguas interiores,"4518","3"
"2545",Aguas interiores,"4520","3"
"2550",Aguas interiores,"4476","3"
"2573",Aguas interiores,"4340","3"
"2592",Aguas interiores,"4287","3"
"2609",Aguas interiores,"4262","3"
"2640",Aguas interiores,"4295","7"
"2769",Aguas interiores,"3928","89"
"2788",Zonas humidas interiores,"266","8"
"2788",Zonas humidas interiores,"276","8"
"2791",Zonas humidas interiores,"266","8"
"2795",Aguas interiores,"4113","85"
"2795",Aguas interiores,"4115","85"
"2800",Aguas interiores,"4113","85"
"2800",Aguas interiores,"4115","85"
"2823",Aguas interiores,"4060","9"
"2823",Aguas interiores,"4060","91"
"2842",Aguas interiores,"3958","51"
"2842",Aguas interiores,"3958","89"
"2878",Aguas interiores,"3919","8"
"2881",Aguas marinhas e costeiras,"4787","34"
"2887",Zonas humidas litorais,"692","34"
"2887",Zonas humidas litorais,"695","34"
"2889",Zonas humidas litorais,"691","34"
"2897",Zonas humidas interiores,"233","34"
"2897",Zonas humidas interiores,"234","8"
"2897",Zonas humidas interiores,"235","8"
"2897",Zonas humidas interiores,"241","34"
"2897",Zonas humidas interiores,"243","34"
"2897",Zonas humidas interiores,"246","8"
"2897",Zonas humidas interiores,"246","34"
"2897",Zonas humidas interiores,"248","8"
"2897",Zonas humidas interiores,"248","34"
"2897",Zonas humidas interiores,"249","8"
"2897",Zonas humidas interiores,"249","34"
"2897",Zonas humidas interiores,"250","8"
"2897",Zonas humidas interiores,"251","8"
"2897",Zonas humidas interiores,"251","34"
"2897",Zonas humidas interiores,"252","8"
"2897",Zonas humidas interiores,"252","34"
"2897",Zonas humidas interiores,"255","8"
"2897",Zonas humidas interiores,"255","34"
"2897",Zonas humidas interiores,"258","8"
"2897",Zonas humidas litorais,"693","34"
"2897",Zonas humidas litorais,"696","8"
"2897",Zonas humidas litorais,"696","34"
"2897",Zonas humidas litorais,"697","34"
"2897",Zonas humidas litorais,"698","8"
"2897",Aguas interiores,"3780","8"
"2897",Aguas interiores,"3822","34"
"2897",Aguas marinhas e costeiras,"4783","34"
"2920",Aguas interiores,"3823","34"
"2941",Aguas interiores,"4064","20"
"2987",Aguas interiores,"3917","34"
"3010",Aguas interiores,"3419","33"
"3011",Zonas humidas interiores,"207","44"
"3011",Aguas interiores,"3396","44"
"3014",Aguas interiores,"3530","44"
"3016",Zonas humidas interiores,"178","44"
"3016",Zonas humidas interiores,"178","45"
"3016",Zonas humidas interiores,"178","46"
"3016",Zonas humidas interiores,"179","44"
"3016",Zonas humidas interiores,"179","45"
"3016",Zonas humidas interiores,"179","46"
"3016",Zonas humidas interiores,"186","44"
"3016",Zonas humidas interiores,"186","45"
"3016",Zonas humidas interiores,"186","46"
"3016",Zonas humidas interiores,"187","44"
"3016",Zonas humidas interiores,"187","46"
"3053",Aguas de transicao,"61","33"
"3056",Aguas de transicao,"60","33"
"3056",Zonas humidas litorais,"668","33"
"3064",Aguas interiores,"3126","34"
"3067",Aguas interiores,"3037","34"
"3077",Aguas interiores,"2506","33"
"3112",Aguas interiores,"2601","87"
"3112",Aguas interiores,"2623","33"
"3112",Aguas interiores,"2623","87"
"3126",Zonas humidas interiores,"203","34"
"3126",Zonas humidas interiores,"203","37"
"3132",Zonas humidas interiores,"156","33"
"3132",Aguas interiores,"2961","33"
"3133",Zonas humidas interiores,"156","33"
"3133",Zonas humidas interiores,"156","46"
"3133",Zonas humidas litorais,"682","46"
"3133",Zonas humidas litorais,"683","33"
"3133",Zonas humidas litorais,"683","46"
"3136",Zonas humidas interiores,"150","33"
"3140",Zonas humidas litorais,"684","46"
"3140",Zonas humidas litorais,"685","46"
"3140",Zonas humidas litorais,"686","46"
"3140",Zonas humidas litorais,"687","46"
"3140",Aguas interiores,"2946","46"
"3141",Zonas humidas interiores,"151","33"
"3141",Zonas humidas interiores,"151","46"
"3141",Zonas humidas interiores,"156","33"
"3141",Zonas humidas litorais,"682","33"
"3141",Zonas humidas litorais,"682","46"
"3141",Zonas humidas litorais,"683","33"
"3141",Zonas humidas litorais,"683","46"
"3144",Zonas humidas litorais,"678","45"
"3144",Zonas humidas litorais,"678","46"
"3144",Zonas humidas litorais,"684","45"
"3144",Zonas humidas litorais,"684","46"
"3164",Aguas interiores,"3677","85"
"3175",Aguas interiores,"3896","85"
"3177",Aguas interiores,"3896","85"
"3192",Aguas interiores,"3790","85"
"3193",Aguas interiores,"3760","85"
"3202",Aguas interiores,"3890","85"
"3207",Zonas humidas interiores,"273","85"
"3223",Aguas interiores,"3860","43"
"3246",Aguas interiores,"3931","85"
"3250",Aguas interiores,"3914","85"
"3262",Aguas interiores,"3914","85"
"3271",Zonas humidas interiores,"226","45"
"3273",Aguas interiores,"3727","45"
"3276",Aguas interiores,"3658","85"
"3276",Aguas interiores,"3662","85"
"3276",Aguas interiores,"3688","85"
"3277",Aguas interiores,"3641","85"
"3277",Aguas interiores,"3658","85"
"3278",Aguas interiores,"3640","43"
"3279",Aguas interiores,"3636","45"
"3280",Aguas interiores,"3598","45"
"3281",Aguas interiores,"3641","85"
"3282",Aguas interiores,"3585","45"
"3284",Aguas interiores,"3617","45"
"3285",Aguas interiores,"3598","45"
"3287",Aguas interiores,"3505","85"
"3288",Aguas interiores,"3482","45"
"3288",Aguas interiores,"3495","45"
"3289",Aguas interiores,"3478","85"
"3293",Aguas interiores,"3370","45"
"3296",Aguas interiores,"3311","45"
"3297",Aguas interiores,"3264","45"
"3298",Aguas interiores,"3277","43"
"3300",Aguas interiores,"3185","45"
"3301",Aguas interiores,"3151","45"
"3306",Aguas interiores,"3711","43"
"3306",Aguas interiores,"3711","85"
"3346",Aguas interiores,"4579","3"
"3346",Aguas interiores,"4580","3"
"3482",Aguas interiores,"4561","3"
"3483",Aguas interiores,"4555","3"
"3483",Aguas interiores,"4556","3"
"3484",Aguas interiores,"4554","3"
"3490",Aguas interiores,"4558","3"
"3490",Aguas interiores,"4559","3"
"3490",Aguas interiores,"4561","3"
"3491",Aguas interiores,"4554","3"
"3501",Aguas interiores,"4560","3"
"3501",Aguas interiores,"4562","3"
"3501",Aguas interiores,"4563","3"
"3509",Aguas interiores,"4615","52"
"3517",Aguas interiores,"4610","53"
"3635",Aguas interiores,"3872","43"
"3637",Zonas humidas interiores,"269","85"
"3642",Aguas interiores,"3859","45"
"3643",Aguas interiores,"3854","43"
"3645",Aguas interiores,"3857","43"
"3662",Aguas interiores,"3820","43"
"3666",Aguas interiores,"3682","45"
"3667",Aguas interiores,"3673","45"
"3667",Aguas interiores,"3683","45"
"3668",Aguas interiores,"3619","45"
"3668",Aguas interiores,"3631","45"
"3668",Aguas interiores,"3664","45"
"3673",Aguas interiores,"3866","43"
"3675",Aguas interiores,"3857","43"
"3675",Aguas interiores,"3863","43"
"3681",Aguas interiores,"3757","45"
"3681",Aguas interiores,"3767","45"
"3681",Aguas interiores,"3796","45"
"3697",Aguas interiores,"3354","45"
"3700",Zonas humidas interiores,"158","45"
"3700",Zonas humidas interiores,"158","46"
"3700",Zonas humidas interiores,"161","45"
"3700",Zonas humidas interiores,"161","46"
"3701",Aguas interiores,"2952","45"
"3702",Aguas interiores,"2798","45"
"3704",Aguas interiores,"2723","45"
"3705",Aguas interiores,"2674","45"
"3715",Aguas interiores,"3837","45"
"3716",Aguas interiores,"3821","45"
"3717",Aguas interiores,"3821","45"
"3718",Aguas interiores,"3756","45"
"3721",Aguas interiores,"3698","45"
"3723",Aguas interiores,"3580","45"
"3723",Aguas interiores,"3590","45"
"3723",Aguas interiores,"3596","45"
"3726",Aguas interiores,"3564","45"
"3726",Aguas interiores,"3567","45"
"3728",Aguas interiores,"3392","45"
"3728",Aguas interiores,"3400","45"
"3728",Aguas interiores,"3420","45"
"3729",Aguas interiores,"3403","45"
"3732",Aguas interiores,"3821","45"
"3732",Aguas interiores,"3826","45"
"3732",Aguas interiores,"3827","45"
"3738",Aguas interiores,"3430","45"
"3738",Aguas interiores,"3440","45"
"3738",Aguas interiores,"3445","45"
"3753",Aguas interiores,"3226","45"
"3753",Aguas interiores,"3234","45"
"3753",Aguas interiores,"3239","45"
"3754",Aguas interiores,"3226","45"
"3754",Aguas interiores,"3234","45"
"3761",Aguas interiores,"3152","45"
"3762",Aguas interiores,"3139","45"
"3766",Aguas interiores,"3021","45"
"3766",Aguas interiores,"3049","45"
"3767",Aguas interiores,"3022","45"
"3767",Aguas interiores,"3058","45"
"3768",Aguas interiores,"3025","45"
"3769",Aguas interiores,"3028","45"
"3769",Aguas interiores,"3058","45"
"3772",Aguas interiores,"2923","45"
"3772",Aguas interiores,"2929","45"
"3773",Aguas interiores,"2840","45"
"3773",Aguas interiores,"2892","45"
"3774",Aguas interiores,"2851","45"
"3779",Aguas interiores,"2788","43"
"3781",Aguas interiores,"2799","45"
"3783",Aguas interiores,"2739","45"
"3784",Aguas interiores,"2726","45"
"3784",Aguas interiores,"2754","45"
"3790",Aguas interiores,"3188","45"
"3791",Aguas interiores,"3139","45"
"3791",Aguas interiores,"3152","45"
"3820",Aguas interiores,"3948","85"
"3862",Aguas interiores,"3949","85"
"3869",Zonas humidas interiores,"269","85"
"3869",Zonas humidas interiores,"273","85"
"3888",Zonas humidas interiores,"190","44"
"3888",Zonas humidas interiores,"190","45"
"3888",Zonas humidas interiores,"190","46"
"3888",Zonas humidas interiores,"192","44"
"3888",Zonas humidas interiores,"192","45"
"3888",Zonas humidas interiores,"192","46"
"3932",Aguas interiores,"3924","85"
"3943",Aguas interiores,"3899","44"
"3943",Aguas interiores,"3899","85"
"3943",Aguas interiores,"3902","44"
"3943",Aguas interiores,"3902","85"
"3959",Zonas humidas interiores,"270","43"
"3986",Zonas humidas litorais,"615","45"
"3995",Aguas de transicao - leito de cheia,"372","45"
"3995",Aguas de transicao - leito de cheia,"373","45"
"3995",Zonas humidas litorais,"595","45"
"4000",Zonas humidas litorais,"566","45"
"4001",Aguas interiores,"1982","45"
"4003",Aguas interiores,"1963","45"
"4006",Aguas interiores,"1907","45"
"4010",Aguas interiores,"1899","39"
"4023",Aguas interiores,"2083","45"
"4028",Aguas interiores,"1860","45"
"4043",Aguas de transicao,"43","45"
"4043",Aguas de transicao,"44","45"
"4043",Aguas de transicao,"45","45"
"4043",Aguas de transicao,"46","45"
"4044",Aguas de transicao,"43","45"
"4044",Zonas humidas litorais,"630","45"
"4044",Zonas humidas litorais,"633","45"
"4046",Aguas de transicao,"36","45"
"4046",Aguas de transicao,"37","45"
"4046",Aguas de transicao,"38","45"
"4067",Aguas interiores,"1735","45"
"4112",Aguas interiores,"2509","45"
"4113",Aguas interiores,"2504","45"
"4118",Aguas interiores,"2429","45"
"4122",Aguas interiores,"2368","45"
"4149",Aguas interiores,"1538","41"
"4156",Aguas interiores,"1465","66"
"4156",Aguas interiores,"1465","67"
"4163",Aguas interiores,"1407","41"
"4163",Aguas interiores,"1410","41"
"4181",Zonas humidas litorais,"635","45"
"4181",Zonas humidas litorais,"636","45"
"4183",Zonas humidas litorais,"631","45"
"4192",Aguas interiores,"2163","45"
"4192",Aguas interiores,"2168","45"
"4196",Zonas humidas litorais,"624","45"
"4196",Aguas marinhas e costeiras,"4781","45"
"4197",Aguas interiores,"2121","45"
"4197",Aguas interiores,"2128","45"
