"Muni_ID","ID","Muni","TOTAL"
1809,"1651809","Nelas",7051.64
1810,"1651810","Oliveira de Frades",23233.06
1811,"1651811","Penalva do Castelo",7894.96
1814,"1651814","Santa Comba Dão",8291.1
1816,"1651816","São Pedro do Sul",26098.26
1817,"1651817","Sátão",21599.78
1821,"1651821","Tondela",27585.96
1822,"1651822","Vila Nova de Paiva",15545.74
1823,"1651823","Viseu",25579.74
1824,"1651824","Vouzela",19087.8
1413,"1661413","Mação",9968.46
506,"1660506","Oleiros",3931.82
508,"1660508","Proença-a-Nova",14682.7
509,"1660509","Sertã",12989.68
510,"1660510","Vila de Rei",1211.04
905,"1670905","Fornos de Algodres",11203.28
906,"1670906","Gouveia",22791.68
912,"1670912","Seia",26384.78
902,"1680902","Almeida",74962.68
903,"1680903","Celorico da Beira",36397.9
904,"1680904","Figueira de Castelo Rodrigo",57244.26
907,"1680907","Guarda",91628.98
908,"1680908","Manteigas",2249.82
909,"1680909","Mêda",14392.12
910,"1680910","Pinhel",57431.02
911,"1680911","Sabugal",70325
913,"1680913","Trancoso",45608.88
502,"1690502","Castelo Branco",139525.38
505,"1690505","Idanha-a-Nova",276168.74
507,"1690507","Penamacor",44911.14
511,"1690511","Vila Velha de Ródão",21156.66
501,"16A0501","Belmonte",22956.98
503,"16A0503","Covilhã",61075.16
504,"16A0504","Fundão",103415.74
1001,"16B1001","Alcobaça",76334.96
1101,"16B1101","Alenquer",36781.28
1102,"16B1102","Arruda dos Vinhos",15131.04
1005,"16B1005","Bombarral",12202.62
1104,"16B1104","Cadaval",23356.02
1006,"16B1006","Caldas da Rainha",20283.76
1108,"16B1108","Lourinhã",58789.38
1011,"16B1011","Nazaré",14621.22
1012,"16B1012","Óbidos",3686.48
1014,"16B1014","Peniche",11287.96
1112,"16B1112","Sobral de Monte Agraço",58952.94
1113,"16B1113","Torres Vedras",116381.06
1401,"16C1401","Abrantes",39176.1
1402,"16C1402","Alcanena",41474.06
1408,"16C1408","Constância",200.68
1410,"16C1410","Entroncamento",1671.56
1411,"16C1411","Ferreira do Zêzere",8724.94
1421,"16C1421","Ourém",30989.98
1417,"16C1417","Sardoal",6461.2
1418,"16C1418","Tomar",28321.98
1419,"16C1419","Torres Novas",25830.88
1420,"16C1420","Vila Nova da Barquinha",780.1
1115,"1711115","Amadora",316.68
1105,"1711105","Cascais",940.18
1106,"1711106","Lisboa",62.64
1107,"1711107","Loures",49486.76
1109,"1711109","Mafra",135039.08
1116,"1711116","Odivelas",4015.92
1110,"1711110","Oeiras",64.96
1111,"1711111","Sintra",38248.68
1114,"1711114","Vila Franca de Xira",72275.54
1502,"1721502","Alcochete",13565.04
1503,"1721503","Almada",4640.58
1504,"1721504","Barreiro",3351.82
1506,"1721506","Moita",44439.6
1507,"1721507","Montijo",105409.78
1508,"1721508","Palmela",264517.12
1510,"1721510","Seixal",1515.54
1511,"1721511","Sesimbra",5822.04
1512,"1721512","Setúbal",17027.64
1501,"1811501","Alcácer do Sal",190924.98
1505,"1811505","Grândola",101259.88
211,"1810211","Odemira",241380.92
1509,"1811509","Santiago do Cacém",169566.48
1513,"1811513","Sines",25792.6
1201,"1821201","Alter do Chão",106360.98
1202,"1821202","Arronches",83199.84
1203,"1821203","Avis",130533.06
1204,"1821204","Campo Maior",53641.3
1205,"1821205","Castelo de Vide",42046.52
1206,"1821206","Crato",88336.32
1207,"1821207","Elvas",175850.78
1208,"1821208","Fronteira",71353.34
1209,"1821209","Gavião",13406.12
1210,"1821210","Marvão",20476.32
1211,"1821211","Monforte",128222.92
707,"1820707","Mora",104220.2
1212,"1821212","Nisa",72378.78
1213,"1821213","Ponte de Sor",106888.78
1214,"1821214","Portalegre",106149.28
701,"1830701","Alandroal",138509.8
702,"1830702","Arraiolos",185578.54
703,"1830703","Borba",33595.34
704,"1830704","Estremoz",110826.4
705,"1830705","Évora",319806.2
706,"1830706","Montemor-o-Novo",359851.14
708,"1830708","Mourão",63519.28
709,"1830709","Portel",140245.74
710,"1830710","Redondo",102210.5
711,"1830711","Reguengos de Monsaraz",65944.84
1215,"1831215","Sousel",67221.42
712,"1830712","Vendas Novas",56610.32
713,"1830713","Viana do Alentejo",132743.44
714,"1830714","Vila Viçosa",53089.72
201,"1840201","Aljustrel",88871.08
202,"1840202","Almodôvar",100187.46
203,"1840203","Alvito",83355.28
204,"1840204","Barrancos",30057.92
205,"1840205","Beja",137399.1
206,"1840206","Castro Verde",110013.24
207,"1840207","Cuba",45115.88
208,"1840208","Ferreira do Alentejo",100149.76
209,"1840209","Mértola",200026.34
210,"1840210","Moura",159411.84
212,"1840212","Ourique",103238.84
213,"1840213","Serpa",227480.64
214,"1840214","Vidigueira",36254.64
1403,"1851403","Almeirim",8437.26
1404,"1851404","Alpiarça",3032.82
1103,"1851103","Azambuja",45804.92
1405,"1851405","Benavente",226159.98
1406,"1851406","Cartaxo",31799.66
1407,"1851407","Chamusca",99242.64
1409,"1851409","Coruche",174678.02
1412,"1851412","Golegã",2435.42
1414,"1851414","Rio Maior",44904.76
1415,"1851415","Salvaterra de Magos",50802.2
1416,"1851416","Santarém",136008.26
801,"1500801","Albufeira",6638.1
802,"1500802","Alcoutim",17098.98
803,"1500803","Aljezur",12615.58
804,"1500804","Castro Marim",23262.64
805,"1500805","Faro",7019.16
806,"1500806","Lagoa",2170.94
807,"1500807","Lagos",9280
808,"1500808","Loulé",18172.56
809,"1500809","Monchique",7508.68
810,"1500810","Olhão",1624.58
811,"1500811","Portimão",12105.76
812,"1500812","São Brás de Alportel",748.78
813,"1500813","Silves",27601.04
814,"1500814","Tavira",7193.16
815,"1500815","Vila do Bispo",17568.78
816,"1500816","Vila Real de Santo António",1009.78
