Muni_ID,ID,Muni,fert99_nha,graz99_nha,manure_nha,sludge99_nha,housing99_nha,storage_nha,total_sum
806,1500806,Lagoa,2.394,0.566376496,2.72687704,0.031293161,3.587595212,0.452121872,9.758263781
807,1500807,Lagos,4.323,1.786737001,1.070836473,0.042827449,2.443104748,0.929665913,10.596171584
808,1500808,Loulé,4.775,0.362513363,0.784653759,0.041803784,1.680662787,0.442451598,8.087085291
809,1500809,Monchique,0.62,1.474689909,11.38853503,0,14.49011063,1.044585987,29.017921556
810,1500810,Olhão,6.988,0.248695258,0.522123894,0.015173172,1.098479691,0.40503744,9.277509455
811,1500811,Portimão,4.995,0.90978189,1.407138136,0,2.361863847,0.54494382,10.218727693
812,1500812,São Brás de Alportel,3.65,0.431708623,0.433315479,0,1.245848956,0.410283878,6.171156936
813,1500813,Silves,4.93,0.45046884,1.069464821,0.005749855,1.729667666,0.397843975,8.583195157
814,1500814,Tavira,4.264,0.323001631,0.438336052,0.015789243,1.017455139,0.325367047,6.383949112
815,1500815,Vila do Bispo,2.286,1.616046967,0.421135029,0.002672922,1.360078278,0.623874755,6.309807951
816,1500816,Vila Real de Santo António,3.463,0.354600092,0.600554785,0,1.129449838,0.397595932,5.945200647
