Muni_ID,ID,Muni,fert99_nha,graz99_nha,manure_nha,sludge99_nha
1710,1171710,Sabrosa,0.645,0.423832664,0.364462286,0.00124244
1711,1171711,Santa Marta de Penaguião,0.901,0.094390507,0.345469256,0
1815,1171815,São João da Pesqueira,1.159,0.218678275,0.174356945,0.001667902
1818,1171818,Sernancelhe,1.295,0.520511779,2.910438668,0
1819,1171819,Tabuaço,1.311,0.287391979,0.443828939,0.001954132
1820,1171820,Tarouca,0.092,0.964775846,11.66971638,0.012780115
409,1170409,Torre de Moncorvo,1.026,0.45916822,0.208469245,0.004857066
410,1170410,Vila Flor,1.594,0.394832189,0.216437834,0
914,1170914,Vila Nova de Foz Côa,0.843,0.22278057,0.121978942,0
1714,1171714,Vila Real,0.648,1.211033985,2.28540521,0.018054322
401,1180401,Alfândega da Fé,1.283,0.397357886,0.401681345,0
1702,1181702,Boticas,0.73,1.372767655,1.356721965,0
402,1180402,Bragança,1.649,0.722459881,0.831692356,0.001752039
1703,1181703,Chaves,1.127,0.761502133,3.082533516,0.003818267
405,1180405,Macedo de Cavaleiros,1.833,0.66699892,0.776601047,0.002115397
406,1180406,Miranda do Douro,1.181,0.894648596,2.469843044,0
407,1180407,Mirandela,1.479,0.465555476,0.551398526,0.004673372
408,1180408,Mogadouro,1.496,0.556272092,3.399395591,0
1706,1181706,Montalegre,0.401,1.439986053,1.129616178,0.000125125
1707,1181707,Murça,0.431,0.806299857,0.800163633,0.002033812
1712,1181712,Valpaços,1.862,0.626769971,0.937025304,0.000599322
1713,1181713,Vila Pouca de Aguiar,0.789,1.229854217,5.354351131,0
411,1180411,Vimioso,1.437,0.909782092,0.842780531,2.0237e-05
412,1180412,Vinhais,1.932,0.856942681,1.053290712,1.53663e-05
101,1610101,Águeda,1.033,2.799177519,16.94551062,0
102,1610102,Albergaria-a-Velha,0.045,3.2477842,30.51175337,0
103,1610103,Anadia,1.227,0.746994959,8.415664986,7.38137e-06
105,1610105,Aveiro,3.155,2.619228119,10.64438318,0.146224741
108,1610108,Estarreja,0.036,5.323657928,36.1994382,0
110,1610110,Ílhavo,1.336,2.239270386,18.6748927,0.343542271
111,1610111,Mealhada,0.208,0.893271462,27.59435422,0
112,1610112,Murtosa,0.49,4.54517134,34.00560748,0
114,1610114,Oliveira do Bairro,1.818,1.483259379,9.711980637,0.00209587
115,1610115,Ovar,0.131,6.765789474,58.91631579,0.003007925
117,1610117,Sever do Vouga,0.03,2.989035088,34.38596491,0
118,1610118,Vagos,0.968,3.54910333,29.28664959,0
602,1620602,Cantanhede,0.697,2.476724953,18.7362949,0
603,1620603,Coimbra,5.762,0.636629698,4.655422058,0.085430627
604,1620604,Condeixa-a-Nova,3.915,1.038186158,3.983634504,0.012893831
605,1620605,Figueira da Foz,3.221,2.316875461,17.85364775,0.032513294
608,1620608,Mira,1.18,3.510734463,27.99661017,0
610,1620610,Montemor-o-Velho,3.833,2.733640755,16.63482653,9.35165e-05
613,1620613,Penacova,4.188,1.360879454,5.418498863,0.009815442
615,1620615,Soure,4.956,0.942136042,3.466451216,0.001866557
1004,1631004,Batalha,0.181,1.263355201,21.6190253,0
1009,1631009,Leiria,0.433,2.141795517,49.35682608,0.061668772
1010,1631010,Marinha Grande,0.207,2.480836237,53.77700348,0
1015,1631015,Pombal,0.16,2.010501444,18.88107115,0.017367025
1016,1631016,Porto de Mós,0.025,2.060908637,17.10584124,0
1002,1641002,Alvaiázere,1.483,1.222826087,5.236660079,0
1003,1641003,Ansião,1.612,1.199691358,11.31697531,0.002996891
601,1640601,Arganil,2.8,1.185280826,4.753389283,0
1007,1641007,Castanheira de Pêra,1.88,1.058139535,1.686046512,0
1008,1641008,Figueiró dos Vinhos,1.334,0.998525074,8.5,0
606,1640606,Góis,0.768,1.109123435,11.28980322,0
607,1640607,Lousã,1.981,0.944636678,3.641868512,0.004273476
609,1640609,Miranda do Corvo,2.279,0.850251256,3.232160804,0
611,1640611,Oliveira do Hospital,2.306,1.026265521,2.454393505,0.004962428
612,1640612,Pampilhosa da Serra,2.692,0.854111406,1.909814324,0
1013,1641013,Pedrógão Grande,3.942,1.06514658,2.048859935,0
614,1640614,Penela,3.032,0.87599094,2.159682899,0
616,1640616,Tábua,3.016,1.371823451,3.14489523,0
617,1640617,Vila Nova de Poiares,3.204,0.597510373,3.192946058,0
901,1650901,Aguiar da Beira,1.795,1.298614674,9.847357619,0
1802,1651802,Carregal do Sal,0.857,1.093181818,15,0
1803,1651803,Castro Daire,0.711,2.352160216,11.37106211,0
1806,1651806,Mangualde,2.25,1.041125973,2.946895588,0
1808,1651808,Mortágua,0.032,2.323712949,30.01794072,0
1809,1651809,Nelas,1.58,0.850158284,3.620823074,0
1810,1651810,Oliveira de Frades,0.012,3.152442297,95.05367687,0
1811,1651811,Penalva do Castelo,2.78,0.851947308,2.651202749,0
1814,1651814,Santa Comba Dão,0.088,1.539203085,37.11503856,0.000594472
1816,1651816,São Pedro do Sul,0.769,3.129359165,22.09985097,0.015562487
1817,1651817,Sátão,0.032,1.222609706,10.50188899,0
1821,1651821,Tondela,0.049,1.424175073,33.27697042,0.001354292
1822,1651822,Vila Nova de Paiva,0.007,1.525132816,13.03228443,0
1823,1651823,Viseu,0.868,1.1035245,9.905931475,0.000295805
1824,1651824,Vouzela,0.046,2.848627451,36.91882353,0
1413,1661413,Mação,1.294,0.931168831,3.885714286,0
506,1660506,Oleiros,1.097,0.638121547,1.780584057,0
508,1660508,Proença-a-Nova,1.884,0.959683058,1.652528548,0
509,1660509,Sertã,1.145,1.122089875,7.605576611,0
510,1660510,Vila de Rei,0.583,0.89107413,7.827534039,0
905,1670905,Fornos de Algodres,2.027,0.908733281,1.326514555,0
906,1670906,Gouveia,0.561,0.663829247,1.320670817,0
912,1670912,Seia,1.55,0.880324014,2.182780246,0
902,1680902,Almeida,0.254,0.732285399,1.887592615,8.71657e-05
903,1680903,Celorico da Beira,1.203,0.790325387,0.671306769,0
904,1680904,Figueira de Castelo Rodrigo,0.949,0.493506936,0.505743209,2.90313e-06
907,1680907,Guarda,0.511,0.789043465,2.797453431,0.004865467
908,1680908,Manteigas,0.378,0.605845881,0.535872453,0
909,1680909,Mêda,1.628,0.499305435,0,0
910,1680910,Pinhel,0.688,0.562084993,1.402224436,0.00013814
911,1680911,Sabugal,0.214,0.968418384,1.61558799,8.02052e-05
913,1680913,Trancoso,1.079,0.847883299,2.419129258,0
502,1690502,Castelo Branco,0.96,0.641534509,0.773473908,0
505,1690505,Idanha-a-Nova,1.048,0.563804005,0.32982661,0
507,1690507,Penamacor,1.594,0.737664875,0.911717496,0
511,1690511,Vila Velha de Ródão,1.844,0.537583001,0.988711819,0
501,16A0501,Belmonte,1.623,0.771138333,1.814610099,3.92919e-05
503,16A0503,Covilhã,1.512,0.831491122,3.257434215,8.9712e-06
504,16A0504,Fundão,2.107,0.740781548,1.822315264,0.00147341
1001,16B1001,Alcobaça,0.463,1.41212242,25.83949756,0.006674244
1101,16B1101,Alenquer,4.434,0.542888018,10.984871,0.010507398
1102,16B1102,Arruda dos Vinhos,5.078,0.718321227,5.016949153,0.006674244
1005,16B1005,Bombarral,0.383,0.235314996,7.828926353,0.006674244
1104,16B1104,Cadaval,0.56,0.651184251,8.420178407,0.006674244
1006,16B1006,Caldas da Rainha,0.403,1.007881379,22.42693027,0.047850782
1108,16B1108,Lourinhã,2.173,0.862857926,19.23181258,0.012323157
1011,16B1011,Nazaré,3.641,1.582347589,11.78707916,0.032997051
1012,16B1012,Óbidos,1.377,0.348484848,5.484189723,0.234428522
1014,16B1014,Peniche,4.904,0.70092563,11.25502713,0.006674244
1112,16B1112,Sobral de Monte Agraço,6.363,1.566193853,9.353132388,0.006674244
1113,16B1113,Torres Vedras,2.561,0.916224118,9.058655051,0.012544642
1401,16C1401,Abrantes,4.006,0.552645062,0.518957346,0.011195043
1402,16C1402,Alcanena,3.209,1.394478844,3.753611971,0.006674244
1408,16C1408,Constância,3.816,0.678095238,3.515238095,0.006674244
1410,16C1410,Entroncamento,6.106,0.3125,0.75,0.006674244
1411,16C1411,Ferreira do Zêzere,0.027,0.642948554,24.79779882,0.006674244
1421,16C1421,Ourém,0.041,0.90446936,23.05421594,0.058865158
1417,16C1417,Sardoal,2.81,0.316334072,0.947524021,0.006674244
1418,16C1418,Tomar,1.46,0.873861336,10.76189271,0.035970643
1419,16C1419,Torres Novas,5.101,0.606636911,2.50572482,0.006674244
1420,16C1420,Vila Nova da Barquinha,1.715,0.375722543,7.76734104,0.006674244
1115,1711115,Amadora,0.078,1.044368601,0.389078498,0.006674244
1105,1711105,Cascais,0.275,1.037453184,11.38389513,0.010208839
1106,1711106,Lisboa,0,0,0,0
1107,1711107,Loures,4.791,1.156899172,4.323593988,0.383721927
1109,1711109,Mafra,5.535,1.89882259,10.1360008,0.041944187
1116,1711116,Odivelas,0.896,4.884868421,20.22039474,0.006674244
1110,1711110,Oeiras,5.837,0.327731092,0.241830065,0.06037492
1111,1711111,Sintra,5.543,1.136503461,4.683029992,0.007678667
1114,1711114,Vila Franca de Xira,8.486,1,2.716938776,0.030116171
1502,1721502,Alcochete,1.488,1.193197279,7.162993197,0.006674244
1503,1721503,Almada,6.494,1.856877323,2.096654275,2.186045179
1504,1721504,Barreiro,2.999,2.004149378,10.19917012,0.006674244
1506,1721506,Moita,1.054,6.389549922,40.14278324,0.006674244
1507,1721507,Montijo,1.438,0.877740304,8.035774512,0.006945097
1508,1721508,Palmela,1.719,0.962923229,6.601896751,0.006798518
1510,1721510,Seixal,0.151,0.97997998,15.66566567,0.029533742
1511,1721511,Sesimbra,2.51,1.091013825,1.385176651,0.524920633
1512,1721512,Setúbal,2.852,1.082783057,2.052182316,0.006674244
1501,1811501,Alcácer do Sal,1.451,0.838827029,0.394528788,0
1505,1811505,Grândola,0.6,0.581415516,1.374357948,8.49229e-05
211,1810211,Odemira,1.523,0.985946641,0.849643202,0
1509,1811509,Santiago do Cacém,1.106,0.838981222,2.497935103,0
1513,1811513,Sines,0.905,1.071369491,1.439796762,0.016507282
1201,1821201,Alter do Chão,1.371,1.163267367,0.473815293,0
1202,1821202,Arronches,1.259,1.404776438,0.75247978,0.000129978
1203,1821203,Avis,1.938,0.682821045,0.452149727,0
1204,1821204,Campo Maior,3.256,0.600701854,0.204343909,0
1205,1821205,Castelo de Vide,0.882,0.916381017,0.276106793,0.000552137
1206,1821206,Crato,1.232,1.292644335,0.424590923,0.000183353
1207,1821207,Elvas,2.266,1.092283339,0.532825384,0.001235172
1208,1821208,Fronteira,1.987,0.905382627,1.187324418,0
1209,1821209,Gavião,3.954,0.415497409,0.477942106,5.38331e-05
1210,1821210,Marvão,1.511,0.900802752,0.865825688,0.000447689
1211,1821211,Monforte,1.226,1.309388166,0,0
707,1820707,Mora,1.426,0.690102219,0.494549081,0
1212,1821212,Nisa,1.724,0.816324937,0.459246241,0.001064477
1213,1821213,Ponte de Sor,1.39,0.486304352,0.487923799,9.39449e-05
1214,1821214,Portalegre,1.353,1.182255823,1.362986066,0.009446931
701,1830701,Alandroal,1.35,0.877099891,0.940846143,0
702,1830702,Arraiolos,1.423,1.114153335,1.159373233,0
703,1830703,Borba,1.389,1.053763441,2.006886553,0
704,1830704,Estremoz,1.375,0.89367837,1.235056093,0
705,1830705,Évora,1.6,0.958193119,0.447785072,0
706,1830706,Montemor-o-Novo,1.116,1.312369993,1.816596592,3.57172e-05
708,1830708,Mourão,0.705,0.988211323,0.28929559,0
709,1830709,Portel,1.275,0.709514613,0.430153212,0.037093987
710,1830710,Redondo,1.465,0.952058554,1.671546203,0
711,1830711,Reguengos de Monsaraz,1.693,0.698912616,0.57350976,0
1215,1831215,Sousel,2.602,0.749168607,1.268290655,0.000247848
712,1830712,Vendas Novas,0.911,0.820362352,0.841841386,0
713,1830713,Viana do Alentejo,0.987,1.2835703,1.358112457,0
714,1830714,Vila Viçosa,2.315,1.340141757,0.393796205,1.59691e-05
201,1840201,Aljustrel,3.575,0.666641118,0.358881991,0
202,1840202,Almodôvar,1.246,0.637638669,0.492393027,0
203,1840203,Alvito,1.656,0.984309958,0.234710215,2.18187e-05
204,1840204,Barrancos,0.416,0.967177715,0.542647376,0
205,1840205,Beja,3.024,0.435569168,0.334405712,1.1261e-05
206,1840206,Castro Verde,1.239,0.754055754,0.233703626,0.00428409
207,1840207,Cuba,2.056,1.970062556,2.095397676,0
208,1840208,Ferreira do Alentejo,3.139,0.582542655,0.803712927,0
209,1840209,Mértola,0.924,0.486304334,0.230853892,0
210,1840210,Moura,1.938,0.712491681,0.353800747,0
212,1840212,Ourique,1.186,0.858748031,0.550041701,0
213,1840213,Serpa,2.594,0.639230861,0.311037028,0
214,1840214,Vidigueira,2.281,0.523749164,0.356818422,4.66945e-05
1403,1851403,Almeirim,4.402,0.328274068,0.946444059,0.00700667
1404,1851404,Alpiarça,5.106,0.334057297,0.911262799,0.006674244
1103,1851103,Azambuja,6.798,0.781018028,6.785083068,0.007754886
1405,1851405,Benavente,3.307,0.948074615,1.431029781,0.008352282
1406,1851406,Cartaxo,5.237,1.055108359,9.840247678,0.006674244
1407,1851407,Chamusca,2.241,0.651016719,1.653050158,0.007367035
1409,1851409,Coruche,1.109,0.707162338,1.407031898,0.00701967
1412,1851412,Golegã,13.172,0.179441261,0.247313754,0.007571752
1414,1851414,Rio Maior,0.666,1.182015861,34.18777181,0.006674244
1415,1851415,Salvaterra de Magos,5.404,0.764312725,1.899569079,0.006692521
1416,1851416,Santarém,5.795,0.88273004,9.610406009,0.011982846
801,1500801,Albufeira,5.383,0.274184424,0.29719027,0.127951388
802,1500802,Alcoutim,2.89,0.498890943,0.307486137,0
803,1500803,Aljezur,2.801,1.621859768,1.050618673,0.004790483
804,1500804,Castro Marim,3.648,0.514948062,0.427413225,0
805,1500805,Faro,7.854,0.197513535,1.557850411,0
806,1500806,Lagoa,2.394,0.566376496,2.72687704,0.031293161
807,1500807,Lagos,4.323,1.786737001,1.070836473,0.042827449
808,1500808,Loulé,4.775,0.362513363,0.784653759,0.041803784
809,1500809,Monchique,0.62,1.474689909,11.38853503,0
810,1500810,Olhão,6.988,0.248695258,0.522123894,0.015173172
811,1500811,Portimão,4.995,0.90978189,1.407138136,0
812,1500812,São Brás de Alportel,3.65,0.431708623,0.433315479,0
813,1500813,Silves,4.93,0.45046884,1.069464821,0.005749855
814,1500814,Tavira,4.264,0.323001631,0.438336052,0.015789243
815,1500815,Vila do Bispo,2.286,1.616046967,0.421135029,0.002672922
816,1500816,Vila Real de Santo António,3.463,0.354600092,0.600554785,0
