Muni_ID,ID,Muni,fert09_nha,graz09_Nha,manure_nha,sludge09_nha,housing09_nha,storage_nha,total_sum
305,1150305,Celorico de Basto,7.609,2.143791021,4.119158155,0.030501483,7.164459393,2.914381441,23.981291493
1804,1151804,Cinfães,3.449,2.19050471,0.830751964,0,2.941456354,1.262303976,10.674017004
1303,1151303,Felgueiras,5.553,1.518425997,11.4646534,0.071697536,15.504909,5.569589753,39.682275686
1305,1151305,Lousada,10.275,1.445428708,6.318143813,0.040046356,8.18352389,3.333342912,29.595485679
1307,1151307,Marco de Canaveses,5.409,1.155504353,1.207465008,0.220703611,3.408333557,1.450561471,12.851568
1705,1151705,Mondim de Basto,1.901,0.938375789,0.424588323,0,1.524579143,0.643655879,5.432199134
1309,1151309,Paços de Ferreira,9.154,2.444176595,16.42759961,0.66657924,17.01626348,6.542344991,52.250963916
1310,1151310,Paredes,8.545,1.70538625,6.201002506,0,10.46365661,4.283887391,31.198932757
1311,1151311,Penafiel,7.578,1.03913525,6.186414864,0.293457977,7.59298113,3.016358983,25.706348204
1813,1151813,Resende,2.521,0.672654203,1.015556208,0.020458659,2.381391221,0.969870698,7.580930989
1709,1151709,Ribeira de Pena,1.67,1.24344526,1.085071575,0.000237542,2.062314116,0.837207063,6.898275556
104,1160104,Arouca,3.997,2.198189469,11.5947947,0,10.61423902,4.042720928,32.446944117
113,1160113,Oliveira de Azeméis,8.762,3.097934077,61.67436057,0.114640488,51.84717713,18.70408021,144.200192475
109,1160109,Santa Maria da Feira,11.288,2.376964655,21.78709677,0.001112665,22.36516766,8.613702173,66.432043923
116,1160116,São João da Madeira,0,0,0,0,0,0,0
119,1160119,Vale de Cambra,2.733,1.657799563,8.948717949,0,11.56513419,4.707408379,29.612060081
1701,1171701,Alijó,1.249,0.260957552,0.199698656,0.006324215,0.689142659,0.320136335,2.725259417
1801,1171801,Armamar,1.691,0.073450191,0.141912737,0.012161341,0.57059499,0.223546503,2.712665762
403,1170403,Carrazeda de Ansiães,1.807,0.403473085,0.328771155,0.000696161,0.890103198,0.393402167,3.823445766
404,1170404,Freixo de Espada à Cinta,1.745,0.302087401,0.132943958,0,0.360648918,0.156801644,2.697481921
1805,1171805,Lamego,1.116,0.29864581,0.273586654,0.034889909,1.002933438,0.424959376,3.151015187
1704,1171704,Mesão Frio,0.036,0.00674922,0.040037244,0,0.477645004,0.16760038,0.728031848
1807,1171807,Moimenta da Beira,0.518,0.730101811,8.243198486,0.047207152,9.500631017,3.77282425,22.811962716
1812,1171812,Penedono,4.66,0.436494304,1.982065375,0,2.427430621,0.984373907,10.490364207
1708,1171708,Peso da Régua,1.092,0.063451145,0.084584227,0.105360759,0.545563371,0.221518713,2.112478215
1710,1171710,Sabrosa,0.022,0.21592654,0.979146174,0.005354249,9.568372964,4.108089255,14.898889182
1711,1171711,Santa Marta de Penaguião,1.137,0.051002031,0.088777219,0,0.486438159,0.187102317,1.950319726
1815,1171815,São João da Pesqueira,1.9,0.09340448,0.06203739,0.007442446,0.197798247,0.084988313,2.345670876
1818,1171818,Sernancelhe,1.633,0.45905448,3.097892456,0,6.967012259,2.958868273,15.115827468
1819,1171819,Tabuaço,2.303,0.195924179,0.149633252,0.009979362,0.632942922,0.273287725,3.56476744
1820,1171820,Tarouca,0.008,0.696692517,3.805098247,0.06866595,11.34674736,4.772046293,20.697250367
409,1170409,Torre de Moncorvo,1.218,0.371539046,0.134642258,0.026964991,1.84778446,0.816018926,4.414949681
410,1170410,Vila Flor,2.433,0.321840244,0.171684472,0,0.488489721,0.21908853,3.634102967
914,1170914,Vila Nova de Foz Côa,1.577,0.166393337,0.059476918,0,0.143015017,0.065422331,2.011307603
1714,1171714,Vila Real,0.136,0.949438498,1.404217095,0.087642669,4.483602809,1.920663612,8.981564683
401,1180401,Alfândega da Fé,2.463,0.340388962,0.207295298,0,0.463234759,0.206926087,3.680845106
1702,1181702,Boticas,0.492,0.930718541,0.548494259,0,2.754212067,1.198895726,5.924320593
402,1180402,Bragança,2.787,0.704519361,0.526185784,0.009942828,1.077500644,0.459670123,5.56481874
1703,1181703,Chaves,1.801,0.862269681,3.226386037,0.023818412,6.986260915,2.899400455,15.7991355
405,1180405,Macedo de Cavaleiros,2.401,0.672373756,0.571939641,0.01081192,2.326240497,1.024920824,7.007286638
406,1180406,Miranda do Douro,0.858,0.961106765,1.246779443,0,1.849734693,0.676555745,5.592176646
407,1180407,Mirandela,2.058,0.360507616,0.392244504,0.024349867,2.432490883,1.043255879,6.310848749
408,1180408,Mogadouro,1.555,0.52657,2.72930451,0,2.689494679,1.02827366,8.528642849
1706,1181706,Montalegre,0.384,0.7954944,0.388261359,0.000361944,0.852391165,0.383708109,2.804216977
1707,1181707,Murça,0.812,0.388708158,0.645622896,0.009684142,1.383952268,0.557158188,3.797125652
1712,1181712,Valpaços,3.646,0.458736391,0.594071578,0.003309122,1.486960287,0.631138612,6.82021599
1713,1181713,Vila Pouca de Aguiar,0.68,1.279118889,3.061275784,0,4.791152933,1.928818309,11.740365915
411,1180411,Vimioso,1.872,0.641957446,0.5315365,9.51061e-05,1.112938884,0.497917432,4.6564453681
412,1180412,Vinhais,3.672,0.888454796,0.7546254,9.27426e-05,1.675838681,0.711140318,7.7021519376
101,1610101,Águeda,2.246,2.669506491,23.41776143,0,32.91898782,13.6805315,74.932787241
102,1610102,Albergaria-a-Velha,0.058,3.444035757,39.50832145,0,57.23773231,19.5188157,119.766905217
103,1610103,Anadia,1.264,0.566229041,7.746082414,5.1134e-05,13.71693365,5.506191906,28.799488145
105,1610105,Aveiro,8.304,1.946341414,7.476485149,0.810200496,7.952899044,3.097001782,29.586927885
108,1610108,Estarreja,4.214,4.984455733,25.72738733,0,20.95023808,7.875838517,63.75191966
110,1610110,Ílhavo,0.709,1.45258373,6.593673966,1.80273183,40.80031683,17.44229252,68.800598876
111,1610111,Mealhada,0.233,1.127411394,22.04683841,0,41.40593809,9.614040495,74.427228389
112,1610112,Murtosa,4.878,5.958571968,32.41196938,0,25.88135799,9.578979326,78.708878664
114,1610114,Oliveira do Bairro,4.609,1.379524863,8.72906127,0.013516735,9.708153335,3.750892751,28.190148954
115,1610115,Ovar,0.26,6.296860859,50.37776449,0.015809988,53.11567157,18.43913501,128.505241917
117,1610117,Sever do Vouga,0.07,2.932101966,63.6558642,0,119.802322,48.74639047,235.206678636
118,1610118,Vagos,5.326,2.56245748,16.65352449,0,18.45603977,6.155971136,49.153992876
602,1620602,Cantanhede,2.298,1.971756652,12.35186147,0,14.61915339,5.634734471,36.875505983
603,1620603,Coimbra,9.1,0.647585575,3.19279661,0.494383845,4.705497135,1.87252394,20.012787105
604,1620604,Condeixa-a-Nova,5.646,0.748368217,1.56407563,0.091925063,2.881761908,1.076910856,12.009041674
605,1620605,Figueira da Foz,5.701,1.730019779,12.2051189,0.185329648,14.08467303,4.291775261,38.197916618
608,1620608,Mira,1.288,3.090245692,27.79831933,0,39.09610151,15.32783275,86.600499282
610,1620610,Montemor-o-Velho,8.292,2.369440275,11.16159583,0.000466676,9.77263726,3.652432402,35.248572443
613,1620613,Penacova,4.759,1.419439055,2.394703657,0.075559367,8.228812064,3.301556324,20.179070467
615,1620615,Soure,0.367,0.983663898,30.78133932,0.011460647,48.4270484,15.8719428,96.442455065
1004,1631004,Batalha,0.497,1.337685023,27.97368421,0,44.45795228,16.70755286,90.973874373
1009,1631009,Leiria,0.713,3.102008772,86.74414784,0.488951106,125.4165309,40.74647837,257.211116988
1010,1631010,Marinha Grande,6.598,1.56452755,2.136363636,0,7.376331775,3.085337258,20.760560219
1015,1631015,Pombal,0.338,2.029838745,23.64216164,0.149053719,40.8280258,12.4353971,79.422477004
1016,1631016,Porto de Mós,0.092,3.492172202,46.9680597,0,53.39236186,20.2902937,124.234887462
1002,1641002,Alvaiázere,1.855,1.195427935,6.901605024,0,11.76954419,4.75504186,26.476619009
1003,1641003,Ansião,1.226,1.077224712,10.60083682,0.018802901,20.67378733,5.626159022,39.222810785
601,1640601,Arganil,2.922,0.934167676,4.764326648,0,10.30755218,2.724559269,21.652605773
1007,1641007,Castanheira de Pêra,2.741,1.403432529,1.844444444,0,7.598198065,3.089725377,16.676800415
1008,1641008,Figueiró dos Vinhos,3.801,0.665673541,1.85078534,0,6.931072561,2.754307673,16.002839115
606,1640606,Góis,0.067,2.052695668,30.89411765,0,37.58187167,14.23773447,84.833419458
607,1640607,Lousã,0.322,1.204939729,2.243902439,0.027882522,30.22446283,13.0230912,47.04627872
609,1640609,Miranda do Corvo,3.33,0.651132951,1.558610709,0,4.760198198,1.857431937,12.157373795
611,1640611,Oliveira do Hospital,0.01,1.13769639,1.388832829,0.032352871,53.89195539,23.48603056,79.94686804
612,1640612,Pampilhosa da Serra,3.033,0.459052028,1.088235294,0,6.037682051,2.349958056,12.967927429
1013,1641013,Pedrógão Grande,4.421,0.632734539,1.303278689,0,4.385049371,1.682488909,12.424551508
614,1640614,Penela,3.347,0.960515586,1.419098143,0,3.511331421,1.395982044,10.633927194
616,1640616,Tábua,3.387,1.117890711,1.4735363,0,4.134255242,1.639437981,11.752120234
617,1640617,Vila Nova de Poiares,4.185,0.776567916,2.260536398,0,6.757319533,2.629373084,16.608796931
901,1650901,Aguiar da Beira,0.962,1.560102906,17.77425809,0,23.81763998,10.1093075,54.223308476
1802,1651802,Carregal do Sal,0.054,1.001658028,11.95457771,0,18.30090973,7.763432987,39.074578455
1803,1651803,Castro Daire,0.977,1.528446864,10.0346952,0,15.89964683,6.844251472,35.284040366
1806,1651806,Mangualde,3.399,0.851807059,2.398456215,0,5.666161297,2.399008474,14.714433045
1808,1651808,Mortágua,0.099,2.329341817,18.64561404,0,79.05855719,31.19921397,131.331727017
1809,1651809,Nelas,0.721,0.609274308,7.032502709,0,11.14767892,4.458842992,23.969298929
1810,1651810,Oliveira de Frades,0.001,3.306858833,84.42108798,0,138.1834953,52.19187853,278.104320643
1811,1651811,Penalva do Castelo,3.54,0.517853568,2.756589147,0,5.149265539,1.658164406,13.62187266
1814,1651814,Santa Comba Dão,0.146,1.612349701,18.16233766,0.003474858,47.19294316,20.14416403,87.261269409
1816,1651816,São Pedro do Sul,0.131,2.222807655,24.71077655,0.063826022,38.10415826,14.86866057,80.101229057
1817,1651817,Sátão,0.062,1.224889075,17.22383194,0,29.25791284,12.16363545,59.932269305
1821,1651821,Tondela,0.137,1.479346846,29.95132427,0.008747485,54.16798097,15.70069274,101.445092311
1822,1651822,Vila Nova de Paiva,0,1.831020253,19.96816479,0,39.03210064,16.87795513,77.709240813
1823,1651823,Viseu,2.903,0.834110223,5.453406556,0.001913164,10.04235257,4.243857579,23.478640092
1824,1651824,Vouzela,0.025,2.347682541,32.66650149,0,63.22710645,24.6400586,122.906349081
1413,1661413,Mação,2.05,0.923976105,1.766378245,0,4.361837566,1.733743951,10.835935867
506,1660506,Oleiros,0,0.547699461,1.298407376,0,16.59671534,6.954882549,25.397704726
508,1660508,Proença-a-Nova,2.474,0.605591761,0.79,0,2.726990308,1.021841656,7.618423725
509,1660509,Sertã,0.908,0.961133388,7.172553796,0,13.11425665,5.048623546,27.20456738
510,1660510,Vila de Rei,0.4,0.64111045,8.244117647,0,17.96567674,5.323021195,32.573926032
905,1670905,Fornos de Algodres,3.123,0.6986434,2.54041652,0,4.897202332,1.449776479,12.709038731
906,1670906,Gouveia,0.861,0.658915868,1.441034898,0,2.956134726,1.053383512,6.970469004
912,1670912,Seia,1.878,0.91136541,0.813029076,0,2.179719115,0.908971472,6.691085073
902,1680902,Almeida,0.256,1.26252543,1.387376925,0.000497603,1.458469443,0.596320637,4.961190038
903,1680903,Celorico da Beira,1.256,0.849697811,0.585494717,0,1.001610836,0.436899193,4.129702557
904,1680904,Figueira de Castelo Rodrigo,1.372,0.667812309,0.371872774,1.65193e-05,0.524112179,0.236474379,3.1722881603
907,1680907,Guarda,0.56,1.046530057,1.14879468,0.02976907,1.764866965,0.735126802,5.285087574
908,1680908,Manteigas,0.941,1.391119437,1.347222222,0,3.925422711,1.625305373,9.230069743
909,1680909,Mêda,2.325,0.48186314,0,0,1.150680225,0.492782683,4.450326048
910,1680910,Pinhel,0.882,0.961859161,0.965223375,0.000815445,1.399179357,0.586726099,4.795803437
911,1680911,Sabugal,0.353,1.533099381,0.494773693,0.00051259,0.936553547,0.431066179,3.74900539
913,1680913,Trancoso,2.193,0.818544936,1.423101124,0,1.867929081,0.752725608,7.055300749
502,1690502,Castelo Branco,0.979,0.747214165,0.425809661,0,0.813848716,0.333302263,3.299174805
505,1690505,Idanha-a-Nova,0.95,1.05144169,0.524864015,0,0.692091313,0.303384811,3.521781829
507,1690507,Penamacor,1.768,0.923516212,0.9089104,0,1.059111936,0.42098673,5.080525278
511,1690511,Vila Velha de Ródão,2.155,0.697435052,0.584056687,0,1.119946777,0.450628558,5.007067074
501,16A0501,Belmonte,2.112,0.809287563,0.996764408,0.000246166,1.405559078,0.572031495,5.89588871
503,16A0503,Covilhã,2.042,0.873994196,2.09710897,5.39506e-05,2.392649233,0.927847639,8.3336539886
504,16A0504,Fundão,2.097,0.761033993,1.114266868,0.007204125,1.562693689,0.616148856,6.158347531
1001,16B1001,Alcobaça,0.635,1.519450459,22.49065102,0.035380351,34.62524031,13.31335054,72.61907268
1101,16B1101,Alenquer,3.466,0.540731077,3.584179241,0.059400847,7.247141019,2.860363919,17.757816103
1102,16B1102,Arruda dos Vinhos,2.668,0.773110379,4.683948864,0.035380351,7.448094878,3.0797606,18.688295072
1005,16B1005,Bombarral,0.896,0.343432025,16.54577631,0.035380351,39.39014572,8.432585795,65.643320201
1104,16B1104,Cadaval,2.44,0.574173164,6.413060897,0.035380351,11.06125784,4.105301856,24.629174108
1006,16B1006,Caldas da Rainha,0.639,0.882945724,16.8555436,0.342509315,38.48797976,11.00811745,68.216095849
1108,16B1108,Lourinhã,4.214,1.44204786,29.78595496,0.069220553,60.85960779,23.75419403,120.125025193
1011,16B1011,Nazaré,6.003,2.483089782,13.78002125,0.17766142,16.13529991,6.016991322,44.596063684
1012,16B1012,Óbidos,2.473,0.291363647,8.30048,1.571469415,30.02045782,13.28220109,55.938971972
1014,16B1014,Peniche,9.132,0.621626667,5.171663244,0.035380351,16.02440417,5.363317363,36.348391795
1112,16B1112,Sobral de Monte Agraço,3.321,2.202582014,8.286545173,0.035380351,10.80270803,4.428901481,29.077117049
1113,16B1113,Torres Vedras,2.682,1.000108699,9.463290442,0.06671084,22.68027835,9.023005929,44.91539426
1401,16C1401,Abrantes,3.181,0.646715214,0.514905149,0.060675765,1.223604257,0.546578687,6.173479072
1402,16C1402,Alcanena,3.126,1.043157933,2.070271504,0.035380351,2.728972148,1.164873401,10.168655337
1408,16C1408,Constância,12.875,0.224597052,0.035971223,0.035380351,0.236370772,0.156210748,13.563530146
1410,16C1410,Entroncamento,7.79,0.432813809,0.236790607,0.035380351,0.432100155,0.251532767,9.178617689
1411,16C1411,Ferreira do Zêzere,0.061,0.964561188,56.60760053,0.035380351,157.9410334,38.42546467,254.035040139
1421,16C1421,Ourém,0.042,1.002045172,30.90638003,0.398929328,72.34566898,18.46066455,123.15568806
1417,16C1417,Sardoal,3.604,0.559630602,0.686635945,0.035380351,1.321041505,0.652473097,6.8591615
1418,16C1418,Tomar,1.1,0.81208879,12.87795508,0.193726558,24.89042949,7.186825261,47.061025179
1419,16C1419,Torres Novas,4.495,0.463135276,2.611156023,0.035380351,3.631992457,1.493756505,12.730420612
1420,16C1420,Vila Nova da Barquinha,6.7,0.441370344,0.210653753,0.035380351,0.676692325,0.30897091,8.373067683
1115,1711115,Amadora,0.746,0.938864262,0.147540984,0.035380351,0.520024105,0.252232136,2.640041838
1105,1711105,Cascais,4.669,0.857391689,0.447257384,0.072238992,1.014735478,0.393231352,7.453854895
1106,1711106,Lisboa,8.34,0.188742292,0.068965517,0.035380351,0.206884441,0.085789366,8.925761967
1107,1711107,Loures,3.485,1.429447525,4.564395707,2.446096182,17.76646025,3.198655901,32.890055565
1109,1711109,Mafra,3.929,1.845638563,5.478462201,0.21155253,12.37048121,5.248485794,29.083620298
1116,1711116,Odivelas,0.17,1.876729067,0.654736842,0.035380351,2.038982237,1.22748977,6.003318267
1110,1711110,Oeiras,5.381,0.116328,0.03,2.697184338,0.0657096,0.036216666,8.326438604
1111,1711111,Sintra,5.383,0.977534834,2.337672431,0.042426879,4.687460547,1.665296156,15.093390847
1114,1711114,Vila Franca de Xira,10.6,0.731590331,1.438505063,0.114536662,1.586630436,0.705793343,15.177055835
1502,1721502,Alcochete,2.7,1.453381043,2.013333333,0.035380351,3.06464511,1.390980252,10.657720089
1503,1721503,Almada,7.622,2.0693459,1.608490566,12.83374335,3.707612432,1.718074956,29.559267204
1504,1721504,Barreiro,2.274,4.008346163,2.162650602,0.035380351,4.079801443,2.167596429,14.727774988
1506,1721506,Moita,1.287,4.739128834,24.42456897,0.035380351,21.98652491,8.474404546,60.947007611
1507,1721507,Montijo,0.672,1.056012857,10.31989588,0.036769513,13.67076393,5.17569136,30.93113354
1508,1721508,Palmela,1.69,1.222157887,2.802631128,0.035839525,4.712905509,1.986765908,12.450299957
1510,1721510,Seixal,0.363,0.642821383,0.224340176,0.190352854,0.518642586,0.221754863,2.160911862
1511,1721511,Sesimbra,0.567,0.535788613,0.360991379,3.40054364,0.783099452,0.405545158,6.052968242
1512,1721512,Setúbal,1.513,1.05475391,0.496554101,0.035380351,1.852049018,0.673272368,5.625009748
1501,1811501,Alcácer do Sal,1.373,1.047542208,0.249048469,0,0.470007677,0.209729862,3.349328216
1505,1811505,Grândola,0.277,0.746695235,2.3721643,0.000463037,2.88905165,1.110528509,7.395902731
211,1810211,Odemira,1.687,1.232784432,1.174640874,0,1.160507942,0.4627221,5.717655348
1509,1811509,Santiago do Cacém,1.605,1.21818887,1.039288374,0,1.512435895,0.609310483,5.984223622
1513,1811513,Sines,1.435,1.069684868,0.41745283,0.072614211,0.659184676,0.302271361,3.956207946
1201,1821201,Alter do Chão,0.82,1.464016986,0.472709229,0,0.688371812,0.334793199,3.779891226
1202,1821202,Arronches,1.207,1.688648965,0.44063008,0.000610266,0.75693812,0.326178116,4.420005547
1203,1821203,Avis,1.598,0.999253149,0.396339892,0,0.606092244,0.267636327,3.867321612
1204,1821204,Campo Maior,3.546,1.212281466,1.161057039,0,0.967564915,0.376567445,7.263470865
1205,1821205,Castelo de Vide,1.347,1.290964967,0.177987452,0.002614701,0.311740437,0.149835623,3.28014318
1206,1821206,Crato,0.451,1.673655552,0.61492851,0.000825179,0.93351466,0.391702601,4.065626502
1207,1821207,Elvas,2.104,1.55923448,0.435858878,0.00633549,1.11684462,0.513658194,5.735931662
1208,1821208,Fronteira,2.24,1.084993307,0.527525711,0,0.595296863,0.263040085,4.710855966
1209,1821209,Gavião,0.338,0.614869711,0.092926881,0.000138442,0.217852751,0.088743709,1.352531494
1210,1821210,Marvão,1.19,1.060548807,0.172983027,0.002520468,0.32155346,0.16007447,2.907680232
1211,1821211,Monforte,1.056,2.035020867,0,0,0.591491155,0.290690683,3.973202705
707,1820707,Mora,1.034,0.97088547,0.245119571,0,0.429545697,0.19968533,2.879236068
1212,1821212,Nisa,0.734,1.022783022,0.231978514,0.004517256,0.422571996,0.209907545,2.625758333
1213,1821213,Ponte de Sor,0.745,0.637533581,0.352725786,0.000443817,0.613995467,0.255342057,2.605040708
1214,1821214,Portalegre,0.664,1.484587112,0.738842197,0.046720065,0.826527573,0.365477315,4.126154262
701,1830701,Alandroal,1.206,1.190315008,0.664154907,0,0.919694111,0.377749501,4.357913527
702,1830702,Arraiolos,0.911,1.306662365,1.526401048,0,1.994463479,0.787531935,6.526058827
703,1830703,Borba,2.132,1.150094333,0.777816984,0,1.577814791,0.666262739,6.303988847
704,1830704,Estremoz,1.653,0.991504099,0.634573647,0,0.875553696,0.367530859,4.522162301
705,1830705,Évora,1.492,1.363550767,0.343182137,0,0.641000336,0.293505745,4.133238985
706,1830706,Montemor-o-Novo,0.67,1.472607149,1.50141984,0.000140482,2.142615751,0.838121253,6.624904475
708,1830708,Mourão,0.325,1.292989059,0.454137237,0,0.736528569,0.329210461,3.137865326
709,1830709,Portel,0.621,1.138991532,1.887242158,0.161982786,2.436589452,0.946612052,7.19241798
710,1830710,Redondo,1.375,1.172720349,1.323799796,0,1.319250422,0.508474739,5.699245306
711,1830711,Reguengos de Monsaraz,1.712,0.976573954,0.383022632,0,0.561186088,0.248595767,3.881378441
1215,1831215,Sousel,2.675,0.967071468,0.798353511,0.001336275,0.829224176,0.348519017,5.619504447
712,1830712,Vendas Novas,0.09,1.035817551,3.804100664,0,6.026401699,2.44654227,13.402862184
713,1830713,Viana do Alentejo,0.886,1.24181221,1.00738972,0,1.184968556,0.488279774,4.80845026
714,1830714,Vila Viçosa,1.126,1.586573851,0.202203787,6.14106e-05,0.693348176,0.32730072,3.9354879446
201,1840201,Aljustrel,3.679,0.779188716,0.479590002,0,0.583029586,0.248411036,5.76921934
202,1840202,Almodôvar,0.726,0.657276028,0.361804026,0,0.565474043,0.254482181,2.565036278
203,1840203,Alvito,0.798,1.523209143,0.539211844,6.86612e-05,0.773644689,0.345552388,3.9796867252
204,1840204,Barrancos,0.059,1.554204372,0.757032846,0,0.971777907,0.401837811,3.743852936
205,1840205,Beja,3.583,0.666535694,0.189913,4.8819e-05,0.359494196,0.16294366,4.961935369
206,1840206,Castro Verde,1.624,0.901100519,0.219327118,0.018644471,0.375800406,0.176127136,3.31499965
207,1840207,Cuba,1.939,1.115884344,1.811993406,0,2.796450426,1.110749506,8.774077682
208,1840208,Ferreira do Alentejo,3.453,0.706858879,0.593487667,0,0.841413193,0.342815222,5.937574961
209,1840209,Mértola,0.693,0.590892134,0.257626253,0,0.409157889,0.189065401,2.139741677
210,1840210,Moura,2.038,1.022662703,0.338569198,0,0.563695049,0.236242789,4.199169739
212,1840212,Ourique,0.975,0.958192141,1.10928137,0,1.505339282,0.605988119,5.153800912
213,1840213,Serpa,2.629,0.844485571,0.275125367,0,0.510583088,0.240682108,4.499876134
214,1840214,Vidigueira,3.007,0.690381188,0.124460338,0.00026766,0.266125087,0.128586153,4.216820426
1403,1851403,Almeirim,7.424,0.124481861,0.200165941,0.036852166,0.542349158,0.25688377,8.584732896
1404,1851404,Alpiarça,9.679,0.320959677,0.154361055,0.035380351,0.226535006,0.091700481,10.50793657
1103,1851103,Azambuja,4.56,0.849223843,3.090982576,0.040463471,4.919738693,2.007930818,15.468339401
1405,1851405,Benavente,3.179,1.750274111,5.309078911,0.045270978,7.811204983,2.847585297,20.94241428
1406,1851406,Cartaxo,4.845,1.115660704,18.69031241,0.035380351,31.45179037,11.42188405,67.560027885
1407,1851407,Chamusca,3.101,0.637331803,0.827103818,0.037581294,0.822779905,0.34959476,5.77539158
1409,1851409,Coruche,2.42,0.823994774,1.046153846,0.037311997,1.320125149,0.547054202,6.194639968
1412,1851412,Golegã,20.46,0.135532666,0.142538211,0.039363658,0.223702654,0.10826124,21.109398429
1414,1851414,Rio Maior,0.583,0.994210578,16.44244526,0.035380351,28.16442286,10.61783565,56.837294699
1415,1851415,Salvaterra de Magos,7.961,0.856876357,2.270767357,0.035497507,5.045660446,1.795048439,17.964850106
1416,1851416,Santarém,4.474,0.830358295,7.978156287,0.06826889,11.24839047,4.116388685,28.715562627
801,1500801,Albufeira,6.243,0.393711963,0.139699381,0.925528118,0.460179872,0.205104085,8.367223419
802,1500802,Alcoutim,1.978,0.266300903,0.126205013,0,0.277514281,0.112043406,2.760063603
803,1500803,Aljezur,1.922,1.655982437,0.432997118,0.028400661,0.99603829,0.444613591,5.480032097
804,1500804,Castro Marim,3.465,0.441560794,0.223763486,0,0.686025111,0.318654334,5.135003725
