"Muni_ID","ID","Muni","forage_maize","forage_mixture","forage_oat","forage_roots","forage_sorghum","bean","chickpea","other_pulses","other_industry","sunflower","horticulture_extensive","horticulture_intensive","potato","oat","maize","new_lu_kc"
305,"1150305","Celorico de Basto",0.176,0,0,0,0,0.046536,0,0,0,0,0,0,0.00952,0,0.56,0.792056
1804,"1151804","Cinfães",0.152,0,0.007,0,0,0.023268,0,0,0,0,0,0,0.03808,0,0.576,0.796348
1303,"1151303","Felgueiras",0.24,0,0.007,0,0,0.007756,0,0,0,0,0.0088,0.0088,0.02856,0,0.496,0.796916
1305,"1151305","Lousada",0.368,0.007666666665,0,0,0,0.007756,0,0,0,0,0,0,0.00952,0,0.4,0.792942666665
1307,"1151307","Marco de Canaveses",0.064,0.01533333333,0,0,0,0.069804,0,0,0,0,0.0088,0,0.00952,0,0.616,0.78345733333
1705,"1151705","Mondim de Basto",0.16,0,0,0,0,0.054292,0,0,0,0,0,0,0,0,0.584,0.798292
1309,"1151309","Paços de Ferreira",0.384,0.022999999995,0,0,0.008,0.015512,0,0,0,0,0,0.0088,0.02856,0,0.328,0.795871999995
1310,"1151310","Paredes",0.192,0,0.007,0,0,0.007756,0,0,0,0,0,0.0088,0.07616,0,0.52,0.811716
1311,"1151311","Penafiel",0.112,0.007666666665,0,0,0,0,0,0,0,0,0,0.0264,0.01904,0,0.64,0.805106666665
1813,"1151813","Resende",0.056,0.007666666665,0.035,0,0,0.015512,0,0,0,0,0,0.0088,0.1428,0.007,0.544,0.816778666665
1709,"1151709","Ribeira de Pena",0.328,0.01533333333,0,0,0,0.015512,0,0,0,0,0,0,0.00952,0,0.44,0.80836533333
104,"1160104","Arouca",0.4,0,0.014,0,0,0,0,0,0,0,0,0,0.00952,0,0.368,0.79152
113,"1160113","Oliveira de Azeméis",0.608,0,0,0,0,0,0,0,0,0,0,0.0088,0,0,0.176,0.7928
109,"1160109","Santa Maria da Feira",0.272,0,0,0,0,0.015512,0,0,0,0,0,0,0.01904,0,0.496,0.802552
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0.104,0.01533333333,0.007,0,0,0.031024,0,0,0,0,0,0,0,0,0.632,0.78935733333
1701,"1171701","Alijó",0,0,0,0,0,0.03878,0,0,0,0,0,0.0616,0.36176,0,0.4,0.86214
1801,"1171801","Armamar",0.128,0,0.021,0,0,0.015512,0,0,0,0,0,0,0.6664,0,0.064,0.894912
403,"1170403","Carrazeda de Ansiães",0.008,0,0,0.007666666665,0,0.007756,0,0,0,0,0,0,0.79016,0,0.112,0.925582666665
404,"1170404","Freixo de Espada à Cinta",0,0,0,0,0,0,0,0,0,0,0,0,0.952,0,0,0.952
1805,"1171805","Lamego",0.104,0.022999999995,0,0.007666666665,0,0.031024,0,0,0,0,0.0704,0.0792,0.31416,0,0.224,0.85345066666
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",0.36,0,0,0.007666666665,0,0.007756,0,0,0,0,0.0176,0,0.238,0,0.2,0.831022666665
1812,"1171812","Penedono",0.224,0,0,0.038333333325,0.008,0,0,0,0,0,0,0,0.4284,0,0.168,0.866733333325
1708,"1171708","Peso da Régua",0.144,0,0,0,0,0.139608,0,0,0,0,0.1584,0,0.17136,0,0.216,0.829368
1710,"1171710","Sabrosa",0.048,0,0,0,0,0.007756,0,0,0,0,0.0264,0.0528,0.19992,0,0.496,0.830876
1711,"1171711","Santa Marta de Penaguião",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8
1815,"1171815","São João da Pesqueira",0.016,0.06133333332,0,0.01533333333,0.016,0,0,0,0,0,0,0.0176,0.55216,0,0.2,0.87842666665
1818,"1171818","Sernancelhe",0.192,0,0,0.007666666665,0.008,0.023268,0,0,0,0,0.0264,0,0.40936,0,0.192,0.858694666665
1819,"1171819","Tabuaço",0.016,0,0.014,0.007666666665,0,0.054292,0.00675,0,0,0,0,0.0088,0.62832,0.014,0.144,0.893828666665
1820,"1171820","Tarouca",0.296,0,0.07,0.01533333333,0,0.015512,0,0,0,0,0,0.0088,0.19992,0,0.224,0.82956533333
409,"1170409","Torre de Moncorvo",0.096,0.03066666666,0.014,0,0,0,0,0,0,0,0.4928,0.0176,0.13328,0,0.08,0.86434666666
410,"1170410","Vila Flor",0.04,0,0.014,0,0.04,0,0,0,0,0,0.0616,0.528,0.16184,0,0.04,0.88544
914,"1170914","Vila Nova de Foz Côa",0.472,0,0,0,0,0,0,0,0,0,0,0.0528,0.05712,0,0.232,0.81392
1714,"1171714","Vila Real",0.288,0.007666666665,0.014,0,0,0.023268,0,0,0,0,0.0088,0.0088,0.17136,0,0.304,0.825894666665
401,"1180401","Alfândega da Fé",0.488,0.03066666666,0,0,0.072,0,0,0,0,0,0.0792,0.0352,0.08568,0,0.032,0.82274666666
1702,"1181702","Boticas",0.04,0,0,0,0,0,0,0,0,0,0,0,0.24752,0,0.552,0.83952
402,"1180402","Bragança",0.24,0,0.007,0.084333333315,0.072,0.007756,0,0,0.01952,0,0.0088,0.0088,0.40936,0,0.016,0.873569333315
1703,"1181703","Chaves",0.184,0,0.007,0.01533333333,0,0,0,0,0,0,0,0.0088,0.32368,0,0.296,0.83481333333
405,"1180405","Macedo de Cavaleiros",0.16,0.007666666665,0.021,0.053666666655,0.024,0.007756,0,0,0.03904,0,0.0352,0.088,0.39032,0,0.048,0.87464933332
406,"1180406","Miranda do Douro",0.536,0,0,0.038333333325,0.04,0,0,0,0,0,0,0,0.21896,0,0,0.833293333325
407,"1180407","Mirandela",0.112,0,0.028,0.038333333325,0.04,0.007756,0.00675,0,0,0,0.0968,0.1936,0.2856,0,0.064,0.872839333325
408,"1180408","Mogadouro",0.472,0,0,0,0.024,0,0,0,0,0,0,0.0088,0.30464,0.007,0.032,0.84844
1706,"1181706","Montalegre",0.192,0,0,0.022999999995,0,0,0,0,0,0,0,0,0.25704,0,0.368,0.840039999995
1707,"1181707","Murça",0.008,0,0,0.038333333325,0,0.069804,0,0,0,0,0,0.0352,0.53312,0,0.2,0.884457333325
1712,"1181712","Valpaços",0.08,0,0.007,0.068999999985,0.008,0.007756,0,0,0,0,0,0.0088,0.51408,0,0.176,0.870635999985
1713,"1181713","Vila Pouca de Aguiar",0.24,0.007666666665,0.014,0.007666666665,0,0.007756,0,0,0,0,0,0.0176,0.22848,0,0.32,0.84316933333
411,"1180411","Vimioso",0.168,0,0,0.07666666665,0.056,0.023268,0.00675,0,0,0,0.0088,0.0088,0.53312,0,0,0.88140466665
412,"1180412","Vinhais",0.096,0,0,0.03066666666,0,0.007756,0,0,0,0,0.0176,0,0.62832,0,0.12,0.90034266666
101,"1610101","Águeda",0.184,0,0.007,0.01533333333,0,0.007756,0,0,0,0,0,0.0088,0.03808,0,0.544,0.80496933333
102,"1610102","Albergaria-a-Velha",0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424,0.784
103,"1610103","Anadia",0.088,0.03066666666,0,0.007666666665,0,0.007756,0,0,0.01952,0,0.0352,0.0264,0.18088,0,0.432,0.828089333325
105,"1610105","Aveiro",0.16,0.007666666665,0,0.007666666665,0.008,0.015512,0,0,0,0,0.0176,0.2024,0.03808,0,0.368,0.82492533333
108,"1610108","Estarreja",0.64,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0.144,0.8
110,"1610110","Ílhavo",0.168,0,0,0,0,0,0,0,0,0,0.044,0.044,0.07616,0,0.48,0.81216
111,"1610111","Mealhada",0.112,0,0.035,0.01533333333,0.008,0.007756,0,0,0,0,0.0176,0.0352,0.10472,0.014,0.472,0.82160933333
112,"1610112","Murtosa",0.592,0,0,0,0,0,0,0,0,0,0.0176,0.044,0,0,0.152,0.8056
114,"1610114","Oliveira do Bairro",0.2,0,0,0.01533333333,0,0.007756,0,0,0,0,0.0264,0.0528,0.1428,0,0.384,0.82908933333
115,"1610115","Ovar",0.632,0,0,0,0,0,0,0,0,0,0.0088,0.0088,0,0,0.144,0.7936
117,"1610117","Sever do Vouga",0.136,0.007666666665,0,0,0,0.015512,0,0,0,0,0.0088,0,0.01904,0,0.608,0.795018666665
118,"1610118","Vagos",0.336,0.01533333333,0,0,0,0.007756,0,0,0,0,0.0176,0.0616,0.12376,0.007,0.264,0.83304933333
602,"1620602","Cantanhede",0.344,0.007666666665,0.007,0.007666666665,0.008,0.015512,0,0,0.00976,0,0.0352,0.0616,0.08568,0,0.256,0.83808533333
603,"1620603","Coimbra",0.032,0,0.007,0,0,0,0,0,0,0,0.0088,0.0616,0.02856,0,0.664,0.80196
604,"1620604","Condeixa-a-Nova",0.064,0,0,0,0.008,0.023268,0,0,0,0,0.0088,0.0704,0.0476,0,0.592,0.814068
605,"1620605","Figueira da Foz",0.312,0,0.007,0,0,0.007756,0,0,0,0,0.0264,0.0176,0.00952,0.007,0.408,0.795276
608,"1620608","Mira",0.36,0.038333333325,0,0,0,0.007756,0,0,0,0,0.0264,0.088,0.17136,0,0.136,0.827849333325
610,"1620610","Montemor-o-Velho",0.208,0.007666666665,0,0,0.016,0,0,0,0,0,0.0264,0.0176,0.01904,0,0.512,0.806706666665
613,"1620613","Penacova",0.056,0,0,0.03066666666,0,0.062048,0,0,0,0,0,0.0264,0.10472,0.007,0.536,0.82283466666
615,"1620615","Soure",0.04,0,0,0,0,0,0,0,0.00976,0,0.0264,0.044,0.00952,0,0.672,0.80168
1004,"1631004","Batalha",0.016,0,0.007,0,0,0.023268,0,0,0,0,0,0.2904,0.02856,0,0.448,0.813228
1009,"1631009","Leiria",0.232,0,0.007,0.007666666665,0,0.015512,0,0,0,0,0.0352,0.0704,0.00952,0,0.424,0.801298666665
1010,"1631010","Marinha Grande",0.048,0,0,0,0,0.023268,0,0,0,0,0.1408,0.044,0.02856,0,0.536,0.820628
1015,"1631015","Pombal",0.096,0,0.007,0,0,0.023268,0,0,0.00976,0,0.0264,0.0528,0.01904,0,0.568,0.802268
1016,"1631016","Porto de Mós",0,0,0,0,0,0,0,0,0,0,0.0352,0.5456,0.03808,0,0.232,0.85088
1002,"1641002","Alvaiázere",0.176,0,0.105,0,0.032,0.015512,0,0,0,0,0,0,0.01904,0,0.432,0.779552
1003,"1641003","Ansião",0.016,0,0,0,0,0.03878,0,0,0,0,0.044,0.0176,0,0,0.68,0.79638
601,"1640601","Arganil",0.04,0.007666666665,0.021,0.007666666665,0.024,0.046536,0,0,0.00976,0,0,0.0088,0.02856,0,0.616,0.80998933333
1007,"1641007","Castanheira de Pêra",0,0,0,0,0,0,0,0,0,0,0,0,0.476,0,0.4,0.876
1008,"1641008","Figueiró dos Vinhos",0,0,0.014,0.03066666666,0,0.046536,0,0,0,0,0,0,0.31416,0,0.44,0.84536266666
606,"1640606","Góis",0.184,0,0.091,0,0.024,0.023268,0,0,0,0,0,0,0.07616,0.035,0.368,0.801428
607,"1640607","Lousã",0,0,0,0,0,0.046536,0,0,0,0,0.0176,0.0792,0.13328,0,0.552,0.828616
609,"1640609","Miranda do Corvo",0.04,0,0.021,0.01533333333,0,0.046536,0,0,0,0,0,0.1056,0.11424,0,0.48,0.82270933333
611,"1640611","Oliveira do Hospital",0.32,0.03066666666,0.021,0.007666666665,0.048,0.023268,0,0,0,0,0,0,0.13328,0,0.232,0.815881333325
612,"1640612","Pampilhosa da Serra",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.8
1013,"1641013","Pedrógão Grande",0,0,0.021,0,0,0,0,0,0,0,0,0,0.02856,0,0.752,0.80156
614,"1640614","Penela",0.248,0,0,0,0.016,0.07756,0,0,0,0,0,0,0.1428,0,0.352,0.83636
616,"1640616","Tábua",0.176,0.007666666665,0.049,0.022999999995,0.024,0.046536,0,0,0,0,0.0088,0.0088,0.10472,0.007,0.36,0.81552266666
617,"1640617","Vila Nova de Poiares",0,0,0,0.022999999995,0,0.069804,0,0,0,0,0,0.0528,0.19992,0,0.496,0.841523999995
901,"1650901","Aguiar da Beira",0.216,0,0,0.007666666665,0,0.03878,0,0,0,0,0,0,0.22848,0,0.336,0.826926666665
1802,"1651802","Carregal do Sal",0.04,0,0.049,0.007666666665,0.04,0.054292,0,0,0,0,0,0.0352,0.0476,0,0.528,0.801758666665
1803,"1651803","Castro Daire",0.104,0,0.007,0.01533333333,0,0.062048,0,0,0,0,0.0088,0,0.03808,0,0.568,0.80326133333
1806,"1651806","Mangualde",0.24,0,0.014,0.007666666665,0.056,0.031024,0.00675,0,0,0,0,0.0088,0.11424,0,0.328,0.806480666665
1808,"1651808","Mortágua",0.024,0,0,0.01533333333,0,0.031024,0,0,0,0,0.0088,0,0.07616,0.007,0.64,0.80231733333
1809,"1651809","Nelas",0.208,0.099666666645,0.007,0,0.04,0.046536,0,0,0,0,0,0.0176,0.0952,0.014,0.288,0.816002666645
1810,"1651810","Oliveira de Frades",0.112,0.022999999995,0.007,0,0.008,0.046536,0,0,0,0,0,0,0.01904,0,0.584,0.799575999995
1811,"1651811","Penalva do Castelo",0.088,0.007666666665,0.007,0,0.024,0.046536,0.00675,0,0,0,0,0,0.05712,0.014,0.56,0.811072666665
1814,"1651814","Santa Comba Dão",0.112,0.007666666665,0.014,0.007666666665,0.024,0.046536,0,0,0,0,0,0.0352,0.18088,0,0.368,0.79594933333
1816,"1651816","São Pedro do Sul",0.136,0.007666666665,0.021,0.01533333333,0.008,0.046536,0,0,0.00976,0,0,0.0176,0.03808,0.007,0.496,0.802975999995
1817,"1651817","Sátão",0.072,0,0,0.022999999995,0.008,0.054292,0.00675,0,0,0,0,0.0088,0.06664,0,0.568,0.807481999995
1821,"1651821","Tondela",0.144,0.007666666665,0.021,0.01533333333,0.016,0.054292,0,0,0.00976,0,0,0.0352,0.0476,0,0.456,0.806851999995
1822,"1651822","Vila Nova de Paiva",0.232,0.007666666665,0.035,0.007666666665,0,0.023268,0,0,0,0,0,0,0.06664,0,0.44,0.81224133333
1823,"1651823","Viseu",0.064,0.01533333333,0.007,0,0,0.07756,0,0,0,0,0,0.0088,0.08568,0,0.544,0.80237333333
1824,"1651824","Vouzela",0.12,0,0,0.01533333333,0,0.062048,0,0,0,0,0,0,0.00952,0,0.584,0.79090133333
1413,"1661413","Mação",0.272,0.10733333331,0,0.038333333325,0.088,0,0,0,0,0,0,0,0,0,0.288,0.793666666635
506,"1660506","Oleiros",0.112,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0.68,0.8
508,"1660508","Proença-a-Nova",0.216,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0.552,0.8
509,"1660509","Sertã",0.056,0.007666666665,0,0,0.016,0,0,0,0,0,0,0,0.03808,0,0.696,0.813746666665
510,"1660510","Vila de Rei",0.216,0,0,0.068999999985,0,0,0,0,0,0,0,0,0,0,0.512,0.796999999985
905,"1670905","Fornos de Algodres",0.28,0.022999999995,0,0,0.016,0.046536,0.00675,0,0,0,0,0,0.0476,0,0.376,0.795885999995
906,"1670906","Gouveia",0.312,0.13799999997,0.014,0.007666666665,0.096,0.015512,0,0,0,0,0,0.0528,0.07616,0.007,0.088,0.807138666635
912,"1670912","Seia",0.384,0.191666666625,0.021,0,0.04,0.007756,0,0,0,0,0,0.0176,0.02856,0,0.104,0.794582666625
902,"1680902","Almeida",0.256,0,0,0.03066666666,0.208,0,0,0,0,0,0,0,0.27608,0,0.072,0.84274666666
903,"1680903","Celorico da Beira",0.32,0.13799999997,0.021,0.01533333333,0.088,0.007756,0,0,0,0,0,0,0.11424,0.007,0.096,0.8073293333
904,"1680904","Figueira de Castelo Rodrigo",0.296,0,0,0.01533333333,0.2,0,0,0,0,0,0,0.0176,0.31416,0,0.016,0.85909333333
907,"1680907","Guarda",0.264,0.06133333332,0.021,0.03066666666,0.024,0.031024,0.00675,0,0,0,0,0,0.238,0,0.144,0.82077399998
908,"1680908","Manteigas",0.736,0,0,0,0.04,0,0,0,0,0,0,0.0088,0.00952,0,0.008,0.80232
909,"1680909","Mêda",0.248,0,0.014,0.038333333325,0.144,0.007756,0,0,0,0,0,0.0088,0.12376,0,0.24,0.824649333325
910,"1680910","Pinhel",0.216,0,0.042,0.007666666665,0.04,0.007756,0,0,0,0,0,0,0.39032,0.007,0.144,0.854742666665
911,"1680911","Sabugal",0.296,0,0.028,0.03066666666,0.08,0.015512,0.00675,0,0,0,0,0,0.238,0,0.144,0.83892866666
913,"1680913","Trancoso",0.32,0,0.028,0.01533333333,0.024,0.007756,0,0,0,0,0,0,0.27608,0,0.16,0.83116933333
502,"1690502","Castelo Branco",0.448,0.007666666665,0.056,0,0.16,0.007756,0,0,0,0,0.0088,0,0.00952,0.007,0.088,0.792742666665
505,"1690505","Idanha-a-Nova",0.304,0,0.028,0,0.2,0,0,0,0.06832,0,0.0176,0,0.00952,0.007,0.168,0.80244
507,"1690507","Penamacor",0.296,0,0,0,0.256,0.007756,0,0,0,0,0.0088,0,0.00952,0,0.208,0.786076
511,"1690511","Vila Velha de Ródão",0.424,0.01533333333,0.042,0,0.16,0,0,0,0.13664,0,0,0,0,0,0.04,0.81797333333
501,"16A0501","Belmonte",0.376,0.007666666665,0.007,0,0.168,0,0,0,0,0,0.0176,0.0088,0.02856,0,0.192,0.805626666665
503,"16A0503","Covilhã",0.384,0.022999999995,0.021,0.007666666665,0.064,0.015512,0,0,0,0,0.0528,0,0.0476,0.014,0.176,0.80557866666
504,"16A0504","Fundão",0.424,0.007666666665,0.028,0,0.08,0.007756,0,0,0.05856,0,0,0.0088,0.00952,0,0.176,0.800302666665
1001,"16B1001","Alcobaça",0.112,0.007666666665,0.007,0,0,0.015512,0,0,0.00976,0,0.2464,0.2464,0.10472,0,0.112,0.861458666665
1101,"16B1101","Alenquer",0.008,0,0.007,0,0.032,0,0.0135,0,0,0.0945,0.5632,0.0088,0,0,0.104,0.831
1102,"16B1102","Arruda dos Vinhos",0,0,0,0,0,0.031024,0.027,0,0,0,0.0616,0.5632,0,0.098,0.056,0.836824
1005,"16B1005","Bombarral",0,0,0,0,0,0.015512,0,0,0,0,0.0176,0.7744,0.05712,0,0.016,0.880632
1104,"16B1104","Cadaval",0,0.191666666625,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0.851666666625
1006,"16B1006","Caldas da Rainha",0,0.068999999985,0.007,0,0,0.015512,0,0,0,0,0.3872,0.2992,0.00952,0,0.064,0.851431999985
1108,"16B1108","Lourinhã",0,0,0,0,0,0,0,0,0,0,0.1848,0.5984,0.0476,0,0.048,0.8788
1011,"16B1011","Nazaré",0.12,0,0,0,0,0,0,0,0,0,0.2728,0.3432,0.08568,0,0.032,0.85368
1012,"16B1012","Óbidos",0,0.007666666665,0.007,0,0,0.007756,0,0,0,0,0.352,0.4224,0.07616,0,0.024,0.896982666665
1014,"16B1014","Peniche",0,0,0,0,0,0,0,0,0,0,0.352,0.484,0.01904,0,0.008,0.86304
1112,"16B1112","Sobral de Monte Agraço",0.032,0,0.007,0,0.008,0,0,0,0,0,0.4136,0.3608,0,0,0.048,0.8694
1113,"16B1113","Torres Vedras",0.016,0,0.007,0,0,0,0,0,0,0,0.2728,0.5016,0.03808,0.007,0.04,0.88248
1401,"16C1401","Abrantes",0.016,0.007666666665,0.049,0,0.064,0,0,0,0,0.02025,0.0528,0.0088,0.02856,0.021,0.528,0.796076666665
1402,"16C1402","Alcanena",0.024,0,0.308,0,0.08,0,0,0,0,0,0.1936,0.0088,0,0,0.152,0.7664
1408,"16C1408","Constância",0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0.792,0.8
1410,"16C1410","Entroncamento",0,0,0.077,0,0,0,0,0,0,0,0.1056,0.1144,0,0.007,0.504,0.808
1411,"16C1411","Ferreira do Zêzere",0.024,0,0.021,0,0.024,0,0,0,0,0,0.1056,0.1584,0,0,0.488,0.821
1421,"16C1421","Ourém",0.128,0,0.007,0,0.024,0,0,0,0,0,0,0.0176,0,0,0.616,0.7926
1417,"16C1417","Sardoal",0.136,0.130333333305,0.119,0,0.2,0,0,0,0,0,0,0.1496,0,0,0.064,0.798933333305
1418,"16C1418","Tomar",0.072,0,0.028,0,0.016,0,0,0,0,0,0,0.0176,0.00952,0,0.656,0.79912
1419,"16C1419","Torres Novas",0,0,0.007,0,0.016,0,0,0,0,0,0.0968,0.044,0.01904,0.014,0.608,0.80484
1420,"16C1420","Vila Nova da Barquinha",0.032,0,0,0,0,0,0,0,0,0.02025,0.5456,0.044,0,0,0.2,0.84185
1115,"1711115","Amadora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,"1711105","Cascais",0,0.24533333328,0.182,0,0,0,0,0,0,0,0,0.3432,0,0,0.024,0.79453333328
1106,"1711106","Lisboa",0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0.88
1107,"1711107","Loures",0,0,0.014,0,0,0,0,0,0,0,0.2288,0.5808,0,0,0.048,0.8716
1109,"1711109","Mafra",0.008,0,0,0,0.008,0.007756,0,0,0.01952,0,0.1408,0.6248,0.01904,0,0.056,0.883916
1116,"1711116","Odivelas",0,0,0,0,0,0,0,0,0,0,0.1496,0.7304,0,0,0,0.88
1110,"1711110","Oeiras",0,0.7666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7666666665
1111,"1711111","Sintra",0.008,0.007666666665,0.007,0,0,0,0,0,0,0,0.1408,0.5632,0.01904,0.007,0.104,0.856706666665
1114,"1711114","Vila Franca de Xira",0.104,0,0.014,0,0.008,0,0,0,0,0.00675,0.484,0,0,0.007,0.208,0.83175
1502,"1721502","Alcochete",0.024,0,0,0,0,0,0,0,0,0,0.0704,0.616,0.1428,0,0.04,0.8932
1503,"1721503","Almada",0,0.01533333333,0.028,0,0,0,0,0,0,0,0.0176,0.7568,0.00952,0.014,0.016,0.85725333333
1504,"1721504","Barreiro",0.024,0.10733333331,0.217,0,0,0,0,0,0,0,0,0.2464,0.13328,0,0.088,0.81601333331
1506,"1721506","Moita",0.344,0.01533333333,0.049,0,0.008,0,0,0,0,0,0.0352,0.2024,0.11424,0,0.064,0.83217333333
1507,"1721507","Montijo",0.04,0,0,0,0.024,0,0,0,0.01952,0,0.2288,0.0352,0.24752,0.007,0.248,0.85004
1508,"1721508","Palmela",0.136,0.022999999995,0.014,0,0.008,0,0,0,0,0,0.1408,0.1672,0.16184,0,0.2,0.850839999995
1510,"1721510","Seixal",0.048,0,0.119,0,0.576,0,0,0,0,0,0,0.0528,0,0,0,0.7958
1511,"1721511","Sesimbra",0.024,0,0.049,0,0.008,0.007756,0,0,0,0,0.044,0.6864,0,0,0.032,0.851156
1512,"1721512","Setúbal",0.056,0.04599999999,0.021,0,0.064,0,0,0,0,0,0.088,0.5104,0.07616,0,0.008,0.86955999999
