"","GW_ID","drainage","N-loads[mg N]","Nc[mg N/L]","Nc[mg NO3/L]"
"60",60,2714496735.158,29770.134,10.9670914738703,48.5269534242048
"61",61,8522122678.516,205171.121,24.0751193968646,106.527076977277
"62",62,1327307553.179,2464.343,1.85664806479683,8.21525692387976
"63",63,4310751381.515,20962.599,4.86286430015195,21.5170986732387
"64",64,7506616669.885,108910.876,14.5086502734218,64.1975675815126
"65",65,37621819297.626,206606.601,5.49166959113637,24.2994229696299
"66",66,23965813692.323,32028.296,1.33641596363822,5.91334497185055
"67",67,4768390186.123,3015.17,0.632324512531455,2.79789607314803
"68",68,3068132940.417,24265.245,7.90879843580117,34.9946833442529
"69",69,547848193.449,5323.296,9.71673551844167,42.9944049488569
"70",70,6012015123.112,98742.894,16.42425908418,72.6737127618585
"71",71,751749291.763,5104.429,6.79006825271376,30.0445497907688
"72",72,1493748073.596,14329.759,9.59315647216402,42.4475950095753
"73",73,791330469.47,13155.232,16.6241949571471,73.5583847661375
"74",74,6693511874.501,51110.992,7.63590069881071,33.7871712336757
"75",75,5400063281.828,27544.594,5.10079096530064,22.5698715278789
"76",76,2882299658.962,21018.525,7.2922761291133,32.2667085358996
"77",77,2276628567.754,20130.424,8.84220829217636,39.1248154521078
"78",78,749543467.838,5366.926,7.16025985188088,31.6825657162871
"79",79,28517929.878,804.4,28.2068159730118,124.808920234565
"80",80,1523487565.976,26096.293,17.1293114448767,75.7934134729056
"81",81,161987441.792,845.691,5.22071952396106,23.1005288670843
"82",82,2980229514.092,38871.936,13.0432692570133,57.7135807832449
"83",83,1987781785.127,28421.804,14.298251554903,63.2665998004558
"84",84,4336727331.186,34587.241,7.97542440615955,35.2894885228299
"85",85,364364906875.951,2344772.535,6.43523152408935,28.4744757703069
"86",86,724587515.454,2707.781,3.73699648730962,16.5353826872107
"87",87,324063292.176,1403.504,4.33095643315798,19.163524040522
"88",88,3093779880.871,270.483,0.0874280040646752,0.386849575507412
"89",89,6050164340.81,71452.255,11.8099692793525,52.2565012360729
"90",90,14155249732.156,69146.403,4.88485927895164,21.6144215882816
"91",91,11223691842.158,118381.861,10.5474974424492,46.6703426657046
"92",92,1373253890.025,7746.317,5.64084839392589,24.9595061678137
"93",93,24077637557.05,263495.015,10.9435576632329,48.4228215187299
