"","GW_ID","drainage","N-loads[mg N]","Nc[mg N/L]","Nc[mg NO3/L]"
"73",73,478344987.348,4789.111,10.0118348193662,44.3001540679921
"74",74,4209930408.83,55995.968,13.3009248520006,58.8536497876133
"75",75,3215134295.879,13370.978,4.15876189593021,18.4016013094257
"76",76,1221212821.662,12937.568,10.5940322362426,46.8762488329318
"77",77,2406019299.228,7529.425,3.12941172268066,13.8469545251356
"78",78,417405469.849,4488.556,10.7534671302314,47.5817129656255
"79",79,22248957.444,199.348,8.95988050234503,39.6454889484294
"80",80,552636912.698,15443.301,27.9447511470145,123.649341358471
"81",81,80992789.827,253.795,3.13355053631446,13.8652678597985
"82",82,1905837634.671,20407.95,10.7081262478705,47.3810895923474
"83",83,824813487.707,15941.508,19.3274094538848,85.5195108578975
"84",84,1798238997.936,20488.107,11.3934282503694,50.4133993379177
"85",85,217990972140.986,1422559.859,6.52577418701522,28.8751070221912
"86",86,319491827.179,2332.586,7.30092541207051,32.304979699427
"87",87,79611223.331,380.735,4.78242870878916,21.1611889769432
"88",88,2234005395.078,4579.436,2.04987687589721,9.07025166326198
"89",89,2389348843.97,57354.281,24.0041470481571,106.213040036093
"90",90,7998544614.795,38596.994,4.82550212054912,21.3517792944651
"91",91,6105099416.716,81604.32,13.3665833150176,59.144173960255
"92",92,605304188.505,4862.478,8.03311474187798,35.5447554950353
"93",93,9928458808.28,120554,12.1422672267585,53.7268461360996
