aquifer_ID,leaching_mg,drainage,nc,gw_type,recharge
61,210442876298.804,10645680482.8154,19.7679121253458,Ind,10
62,2545987417.48963,1581329903.06857,1.61002926242597,Aq,50
63,21580044221.6821,4329058933.72329,4.98492733688007,Aq,28
64,117281454002.338,14049450327.0679,8.34776103491974,Aq,10
65,210233695887.599,43930038648.8972,4.78564786996555,Aq,45
66,27457905193.6265,19263989515.106,1.42534884438632,Aq,50
67,3361239635.22554,5284208005.74345,0.636091469444841,Aq,50
68,17965970267.3704,4714971197.88498,3.81040933514704,Aq,40
69,3369162142.97814,809588051.090921,4.16157592548234,Aq,25
70,67879606439.6452,7955119382.61039,8.53282058695784,Aq,20
71,3406914151.49994,925926253.651902,3.67946598129483,Aq,50
72,12836760109.103,2007458902.3705,6.39453195975505,Aq,25
73,13337239760.9146,1118601664.73964,11.9231359842638,Ind,7
74,59972332761.8673,4848547606.67737,12.3691335275896,Aq,19
75,41258786670.3264,5379415358.66003,7.66975292285361,Aq,48.6
76,13963107913.7463,2783254033.18935,5.01682841280065,Aq,50
77,22851154012.8672,4530285366.93553,5.04408710754676,Aq,35
78,5905675515.45791,1307986683.98571,4.51508840859302,Aq,40
79,1046687889.23514,35163489.0651026,29.7663262964968,Ind,5
80,22005034567.9656,1543424861.00331,14.2572762198874,Aq,16
81,830326444.178078,202488369.968238,4.10061300956851,Aq,58
82,43126007188.5608,4289694161.49278,10.0533990454819,Aq,16.2
83,34773867887.2598,2765926818.88469,12.5722299121716,Aq,18
84,42592520530.7201,5539757584.13092,7.68851703055199,Aq,26
85,2887756566669.17,428343257398.338,6.74168792619443,Ind,9
86,2380053958.22529,709734112.509899,3.35344450305268,Aq,50
87,1319150252.2165,363500586.712518,3.62901822015428,Aq,41
88,724832748.330965,5564411242.53398,0.130262253585859,Aq,38.4
89,54631398767.1721,5184462112.17882,10.537524932208,Ind,17.6
90,61963503782.2002,28533126344.2447,2.17163387687094,Aq,27.3
91,129509432198.472,15337544582.0099,8.44394821517773,Ind,16.5
92,13089943992.5148,1824895941.37092,7.17298104278823,Aq,28
93,270405974291.65,43933638346.7913,6.15487322395641,Ind,5.5
