CAA_ID,drainage,leaching,nloading
143,30028473.1560483,215049362.444602,7.16
144,29367252.333192,196391199.981671,6.69
145,40449686.0353781,162129805.353219,4.01
146,22041816.950904,110994970.636231,5.04
147,311759170.277245,1569478970.23766,5.03
148,136494587.273705,460144962.09839,3.37
149,270856236.694406,1929787555.74448,7.12
150,2107590805.47442,10964268242.9771,5.2
151,106214546.519898,678860437.22362,6.39
152,3136804.10342983,111316512.369692,35.49
153,7772283.04981682,157610313.378475,20.28
154,9639429.02880473,270171442.942273,28.03
155,17259252.4598276,645369668.80995,37.39
156,6554153.04930413,256650601.545456,39.16
157,5091364.89414495,195385491.880214,38.38
158,11225199.8358937,427099222.991054,38.05
159,7260752.48560015,290848889.199453,40.06
160,6750683.47248581,243694027.90491,36.1
161,5406231.57059425,287779117.3479,53.23
162,14756590.6792127,533820261.83436,36.18
163,2432669.03758353,129492880.237065,53.23
164,3458115.1601458,184078931.040825,53.23
165,3998615.89223837,212850325.9721,53.23
166,3089461.90140189,164454590.972746,53.23
167,31068671.9396208,1594385751.96166,51.32
168,192387922.258675,6600091828.52145,34.31
169,73610.8308677108,0,0
170,1473211.96818692,20845786.408254,14.15
171,1595171.38987351,80094181.1412805,50.21
172,3321958.78155564,111916954.905342,33.69
173,6961277.57116683,77268674.097578,11.1
174,1873563.01117029,66612210.7735112,35.55
175,10199990.440663,71655847.219334,7.03
176,29785939.2935069,176702573.567571,5.93
177,5202041.51035438,83058687.5727919,15.97
178,184998636.30448,668915885.588496,3.62
179,154301920.246689,424366142.226246,2.75
180,93957238.1949443,296870221.723586,3.16
181,78270694.4350656,725396004.633075,9.27
182,1063632138.89362,4934674783.25764,4.64
183,220186050.206935,717737422.380826,3.26
184,5056974572.41194,21905231829.6919,4.33
185,10726313.170951,0,0
186,25435.3943094176,0,0
187,8760896.33572588,0,0
188,6793157.00400528,0,0
189,15138419.1405028,0,0
190,5459400.75987437,0,0
191,3119163.83210871,0,0
192,24737978.6529768,0,0
193,1507668.1183531,0,0
194,6387383.45787672,0,0
195,4018360.68747933,0,0
196,1518178.94942816,0,0
197,579876.471104765,0,0
198,6569147.05890331,0,0
199,9457066.10717693,0,0
200,6324332.76844721,0,0
201,5202660.18370555,0,0
202,4878528.21382146,0,0
203,22229042.9423576,0,0
204,9138425.16270519,0,0
205,10396005.8121936,0,0
206,6952460.47378116,0,0
207,3616631.17116516,0,0
208,5866309.48748456,0,0
209,4498825.15347311,0,0
210,28700095.2569795,0,0
211,4152443.21983935,0,0
212,4285447.90502187,0,0
213,8906050.95812407,0,0
214,14031001.0646272,0,0
215,3328510.97255876,0,0
216,7924232.67162614,0,0
217,32707956.4764396,0,0
218,16410556.412018,0,0
219,14347026.9931147,0,0
220,27079570.6336822,0,0
221,39293978.2975593,0,0
222,6338004.61561352,0,0
223,6883271.00375572,0,0
224,38698582.1511172,0,0
225,18025880.9256721,0,0
226,6532924.41404825,0,0
227,5772043.43919123,0,0
228,43269508.9324256,0,0
229,10807533.8127655,0,0
230,6149442.46798983,0,0
231,5183038.31244384,0,0
232,3833479.78742102,0,0
233,1324880.54145608,0,0
234,40954634.2618916,0,0
235,9098123.34225103,0,0
236,50181756.0465812,0,0
237,8320675.06434436,0,0
238,32765866.4007082,0,0
239,57797559.615948,0,0
240,13805189.6640771,0,0
241,38351818.4552437,115513458.997469,3.01
242,36510317.6427211,60356487.2219056,1.65
243,44611999.2554513,233329971.565237,5.23
244,130787396.85531,1187516345.31184,9.08
245,96047832.318087,1094146620.25233,11.39
246,193432860.051842,1326937429.52144,6.86
247,133900542.706594,1719940490.98225,12.84
248,71608559.4570739,1144737426.05109,15.99
249,59796280.4151609,1006896762.0941,16.84
250,368899018.511959,1984644310.93593,5.38
251,238404997.333385,2112355105.28318,8.86
252,7170512.91844918,190248762.080554,26.53
253,9156636.43564914,269449479.433649,29.43
254,8019242.44433693,166487968.885244,20.76
255,25058828.9453558,71283978.7494912,2.84
256,14354923.1290005,142923553.339073,9.96
257,21608867.0979961,166935113.012236,7.73
258,45918081.7870326,477637648.675169,10.4
259,20281709.8952167,325416662.078981,16.04
260,2171379277.02226,18492337480.0266,8.52
261,1078586097.51937,10004975488.5924,9.28
262,38833573.1801113,0,0
263,91745045.6481811,0,0
264,475619986.739957,0,0
265,2793966398.81524,0,0
266,9225717.50837213,0,0
267,8816019.19143973,0,0
268,28451923.6594155,0,0
269,12197689.9638076,0,0
270,8553164.03737742,0,0
271,15484643.3832066,0,0
272,2542423.81888984,0,0
273,24521216.6365333,0,0
274,14980051.6138692,0,0
275,8941940.86812932,0,0
276,9825159.18970114,0,0
277,29112803.7815143,0,0
278,10149246.5349151,0,0
279,42869969.4925702,0,0
280,5626072.10871355,0,0
281,10073965.2047522,0,0
282,69373769.9701678,0,0
283,63587617.3198088,0,0
284,25323531.477179,0,0
285,9500632.04930995,0,0
286,11805533.6774235,0,0
287,30563606.577542,0,0
288,10489645.70966,0,0
289,17455256.9021489,0,0
290,11538928.3416836,0,0
291,22819905.4675777,0,0
292,11811624.1205744,0,0
293,10635861.0520535,0,0
294,31723395.9830952,0,0
295,8789656.67095609,0,0
296,19654656.2089484,0,0
297,118801800.154029,0,0
298,32147607.5947179,0,0
299,56527645.1808321,0,0
300,50396213.1881368,0,0
301,29464773.2478174,0,0
302,1100076.52119111,0,0
303,91402115.526363,0,0
304,99240441.4880696,0,0
305,126405801.440875,0,0
306,8872387.1955925,0,0
307,97718498.0703241,601691208.141638,6.16
308,16783862.4468488,106105119.73517,6.32
309,27692023.0453409,163262698.781716,5.9
310,22204542.7341775,187697010.770444,8.45
311,1406953933.17386,6901383776.17444,4.91
312,3123185.72795854,20277130.274898,6.49
313,2160170317.49005,15569914548.3176,7.21
314,38596819.6950678,0,0
315,106906.430955894,0,0
316,22759441.7283614,0,0
317,147314531.344294,0,0
318,236878.927213105,0,0
319,24747995.8061953,0,0
320,106685065.793935,0,0
321,16501760.5569656,0,0
322,60777944.7254342,0,0
323,26272811.4155862,0,0
324,72624104.3842404,0,0
325,24128611.2066059,0,0
326,319238517.102801,0,0
327,8899745.09604425,0,0
328,11853227.4936568,0,0
329,566309777.394286,0,0
330,25214451.8745991,0,0
331,50726362.4487093,0,0
332,98762011.3391612,0,0
333,63113883.172008,0,0
334,16792843.5585343,0,0
335,68103804.8375019,0,0
336,1512449765.85249,0,0
337,102966488.443002,0,0
338,0,0,0
339,0,0,0
340,0,0,0
341,0,0,0
342,1561462.26466484,58272418.345856,37.32
343,9668905.52277394,356463663.474817,36.87
344,8557938.94042295,319159799.041531,37.29
345,17207439.9366453,654946257.336294,38.06
346,1364870.10410518,50300531.212932,36.85
347,29131370.1368669,890306051.896056,30.56
348,32955011.5826211,1063304656.38327,32.27
349,20445752.3620304,757693005.279968,37.06
350,5452963.04455808,211193981.320487,38.73
351,22283454.595344,703273427.97203,31.56
352,7820701.0433659,197293509.130983,25.23
353,18715377.5488203,637011652.383366,34.04
354,10652544.2488522,244905230.096755,22.99
355,35905092.0949393,1337552726.05447,37.25
356,5586699.23028063,177302962.439031,31.74
357,16110683.7580617,469157899.405013,29.12
358,28386231.4532875,1077396700.45354,37.95
359,330160.695356864,8451305.932629,25.6
360,6088931.3122656,231445045.106423,38.01
361,12207983.0843457,159900958.563564,13.1
362,66868356.7775653,2417344896.89695,36.15
363,5466847.93482812,143693258.590195,26.28
364,5580536.11655041,140339233.393229,25.15
365,5236100.56179922,129499897.1535,24.73
366,6237469.27551332,154265874.030413,24.73
367,48604506.860805,1105716799.52328,22.75
368,30080704.1515035,878008772.506381,29.19
369,110140008.795958,3978167062.36929,36.12
370,11855759.2401822,325337082.194212,27.44
371,127702082.905819,20890754.9427244,0.16
372,23054285.0815638,4998628.8620023,0.22
373,180292365.567071,5530295.2046796,0.03
374,21132091.2868708,5398467.13217,0.26
375,24926053.8129013,6994565.3693896,0.28
376,58734152.622143,12457034.0452373,0.21
377,41023281.1328069,9618229.42833544,0.23
378,84377827.3940502,22115510.93574,0.26
379,83015432.0221097,15214139.0081203,0.18
380,15697653.975658,4001004.9938796,0.25
381,97250969.0963436,22445654.5455792,0.23
382,180131871.485259,51996022.1304192,0.29
383,96899164.0708149,28904846.8874886,0.3
384,1049288463.01593,154787942.729118,0.15
385,4373396170.57484,898573401.622127,0.21
386,4713529.81664325,0,0
387,32525604.9616164,0,0
388,12349153.5885147,0,0
389,6252319.93395948,0,0
390,7238299.98047956,0,0
391,33304781.0579055,0,0
392,10702718.815366,0,0
393,11249613.451423,0,0
394,1031970.09523846,0,0
395,17210462.2048714,0,0
396,10540799.7224695,0,0
397,54575042.8610576,0,0
398,26179139.5888232,0,0
399,6671583.58602486,0,0
400,9101569.06211295,0,0
401,21758761.2502662,0,0
402,17610313.3937431,0,0
403,5599285.16821468,0,0
404,20920984.0184057,0,0
405,9229661.17183026,0,0
406,5777386.45549627,0,0
407,429.163027279896,0,0
408,13502338.979861,0,0
409,16768555.4290443,0,0
410,18908689.2151139,0,0
411,18931716.1602172,0,0
412,21684544.7080095,0,0
413,218270.442651364,0,0
414,4495301.13771219,0,0
415,118607.093666085,0,0
416,44355.3245020775,0,0
417,69387933.0284468,0,0
418,169575762.084347,0,0
419,15117800.4863835,0,0
420,45435673.5344298,0,0
421,58180519.629051,0,0
422,49292194802.0758,393242581707.578,7.98
423,237861.922657916,2899312.148304,12.19
424,14464705.2592895,153822928.759051,10.63
425,15174905.920827,58336083.3818424,3.84
426,16418744.0049138,154236021.051551,9.39
427,12503237.8798371,117453615.95326,9.39
428,10879307.4013817,102199113.701,9.39
429,86972411.9845323,898619557.262281,10.33
430,18135135.0939686,170359236.341703,9.39
431,84287136.8820717,870860882.569052,10.33
432,29428568.1326624,296414429.71235,10.07
433,11734059.4218327,121251147.627352,10.33
434,17225737.9316391,161879912.828242,9.4
435,61029795.0303581,575903121.043466,9.44
436,19984278.0488106,206503316.076144,10.33
437,298703347.108424,2495538739.07691,8.35
438,24364398.0632439,251763786.104684,10.33
439,28993787.8047503,299600497.918801,10.33
440,80106444.5952062,822834817.572708,10.27
441,39109096.7660984,433085894.437397,11.07
442,21142831.1730343,242636647.686588,11.48
443,14615850.0768339,167731778.165484,11.48
444,32671298.0712296,374937304.807805,11.48
445,44574646.1137148,511540669.128024,11.48
446,15808628.9085546,181420545.420561,11.48
447,49918550.9051057,238902505.57341,4.79
448,955105.469722952,9964781.280661,10.43
449,538527.266589839,6180403.37417,11.48
450,13611655392.0593,137006128765.591,10.07
451,157177573.623212,1803776994.16886,11.48
452,28222629.9655664,261216561.754726,9.26
453,67217049.0002466,596070694.862188,8.87
454,175471.654437471,0,0
455,450311.609351272,3114357.230075,6.92
456,7949707528.65796,71430386564.9763,8.99
457,66591014.6367117,274806551.55429,4.13
458,45662381.2836525,251252319.493062,5.5
459,167330800.254765,668760207.850857,4
460,28143172.3153843,53904346.9741203,1.92
461,36982459.3305472,146022550.12648,3.95
462,40661110.8418799,179434790.449296,4.41
463,41741686.8786234,161487278.634913,3.87
464,73619621.5048447,303523679.76989,4.12
465,1124435789.83439,5251318016.02294,4.67
466,167030402.18389,174472393.796792,1.04
467,7763154833.37914,22716961541.8182,2.93
468,25567194.7667533,479134957.140064,18.74
469,40348819.549642,209419277.005801,5.19
470,19214526.0331141,208573636.936424,10.85
471,88289610.9085442,305931953.65886,3.47
472,101719063586.455,1009925565411.33,9.93
473,70448449.0633486,158663980.84884,2.25
474,17783607.961199,86990660.6326224,4.89
475,33855301995.1832,168477261274.338,4.98
476,17295910.0967781,110404655.41028,6.38
477,10876792887.7338,75067164215.2063,6.9
478,21044666.0087621,65306739.0236761,3.1
479,51198161.8633914,81878657.2758933,1.6
480,137009296224.06,421987528418.765,3.08
481,25661414.6778662,77725682.619513,3.03
482,55046033.2346587,236783235.088747,4.3
483,30667155.4903859,138427313.723681,4.51
484,57799536.6898784,258196217.89442,4.47
485,16120491.1877578,20806121.1532052,1.29
486,36729848.0450103,153543046.066191,4.18
487,37953624.4987135,79650770.3290704,2.1
488,17053324.6976853,46375501.1506047,2.72
489,20378783.9976659,94137245.7434145,4.62
490,15826798.1911226,66946351.0139,4.23
491,19374911.20667,61966590.7163828,3.2
492,43790638.1070053,18309088.1019347,0.42
493,18759953.3471289,87790250.216574,4.68
494,16679103.8419341,26949402.4571178,1.62
495,24217410.7453915,2796934.851591,0.12
496,221961136.466997,979924418.38592,4.41
497,28757239.0710974,135343896.778014,4.71
498,79487744.3825041,297882781.777832,3.75
499,18274800.689727,81677531.489355,4.47
500,18090360.9262154,74893840.70376,4.14
501,36090132.1542141,133200760.752045,3.69
502,167657046.773735,688184859.850686,4.1
503,26203020.9654665,96699277.01634,3.69
504,56310609.7876801,246384707.34641,4.38
505,26294091.4246748,116517751.090162,4.43
506,6941657.28951758,31299670.8352737,4.51
507,27440638.0465444,73112613.4723518,2.66
508,22380374.3085671,41863841.7231294,1.87
509,160055046.454688,655812567.773791,4.1
510,69468067.998278,200791464.822838,2.89
511,106857044.006031,358599176.208164,3.36
512,89204650.2468405,359119084.371543,4.03
513,198499321.555596,461339913.675249,2.32
514,12811583040.4916,61086909326.8366,4.77
515,46443702.6482748,213962622.290289,4.61
516,35859128.2224783,66523980.2216525,1.86
517,106099.109951635,0,0
518,33634620090.7445,164562055529.861,4.89
519,15735924.6581336,151447768.694396,9.62
520,14245921.6746529,203009969.890014,14.25
521,23053243.4846665,325573598.620967,14.12
522,16348797.1298816,182971784.130854,11.19
523,5564741.18322975,62360457.7481076,11.21
524,36349971.3590902,263581673.175818,7.25
525,12965921.1340786,145301429.70362,11.21
526,15060461.6312114,168773426.13429,11.21
527,16270204.1969005,182330886.968525,11.21
528,2327202.78996011,3725292.736245,1.6
529,66314017053.7781,441189615828.81,6.65
530,22003772.5508775,153287895.351271,6.97
531,714359491.907244,1158221138.18989,1.62
532,30843691.6669584,156949037.974428,5.09
533,15890901.4449675,113357364.544468,7.13
534,15874815.3444816,124456658.396098,7.84
535,37494091.9470059,264049520.793328,7.04
536,15669203.8623344,114055604.874995,7.28
537,35952788.5695023,261711232.247988,7.28
538,40779356.8380543,296833078.743517,7.28
539,17714208.3274388,147903800.626619,8.35
540,14089042.8252193,71218210.2141144,5.05
541,23748650.5862739,172866066.805969,7.28
542,16406318.7275423,100255269.354584,6.11
543,82391536.9566487,624390905.793029,7.58
544,24753761.592585,86319418.1078201,3.49
545,13363753.0709805,100581838.663312,7.53
546,20306703.0785581,107923458.922788,5.31
547,22991519.6689639,132497211.143414,5.76
548,21305990.7946221,69218766.622208,3.25
549,47485955.0900455,281097002.298272,5.92
550,17953981.738186,103956072.922084,5.79
551,24157480.4369557,139875200.64013,5.79
552,17871742.7729685,86971625.341403,4.87
553,51854445.9760866,300400889.259346,5.79
554,89924925.7204049,434723856.761088,4.83
555,22155544.6459552,133854539.437289,6.04
556,21728093.734984,57513383.2831374,2.65
557,17669613.9055751,102350091.917015,5.79
558,39100448.8903563,210210190.88487,5.38
559,21596411.3742062,119664166.886842,5.54
560,28967628.0499339,168263806.206553,5.81
561,22734680.0126315,133003994.521684,5.85
562,18214006.6343294,106557111.81527,5.85
563,35429251.4453602,207270652.7001,5.85
564,18928504.8548688,13308913.72287,0.7
565,18610326.6424433,110942656.338026,5.96
566,29378655.1688193,175136871.612487,5.96
567,34157888.8859072,197897236.10017,5.79
568,41111466.4161583,237004626.489721,5.76
569,97660147.1875754,407981757.856452,4.18
570,109207967.675759,649465650.393495,5.95
571,33195897.1093587,203997820.247371,6.15
572,34859780.0713542,203725965.581703,5.84
573,19369597.9868492,150932205.961934,7.79
574,35039973.0572463,208300314.940379,5.94
575,66098508.3723646,270483525.012896,4.09
576,22641143.348436,136900594.128015,6.05
577,39066190.4974029,234680278.012409,6.01
578,17755479.271058,99346208.010801,5.6
579,24145089.7670137,130730020.860228,5.41
580,18795226.2902391,107985165.450114,5.75
581,50446320.1447252,296981280.528627,5.89
582,17902367.4598572,105392583.591221,5.89
583,17632649.6680294,103804734.666491,5.89
584,27936962.2183095,18802218.9072096,0.67
585,23251601.1961042,136883224.056527,5.89
586,21859632.3893351,56623450.0592553,2.59
587,33684065.61179,198299612.202447,5.89
588,310867257.249829,826549930.97387,2.66
589,18804864.7723993,110705369.742176,5.89
590,20736613.608212,27565859.7269265,1.33
591,40157852.5799482,220910021.1041,5.5
592,60983788.154541,165696182.045529,2.72
593,23309865.0685947,125893834.472614,5.4
594,16534596.0014343,136144981.300209,8.23
595,39166293.2095613,218644457.10096,5.58
596,32661098.0698754,180530965.284388,5.53
597,24411311.7350743,154375574.504594,6.32
598,77717103.492876,428468022.111009,5.51
599,89111241.9002779,473018173.765987,5.31
600,26094323.5218092,135373516.219334,5.19
601,29751982.1577333,120571270.224597,4.05
602,32022708.9936759,187333973.70871,5.85
603,56614000.7207576,302729451.259866,5.35
604,81109271.7286263,109334029.054468,1.35
605,41666593.1317328,114535948.444247,2.75
606,80135757.3855859,244219407.445788,3.05
607,271225358.473806,1359167167.27372,5.01
608,116021824.414224,661269902.906368,5.7
609,2022536094.29071,12788559175.7339,6.32
610,78885390.5366107,269974470.561052,3.42
611,92931034.9675882,617107865.896575,6.64
612,86049633.7904311,515730392.410878,5.99
613,51102784.7959243,309416763.600542,6.05
614,51415288.0895115,46440642.1863174,0.9
615,327705605.127368,1975795228.8465,6.03
616,205727261.345079,1320843561.11078,6.42
617,165405871.465336,679712174.024457,4.11
618,219976482.575579,1405436104.88556,6.39
619,515211992.576318,3102740152.09449,6.02
620,2527627500.6565,14909712400,5.9
621,55596824.965646,190702172.398659,3.43
622,260896326.683532,1804368148.04037,6.92
623,2646607977.99073,17416298483.8836,6.58
624,57602505.804097,387420723.861213,6.73
625,185368784.879947,1238043586.90602,6.68
626,47540810.0024069,284541249.27763,5.99
627,65621143.7603196,392755660.318849,5.99
628,179221363.61345,1072672934.0639,5.99
629,12247113031.4254,47647338792.5324,3.89
630,362523219.46349,2112000475.83624,5.83
631,1075619117.73794,6503185581.9055,6.05
632,130733093.462358,1108318752.2269,8.48
633,33931655623.2851,104511581001.269,3.08
634,4156106721.95263,27619440847.8565,6.65
635,745348.251258154,5180636.066508,6.95
636,124636284.209301,78291906.3381729,0.63
637,91342677.3882133,113617160.693605,1.24
638,425918.051934031,3262265.071432,7.66
639,111739922.282879,675119815.388656,6.04
640,50128640.4529326,135795478.456238,2.71
641,20485399.3106386,60940902.771078,2.97
642,20811595.5912114,89375610.8891352,4.29
643,58020647.1985065,430383150.643186,7.42
644,24230281.1500597,85831999.487388,3.54
645,20296822.8679786,151401344.05196,7.46
646,41040179.8867474,179756026.4548,4.38
647,29549726.7306003,224340678.991279,7.59
648,15493879.2367147,117629673.64083,7.59
649,31979358.3082824,242786372.340836,7.59
650,30188180.4084228,230461390.220851,7.63
651,93914549.834095,712998349.216195,7.59
652,61895329.668315,469518660,7.59
653,15922204.0856769,114357717.816478,7.18
654,108255669.155572,793098971.14004,7.33
655,36137625.0823362,260837325.30101,7.22
656,28169145.0291664,220979259.265615,7.84
657,97732697.1478421,712844235.760807,7.29
658,39511577.1674303,305021559.564013,7.72
659,652832.151872404,4915897.836003,7.53
660,19177681.0762883,152750456.090251,7.97
661,94959314.219655,700672901.700452,7.38
662,135797398.937728,1019646138.77375,7.51
663,13957909.4904773,104168168.800633,7.46
664,832704324.050586,6113397764.62632,7.34
665,284199823.827623,1922705830.80971,6.77
666,26225070995.226,149665886816.573,5.71
667,12024821.5380987,181588568.28944,15.1
668,25637847.5235626,230807747.502824,9
669,33980268.1297245,513140941.029183,15.1
670,27595618.0554859,416725417.327917,15.1
671,52275847.489338,789425129.647864,15.1
672,277090506.376039,4103206759.52625,14.81
673,20395927.0999034,208519283.35744,10.22
674,17361391.1355518,175144699.867543,10.09
675,582001888.476629,4634446549.16523,7.96
676,104587601536.834,686301641716.13,6.56
677,1378.40447039559,0,0
678,291519.875510126,0,0
679,79587147.0623653,805336421.21218,10.12
680,2049942.64562444,19687214.7454397,9.6
681,22714881772.8802,216788319889.95,9.54
682,30168296.1503422,96389973.0356967,3.2
683,286908194.734784,1876524505.67009,6.54
684,1822301821.55702,14766505511.4463,8.1
685,757179.187154214,0,0
686,2551396.9390584,0,0
687,62041911.4955028,0,0
688,18730723.5829379,0,0
689,27540833.8235821,0,0
690,64396672.0628235,0,0
691,3530036.19546088,0,0
692,61717724.9354603,0,0
693,22182567.2133332,0,0
694,8012401.09008016,0,0
695,15298695.8662553,0,0
696,35169502.4154026,0,0
697,2669129.12080963,0,0
698,29524042.9078375,0,0
699,2809713927.44123,0,0
700,407615542.48065,0,0
701,368116471.55366,0,0
702,741372.155600978,0,0
703,6149610712.32787,0,0
704,51283123.3208215,112048702.287102,2.18
705,70740064.8672054,216663353.816841,3.06
706,277773237.716244,881977987.205762,3.18
707,27318347.1727679,98222514.5017795,3.6
708,15727187.9366826,51212109.6717736,3.26
709,27914308.3282932,80944422.3224339,2.9
710,48510165.8539297,198420374.37005,4.09
711,66034253.5456778,264366396.140875,4
712,45164744.2438573,200247146.456825,4.43
713,157108539.078017,475244573.721333,3.02
714,158946.888452462,0,0
715,991671.664623794,3343114.89956,3.37
716,50379259.536748,112201830.047955,2.23
717,388033151.22156,2735059029.12056,7.05
718,120130688.372432,926592475.90647,7.71
719,91666935.4676379,715268678.8324,7.8
720,38573163.1715122,303532932.42061,7.87
721,665386198.660245,4841659902.25883,7.28
722,313798353.815108,2609631412.97345,8.32
723,5461738.04634638,207126666.172482,37.92
724,10338034.2317864,392052165.625926,37.92
725,9431630.34892354,357678357.487866,37.92
726,15570645.255169,590490948.376082,37.92
727,3396794.13947515,128818015.699085,37.92
728,10641304.3811993,403553854.900583,37.92
729,6536678.90068417,247892303.464708,37.92
730,42598858.2956207,1434039991.0124,33.66
731,5598540.7740999,221162260.243967,39.5
732,547331.031967198,20756729.9806732,37.92
733,268668.233280223,15283493.4385975,56.89
734,14064699.8158227,533379547.604673,37.92
735,25963839.8924159,989573808.068677,38.11
736,29922608.3181173,693722532.09769,23.18
737,9404509.54331476,374989576.500556,39.87
738,22590699.3355049,479628319.922815,21.23
739,7831996.60674717,300013195.46801,38.31
740,251708.912865008,9000786.539508,35.76
741,36042829.5615281,1230492277.32624,34.14
742,17137449.0444371,581836893.77495,33.95
743,713616650.136138,27409682549.17,38.41
744,9567123.79441368,601405231.965878,62.86
745,2884799.09976342,217135049.900959,75.27
746,2603656.11308827,163669830.345568,62.86
