"","Muni_ID","ID","Muni","CLC_LU_area[ha]","statistics_lu$sum"
"56",403,"1170403","Carrazeda de Ansiães",939,24
"57",404,"1170404","Freixo de Espada à Cinta",2596,652.8
"58",1805,"1171805","Lamego",118,16
"59",1704,"1171704","Mesão Frio",0,1.6
"60",1807,"1171807","Moimenta da Beira",45,1.6
"61",1812,"1171812","Penedono",191,3.2
"62",1708,"1171708","Peso da Régua",62,0.8
"63",1710,"1171710","Sabrosa",56,3.2
"64",1711,"1171711","Santa Marta de Penaguião",30,0.8
"65",1815,"1171815","São João da Pesqueira",1763,19.2
"66",1818,"1171818","Sernancelhe",171,6.4
"67",1819,"1171819","Tabuaço",364,5.6
"68",1820,"1171820","Tarouca",206,8
"69",409,"1170409","Torre de Moncorvo",4168,649.6
"70",410,"1170410","Vila Flor",2992,309.6
"71",914,"1170914","Vila Nova de Foz Côa",3308,28.8
"72",1714,"1171714","Vila Real",171,12
"73",401,"1180401","Alfândega da Fé",2872,489.6
"74",1702,"1181702","Boticas",0,0
"75",402,"1180402","Bragança",1697,15.2
"76",1703,"1181703","Chaves",244,9.6
"77",405,"1180405","Macedo de Cavaleiros",7834,179.2
"78",406,"1180406","Miranda do Douro",311,7.2
"79",407,"1180407","Mirandela",10926,514.4
"80",408,"1180408","Mogadouro",2753,64
"81",1706,"1181706","Montalegre",0,0
"82",1707,"1181707","Murça",879,58.4
"83",1712,"1181712","Valpaços",4660,93.6
"84",1713,"1181713","Vila Pouca de Aguiar",0,2.4
"85",411,"1180411","Vimioso",651,8
"86",412,"1180412","Vinhais",281,0.8
"87",101,"1610101","Águeda",0,1.6
"88",102,"1610102","Albergaria-a-Velha",0,0
"89",103,"1610103","Anadia",0,10.4
"90",105,"1610105","Aveiro",0,0
"91",108,"1610108","Estarreja",0,0
"92",110,"1610110","Ílhavo",0,0
"93",111,"1610111","Mealhada",94,0.8
"94",112,"1610112","Murtosa",0,0
"95",114,"1610114","Oliveira do Bairro",0,0
"96",115,"1610115","Ovar",0,0
"97",117,"1610117","Sever do Vouga",0,0
"98",118,"1610118","Vagos",0,0
"99",602,"1620602","Cantanhede",100,12.8
"100",603,"1620603","Coimbra",335,3.2
"101",604,"1620604","Condeixa-a-Nova",900,9.6
"102",605,"1620605","Figueira da Foz",0,2.4
"103",608,"1620608","Mira",0,0
"104",610,"1620610","Montemor-o-Velho",271,3.2
"105",613,"1620613","Penacova",0,4
"106",615,"1620615","Soure",1090,2.4
"107",1004,"1631004","Batalha",116,8.8
"108",1009,"1631009","Leiria",587,21.6
"109",1010,"1631010","Marinha Grande",0,0.8
"110",1015,"1631015","Pombal",810,28.8
"111",1016,"1631016","Porto de Mós",2511,11.2
"112",1002,"1641002","Alvaiázere",1945,12
"113",1003,"1641003","Ansião",442,6.4
"114",601,"1640601","Arganil",49,1.6
"115",1007,"1641007","Castanheira de Pêra",0,0.8
"116",1008,"1641008","Figueiró dos Vinhos",39,0
"117",606,"1640606","Góis",92,0
"118",607,"1640607","Lousã",0,0.8
"119",609,"1640609","Miranda do Corvo",33,10.4
"120",611,"1640611","Oliveira do Hospital",94,23.2
"121",612,"1640612","Pampilhosa da Serra",34,5.6
"122",1013,"1641013","Pedrógão Grande",0,0.8
"123",614,"1640614","Penela",247,0
"124",616,"1640616","Tábua",41,24
"125",617,"1640617","Vila Nova de Poiares",43,4
"126",901,"1650901","Aguiar da Beira",0,12
"127",1802,"1651802","Carregal do Sal",0,5.6
"128",1803,"1651803","Castro Daire",0,12.8
"129",1806,"1651806","Mangualde",27,38.4
"130",1808,"1651808","Mortágua",0,0.8
"131",1809,"1651809","Nelas",52,20
"132",1810,"1651810","Oliveira de Frades",0,0.8
"133",1811,"1651811","Penalva do Castelo",0,17.6
"134",1814,"1651814","Santa Comba Dão",0,3.2
"135",1816,"1651816","São Pedro do Sul",0,28
"136",1817,"1651817","Sátão",0,9.6
"137",1821,"1651821","Tondela",0,27.2
"138",1822,"1651822","Vila Nova de Paiva",0,0
"139",1823,"1651823","Viseu",0,90.4
"140",1824,"1651824","Vouzela",0,9.6
"141",1413,"1661413","Mação",1050,51.2
"142",506,"1660506","Oleiros",0,2.4
"143",508,"1660508","Proença-a-Nova",1529,52
"144",509,"1660509","Sertã",41,20
"145",510,"1660510","Vila de Rei",0,11.2
"146",905,"1670905","Fornos de Algodres",168,28.8
"147",906,"1670906","Gouveia",200,159.2
"148",912,"1670912","Seia",1015,36
"149",902,"1680902","Almeida",150,0.8
"150",903,"1680903","Celorico da Beira",248,109.6
"151",904,"1680904","Figueira de Castelo Rodrigo",5075,142.4
"152",907,"1680907","Guarda",298,61.6
"153",908,"1680908","Manteigas",0,1.6
"154",909,"1680909","Mêda",946,64.8
"155",910,"1680910","Pinhel",2119,36.8
"156",911,"1680911","Sabugal",280,44
"157",913,"1680913","Trancoso",972,3.2
"158",502,"1690502","Castelo Branco",8791,158.4
"159",505,"1690505","Idanha-a-Nova",8608,137.6
"160",507,"1690507","Penamacor",2728,31.2
"161",511,"1690511","Vila Velha de Ródão",3126,40
"162",501,"16A0501","Belmonte",52,139.2
"163",503,"16A0503","Covilhã",179,121.6
"164",504,"16A0504","Fundão",2118,450.4
"165",1001,"16B1001","Alcobaça",294,6.4
"166",1101,"16B1101","Alenquer",27,7.2
"167",1102,"16B1102","Arruda dos Vinhos",0,0
"168",1005,"16B1005","Bombarral",0,0
"169",1104,"16B1104","Cadaval",0,0.8
"170",1006,"16B1006","Caldas da Rainha",0,1.6
"171",1108,"16B1108","Lourinhã",0,0
"172",1011,"16B1011","Nazaré",0,0
"173",1012,"16B1012","Óbidos",0,0
"174",1014,"16B1014","Peniche",0,0
"175",1112,"16B1112","Sobral de Monte Agraço",0,0
"176",1113,"16B1113","Torres Vedras",0,1.6
"177",1401,"16C1401","Abrantes",6336,328
"178",1402,"16C1402","Alcanena",3887,41.6
"179",1408,"16C1408","Constância",468,5.6
"180",1410,"16C1410","Entroncamento",128,0
"181",1411,"16C1411","Ferreira do Zêzere",1442,12
"182",1421,"16C1421","Ourém",2574,2.4
"183",1417,"16C1417","Sardoal",1144,12.8
"184",1418,"16C1418","Tomar",2287,68
"185",1419,"16C1419","Torres Novas",8658,132
"186",1420,"16C1420","Vila Nova da Barquinha",551,21.6
"187",1115,"1711115","Amadora",0,0
"188",1105,"1711105","Cascais",0,0
"189",1106,"1711106","Lisboa",0,0
"190",1107,"1711107","Loures",252,3.2
"191",1109,"1711109","Mafra",0,0.8
"192",1116,"1711116","Odivelas",37,0
"193",1110,"1711110","Oeiras",0,0
"194",1111,"1711111","Sintra",0,0.8
"195",1114,"1711114","Vila Franca de Xira",0,0.8
"196",1502,"1721502","Alcochete",0,0
"197",1503,"1721503","Almada",0,0
"198",1504,"1721504","Barreiro",0,0
"199",1506,"1721506","Moita",0,0
"200",1507,"1721507","Montijo",31,28.8
"201",1508,"1721508","Palmela",65,2.4
"202",1510,"1721510","Seixal",0,6.4
"203",1511,"1721511","Sesimbra",0,0
"204",1512,"1721512","Setúbal",246,28.8
"205",1501,"1811501","Alcácer do Sal",2088,344
"206",1505,"1811505","Grândola",394,100
"207",211,"1810211","Odemira",439,268
"208",1509,"1811509","Santiago do Cacém",2677,2570
"209",1513,"1811513","Sines",0,2
"210",1201,"1821201","Alter do Chão",3313,645
"211",1202,"1821202","Arronches",1615,40
"212",1203,"1821203","Avis",7690,3912
"213",1204,"1821204","Campo Maior",6313,1871
"214",1205,"1821205","Castelo de Vide",1574,138
"215",1206,"1821206","Crato",2091,20
"216",1207,"1821207","Elvas",7767,1915
"217",1208,"1821208","Fronteira",3386,883
"218",1209,"1821209","Gavião",644,16
"219",1210,"1821210","Marvão",1211,72
"220",1211,"1821211","Monforte",2278,680
"221",707,"1820707","Mora",1373,21
"222",1212,"1821212","Nisa",5843,38
"223",1213,"1821213","Ponte de Sor",2748,155
"224",1214,"1821214","Portalegre",3160,26
"225",701,"1830701","Alandroal",1830,242
"226",702,"1830702","Arraiolos",1007,296
"227",703,"1830703","Borba",2207,64
"228",704,"1830704","Estremoz",4784,379
"229",705,"1830705","Évora",3910,1142
"230",706,"1830706","Montemor-o-Novo",1536,345
"231",708,"1830708","Mourão",1947,287
"232",709,"1830709","Portel",4940,574
"233",710,"1830710","Redondo",2515,977
"234",711,"1830711","Reguengos de Monsaraz",2501,285
"235",1215,"1831215","Sousel",6438,1997
"236",712,"1830712","Vendas Novas",179,1
"237",713,"1830713","Viana do Alentejo",1147,522
"238",714,"1830714","Vila Viçosa",1684,77
"239",201,"1840201","Aljustrel",3784,2667
"240",202,"1840202","Almodôvar",29,159
"241",203,"1840203","Alvito",2761,32
"242",204,"1840204","Barrancos",821,3
"243",205,"1840205","Beja",12547,8267
"244",206,"1840206","Castro Verde",910,547
"245",207,"1840207","Cuba",2394,505
"246",208,"1840208","Ferreira do Alentejo",11622,8742
"247",209,"1840209","Mértola",465,251
"248",210,"1840210","Moura",22915,4274
"249",212,"1840212","Ourique",313,23
"250",213,"1840213","Serpa",27301,7194
"251",214,"1840214","Vidigueira",5356,3157
"252",1403,"1851403","Almeirim",27,26
"253",1404,"1851404","Alpiarça",0,18
"254",1103,"1851103","Azambuja",25,16
"255",1405,"1851405","Benavente",25,46
"256",1406,"1851406","Cartaxo",25,60
"257",1407,"1851407","Chamusca",509,99
"258",1409,"1851409","Coruche",53,7
"259",1412,"1851412","Golegã",0,54
"260",1414,"1851414","Rio Maior",629,83
"261",1415,"1851415","Salvaterra de Magos",0,6
"262",1416,"1851416","Santarém",6687,493
"263",801,"1500801","Albufeira",0,3
"264",802,"1500802","Alcoutim",143,5
"265",803,"1500803","Aljezur",0,0
"266",804,"1500804","Castro Marim",38,8
"267",805,"1500805","Faro",1610,46
"268",806,"1500806","Lagoa",0,5
"269",807,"1500807","Lagos",0,0
"270",808,"1500808","Loulé",3166,1
"271",809,"1500809","Monchique",0,0
"272",810,"1500810","Olhão",1193,13
"273",811,"1500811","Portimão",98,2
"274",812,"1500812","São Brás de Alportel",1613,0
"275",813,"1500813","Silves",681,14
"276",814,"1500814","Tavira",377,24
"277",815,"1500815","Vila do Bispo",0,0
"278",816,"1500816","Vila Real de Santo António",0,1
