"","Muni_ID","ID","Muni","CLC_LU_area[ha]","statistics_lu$sum"
"117",606,"1640606","Góis",0,0
"118",607,"1640607","Lousã",0,1.6
"119",609,"1640609","Miranda do Corvo",363,2.4
"120",611,"1640611","Oliveira do Hospital",1,1.6
"121",612,"1640612","Pampilhosa da Serra",0,0
"122",1013,"1641013","Pedrógão Grande",0,0
"123",614,"1640614","Penela",318,0
"124",616,"1640616","Tábua",47,21.6
"125",617,"1640617","Vila Nova de Poiares",0,0.8
"126",901,"1650901","Aguiar da Beira",0,4.8
"127",1802,"1651802","Carregal do Sal",115,8
"128",1803,"1651803","Castro Daire",0,7.2
"129",1806,"1651806","Mangualde",422,44
"130",1808,"1651808","Mortágua",0,0
"131",1809,"1651809","Nelas",1283,72.8
"132",1810,"1651810","Oliveira de Frades",0,7.2
"133",1811,"1651811","Penalva do Castelo",857,49.6
"134",1814,"1651814","Santa Comba Dão",0,2.4
"135",1816,"1651816","São Pedro do Sul",44,48
"136",1817,"1651817","Sátão",360,1.6
"137",1821,"1651821","Tondela",982,40.8
"138",1822,"1651822","Vila Nova de Paiva",0,0
"139",1823,"1651823","Viseu",1070,17.6
"140",1824,"1651824","Vouzela",0,4
"141",1413,"1661413","Mação",0,17.6
"142",506,"1660506","Oleiros",0,0.8
"143",508,"1660508","Proença-a-Nova",0,26.4
"144",509,"1660509","Sertã",27,5.6
"145",510,"1660510","Vila de Rei",0,0.8
"146",905,"1670905","Fornos de Algodres",0,1.6
"147",906,"1670906","Gouveia",956,53.6
"148",912,"1670912","Seia",415,50.4
"149",902,"1680902","Almeida",122,1.6
"150",903,"1680903","Celorico da Beira",0,4
"151",904,"1680904","Figueira de Castelo Rodrigo",3078,168
"152",907,"1680907","Guarda",91,16.8
"153",908,"1680908","Manteigas",0,0
"154",909,"1680909","Mêda",3988,138.4
"155",910,"1680910","Pinhel",6889,40.8
"156",911,"1680911","Sabugal",42,2.4
"157",913,"1680913","Trancoso",891,0
"158",502,"1690502","Castelo Branco",81,76
"159",505,"1690505","Idanha-a-Nova",0,23.2
"160",507,"1690507","Penamacor",105,4
"161",511,"1690511","Vila Velha de Ródão",0,4
"162",501,"16A0501","Belmonte",473,93.6
"163",503,"16A0503","Covilhã",347,78.4
"164",504,"16A0504","Fundão",467,196
"165",1001,"16B1001","Alcobaça",187,8
"166",1101,"16B1101","Alenquer",11526,8
"167",1102,"16B1102","Arruda dos Vinhos",1768,0
"168",1005,"16B1005","Bombarral",1596,19.2
"169",1104,"16B1104","Cadaval",4740,28
"170",1006,"16B1006","Caldas da Rainha",1373,1.6
"171",1108,"16B1108","Lourinhã",199,0
"172",1011,"16B1011","Nazaré",0,0
"173",1012,"16B1012","Óbidos",303,0.8
"174",1014,"16B1014","Peniche",0,0.8
"175",1112,"16B1112","Sobral de Monte Agraço",605,0
"176",1113,"16B1113","Torres Vedras",11355,0
"177",1401,"16C1401","Abrantes",102,44.8
"178",1402,"16C1402","Alcanena",0,24
"179",1408,"16C1408","Constância",0,0
"180",1410,"16C1410","Entroncamento",0,0
"181",1411,"16C1411","Ferreira do Zêzere",32,0
"182",1421,"16C1421","Ourém",939,0
"183",1417,"16C1417","Sardoal",28,32
"184",1418,"16C1418","Tomar",137,29.6
"185",1419,"16C1419","Torres Novas",279,211.2
"186",1420,"16C1420","Vila Nova da Barquinha",0,0
"187",1115,"1711115","Amadora",0,0
"188",1105,"1711105","Cascais",0,0
"189",1106,"1711106","Lisboa",0,1.6
"190",1107,"1711107","Loures",274,2.4
"191",1109,"1711109","Mafra",1218,0
"192",1116,"1711116","Odivelas",0,0
"193",1110,"1711110","Oeiras",0,0
"194",1111,"1711111","Sintra",0,0
"195",1114,"1711114","Vila Franca de Xira",701,0.8
"196",1502,"1721502","Alcochete",0,0
"197",1503,"1721503","Almada",29,0
"198",1504,"1721504","Barreiro",0,0
"199",1506,"1721506","Moita",0,0.8
"200",1507,"1721507","Montijo",1138,304
"201",1508,"1721508","Palmela",6607,1402.4
"202",1510,"1721510","Seixal",0,8
"203",1511,"1721511","Sesimbra",34,21.6
"204",1512,"1721512","Setúbal",580,260
"205",1501,"1811501","Alcácer do Sal",225,0
"206",1505,"1811505","Grândola",109,44
"207",211,"1810211","Odemira",25,25
"208",1509,"1811509","Santiago do Cacém",161,139
"209",1513,"1811513","Sines",0,0
"210",1201,"1821201","Alter do Chão",226,134
"211",1202,"1821202","Arronches",79,54
"212",1203,"1821203","Avis",174,103
"213",1204,"1821204","Campo Maior",92,70
"214",1205,"1821205","Castelo de Vide",0,3
"215",1206,"1821206","Crato",39,31
"216",1207,"1821207","Elvas",370,107
"217",1208,"1821208","Fronteira",110,109
"218",1209,"1821209","Gavião",0,47
"219",1210,"1821210","Marvão",0,11
"220",1211,"1821211","Monforte",130,218
"221",707,"1820707","Mora",90,102
"222",1212,"1821212","Nisa",0,11
"223",1213,"1821213","Ponte de Sor",0,45
"224",1214,"1821214","Portalegre",348,119
"225",701,"1830701","Alandroal",689,444
"226",702,"1830702","Arraiolos",608,311
"227",703,"1830703","Borba",2342,594
"228",704,"1830704","Estremoz",1842,921
"229",705,"1830705","Évora",2451,1397
"230",706,"1830706","Montemor-o-Novo",512,256
"231",708,"1830708","Mourão",212,230
"232",709,"1830709","Portel",112,106
"233",710,"1830710","Redondo",3044,1102
"234",711,"1830711","Reguengos de Monsaraz",4007,1780
"235",1215,"1831215","Sousel",208,208
"236",712,"1830712","Vendas Novas",359,275
"237",713,"1830713","Viana do Alentejo",0,2
"238",714,"1830714","Vila Viçosa",301,285
"239",201,"1840201","Aljustrel",100,48
"240",202,"1840202","Almodôvar",0,6
"241",203,"1840203","Alvito",78,145
"242",204,"1840204","Barrancos",0,1
"243",205,"1840205","Beja",805,843
"244",206,"1840206","Castro Verde",0,2
"245",207,"1840207","Cuba",729,452
"246",208,"1840208","Ferreira do Alentejo",305,309
"247",209,"1840209","Mértola",68,52
"248",210,"1840210","Moura",505,242
"249",212,"1840212","Ourique",0,4
"250",213,"1840213","Serpa",402,329
"251",214,"1840214","Vidigueira",2372,1310
"252",1403,"1851403","Almeirim",5641,591
"253",1404,"1851404","Alpiarça",2967,431
"254",1103,"1851103","Azambuja",2339,81
"255",1405,"1851405","Benavente",153,25
"256",1406,"1851406","Cartaxo",1388,110
"257",1407,"1851407","Chamusca",173,86
"258",1409,"1851409","Coruche",156,133
"259",1412,"1851412","Golegã",0,34
"260",1414,"1851414","Rio Maior",545,73
"261",1415,"1851415","Salvaterra de Magos",149,50
"262",1416,"1851416","Santarém",2063,136
"263",801,"1500801","Albufeira",66,57
"264",802,"1500802","Alcoutim",0,2
"265",803,"1500803","Aljezur",0,11
"266",804,"1500804","Castro Marim",0,18
"267",805,"1500805","Faro",0,9
"268",806,"1500806","Lagoa",203,57
"269",807,"1500807","Lagos",136,70
"270",808,"1500808","Loulé",0,4
"271",809,"1500809","Monchique",0,0
"272",810,"1500810","Olhão",0,24
"273",811,"1500811","Portimão",0,72
"274",812,"1500812","São Brás de Alportel",0,0
"275",813,"1500813","Silves",106,128
"276",814,"1500814","Tavira",27,84
"277",815,"1500815","Vila do Bispo",0,2
"278",816,"1500816","Vila Real de Santo António",0,5
