"","Muni_ID","ID","Muni","CLC_LU_area[ha]","statistics_lu$sum"
"206",1505,"1811505","Grândola",4482,0
"207",211,"1810211","Odemira",17631,0
"208",1509,"1811509","Santiago do Cacém",7514,0
"209",1513,"1811513","Sines",1456,0
"210",1201,"1821201","Alter do Chão",980,0
"211",1202,"1821202","Arronches",1853,0
"212",1203,"1821203","Avis",1448,0
"213",1204,"1821204","Campo Maior",886,0
"214",1205,"1821205","Castelo de Vide",3129,0
"215",1206,"1821206","Crato",2599,0
"216",1207,"1821207","Elvas",1977,0
"217",1208,"1821208","Fronteira",1843,0
"218",1209,"1821209","Gavião",3136,0
"219",1210,"1821210","Marvão",4095,0
"220",1211,"1821211","Monforte",496,0
"221",707,"1820707","Mora",1133,0
"222",1212,"1821212","Nisa",5933,0
"223",1213,"1821213","Ponte de Sor",4779,0
"224",1214,"1821214","Portalegre",6230,0
"225",701,"1830701","Alandroal",3466,0
"226",702,"1830702","Arraiolos",2660,0
"227",703,"1830703","Borba",439,0
"228",704,"1830704","Estremoz",3787,0
"229",705,"1830705","Évora",5977,0
"230",706,"1830706","Montemor-o-Novo",4845,0
"231",708,"1830708","Mourão",882,0
"232",709,"1830709","Portel",1310,0
"233",710,"1830710","Redondo",1622,0
"234",711,"1830711","Reguengos de Monsaraz",2246,0
"235",1215,"1831215","Sousel",967,0
"236",712,"1830712","Vendas Novas",1321,0
"237",713,"1830713","Viana do Alentejo",1794,0
"238",714,"1830714","Vila Viçosa",1293,0
"239",201,"1840201","Aljustrel",1731,0
"240",202,"1840202","Almodôvar",5839,0
"241",203,"1840203","Alvito",1299,0
"242",204,"1840204","Barrancos",115,0
"243",205,"1840205","Beja",4600,0
"244",206,"1840206","Castro Verde",4257,0
"245",207,"1840207","Cuba",1252,0
"246",208,"1840208","Ferreira do Alentejo",4062,0
"247",209,"1840209","Mértola",19071,0
"248",210,"1840210","Moura",4260,0
"249",212,"1840212","Ourique",5413,0
"250",213,"1840213","Serpa",3157,0
"251",214,"1840214","Vidigueira",1560,0
"252",1403,"1851403","Almeirim",2493,0
"253",1404,"1851404","Alpiarça",2249,0
"254",1103,"1851103","Azambuja",6993,0
"255",1405,"1851405","Benavente",3762,0
"256",1406,"1851406","Cartaxo",5497,0
"257",1407,"1851407","Chamusca",4084,0
"258",1409,"1851409","Coruche",8018,0
"259",1412,"1851412","Golegã",835,0
"260",1414,"1851414","Rio Maior",8990,0
"261",1415,"1851415","Salvaterra de Magos",6303,0
"262",1416,"1851416","Santarém",22619,0
"263",801,"1500801","Albufeira",9072,139
"264",802,"1500802","Alcoutim",11868,10.75
"265",803,"1500803","Aljezur",4254,74.75
"266",804,"1500804","Castro Marim",11181,54.5
"267",805,"1500805","Faro",7686,400.75
"268",806,"1500806","Lagoa",3846,85.75
"269",807,"1500807","Lagos",6158,40.75
"270",808,"1500808","Loulé",19704,316
"271",809,"1500809","Monchique",2864,83.75
"272",810,"1500810","Olhão",5303,281.5
"273",811,"1500811","Portimão",4960,116
"274",812,"1500812","São Brás de Alportel",2207,25.25
"275",813,"1500813","Silves",15728,1249.75
"276",814,"1500814","Tavira",20130,547.75
"277",815,"1500815","Vila do Bispo",2253,12
"278",816,"1500816","Vila Real de Santo António",2585,29.5
