"","Muni_ID","ID","Muni","uaa","clc","adj_factor"
"39",1804,"1151804","Cinfães",4746,7622,0.622671214904225
"40",1303,"1151303","Felgueiras",3687,6740,0.547032640949555
"41",1305,"1151305","Lousada",2849,5004,0.569344524380496
"42",1307,"1151307","Marco de Canaveses",4170,9838,0.423866639560886
"43",1705,"1151705","Mondim de Basto",5390,3453,1.56096148276861
"44",1309,"1151309","Paços de Ferreira",1367,2773,0.49296790479625
"45",1310,"1151310","Paredes",2480,5289,0.468897712232936
"46",1311,"1151311","Penafiel",3920,9324,0.42042042042042
"47",1813,"1151813","Resende",4274,6023,0.709613149593226
"48",1709,"1151709","Ribeira de Pena",3215,4807,0.668816309548575
"49",104,"1160104","Arouca",4026,4754,0.846865797223391
"50",113,"1160113","Oliveira de Azeméis",1955,3855,0.507133592736706
"51",109,"1160109","Santa Maria da Feira",1709,5099,0.335163757599529
"52",116,"1160116","São João da Madeira",0,166,0
"53",119,"1160119","Vale de Cambra",1604,3839,0.417817139880177
"54",1701,"1171701","Alijó",9221,15813,0.583127806235376
"55",1801,"1171801","Armamar",4483,6679,0.671208264710286
"56",403,"1170403","Carrazeda de Ansiães",7947,13196,0.602227947862989
"57",404,"1170404","Freixo de Espada à Cinta",8218,11099,0.740427065501396
"58",1805,"1171805","Lamego",6161,9726,0.633456713962575
"59",1704,"1171704","Mesão Frio",1254,2000,0.627
"60",1807,"1171807","Moimenta da Beira",5597,9724,0.575586178527355
"61",1812,"1171812","Penedono",3896,5666,0.687610307094952
"62",1708,"1171708","Peso da Régua",4155,6866,0.605155840372852
"63",1710,"1171710","Sabrosa",4733,7328,0.645878820960699
"64",1711,"1171711","Santa Marta de Penaguião",3708,4474,0.828788556101922
"65",1815,"1171815","São João da Pesqueira",12635,17013,0.74266737200964
"66",1818,"1171818","Sernancelhe",4924,7397,0.665675273759632
"67",1819,"1171819","Tabuaço",4513,6726,0.670978293190604
"68",1820,"1171820","Tarouca",2186,4414,0.495242410512007
"69",409,"1170409","Torre de Moncorvo",17168,24357,0.704848708790081
"70",410,"1170410","Vila Flor",10488,15189,0.690499703732965
"71",914,"1170914","Vila Nova de Foz Côa",16716,20813,0.803151876231202
"72",1714,"1171714","Vila Real",11093,13059,0.849452484876331
"73",401,"1180401","Alfândega da Fé",12490,19178,0.651267076858901
"74",1702,"1181702","Boticas",11031,9656,1.14239850869925
"75",402,"1180402","Bragança",44181,61866,0.714140238580157
"76",1703,"1181703","Chaves",26256,35422,0.741234261193608
"77",405,"1180405","Macedo de Cavaleiros",24078,43265,0.55652374898879
"78",406,"1180406","Miranda do Douro",21471,36789,0.583625540243007
"79",407,"1180407","Mirandela",27958,41683,0.670729074202913
"80",408,"1180408","Mogadouro",37061,49376,0.750587329876863
"81",1706,"1181706","Montalegre",34417,22703,1.5159670528124
"82",1707,"1181707","Murça",4889,8546,0.572080505499649
"83",1712,"1181712","Valpaços",26201,35428,0.739556283165858
"84",1713,"1181713","Vila Pouca de Aguiar",11181,12672,0.882339015151515
"85",411,"1180411","Vimioso",14731,24907,0.591440157385474
"86",412,"1180412","Vinhais",22837,34362,0.664600430708341
"87",101,"1610101","Águeda",2918,6622,0.440652370884929
"88",102,"1610102","Albergaria-a-Velha",2595,4370,0.593821510297483
"89",103,"1610103","Anadia",5158,8570,0.601866977829638
"90",105,"1610105","Aveiro",2902,5584,0.519699140401146
"91",108,"1610108","Estarreja",3204,4988,0.642341619887731
"92",110,"1610110","Ílhavo",932,2655,0.351035781544256
"93",111,"1610111","Mealhada",2586,4859,0.532208273307265
"94",112,"1610112","Murtosa",1605,2191,0.732542218165221
"95",114,"1610114","Oliveira do Bairro",2479,4497,0.55125639315099
"96",115,"1610115","Ovar",1900,2948,0.644504748982361
"97",117,"1610117","Sever do Vouga",912,2736,0.333333333333333
"98",118,"1610118","Vagos",3513,6533,0.537731516914128
"99",602,"1620602","Cantanhede",8464,15630,0.541522712731926
"100",603,"1620603","Coimbra",6492,14588,0.445023306827529
"101",604,"1620604","Condeixa-a-Nova",2933,5531,0.530283854637498
"102",605,"1620605","Figueira da Foz",6785,12181,0.557015023397094
"103",608,"1620608","Mira",1770,3006,0.588822355289421
"104",610,"1620610","Montemor-o-Velho",9108,14466,0.629614267938615
"105",613,"1620613","Penacova",1319,3750,0.351733333333333
"106",615,"1620615","Soure",6498,11881,0.546923659624611
"107",1004,"1631004","Batalha",2134,4171,0.511627906976744
"108",1009,"1631009","Leiria",8343,20103,0.415012684673929
"109",1010,"1631010","Marinha Grande",287,1150,0.249565217391304
"110",1015,"1631015","Pombal",7618,22329,0.341170674907072
"111",1016,"1631016","Porto de Mós",6009,10223,0.587792233199648
"112",1002,"1641002","Alvaiázere",2024,6387,0.316893690308439
"113",1003,"1641003","Ansião",3240,7400,0.437837837837838
"114",601,"1640601","Arganil",1549,4002,0.387056471764118
"115",1007,"1641007","Castanheira de Pêra",86,698,0.123209169054441
"116",1008,"1641008","Figueiró dos Vinhos",678,2021,0.335477486392875
"117",606,"1640606","Góis",559,1426,0.392005610098177
"118",607,"1640607","Lousã",578,2540,0.22755905511811
"119",609,"1640609","Miranda do Corvo",995,2758,0.360768672951414
"120",611,"1640611","Oliveira do Hospital",4188,7743,0.54087562960093
"121",612,"1640612","Pampilhosa da Serra",377,1433,0.263084438241452
"122",1013,"1641013","Pedrógão Grande",614,1468,0.418256130790191
"123",614,"1640614","Penela",1766,3923,0.450165689523324
"124",616,"1640616","Tábua",2243,5596,0.400822015725518
"125",617,"1640617","Vila Nova de Poiares",482,1886,0.255567338282078
"126",901,"1650901","Aguiar da Beira",3898,5484,0.710795040116703
"127",1802,"1651802","Carregal do Sal",1760,3849,0.457261626396467
"128",1803,"1651803","Castro Daire",4444,10183,0.436413630560739
"129",1806,"1651806","Mangualde",5009,7917,0.632689149930529
"130",1808,"1651808","Mortágua",1282,2870,0.446689895470383
"131",1809,"1651809","Nelas",2843,5471,0.519649058673003
"132",1810,"1651810","Oliveira de Frades",1863,3585,0.519665271966527
"133",1811,"1651811","Penalva do Castelo",3492,5756,0.606671299513551
"134",1814,"1651814","Santa Comba Dão",1556,3680,0.422826086956522
"135",1816,"1651816","São Pedro do Sul",3355,6911,0.485457965562147
"136",1817,"1651817","Sátão",3441,6954,0.494823123382226
"137",1821,"1651821","Tondela",5849,9988,0.585602723267922
"138",1822,"1651822","Vila Nova de Paiva",2447,5330,0.459099437148218
"139",1823,"1651823","Viseu",8143,16752,0.486091212989494
"140",1824,"1651824","Vouzela",2550,4761,0.535601764335224
"141",1413,"1661413","Mação",3080,6821,0.451546694033133
"142",506,"1660506","Oleiros",2534,2906,0.871988988300069
"143",508,"1660508","Proença-a-Nova",4291,11789,0.363983374332004
"144",509,"1660509","Sertã",3694,6904,0.53505214368482
"145",510,"1660510","Vila de Rei",661,1251,0.528377298161471
"146",905,"1670905","Fornos de Algodres",3813,4131,0.923021060275962
"147",906,"1670906","Gouveia",7871,9580,0.82160751565762
"148",912,"1670912","Seia",7654,9618,0.795799542524433
"149",902,"1680902","Almeida",24429,22560,1.08284574468085
"150",903,"1680903","Celorico da Beira",11494,10058,1.14277192284748
"151",904,"1680904","Figueira de Castelo Rodrigo",29339,25089,1.16939694686915
"152",907,"1680907","Guarda",25446,26945,0.94436815735758
"153",908,"1680908","Manteigas",1129,1021,1.10577864838394
"154",909,"1680909","Mêda",11518,15949,0.72217693899304
"155",910,"1680910","Pinhel",24096,23986,1.00458600850496
"156",911,"1680911","Sabugal",27611,26022,1.06106371531781
"157",913,"1680913","Trancoso",13299,15012,0.885891286970424
"158",502,"1690502","Castelo Branco",56435,54823,1.02940371741787
"159",505,"1690505","Idanha-a-Nova",90778,73338,1.23780304889689
"160",507,"1690507","Penamacor",14329,20164,0.710622892283277
"161",511,"1690511","Vila Velha de Ródão",7530,11501,0.654725676028171
"162",501,"16A0501","Belmonte",6694,7357,0.909881745276607
"163",503,"16A0503","Covilhã",14023,16278,0.861469467993611
"164",504,"16A0504","Fundão",27228,31999,0.850901590674709
"165",1001,"16B1001","Alcobaça",10031,18860,0.53186638388123
"166",1101,"16B1101","Alenquer",14806,21694,0.682492855167327
"167",1102,"16B1102","Arruda dos Vinhos",3717,7039,0.528057962778804
"168",1005,"16B1005","Bombarral",5635,8080,0.69740099009901
"169",1104,"16B1104","Cadaval",6502,9316,0.697939029626449
"170",1006,"16B1006","Caldas da Rainha",7486,16096,0.465084493041749
"171",1108,"16B1108","Lourinhã",7299,11669,0.625503470734425
"172",1011,"16B1011","Nazaré",1099,2194,0.500911577028259
"173",1012,"16B1012","Óbidos",4554,7878,0.578065498857578
"174",1014,"16B1014","Peniche",3133,5088,0.615762578616352
"175",1112,"16B1112","Sobral de Monte Agraço",3384,4572,0.740157480314961
"176",1113,"16B1113","Torres Vedras",16759,28125,0.595875555555556
"177",1401,"16C1401","Abrantes",15614,23703,0.658735181200692
"178",1402,"16C1402","Alcanena",3876,7875,0.492190476190476
"179",1408,"16C1408","Constância",1050,2031,0.51698670605613
"180",1410,"16C1410","Entroncamento",176,697,0.252510760401722
"181",1411,"16C1411","Ferreira do Zêzere",3907,6798,0.574727861135628
"182",1421,"16C1421","Ourém",6511,15881,0.409986776651344
"183",1417,"16C1417","Sardoal",1353,2612,0.517993874425727
"184",1418,"16C1418","Tomar",7904,17246,0.458309173141598
"185",1419,"16C1419","Torres Novas",10306,20554,0.501410917582952
"186",1420,"16C1420","Vila Nova da Barquinha",692,1174,0.589437819420784
"187",1115,"1711115","Amadora",293,434,0.675115207373272
"188",1105,"1711105","Cascais",534,1977,0.2701062215478
"189",1106,"1711106","Lisboa",0,189,0
"190",1107,"1711107","Loures",5921,8018,0.738463457221252
"191",1109,"1711109","Mafra",10022,19323,0.518656523314185
"192",1116,"1711116","Odivelas",304,626,0.485623003194888
"193",1110,"1711110","Oeiras",1071,1107,0.967479674796748
"194",1111,"1711111","Sintra",7802,14547,0.536330514882794
"195",1114,"1711114","Vila Franca de Xira",9800,20866,0.469663567526119
"196",1502,"1721502","Alcochete",3675,5887,0.624256837098692
"197",1503,"1721503","Almada",538,1535,0.350488599348534
"198",1504,"1721504","Barreiro",241,1005,0.239800995024876
"199",1506,"1721506","Moita",1933,2694,0.717520415738679
"200",1507,"1721507","Montijo",16604,14689,1.1303696643747
"201",1508,"1721508","Palmela",23303,26976,0.863841933570581
"202",1510,"1721510","Seixal",999,892,1.11995515695067
"203",1511,"1721511","Sesimbra",2604,4800,0.5425
"204",1512,"1721512","Setúbal",6209,6592,0.94189927184466
"205",1501,"1811501","Alcácer do Sal",90437,51462,1.75735494151024
"206",1505,"1811505","Grândola",44973,22719,1.97953254984814
"207",211,"1810211","Odemira",77775,76586,1.01552503068446
"208",1509,"1811509","Santiago do Cacém",69495,51595,1.34693284232968
"209",1513,"1811513","Sines",8463,9046,0.935551625027637
"210",1201,"1821201","Alter do Chão",29712,26667,1.11418607267409
"211",1202,"1821202","Arronches",26212,27767,0.943998271329276
"212",1203,"1821203","Avis",42424,37135,1.14242628248283
"213",1204,"1821204","Campo Maior",21087,24368,0.865356204858831
"214",1205,"1821205","Castelo de Vide",20713,11126,1.86167535502427
"215",1206,"1821206","Crato",25912,21628,1.19807656741261
"216",1207,"1821207","Elvas",57486,54680,1.0513167520117
"217",1208,"1821208","Fronteira",17798,21402,0.831604522941781
"218",1209,"1821209","Gavião",7911,8352,0.947198275862069
"219",1210,"1821210","Marvão",10464,6439,1.62509706476161
"220",1211,"1821211","Monforte",37739,37260,1.01285560923242
"221",707,"1820707","Mora",44121,29667,1.48720800889878
"222",1212,"1821212","Nisa",25605,26198,0.977364684327048
"223",1213,"1821213","Ponte de Sor",57427,30110,1.90724011956161
"224",1214,"1821214","Portalegre",29497,22903,1.28790988080164
"225",701,"1830701","Alandroal",42026,35508,1.18356426720739
"226",702,"1830702","Arraiolos",54821,60513,0.905937567134335
"227",703,"1830703","Borba",8277,11285,0.733451484271156
"228",704,"1830704","Estremoz",41271,35004,1.17903668152211
"229",705,"1830705","Évora",108762,106513,1.02111479349938
"230",706,"1830706","Montemor-o-Novo",90380,72968,1.23862515075101
"231",708,"1830708","Mourão",27484,22148,1.24092468845945
"232",709,"1830709","Portel",38835,28114,1.38134025752294
"233",710,"1830710","Redondo",27325,27828,0.981924680178238
"234",711,"1830711","Reguengos de Monsaraz",38165,35599,1.0720806764235
"235",1215,"1831215","Sousel",24056,24581,0.978642040600464
"236",712,"1830712","Vendas Novas",17552,8793,1.9961332878426
"237",713,"1830713","Viana do Alentejo",34182,32031,1.06715369485811
"238",714,"1830714","Vila Viçosa",13121,13522,0.970344623576394
"239",201,"1840201","Aljustrel",39141,40751,0.960491767073201
"240",202,"1840202","Almodôvar",37860,42174,0.897709489258785
"241",203,"1840203","Alvito",15615,23195,0.673205432205217
"242",204,"1840204","Barrancos",13893,8267,1.68053707511794
"243",205,"1840205","Beja",90764,101487,0.894341147141999
"244",206,"1840206","Castro Verde",47710,52191,0.914142285068307
"245",207,"1840207","Cuba",13428,15187,0.884177256864423
"246",208,"1840208","Ferreira do Alentejo",48587,51600,0.941608527131783
"247",209,"1840209","Mértola",80865,82447,0.980811915533616
"248",210,"1840210","Moura",69118,71545,0.966077294010762
"249",212,"1840212","Ourique",43164,43427,0.993943859810717
"250",213,"1840213","Serpa",83990,88188,0.952397151539892
"251",214,"1840214","Vidigueira",28401,24267,1.17035480281864
"252",1403,"1851403","Almeirim",9224,12881,0.716093471003804
"253",1404,"1851404","Alpiarça",9669,7232,1.33697455752212
"254",1103,"1851103","Azambuja",11316,16678,0.678498620937762
"255",1405,"1851405","Benavente",36668,26117,1.40398973848451
"256",1406,"1851406","Cartaxo",8075,12283,0.657412684197672
"257",1407,"1851407","Chamusca",22130,16467,1.34389992105423
"258",1409,"1851409","Coruche",67464,40496,1.6659423152904
"259",1412,"1851412","Golegã",5584,7230,0.772337482710927
"260",1414,"1851414","Rio Maior",7818,11161,0.700474867843383
"261",1415,"1851415","Salvaterra de Magos",11371,13213,0.860591841368349
"262",1416,"1851416","Santarém",30886,40082,0.770570330821815
"263",801,"1500801","Albufeira",5303,10848,0.48884587020649
"264",802,"1500802","Alcoutim",10820,19804,0.54635427186427
"265",803,"1500803","Aljezur",5334,7457,0.715301059407268
"266",804,"1500804","Castro Marim",7894,17646,0.447353507877139
"267",805,"1500805","Faro",4987,11438,0.436002797691904
"268",806,"1500806","Lagoa",1838,5618,0.327162691349235
"269",807,"1500807","Lagos",3981,9187,0.43332970501796
"270",808,"1500808","Loulé",16838,32313,0.521090582737598
"271",809,"1500809","Monchique",2983,3271,0.911953531030266
"272",810,"1500810","Olhão",4407,7915,0.556790903348073
"273",811,"1500811","Portimão",3026,7434,0.407048695184288
"274",812,"1500812","São Brás de Alportel",1867,4091,0.456367636274749
"275",813,"1500813","Silves",15677,31062,0.504700276865624
"276",814,"1500814","Tavira",12260,27209,0.450586203094564
"277",815,"1500815","Vila do Bispo",2555,6894,0.3706121264868
"278",816,"1500816","Vila Real de Santo António",2163,3503,0.617470739366258
