"Muni_ID","ID","Muni","cereals","industry","potato","pulses","pastures","total_municipality"
1016,"1631016","Porto de Mós",3841.88,5.14,380.67,59.52,12628.67,16915.88
1002,"1641002","Alvaiázere",1967.94,5.14,31.72,49.19,1748,3801.99
1003,"1641003","Ansião",8069.96,0,0,153.09,7021.33,15244.38
601,"1640601","Arganil",11356.97,5.14,126.89,42.1,6777.33,18308.43
1007,"1641007","Castanheira de Pêra",283.36,0,31.72,5.26,121.33,441.67
1008,"1641008","Figueiró dos Vinhos",2088.78,0,253.78,10.52,272,2625.08
606,"1640606","Góis",1623.8,0,63.44,10.73,392,2089.97
607,"1640607","Lousã",3364.95,0,158.61,32.2,496.67,4052.43
609,"1640609","Miranda do Corvo",2776.35,0,126.89,26.93,956,3886.17
611,"1640611","Oliveira do Hospital",12002.81,0,1205.45,69.22,21674,34951.48
612,"1640612","Pampilhosa da Serra",906.75,0,0,0,433.33,1340.08
1013,"1641013","Pedrógão Grande",2764.36,0,0,0,443.33,3207.69
614,"1640614","Penela",2861.6,0,158.61,42.93,4704,7767.14
616,"1640616","Tábua",12494.86,5.14,602.73,123.88,9628,22854.61
617,"1640617","Vila Nova de Poiares",2505.15,5.14,190.33,15.99,866.67,3583.28
901,"1650901","Aguiar da Beira",29285.87,0,2728.13,186.43,5268.67,37469.1
1802,"1651802","Carregal do Sal",7264.84,0,158.61,48.17,4325.33,11796.95
1803,"1651803","Castro Daire",37716.07,0,444.11,189.65,9646,47995.83
1806,"1651806","Mangualde",25567.48,0,1586.12,156.01,12595.33,39904.94
1808,"1651808","Mortágua",14471.88,0,697.89,42.31,1131.33,16343.41
1809,"1651809","Nelas",6342.46,0,348.95,80.55,3322.67,10094.63
1810,"1651810","Oliveira de Frades",34905.79,0,222.06,136.82,6064,41328.67
1811,"1651811","Penalva do Castelo",22813.95,0,348.95,123.24,2504,25790.14
1814,"1651814","Santa Comba Dão",7265.47,5.14,571,80.36,8329.33,16251.3
1816,"1651816","São Pedro do Sul",54489.8,83.81,697.89,275.48,13871.33,69418.31
1817,"1651817","Sátão",36287.36,0,539.28,192.68,4286.67,41305.99
1821,"1651821","Tondela",37707.52,47.04,888.23,280.95,4698,43621.74
1822,"1651822","Vila Nova de Paiva",16982.23,0,285.5,21.05,4425.33,21714.11
1823,"1651823","Viseu",61360.29,5.14,1649.56,526.84,5626,69167.83
1824,"1651824","Vouzela",33556.26,0,126.89,195.51,4801.33,38679.99
1413,"1661413","Mação",645.43,0,0,3.26,616,1264.69
506,"1660506","Oleiros",2423.94,0,0,3.26,676.67,3103.87
508,"1660508","Proença-a-Nova",2278.37,0,0,3.44,5086.67,7368.48
509,"1660509","Sertã",5282.09,0,103.07,10.62,2184,7579.78
510,"1660510","Vila de Rei",496.51,0,0,3.44,135.33,635.28
905,"1670905","Fornos de Algodres",16582.58,0,453.49,166.7,3570.67,20773.44
906,"1670906","Gouveia",7497.09,0,577.17,49.98,20419.33,28543.57
912,"1670912","Seia",5611.05,0,474.1,53.07,6965.33,13103.55
902,"1680902","Almeida",4268.7,0,267.97,0,76470,81006.67
903,"1680903","Celorico da Beira",6706.24,0,886.36,20.42,26615.33,34228.35
904,"1680904","Figueira de Castelo Rodrigo",5996.18,0,309.2,10.62,58423.33,64739.33
907,"1680907","Guarda",20599.97,4.25,1978.86,109.42,98989.33,121681.83
908,"1680908","Manteigas",357.94,0,0,0,588,945.94
909,"1680909","Mêda",7402.3,0,185.52,17.5,12538,20143.32
910,"1680910","Pinhel",15179.37,28.2,1834.57,64.24,46314,63420.38
911,"1680911","Sabugal",17937.05,0,1278.01,38.06,89459.33,108712.45
913,"1680913","Trancoso",12810.96,0,2370.51,34.66,29676,44892.13
502,"1690502","Castelo Branco",11629.95,28.2,103.07,258.92,141802.67,153822.81
505,"1690505","Idanha-a-Nova",58549.24,1494.6,267.97,476.15,407858.67,468646.63
507,"1690507","Penamacor",12987.67,2.12,82.45,56.16,34821.33,47949.73
511,"1690511","Vila Velha de Ródão",911.21,338.4,0,7.18,14977.33,16234.12
501,"16A0501","Belmonte",13156.61,0,144.29,13.06,10784,24097.96
503,"16A0503","Covilhã",20394.29,0,577.17,89.81,18414.67,39475.94
504,"16A0504","Fundão",30288.93,995.49,288.58,112.49,54920,86605.49
1001,"16B1001","Alcobaça",30435.68,0,3659.28,219.75,8742,43056.71
1101,"16B1101","Alenquer",44833.04,221.4,1180.41,164.78,8701.33,55100.96
1102,"16B1102","Arruda dos Vinhos",9790.76,50.29,118.04,66.15,3768.67,13793.91
1005,"16B1005","Bombarral",2594.41,0,865.64,25.02,728,4213.07
1104,"16B1104","Cadaval",2274.91,0,196.74,25.89,672.67,3170.21
1006,"16B1006","Caldas da Rainha",15636.26,0,1023.02,116.19,4336,21111.47
1108,"16B1108","Lourinhã",35180.34,0,14951.9,274.98,3682.67,54089.89
1011,"16B1011","Nazaré",3317.72,0,944.33,24.16,1058.67,5344.88
1012,"16B1012","Óbidos",6826.37,0,1455.84,58.96,1158,9499.17
1014,"16B1014","Peniche",16482.28,0,1534.54,188.66,794.67,19000.15
1112,"16B1112","Sobral de Monte Agraço",16737.23,65.85,354.12,42.85,1916.67,19116.72
1113,"16B1113","Torres Vedras",71627.4,0,5626.64,305.74,10412,87971.78
1401,"16C1401","Abrantes",70781,77.78,314.78,231,48164.67,119569.23
1402,"16C1402","Alcanena",5048.82,0,0,8.92,11800.67,16858.41
1408,"16C1408","Constância",26535.51,0,0,0,914.67,27450.18
1410,"16C1410","Entroncamento",8168.37,0,0,0,373.33,8541.7
1411,"16C1411","Ferreira do Zêzere",2696.61,0,0,0,2691.33,5387.94
1421,"16C1421","Ourém",38330.2,0,39.35,88.59,2098,40556.14
1417,"16C1417","Sardoal",830.33,0,0,0,2683.33,3513.66
1418,"16C1418","Tomar",64017.01,0,78.69,26.75,11556.67,75679.12
1419,"16C1419","Torres Novas",100251.64,0,314.78,8.92,14634,115209.34
1420,"16C1420","Vila Nova da Barquinha",4080.61,23.33,0,0,424.67,4528.61
1115,"1711115","Amadora",0,0,0,0,284.67,284.67
1105,"1711105","Cascais",192.06,0,0,0,356,548.06
1106,"1711106","Lisboa",42.36,0,0,0,192,234.36
1107,"1711107","Loures",11923.74,54.44,39.35,44.59,7251.33,19313.45
1109,"1711109","Mafra",52516.78,201.15,2478.87,348.88,16816.67,72362.35
1116,"1711116","Odivelas",101.33,0,0,0,1894.67,1996
1110,"1711110","Oeiras",0,0,0,0,65.33,65.33
1111,"1711111","Sintra",36175.44,0,1062.37,42.85,19356.67,56637.33
1114,"1711114","Vila Franca de Xira",264792.36,524.74,314.78,439.81,28454.67,294526.36
1502,"1721502","Alcochete",9578.71,0,1337.8,53.51,17524.67,28494.69
1503,"1721503","Almada",1936.82,0,78.69,34.8,452,2502.31
1504,"1721504","Barreiro",612.55,0,78.69,0,681.33,1372.57
1506,"1721506","Moita",2775.29,0,550.86,0,2380.67,5706.82
1507,"1721507","Montijo",89607.6,402.3,8420.28,17.84,50957.33,149405.35
1508,"1721508","Palmela",95531.58,0,6138.15,62.43,96406,198138.16
1510,"1721510","Seixal",0,0,0,0,3061.33,3061.33
1511,"1721511","Sesimbra",1008.56,0,0,0,13747.33,14755.89
1512,"1721512","Setúbal",1582.45,0,157.39,0,9160.67,10900.51
1501,"1811501","Alcácer do Sal",317141.67,487.96,1374.68,620.42,345630.67,665255.4
1505,"1811505","Grândola",50738.63,211.81,263.24,569.92,120479.33,172262.93
211,"1810211","Odemira",171669.59,810.13,1286.94,1003.54,240229.33,414999.53
1509,"1811509","Santiago do Cacém",217380.87,267.43,58.5,572.78,184182,402461.58
1513,"1811513","Sines",16069.18,0,116.99,101.23,24582,40869.4
1201,"1821201","Alter do Chão",14382.65,0,0,55.29,176745.33,191183.27
1202,"1821202","Arronches",32549.48,0,29.25,0,104226,136804.73
1203,"1821203","Avis",71044.15,329.32,29.25,447.3,191610.67,263460.69
1204,"1821204","Campo Maior",93374.09,1749.44,0,347.73,45288.67,140759.93
1205,"1821205","Castelo de Vide",1067.97,0,0,0,104799.33,105867.3
1206,"1821206","Crato",3045.19,0,0,0,132134.67,135179.86
1207,"1821207","Elvas",144575.14,240.23,233.99,733.61,188757.33,334540.3
1208,"1821208","Fronteira",87539.84,0,0,147.78,116210,203897.62
1209,"1821209","Gavião",6963.07,0,29.25,37.59,71577.33,78607.24
1210,"1821210","Marvão",375.02,0,146.24,0,43912.67,44433.93
1211,"1821211","Monforte",43061.41,466.87,0,16.89,184178.67,227723.84
707,"1820707","Mora",67929.36,13.6,0,269.42,194881.33,263093.71
1212,"1821212","Nisa",1871.86,0,0,25.23,146352,148249.09
1213,"1821213","Ponte de Sor",61001.9,2060.24,29.25,240.43,269851.33,333183.15
1214,"1821214","Portalegre",8276.27,0,87.75,0,130832.67,139196.69
701,"1830701","Alandroal",107351.38,356.16,0,151.73,182219.33,290078.6
702,"1830702","Arraiolos",84064.58,412.48,0,147.78,244514.67,329139.51
703,"1830703","Borba",19644.95,0,0,25.33,18748.67,38418.95
704,"1830704","Estremoz",76328.74,802.29,204.74,272.3,109504,187112.07
705,"1830705","Évora",233556.93,720.7,87.75,178.54,510752.67,745296.59
706,"1830706","Montemor-o-Novo",79273.24,0,0,97.12,525770,605140.36
708,"1830708","Mourão",24427.5,86.12,0,63.34,89352.67,113929.63
709,"1830709","Portel",52632.11,40.79,0,0,170899.33,223572.23
710,"1830710","Redondo",57200.06,131.45,0,104.32,109650,167085.83
711,"1830711","Reguengos de Monsaraz",62972.44,0,0,83.9,91495.33,154551.67
1215,"1831215","Sousel",36223.35,648.18,0,419.18,55784,93074.71
712,"1830712","Vendas Novas",13746.75,0,58.5,8.44,94916,108729.69
713,"1830713","Viana do Alentejo",77879.04,0,0,97.12,191672.67,269648.83
714,"1830714","Vila Viçosa",19577.33,0,0,0,68855.33,88432.66
201,"1840201","Aljustrel",209172.56,16581.8,0,1470.07,44443.33,271667.76
202,"1840202","Almodôvar",58012.54,0,0,764.38,88248,147024.92
203,"1840203","Alvito",22759.24,183.4,0,84.45,106958,129985.09
204,"1840204","Barrancos",0,0,0,0,67312,67312
205,"1840205","Beja",474081.72,27132.87,0,3355.41,225016.67,729586.67
206,"1840206","Castro Verde",155780.89,1041.98,0,402.47,90932.67,248158.01
207,"1840207","Cuba",39733.3,2293.55,0,25.33,55465.33,97517.51
208,"1840208","Ferreira do Alentejo",194802.46,12696.21,0,1925.63,104038,313462.3
209,"1840209","Mértola",144601.42,106.35,0,2351.88,376194.67,523254.32
210,"1840210","Moura",117144.84,2300.69,0,321.03,235229.33,354995.89
212,"1840212","Ourique",112993.06,597.96,0,886.7,167876.67,282354.39
213,"1840213","Serpa",185437.23,6900.51,0,3208.33,186896.67,382442.74
214,"1840214","Vidigueira",49477.71,2191.9,0,63.34,55265.33,106998.28
1403,"1851403","Almeirim",116025.8,0,6767.7,0,6510,129303.5
1404,"1851404","Alpiarça",104075.18,23.33,2164.09,89.18,2482.67,108834.45
1103,"1851103","Azambuja",85493.92,365.56,275.43,25.89,23887.33,110048.13
1405,"1851405","Benavente",277717.98,628.39,4328.18,0,126832,409506.55
1406,"1851406","Cartaxo",77566.69,540.29,550.86,10.06,4467.33,83135.23
1407,"1851407","Chamusca",318012.51,275.3,1849.31,0,162791.33,482928.45
1409,"1851409","Coruche",511007.01,542.3,3698.63,44.59,236796.67,752089.2
1412,"1851412","Golegã",400782.17,0,4013.4,0,12264.67,417060.24
1414,"1851414","Rio Maior",43751.54,0,78.69,16.97,31401.33,75248.53
1415,"1851415","Salvaterra de Magos",171986.95,85.56,3580.59,392.39,14826,190871.49
1416,"1851416","Santarém",284618.22,1291.51,2478.87,301.42,24129.33,312819.35
801,"1500801","Albufeira",1170.77,0,0,5.29,1768.67,2944.73
802,"1500802","Alcoutim",335.06,0,0,26.44,14872.67,15234.17
803,"1500803","Aljezur",12597.88,0,491.54,61.96,11521.33,24672.71
804,"1500804","Castro Marim",259.37,0,30.72,5.29,18746,19041.38
805,"1500805","Faro",727.56,0,153.61,5.29,1526,2412.46
806,"1500806","Lagoa",8134.02,0,30.72,0,1106,9270.74
807,"1500807","Lagos",2799.55,0,122.88,15.96,3883.33,6821.72
808,"1500808","Loulé",1008.18,0,0,0,17076,18084.18
809,"1500809","Monchique",3523.95,0,614.42,5.06,6108,10251.43
810,"1500810","Olhão",0,0,61.44,0,65.33,126.77
811,"1500811","Portimão",855.52,0,92.16,5.29,6006,6958.97
812,"1500812","São Brás de Alportel",611.63,0,61.44,0,924,1597.07
813,"1500813","Silves",10542.77,0,184.33,36.98,19878,30642.08
814,"1500814","Tavira",1396.07,0,122.88,37.01,8213.33,9769.29
815,"1500815","Vila do Bispo",6986.45,0,0,10.68,16184,23181.13
816,"1500816","Vila Real de Santo António",374.31,0,61.44,15.96,732.67,1184.38
