Muni_ID,ID,Muni,fertiliser,m_app99_nha,sludge,graz_tot,storage99_nha,total_sum
805,1500805,Faro,1.32,0.0718407860437137,0,0.0378804892721075,0.075461597,1.50518287231582
806,1500806,Lagoa,0.468,0.133852013057671,0.0047499,0.115108813928183,0.090678489,0.812389215985854
807,1500807,Lagos,0.858,0.0948254207485556,0.0065006,0.495847776940467,0.080986013,1.53615981068902
808,1500808,Loulé,1.014,0.0504388882290058,0.0063452,0.072128518826464,0.035486434,1.17839904105547
809,1500809,Monchique,0.155,0.513332215890044,0,0.425715722427087,0.402729691,1.49677762931713
810,1500810,Olhão,1.259,0.0351962786476061,0.0023031,0.0514340821420467,0.028217402,1.37615086278965
811,1500811,Portimão,0.998,0.0889424983476537,0,0.217752808988764,0.065977997,1.37067330433642
812,1500812,São Brás de Alportel,0.804,0.0429405463310123,0,0.0838832351365828,0.038159391,0.968983172467595
813,1500813,Silves,1.055,0.0622861516871851,0.0008727,0.104769407412132,0.049227998,1.27215625709932
814,1500814,Tavira,0.882,0.0392357259380098,0.0023966,0.0573450244698206,0.02702783,1.00800518040783
815,1500815,Vila do Bispo,0.45,0.0470450097847358,0.0004057,0.456046966731898,0.051767072,1.00526474851663
816,1500816,Vila Real de Santo António,0.729,0.0410957004160888,0,0.0757836338418863,0.02682791,0.872707244257975
