Muni_ID,ID,Muni,tot_input,tot_output,gnb
1812,1171812,Penedono,86.9,19.2,67
1708,1171708,Peso da R�gua,22.499225807,5.7,16
1710,1171710,Sabrosa,63.181269854,12.1,51
1711,1171711,Santa Marta de Penagui�o,21.9,5.1,16
1815,1171815,S�o Jo�o da Pesqueira,30.412965697,7,23
1818,1171818,Sernancelhe,72.9,20.4,52
1819,1171819,Tabua�o,38.951472454,9.3,29
1820,1171820,Tarouca,83.342251029,34.7,48
409,1170409,Torre de Moncorvo,36.509290037,15.9,20
410,1170410,Vila Flor,42.8,13.1,29
914,1170914,Vila Nova de Foz C�a,26.8,10.2,16
1714,1171714,Vila Real,49.930290509,27.4,22
401,1180401,Alf�ndega da F�,43.8,14.2,29
1702,1181702,Boticas,44,21.3,22
402,1180402,Bragan�a,59.55091792,20.5,39
1703,1181703,Chaves,83.961529465,37.1,46
405,1180405,Macedo de Cavaleiros,60.364109506,20.9,39
406,1180406,Miranda do Douro,42.6,26.8,15
407,1180407,Mirandela,50.569596195,14.8,35
408,1180408,Mogadouro,51.3,28.5,22
1706,1181706,Montalegre,30.705493794,17,13
1707,1181707,Mur�a,26.146991447,11.3,14
1712,1181712,Valpa�os,67.050227738,16.5,50
1713,1181713,Vila Pouca de Aguiar,65.3,41.1,24
411,1180411,Vimioso,45.801443575,19.7,26
412,1180412,Vinhais,78.501407701,24,54
101,1610101,�gueda,266.6,142.1,124
102,1610102,Albergaria-a-Velha,341,156.9,184
103,1610103,Anadia,101.200776142,34.8,66
105,1610105,Aveiro,204.2976861,113.7,90
108,1610108,Estarreja,290,242.4,47
110,1610110,�lhavo,310.26289385,103.4,206
111,1610111,Mealhada,185.6,65.8,119
112,1610112,Murtosa,350.5,300.6,49
114,1610114,Oliveira do Bairro,148.605164727,89,59
115,1610115,Ovar,423.839973034,325.3,98
117,1610117,Sever do Vouga,681,113.6,567
118,1610118,Vagos,225.7,146.8,78
602,1620602,Cantanhede,159,109.8,49
603,1620603,Coimbra,159.20404051,65,94
604,1620604,Condeixa-a-Nova,104.395291135,44.5,59
605,1620605,Figueira da Foz,183.713039306,123.5,60
608,1620608,Mira,311.9,174.4,137
610,1620610,Montemor-o-Velho,219.507083474,145.7,73
613,1620613,Penacova,138.546883249,51.2,87
615,1620615,Soure,236.773956242,62.9,173
1004,1631004,Batalha,255.9,40.6,215
1009,1631009,Leiria,660.22157928,94.1,566
1010,1631010,Marinha Grande,157.1,65.8,91
1015,1631015,Pombal,230.162422525,63.7,166
1016,1631016,Porto de M�s,354.7,95.8,258
1002,1641002,Alvai�zere,108.1,37.2,70
1003,1641003,Ansi�o,125.785401177,39.8,85
601,1640601,Arganil,103.1,40.1,62
1007,1641007,Castanheira de P�ra,111.6,49.7,61
1008,1641008,Figueir� dos Vinhos,104.1,32.9,71
606,1640606,G�is,239.4,59.9,179
607,1640607,Lous�,205.12321685,45.1,160
609,1640609,Miranda do Corvo,86.3,28.9,57
611,1640611,Oliveira do Hospital,344.491070365,39.3,305
612,1640612,Pampilhosa da Serra,84.5,23.2,61
1013,1641013,Pedr�g�o Grande,96.4,31,65
614,1640614,Penela,85.2,37.7,47
616,1640616,T�bua,93,41,52
617,1640617,Vila Nova de Poiares,118,40.3,77
901,1650901,Aguiar da Beira,170.3,57.4,112
1802,1651802,Carregal do Sal,116.3,32.7,83
1803,1651803,Castro Daire,128.2,55.6,72
1806,1651806,Mangualde,95.6,34.7,60
1808,1651808,Mort�gua,478.1,90.8,387
1809,1651809,Nelas,78.5,21.4,57
1810,1651810,Oliveira de Frades,727.2,109.9,617
1811,1651811,Penalva do Castelo,83.8,30.4,53
1814,1651814,Santa Comba D�o,295.852743376,44.7,251
1816,1651816,S�o Pedro do Sul,231.668787828,67.4,164
1817,1651817,S�t�o,179.9,54.3,125
1821,1651821,Tondela,255.832774323,51.3,204
1822,1651822,Vila Nova de Paiva,250,65.5,184
1823,1651823,Viseu,110.829039103,40.8,70
1824,1651824,Vouzela,367.8,79.5,288
1413,1661413,Ma��o,69.2,28.3,40
506,1660506,Oleiros,108.9,19.7,89
508,1660508,Proen�a-a-Nova,61.6,21.1,40
509,1660509,Sert�,103.5,32.6,70
510,1660510,Vila de Rei,98.8,22.4,76
905,1670905,Fornos de Algodres,81,28.5,52
906,1670906,Gouveia,42.1,19.5,22
912,1670912,Seia,58.1,28.6,29
902,1680902,Almeida,38.707552904,29,9
903,1680903,Celorico da Beira,43.3,24.5,18
904,1680904,Figueira de Castelo Rodrigo,37.80025074,17.9,19
907,1680907,Guarda,41.551851951,28.6,12
908,1680908,Manteigas,66.7,43,23
909,1680909,M�da,46.8,14.3,32
910,1680910,Pinhel,39.812377286,24.5,15
911,1680911,Sabugal,40.807780379,31.6,9
913,1680913,Trancoso,59.4,26.8,32
502,1690502,Castelo Branco,35.5,18.9,16
505,1690505,Idanha-a-Nova,40.8,25.4,15
507,1690507,Penamacor,50.5,26.6,23
511,1690511,Vila Velha de R�d�o,50.9,22.3,28
501,16A0501,Belmonte,56.103736455,29,27
503,16A0503,Covilh�,61.700818893,34.1,27
504,16A0504,Fund�o,55.609348321,25.3,30
1001,16B1001,Alcoba�a,227.537023182,60.5,167
1101,16B1101,Alenquer,88.501619997,23.9,64
1102,16B1102,Arruda dos Vinhos,87.037023182,30.5,56
1005,16B1005,Bombarral,162.737023182,22.2,140
1104,16B1104,Cadaval,101.137023182,24.4,76
1006,16B1006,Caldas da Rainha,186.198802101,33.6,152
1108,16B1108,Lourinh�,371.450669115,72.6,298
1011,16B1011,Nazar�,222.696646547,115.7,106
1012,16B1012,�bidos,186.15266077,27.3,158
1014,16B1014,Peniche,192.937023182,66.3,126
1112,16B1112,Sobral de Monte Agra�o,143.637023182,81.5,62
1113,16B1113,Torres Vedras,159.812575255,48.7,111
1401,16C1401,Abrantes,63.620971438,28.2,35
1402,16C1402,Alcanena,85.237023182,41.6,43
1408,16C1408,Const�ncia,169.437023182,77.1,92
1410,16C1410,Entroncamento,113.837023182,39.7,74
1411,16C1411,Ferreira do Z�zere,611.737023182,25.2,586
1421,16C1421,Our�m,314.555177302,45.6,268
1417,16C1417,Sardoal,68.337023182,23.2,45
1418,16C1418,Tomar,134.340492397,38,96
1419,16C1419,Torres Novas,84.237023182,30.7,53
1420,16C1420,Vila Nova da Barquinha,143.537023182,37.1,106
1115,1711115,Amadora,37.437023182,28.6,8
1105,1711105,Cascais,94.396484699,31.3,63
1106,1711106,Lisboa,220.137023182,41.5,178
1107,1711107,Loures,166.62824563,74.4,92
1109,1711109,Mafra,156.411065194,75.8,80
1116,1711116,Odivelas,45.937023182,42.1,3
1110,1711110,Oeiras,116.93940513,10.3,106
1111,1711111,Sintra,110.143979408,56.1,54
1114,1711114,Vila Franca de Xira,149.538502906,65.5,84
1502,1721502,Alcochete,78.337023182,43.4,34
1503,1721503,Almada,349.0978902,98.7,250
1504,1721504,Barreiro,128.237023182,103,25
1506,1721506,Moita,247.337023182,251.2,-3
1507,1721507,Montijo,105.258108684,39.9,65
1508,1721508,Palmela,77.543992792,45.2,32
1510,1721510,Seixal,27.489284387,17.2,10
1511,1721511,Sesimbra,76.01539453,20.4,55
1512,1721512,Set�bal,61.337023182,30.7,30
1501,1811501,Alc�cer do Sal,44,26.8,17
1505,1811505,Gr�ndola,38.007028243,19.5,18
211,1810211,Odemira,55.2,34.2,21
1509,1811509,Santiago do Cac�m,55.5,30.7,24
1513,1811513,Sines,48.102179988,26.3,21
1201,1821201,Alter do Ch�o,47.4,31,16
1202,1821202,Arronches,55.609262963,35.1,20
1203,1821203,Avis,48.3,24.8,23
1204,1821204,Campo Maior,75.8,38.5,37
1205,1821205,Castelo de Vide,54.239687425,27.2,27
1206,1821206,Crato,47.212525036,33.5,13
1207,1821207,Elvas,66.396163687,37,29
1208,1821208,Fronteira,59.1,31.9,27
1209,1821209,Gavi�o,22.202101359,12.1,10
1210,1821210,Marv�o,42.738257101,23.4,19
1211,1821211,Monforte,59.3,40.4,18
707,1820707,Mora,41,23.2,17
1212,1821212,Nisa,36.368565493,22.1,14
1213,1821213,Ponte de Sor,31.006736508,15.9,15
1214,1821214,Portalegre,47.40914384,33.4,14
701,1830701,Alandroal,48.6,30.3,18
702,1830702,Arraiolos,52.2,29.7,22
703,1830703,Borba,62.2,31.8,30
704,1830704,Estremoz,49.8,26.1,23
705,1830705,�vora,52.9,31.1,21
706,1830706,Montemor-o-Novo,54.202132311,32.6,21
708,1830708,Mour�o,37.1,26.7,10
709,1830709,Portel,49.958667294,28.3,21
710,1830710,Redondo,52.4,31.6,20
711,1830711,Reguengos de Monsaraz,47.1,24,23
1215,1831215,Sousel,61.120282748,28.1,33
712,1830712,Vendas Novas,57,21.6,35
713,1830713,Viana do Alentejo,48.3,30.4,17
714,1830714,Vila Vi�osa,52.600932125,34.3,18
201,1840201,Aljustrel,68.4,27.8,40
202,1840202,Almod�var,28.9,17.7,11
203,1840203,Alvito,48.801042179,33.5,15
204,1840204,Barrancos,40.3,28.7,11
205,1840205,Beja,64.600741003,22.9,41
206,1840206,Castro Verde,43.882996442,22.9,20
207,1840207,Cuba,64.9,28,36
208,1840208,Ferreira do Alentejo,66.3,23.9,42
209,1840209,M�rtola,28.9,16.7,12
210,1840210,Moura,51.8,24.6,27
212,1840212,Ourique,43.6,23.8,19
213,1840213,Serpa,56.2,24.1,32
214,1840214,Vidigueira,56.204062697,20.3,35
1403,1851403,Almeirim,101.859363234,33.7,68
1404,1851404,Alpiar�a,131.837023182,50.4,81
1103,1851103,Azambuja,101.714177687,42.8,58
1405,1851405,Benavente,116.387148767,63.2,53
1406,1851406,Cartaxo,239.237023182,47.8,191
1407,1851407,Chamusca,61.670430357,33.5,28
1409,1851409,Coruche,59.166342805,31.8,27
1412,1851412,Goleg�,249.197484092,111.5,137
1414,1851414,Rio Maior,163.337023182,30.8,132
1415,1851415,Salvaterra de Magos,145.638801443,66.4,79
1416,1851416,Santar�m,128.736224216,50.4,78
801,1500801,Albufeira,103.14819465,17.2,85
802,1500802,Alcoutim,34,8.7,25
803,1500803,Aljezur,60.831081458,36.6,24
804,1500804,Castro Marim,58.7,14.1,44
805,1500805,Faro,120.8,20.7,100
806,1500806,Lagoa,47.106280999,19.6,27
807,1500807,Lagos,67.611870564,26.8,40
808,1500808,Loul�,82.460443834,11.2,71
809,1500809,Monchique,69.9,20.3,49
810,1500810,Olh�o,123.457412489,16.5,106
811,1500811,Portim�o,84.4,31.4,52
812,1500812,S�o Br�s de Alportel,37.2,4.3,32
813,1500813,Silves,105.021429798,23.3,81
814,1500814,Tavira,75.532637185,9.9,65
815,1500815,Vila do Bispo,37.89901958,24.1,13
816,1500816,Vila Real de Santo Ant�nio,46.4,10.7,35
