Muni_ID,ID,Muni,grazing,fertiliser,sludge,manure,leaching_large,leaching_small,leaching_gw,SUM,nha
805,1500805,Faro,4.8,185.139,0,8.39,2.161,296.103,1062.962,1559.555,0.312724082614799
806,1500806,Lagoa,4.536,24.945,0.249,5.987,4.029,23.592,144.184,207.522,0.112906420021763
807,1500807,Lagos,32.061,107.305,0.8,11.078,1.653,125.825,1388.816,1667.538,0.41887415222306
808,1500808,Loulé,62.056,1036.39,6.357,45.684,13.914,16.364,4071.825,5252.59,0.311948568713624
809,1500809,Monchique,89.617,61.478,0,165.035,11.055,0,288.647,615.832,0.206447200804559
810,1500810,Olhão,1.71,78.607,0.142,1.981,4.68,255.932,767.797,1110.849,0.252064669843431
811,1500811,Portimão,15.871,130.618,0,10.315,6.553,9.421,725.914,898.692,0.296990085922009
812,1500812,São Brás de Alportel,9.11,99.1,0,4.985,0,3.214,363.82,480.229,0.257219603642207
813,1500813,Silves,53.39,775.5,0.629,39.782,7.867,6.158,4027.286,4910.612,0.313236716208458
814,1500814,Tavira,40.955,914.252,2.438,37.962,5.02,8.727,2431.882,3441.236,0.280688091353997
815,1500815,Vila do Bispo,20.265,33.202,0.029,3.329,0,0.647,200.311,257.783,0.100893542074364
816,1500816,Vila Real de Santo António,4.139,63.993,0,3.234,4.096,146.571,32.461,254.494,0.117657882570504
