"Muni_ID","ID","Muni","bean","chickpea","other_pulses","extensive_pasture","intensive_pasture","total"
110,"1610110","Ílhavo",30.33,0,0,24.3,4.6,59.23
111,"1610111","Mealhada",30.5,0,81,124.2,4.6,240.3
112,"1610112","Murtosa",0,0,0,318.6,4.6,323.2
114,"1610114","Oliveira do Bairro",30.5,0,162,243,4.6,440.1
115,"1610115","Ovar",30.5,0,0,75.6,0,106.1
117,"1610117","Sever do Vouga",61,0,0,253.8,197.8,512.6
118,"1610118","Vagos",395.85,0,487.02,21.6,0,904.47
602,"1620602","Cantanhede",273.96,0,1625,210.6,32.2,2141.76
603,"1620603","Coimbra",121.6,72,2031,332.1,50.6,2607.3
604,"1620604","Condeixa-a-Nova",182.64,72,1219.05,739.8,105.8,2319.29
605,"1620605","Figueira da Foz",213.15,0,1219.05,710.1,32.2,2174.5
608,"1620608","Mira",121.76,0,81,59.4,0,262.16
610,"1620610","Montemor-o-Velho",517.48,0,1138.06,1201.5,220.8,3077.84
613,"1620613","Penacova",213.08,72,650,27,82.8,1044.88
615,"1620615","Soure",274.23,72,1543.94,1687.5,69,3646.67
1004,"1631004","Batalha",91.5,72,567.98,118.8,4.6,854.88
1009,"1631009","Leiria",243.52,72,2111.72,510.3,174.8,3112.34
1010,"1631010","Marinha Grande",-30,0,81,45.9,0,96.9
1015,"1631015","Pombal",730.56,726,5767.33,453.6,128.8,7806.29
1016,"1631016","Porto de Mós",273.96,72,730.98,5173.2,128.8,6378.94
1002,"1641002","Alvaiázere",91.5,72,892.98,475.2,55.2,1586.88
1003,"1641003","Ansião",152.15,218.01,3248.8,583.2,501.4,4703.56
601,"1640601","Arganil",152.5,0,0,1034.1,335.8,1522.4
1007,"1641007","Castanheira de Pêra",30,0,0,54,0,84
1008,"1641008","Figueiró dos Vinhos",0,0,0,62.1,9.2,71.3
606,"1640606","Góis",30.5,0,162,81,13.8,287.3
607,"1640607","Lousã",30.4,0,406,13.5,41.4,491.3
609,"1640609","Miranda do Corvo",0,0,487.02,10.8,78.2,576.02
611,"1640611","Oliveira do Hospital",121.8,73,162,945,1196,2497.8
612,"1640612","Pampilhosa da Serra",0,0,0,172.8,4.6,177.4
1013,"1641013","Pedrógão Grande",0,0,0,197.1,0,197.1
614,"1640614","Penela",30.43,0,567.98,315.9,271.4,1185.71
616,"1640616","Tábua",60.96,145.34,1219.05,494.1,437,2356.45
617,"1640617","Vila Nova de Poiares",30.5,0,162,51.3,69,312.8
901,"1650901","Aguiar da Beira",121.72,146,731.61,2095.2,0,3094.53
1802,"1651802","Carregal do Sal",30.5,72,162,291.6,271.4,827.5
1803,"1651803","Castro Daire",121.8,0,0,2980.8,9.2,3111.8
1806,"1651806","Mangualde",121.8,0,326,645.3,294.4,1387.5
1808,"1651808","Mortágua",182.76,0,162,162,50.6,557.36
1809,"1651809","Nelas",121.88,145.34,326,540,174.8,1308.02
1810,"1651810","Oliveira de Frades",121.76,0,0,661.5,225.4,1008.66
1811,"1651811","Penalva do Castelo",121.8,72.67,163,893.7,0,1251.17
1814,"1651814","Santa Comba Dão",121.88,72,650,440.1,625.6,1909.58
1816,"1651816","São Pedro do Sul",91.35,0,812,3326.4,50.6,4280.35
1817,"1651817","Sátão",182.64,218.01,731.25,1266.3,27.6,2425.8
1821,"1651821","Tondela",487.2,73,1055.99,1393.2,32.2,3041.59
1822,"1651822","Vila Nova de Paiva",60.86,0,0,1209.6,4.6,1275.06
1823,"1651823","Viseu",548.1,362.75,1462.5,1501.2,73.6,3948.15
1824,"1651824","Vouzela",273.96,72,162,1263.6,41.4,1812.96
1413,"1661413","Mação",19,0,0,267.3,0,286.3
506,"1660506","Oleiros",19,0,0,313.2,0,332.2
508,"1660508","Proença-a-Nova",0,0,50,2246.4,18.4,2314.8
509,"1660509","Sertã",19,48,50,885.6,18.4,1021
510,"1660510","Vila de Rei",0,0,50,62.1,0,112.1
905,"1670905","Fornos de Algodres",113.28,48.62,50,1557.9,0,1769.8
906,"1670906","Gouveia",75.52,0,153,6304.5,197.8,6730.82
912,"1670912","Seia",94.45,0,102,1736.1,32.2,1964.75
902,"1680902","Almeida",0,0,0,35070.3,59.8,35130.1
903,"1680903","Celorico da Beira",19,48,102,8526.6,294.4,8990
904,"1680904","Figueira de Castelo Rodrigo",38,48,102,26438.4,105.8,26732.2
907,"1680907","Guarda",56.64,97.1,102,28476.9,2056.2,30788.84
908,"1680908","Manteigas",0,0,0,264.6,0,264.6
909,"1680909","Mêda",19,97,204,5243.4,87.4,5650.8
910,"1680910","Pinhel",56.64,388.8,306.84,20304,64.4,21120.68
911,"1680911","Sabugal",18.89,48.5,50,34276.5,506,34899.89
913,"1680913","Trancoso",18.83,97.34,204,11504.7,317.4,12142.27
502,"1690502","Castelo Branco",1813.44,48,153,58430.7,800.4,61245.54
505,"1690505","Idanha-a-Nova",736.32,0,7918.95,137389.5,3601.8,149646.57
507,"1690507","Penamacor",321.47,48,0,13678.2,82.8,14130.47
511,"1690511","Vila Velha de Ródão",19,48,0,4687.2,326.6,5080.8
501,"16A0501","Belmonte",94.15,0,0,2489.4,64.4,2647.95
503,"16A0503","Covilhã",245.7,48.67,51,6048,55.2,6448.57
504,"16A0504","Fundão",566.4,48.67,50,17010,1154.6,18829.67
1001,"16B1001","Alcobaça",838.62,124,3443.96,2802.6,197.8,7406.98
1101,"16B1101","Alenquer",233,2744.06,530,1846.8,322,5675.86
1102,"16B1102","Arruda dos Vinhos",93.34,1123.2,530,882.9,170.2,2799.64
1005,"16B1005","Bombarral",0,0,265,178.2,0,443.2
1104,"16B1104","Cadaval",93,124,662,234.9,13.8,1127.7
1006,"16B1006","Caldas da Rainha",699,0,1191.96,545.4,280.6,2716.96
1108,"16B1108","Lourinhã",1117.92,0,5562.9,548.1,216.2,7445.12
1011,"16B1011","Nazaré",232.85,0,0,156.6,36.8,426.25
1012,"16B1012","Óbidos",232.8,0,927.01,364.5,32.2,1556.51
1014,"16B1014","Peniche",1490.88,0,1059.04,224.1,27.6,2801.62
1112,"16B1112","Sobral de Monte Agraço",187,0,793.98,631.8,50.6,1663.38
1113,"16B1113","Torres Vedras",1164.25,1372.03,4502.96,996.3,740.6,8776.14
1401,"16C1401","Abrantes",46.5,0,7019.85,13570.2,1232.8,21869.35
1402,"16C1402","Alcanena",0,0,398.01,3998.7,280.6,4677.31
1408,"16C1408","Constância",0,0,0,423.9,0,423.9
1410,"16C1410","Entroncamento",0,0,0,167.4,0,167.4
1411,"16C1411","Ferreira do Zêzere",0,0,0,680.4,87.4,767.8
1421,"16C1421","Ourém",139.8,374.01,1987.05,496.8,73.6,3071.26
1417,"16C1417","Sardoal",0,0,0,342.9,151.8,494.7
1418,"16C1418","Tomar",47,124,927.01,2322,510.6,3930.61
1419,"16C1419","Torres Novas",0,0,398.01,1055.7,529,1982.71
1420,"16C1420","Vila Nova da Barquinha",0,0,0,148.5,0,148.5
1115,"1711115","Amadora",0,0,0,132.3,0,132.3
1105,"1711105","Cascais",0,0,0,124.2,0,124.2
1106,"1711106","Lisboa",0,0,0,18.9,13.8,32.7
1107,"1711107","Loures",0,124,1456.95,2311.2,197.8,4089.95
1109,"1711109","Mafra",1676.88,499,4901.02,2667.6,989,10733.5
1116,"1711116","Odivelas",0,0,0,874.8,0,874.8
1110,"1711110","Oeiras",0,0,0,29.7,0,29.7
1111,"1711111","Sintra",140.25,0,793.98,3272.4,1062.6,5269.23
1114,"1711114","Vila Franca de Xira",0,2993.04,10197.88,7654.5,331.2,21176.62
1502,"1721502","Alcochete",0,0,1721.98,4757.4,662.4,7141.78
1503,"1721503","Almada",93.34,0,927.01,170.1,0,1190.45
1504,"1721504","Barreiro",0,0,0,216,18.4,234.4
1506,"1721506","Moita",0,0,0,734.4,27.6,762
1507,"1721507","Montijo",0,0,530,22366.8,156.4,23053.2
1508,"1721508","Palmela",0,0,2119.04,35815.5,1343.2,39277.74
1510,"1721510","Seixal",0,0,0,1398.6,0,1398.6
1511,"1721511","Sesimbra",0,124,133,2619,740.6,3616.6
1512,"1721512","Setúbal",0,0,0,3199.5,110.4,3309.9
1501,"1811501","Alcácer do Sal",0,50,14360.59,155374.2,878.6,170663.39
1505,"1811505","Grândola",0,0,13231.81,55844.1,0,69075.91
211,"1810211","Odemira",96.52,50,20945.14,96349.5,533.6,117974.76
1509,"1811509","Santiago do Cacém",0,342.02,12792.84,80489.7,906.2,94530.76
1513,"1811513","Sines",0,0,2194.85,11094.3,55.2,13344.35
1201,"1821201","Alter do Chão",0,1076.02,0,66779.1,2999.2,70854.32
1202,"1821202","Arronches",0,0,0,48151.8,32.2,48184
1203,"1821203","Avis",0,50,10409.86,77441.4,1922.8,89824.06
1204,"1821204","Campo Maior",0,733.95,7211.65,18584.1,427.8,26957.5
1205,"1821205","Castelo de Vide",0,0,0,48583.8,0,48583.8
1206,"1821206","Crato",0,0,0,59194.8,404.8,59599.6
1207,"1821207","Elvas",0,294,12416.58,85576.5,280.6,98567.68
1208,"1821208","Fronteira",0,0,3511.2,35421.3,3647.8,42580.3
1209,"1821209","Gavião",96.5,0,63,32629.5,0,32789
1210,"1821210","Marvão",0,0,0,20325.6,4.6,20330.2
1211,"1821211","Monforte",0,0,376.02,83214,354.2,83944.22
707,"1820707","Mora",0,196,6020.16,84580.2,432.4,91228.76
1212,"1821212","Nisa",0,0,376.02,66903.3,188.6,67467.92
1213,"1821213","Ponte de Sor",48.33,1224,3198.21,108864,2884.2,116218.74
1214,"1821214","Portalegre",0,0,0,59213.7,248.4,59462.1
701,"1830701","Alandroal",0,98,3450.15,83084.4,234.6,86867.15
702,"1830702","Arraiolos",0,0,3450.15,100853.1,1991.8,106295.05
703,"1830703","Borba",0,0,627,8294.4,73.6,8995
704,"1830704","Estremoz",48.33,0,4076.8,44447.4,1173,49745.53
705,"1830705","Évora",48,3132.16,314,188640.9,9384,201519.06
706,"1830706","Montemor-o-Novo",0,0,2319.9,231233.4,2093,235646.3
708,"1830708","Mourão",0,0,1505.04,41420.7,0,42925.74
709,"1830709","Portel",0,0,0,73291.5,1131.6,74423.1
710,"1830710","Redondo",0,1517.14,627,50625,41.4,52810.54
711,"1830711","Reguengos de Monsaraz",0,147,1755.88,41747.4,128.8,43779.08
1215,"1831215","Sousel",0,7781.46,188.01,24057,340.4,32366.87
712,"1830712","Vendas Novas",0,0,188.01,31009.5,2530,33727.51
713,"1830713","Viana do Alentejo",0,0,2257.92,84377.7,772.8,87408.42
714,"1830714","Vila Viçosa",0,0,0,30110.4,358.8,30469.2
201,"1840201","Aljustrel",0,978,31793.97,17004.6,404.8,50181.37
202,"1840202","Almodôvar",0,1126.08,16618.15,39409.2,299,57452.43
203,"1840203","Alvito",0,0,1944.01,48041.1,308.2,50293.31
204,"1840204","Barrancos",0,0,0,31206.6,0,31206.6
205,"1840205","Beja",0,4991.88,72618.18,81561.6,4209,163380.66
206,"1840206","Castro Verde",0,1909.05,7086.23,40124.7,404.8,49524.78
207,"1840207","Cuba",0,0,627,20725.2,777.4,22129.6
208,"1840208","Ferreira do Alentejo",0,6851.6,36685.35,41669.1,676.2,85882.25
209,"1840209","Mértola",0,0,55310.22,163528.2,2143.6,220982.02
210,"1840210","Moura",0,1126.08,6144.6,105478.2,685.4,113434.28
212,"1840212","Ourique",0,0,20882.43,71992.8,1159.2,94034.43
213,"1840213","Serpa",48,1321.92,73684.25,85919.4,105.8,161079.37
214,"1840214","Vidigueira",0,0,1443.02,21149.1,887.8,23479.92
1403,"1851403","Almeirim",0,0,0,2902.5,0,2902.5
1404,"1851404","Alpiarça",0,0,2913.9,993.6,0,3907.5
1103,"1851103","Azambuja",93,0,530,9212.4,266.8,10102.2
1405,"1851405","Benavente",0,0,0,38950.2,3284.4,42234.6
1406,"1851406","Cartaxo",0,250,0,1063.8,124.2,1438
1407,"1851407","Chamusca",0,0,0,56678.4,3279.8,59958.2
1409,"1851409","Coruche",0,0,1456.95,92323.8,2787.6,96568.35
1412,"1851412","Golegã",0,0,0,253.8,1021.2,1275
1414,"1851414","Rio Maior",93,124,265,9042.3,924.6,10448.9
1415,"1851415","Salvaterra de Magos",0,0,12581.8,5337.9,0,17919.7
1416,"1851416","Santarém",0,2244.96,5033.1,7117.2,680.8,15076.06
801,"1500801","Albufeira",0,0,157,801.9,0,958.9
802,"1500802","Alcoutim",0,0,628,6895.8,0,7523.8
803,"1500803","Aljezur",29.25,67,0,4463.1,0,4559.35
804,"1500804","Castro Marim",0,0,79,8148.6,0,8227.6
805,"1500805","Faro",0,0,79,707.4,0,786.4
806,"1500806","Lagoa",0,0,0,513,0,513
807,"1500807","Lagos",0,67,236.01,1444.5,9.2,1756.71
808,"1500808","Loulé",0,0,0,7749,0,7749
809,"1500809","Monchique",29,0,0,2500.2,64.4,2593.6
810,"1500810","Olhão",0,0,0,29.7,0,29.7
811,"1500811","Portimão",0,0,79,2727,0,2806
812,"1500812","São Brás de Alportel",0,0,0,429.3,0,429.3
813,"1500813","Silves",0,200.01,549.99,8434.8,147.2,9332
814,"1500814","Tavira",0,0,706.86,3804.3,0,4511.16
815,"1500815","Vila do Bispo",0,0,157,7503.3,0,7660.3
816,"1500816","Vila Real de Santo António",0,67,314,340.2,0,721.2
